@relation data

@attribute 2033 numeric
@attribute 5604 numeric
@attribute 324 numeric
@attribute 6885 numeric
@attribute 9372 numeric
@attribute 7042 numeric
@attribute 7040 numeric
@attribute 1387 numeric
@attribute 5595 numeric
@attribute 10454 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 6498 numeric
@attribute 7048 numeric
@attribute 7046 numeric
@attribute 4092 numeric
@attribute 4087 numeric
@attribute 999 numeric
@attribute 7043 numeric
@attribute Class {Control,BRCA}

@data
9.886672502,10.49127719,4.172021977,9.487800372,6.50467181975,6.78103548,5.682300273,9.174412855,11.634256725,6.76556701167,10.68629503,11.0532575,5.340273351,11.1277065827,6.451380618,8.020993819,6.170533443,12.00989343,9.289875449,Control
10.41990782,9.559434991,5.814301269,9.4310771815,5.884258418,6.166218956,5.101199635,9.719195242,11.27623323,6.67949367567,10.45921159,10.8409276,4.886379008,10.8486273113,6.425850025,6.874066659,6.372627633,12.20475003,9.578863787,BRCA
9.740911174,9.65317699,5.788040457,8.9013859115,6.2420233145,5.995434345,5.014814152,9.441990946,11.198356615,7.13302304567,10.2807653,11.02832761,4.708944929,10.3325384797,6.18913825,7.3666631265,6.60179747,12.80365393,9.330514214,BRCA
9.510601559,9.580847928,5.072117861,8.417672848,5.95039492675,5.797150007,4.808914358,9.0089772035,11.274247985,7.27747024367,10.1682337,10.65863127,5.009816606,9.576518828,5.673352364,6.9710928515,6.7426452755,12.55838012,10.06419075,Control
10.27748534,9.966174165,5.687908393,9.2133861525,5.8131269045,6.737352562,4.828848945,9.6688997565,11.21839075,6.68095800667,9.769929197,11.06244102,4.815815317,10.893048167,6.53056679,7.680109502,6.7719424625,12.44726543,9.272076349,BRCA
9.934575887,10.23164154,5.770572224,9.9163703245,6.6184581815,7.238598499,5.321216715,9.509274839,11.07534033,6.273083892,10.22471354,11.60575973,5.348731978,11.242027743,6.537921615,7.8158328445,6.996606232,13.02343475,9.540317507,BRCA
10.17277787,8.977681421,5.801553978,8.575344218,6.09198690775,6.518854253,4.73770262,9.006275549,11.151396135,6.779059113,10.43082915,10.12003731,5.4404011985,10.2865973123,7.387675143,6.7548444665,6.786368352,11.40859261,11.79415195,BRCA
9.744439113,10.00443156,6.180461809,8.9471097785,6.40859148925,7.822174254,5.167931151,8.7304792815,11.40345044,7.020737198,10.42491714,10.90767581,5.2492523215,10.851322655,6.018039483,7.370300644,6.47982421,12.40979539,10.56613044,Control
9.125801619,9.452231522,5.838328613,9.204869818,6.235374841,6.303694572,5.46083367,9.1075112315,10.99057863,6.649348596,10.30035288,11.18856429,5.0143415655,10.487156052,6.385953509,7.417844963,6.895004248,12.47414328,9.938499406,BRCA
9.827664684,9.69476318,4.883390185,8.9430429875,5.96169079875,6.274406692,5.062004299,9.532397347,11.551814785,7.04562845567,10.53162541,10.84298691,5.357450635,10.2302503277,6.276734513,7.0915813315,6.7272770485,12.68293541,9.642061229,BRCA
8.279449386,9.736317839,5.8736971,8.596587527,5.6229262635,5.609704182,6.147057976,8.6873024975,11.573459625,6.73906535867,10.87489706,10.75143132,4.36568843,10.3983485903,6.183690582,7.2192229175,6.421738015,11.4210814,10.31728008,BRCA
9.378501395,9.990983614,5.697670451,9.0816140535,6.298464707,7.247787805,5.382071697,9.023964326,11.32136754,6.67560015067,10.17969799,11.09442761,5.10308021,10.9433576167,6.995289824,7.5142450375,6.454770335,12.1857598,9.979768545,Control
9.675384217,10.29596436,5.394901009,9.1999885685,6.598984357,7.420152085,5.502084908,8.87704806,11.488573795,6.53137599367,10.27293332,10.65306923,5.20307571,10.957163474,6.460910954,7.373551244,6.5529715385,11.91354778,9.655880007,Control
9.604664936,10.01433476,5.915766617,8.733092931,5.90755464775,7.131628387,5.115003321,8.924929238,11.695521545,7.05252053933,10.40859541,10.79459886,5.091204545,10.7426136877,6.352798794,7.043230672,6.1525984655,13.00161496,10.35287964,BRCA
9.80990119,9.712540381,6.201639374,9.2660120735,6.03675135275,7.112546695,4.924350826,8.787588937,11.206231375,7.01209387333,10.55937736,10.92510768,5.0937158255,10.852317469,6.43304759,6.7708678745,6.874519166,13.08801473,11.69149721,BRCA
9.987029866,9.812386363,5.650485447,8.692934023,5.555252801,6.735729052,5.605710071,8.856661681,11.49634678,7.22201205233,10.55420777,10.7377039,5.0398232015,10.211321263,6.665126693,7.0819860465,6.627057127,13.41290062,10.24482795,BRCA
9.985543523,9.916141133,5.742822246,8.4734774435,6.0233210635,7.229566594,5.66449084,9.171450661,11.796022585,7.39735229933,10.66841992,10.63715491,5.155894547,9.906558606,6.174232248,7.349938213,6.402383265,13.38809538,10.86671119,BRCA
9.618225404,10.0322459,5.127954352,8.580432115,5.7427537585,6.535085305,5.37574431,8.4836949415,11.46459896,7.19601476967,10.44034522,10.67427198,5.0387655445,10.012841776,6.817882628,7.202597889,6.587465623,13.18229429,10.95634187,BRCA
9.505712886,9.833428205,5.838328613,8.5357374825,5.9397288265,6.862206886,5.19062597,8.813489955,11.5411915,7.43260419933,10.53098201,10.66574031,5.4078784375,10.0676639323,6.449607283,7.2776412805,6.5239716815,13.54762602,10.24378721,BRCA
10.42139193,9.724718956,5.461734198,7.348718546,5.577995128,6.989880165,5.716038325,8.456160299,12.52079595,7.189092449,10.55871514,10.11653277,5.172989998,9.30348832867,6.861555705,7.098744046,6.867288967,10.98045221,10.70345182,BRCA
