@relation data

@attribute id string
@attribute 1398 numeric
@attribute 2887 numeric
@attribute 2885 numeric
@attribute 6464 numeric
@attribute 5595 numeric
@attribute 3643 numeric
@attribute 8660 numeric
@attribute 1796 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9907,0.0705,1.6355,0.7565,1.0952,0.1618,0.5042,0.7687,1.1256,Control
A02,0.7806,0.1085,1.481,0.8046,1.0379,0.0844,0.281,0.6091,0.9005,Control
A03,0.9451,0.1291,1.7658,0.7989,1.0752,0.1984,0.4254,0.8735,1.1275,Control
A04,0.8166,0.0568,1.4795,0.8019,1.0602,0.1081,0.5054,0.6701,1.028,Control
A05,0.9618,0.0822,1.8562,0.8988,1.2157,0.2531,0.6518,1.0374,1.0464,Control
A06,0.87,0.0952,1.5705,0.7671,1.0037,0.2006,0.7248,0.7913,0.8852,Control
A07,1.0263,0.1166,1.8609,0.7989,0.9863,0.1514,0.611,0.7973,1.1765,Control
A08,0.7391,0.1141,1.7198,0.784,1.0102,0.1657,0.4644,0.4943,1.467,Control
A09,0.8608,0.0874,1.8278,0.7778,1.0062,0.1091,0.5505,0.6693,0.9988,Control
A10,0.8286,0.1025,1.802,0.79,0.9394,0.151,0.6655,0.7849,1.3316,Control
A11,0.6943,0.0592,1.5523,0.5794,0.9926,0.1322,0.5716,0.4619,0.7415,Control
A12,0.3624,0.1804,1.1373,0.5636,0.6672,-0.0813,0.268,0.391,0.5292,Control
B01,0.7558,0.118,1.5002,0.5764,0.7793,0.0761,0.3348,0.1857,0.9141,Control
B02,0.8851,0.0652,1.6034,0.9083,1.0963,0.1482,0.5585,0.7862,0.8807,Control
B03,0.8173,0.0871,1.5674,0.7155,0.9479,0.1221,0.4749,0.5396,0.9276,BRCACancer
B04,0.8769,0.1466,1.6385,0.7092,0.7243,0.1557,0.3932,0.4076,1.4335,BRCACancer
B05,0.6952,0.1077,1.4949,0.7441,0.8239,0.0863,0.5559,0.3231,0.7814,BRCACancer
B06,0.5208,0.0866,1.1292,0.4797,0.5177,-0.0093,0.0922,0.2346,0.7812,BRCACancer
B07,0.9409,0.0748,1.6266,0.8876,1.0487,0.0678,0.3846,0.7787,1.1751,BRCACancer
B08,0.9072,0.0579,1.6339,0.8025,1.0739,0.1574,0.4896,0.8209,0.7597,Control
B09,0.6646,0.0891,1.6507,0.6597,0.6235,0.1214,0.4359,0.2338,1.2186,Control
B10,0.5494,0.1018,1.509,0.7158,0.645,0.0641,0.4107,0.339,1.0541,Control
B11,0.751,0.0988,1.7392,0.7156,0.929,0.1501,0.4715,0.678,0.949,Control
B12,0.4361,0.0771,1.3322,0.5098,0.5105,0.0077,0.3617,0.0835,1.0091,Control
C01,1.0551,0.1497,1.7966,0.8045,1.0546,0.2191,0.5093,0.7376,1.0332,BRCACancer
C02,0.8213,0.102,1.5019,0.8483,1.0889,0.1244,0.4442,0.6847,0.9069,BRCACancer
C03,0.9937,0.1289,1.5147,0.9954,1.1527,0.1873,0.5326,0.9093,1.1291,BRCACancer
C04,0.5307,0.0246,1.2632,0.5631,0.979,0.0651,0.5277,0.2845,0.4603,Control
C05,0.5951,0.0121,1.1596,0.6458,0.8706,0.0461,0.4484,0.2827,0.4962,BRCACancer
C06,0.1036,0.0571,0.5665,0.147,0.3107,-0.1003,0.0929,0.0451,0.0704,Control
C07,0.6787,0.0805,1.2704,0.6577,0.7954,0.0265,0.4177,0.4209,0.6274,Control
C08,0.8436,0.0735,1.4131,0.7276,0.9733,0.1122,0.4014,0.4935,0.8108,Control
C09,0.6707,0.0769,1.2526,0.7603,0.881,0.0755,0.3649,0.4117,0.6951,Control
C10,0.5971,0.0795,1.2452,0.8332,0.854,0.06,0.4998,0.6368,0.7278,BRCACancer
C11,0.8783,0.0445,1.5328,0.7867,1.0401,0.1421,0.5064,0.5711,0.8178,Control
C12,0.506,0.0704,1.1452,0.4843,0.8388,0.0017,0.3106,0.2124,0.4174,BRCACancer
D01,0.7902,0.1278,1.5757,0.5968,0.7586,0.0951,0.3558,0.3279,1.1288,BRCACancer
D02,0.7053,0.0327,1.3968,0.7424,0.9158,0.1249,0.5048,0.4702,0.7383,BRCACancer
D03,0.621,0.0856,1.412,0.5932,0.9147,0.0837,0.3718,0.5216,0.6003,BRCACancer
D04,0.8182,0.0883,1.6251,0.7228,0.9905,0.1275,0.4946,0.5502,0.8315,BRCACancer
D05,0.7069,0.1173,1.5193,0.8946,0.8171,0.1316,0.5563,0.7159,0.7064,BRCACancer
D06,0.8535,0.0544,1.5134,0.7618,1.0635,0.1301,0.4987,0.684,0.886,BRCACancer
