@relation data

@attribute id string
@attribute 2159 numeric
@attribute 7035 numeric
@attribute 2147 numeric
@attribute 1282 numeric
@attribute 2149 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 5627 numeric
@attribute 2266 numeric
@attribute 5624 numeric
@attribute 2243 numeric
@attribute 5340 numeric
@attribute 462 numeric
@attribute 2244 numeric
@attribute 5327 numeric
@attribute 51327 numeric
@attribute 1288 numeric
@attribute 1287 numeric
@attribute 2155 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0181,0.3218,-0.0838,-0.059,1.0973,-0.0738,-0.0599,-0.089,0.2619,-0.1786,0.0927,-0.0911,0.0117,-0.1138,-0.2417,0.0233,-0.1689,-0.0647,-0.1505,-0.0505,Control
A02,0.0605,0.339,-0.0682,-0.0568,1.2804,-0.0676,-0.0204,-0.0375,0.2659,-0.1042,0.1456,-0.0675,0.0289,-0.0136,-0.1426,0.0711,0.3326,-0.0966,-0.1406,-0.0046,Control
A03,0.0732,0.2854,-0.0986,-0.0712,1.2971,-0.056,-0.0626,-0.0643,0.2831,-0.1712,0.1677,-0.0493,0.032,0.0346,-0.1333,0.0317,0.7645,-0.0972,-0.156,0.0117,Control
A04,0.0192,0.2755,-0.0334,-0.0407,1.2586,-0.0385,-0.0242,-0.0519,0.31,-0.1163,0.1676,-0.083,-0.048,-0.1149,-0.1588,0.017,-0.1101,-0.0884,-0.1442,0.0954,Control
A05,0.0502,0.4517,-0.059,-0.0519,1.5179,-0.0384,-0.0628,-0.0696,0.6228,-0.1207,0.1828,-0.0648,-0.0777,-0.0418,-0.1722,-0.0252,0.3857,-0.0821,-0.1197,0.0425,Control
A06,0.0156,0.2908,-0.0823,-0.0703,1.3354,-0.0826,-0.0311,-0.026,0.2266,-0.0914,0.0811,-0.1126,0.0077,-0.0068,-0.1948,-0.055,-0.2898,-0.1161,-0.1659,-0.0278,Control
A07,0.0175,0.2595,-0.0981,-0.0739,1.3236,-0.1088,-0.0268,-0.019,0.3344,-0.1456,0.1768,-0.0632,-0.0101,-3e-04,-0.101,-0.0652,-0.3011,-0.128,-0.1716,0.0049,Control
A08,0.0156,0.1433,-0.0797,-0.0544,0.9057,-0.0944,-0.0922,-0.0773,0.017,-0.1492,0.0325,-0.142,-0.0219,-0.0604,-0.214,-0.0465,-0.5187,-0.0678,-0.1524,0.0364,Control
A09,0.0137,0.247,-0.1022,-0.0867,1.2126,-0.0903,0.0074,-0.0575,0.4256,-0.134,0.1041,-0.0282,-0.027,-0.0431,-0.1401,-0.0189,-0.4288,-0.0917,-0.1814,-0.0135,Control
A10,0.0205,0.3962,-0.0788,-0.0619,1.5247,-0.0286,-0.0553,-0.0288,0.6194,-0.1274,0.0903,-0.0539,-0.0402,-0.0331,-0.1682,-0.0011,-0.081,-0.0977,-0.1402,0.0184,Control
A11,0.0162,0.1919,-0.1198,-0.0051,1.2784,-0.042,-0.1452,-0.0602,0.1536,-0.1309,0.0222,-0.0828,-0.0099,-0.0786,-0.123,0.0034,-0.2868,-0.0827,-0.1466,0.0243,Control
A12,0.0715,0.3093,-0.1108,-0.0758,1.3837,-0.0445,-0.003,-0.0162,0.3431,-0.1886,0.1953,0.0982,0.1072,0.0772,-0.0732,-0.0015,0.2826,-0.0704,-0.1926,0.0148,Control
B01,-0.1094,0.2172,-0.1499,-0.0601,0.8178,-0.1462,-0.0553,-0.0375,0.2551,-0.196,0.0524,0.0708,0.1253,0.096,-0.2134,0.0987,-0.2351,-0.0193,-0.1937,-0.1903,Control
B02,0.0443,0.2161,-0.0799,-0.0525,1.289,-0.0815,-0.0773,-0.0424,0.209,-0.1388,0.0789,0.0062,0.0213,-0.0148,-0.1826,-0.0028,-0.2815,-0.0688,-0.1421,0.0289,Control
B03,0.0072,0.0474,-0.0631,-0.014,0.9408,-0.0844,-0.0855,-0.0602,0.0166,-0.1509,0.0367,0.0048,0.0539,-0.0605,-0.1412,0.0432,-0.2816,-0.0289,-0.1587,-0.0095,BRCACancer
B04,-0.0152,0.3111,-0.1392,-0.0837,1.2167,-0.1141,-0.025,-0.0288,0.2679,-0.1583,0.1077,-0.0933,-0.0233,-0.0295,-0.2195,-0.0655,-0.3785,-0.0883,-0.1604,-0.0267,BRCACancer
B05,-0.0249,0.2093,-0.1032,-0.1102,1.0946,-0.088,0.0053,0.0356,0.1384,-0.0883,0.2559,-0.0024,0.1023,0.0555,-0.0881,-0.0249,-0.2949,-0.0846,-0.1633,-0.0687,BRCACancer
B06,-0.1286,0.1364,-0.1585,-0.1617,0.8543,-0.2091,-0.0534,0.0031,0.1489,-0.0881,0.0439,0.0931,0.1901,0.0688,-0.1208,-0.0626,-0.3698,0.0316,-0.1646,-0.1147,BRCACancer
B07,-0.0548,0.2167,-0.0836,-0.1007,1.3877,-0.0983,0.0063,-0.016,0.302,-0.0809,0.1495,-0.0286,-0.0108,-0.0107,-0.1327,-0.0076,-0.3138,-0.0607,-0.1575,0.0351,BRCACancer
B08,0.0874,0.3585,-0.0268,-0.0254,1.3221,-0.0426,-0.0521,-0.0785,0.4265,-0.1063,0.0808,-0.0684,-0.0567,0.0233,-0.1559,0.0215,-0.282,-0.0515,-0.1089,0.0927,Control
B09,0.0255,0.2651,-0.0929,-0.1009,1.1749,-0.0849,-0.0774,-0.0983,0.2649,-0.2097,0.0883,-0.0462,0.0348,-0.0562,-0.2734,0.0107,-0.0236,-0.0761,-0.1833,0.0203,Control
B10,0.035,0.1872,-0.105,-0.103,1.2718,-0.0927,-0.0701,-0.0563,0.1881,-0.17,0.0714,-0.0324,0.0084,-0.0904,-0.1294,0.0084,-0.3518,-0.0726,-0.1686,0.0264,Control
B11,-0.0248,0.3278,-0.0187,-0.0964,1.1801,-0.0571,-0.0583,-0.0661,0.4561,-0.1292,0.0548,-0.1295,0.0427,-0.026,-0.1909,-0.0348,0.0138,-0.0945,-0.1439,-0.0403,Control
B12,0.0245,0.0656,-0.0978,-0.1009,0.6031,-0.0969,-0.0528,-0.0644,0.1615,-0.0624,0.1484,-0.1193,-0.0255,-0.0385,-0.244,-0.0311,-0.004,-0.1059,-0.1238,0.0812,Control
C01,5e-04,0.303,-0.1113,-0.0954,1.2036,-0.1027,0.0021,-0.0041,0.277,-0.0774,0.2095,-0.0453,0.0037,-0.0335,-0.2344,-0.0442,-0.392,-0.107,-0.1977,-0.0234,BRCACancer
C02,0.0179,0.3512,-0.0271,-0.0685,1.2919,-0.0751,0.0322,0.0249,0.3803,-0.0813,0.1393,-0.0288,7e-04,-0.036,-0.116,-0.0272,-0.0679,-0.1136,-0.1566,0.0171,BRCACancer
C03,-0.0395,0.2224,-0.0998,-0.0674,1.404,-0.0892,0.0123,-0.0491,0.2829,-0.145,0.136,-0.0614,-0.0056,-0.0257,-0.0747,0.0184,-0.23,-0.146,-0.1566,0.0289,BRCACancer
C04,0.1086,0.3178,0.1073,0.0103,1.2052,0.0085,0.0076,-0.0484,0.3343,-0.0977,0.0777,-0.0695,-0.0174,-0.1577,-0.1347,0.0166,-0.1703,-0.0662,-0.1041,0.1207,Control
C05,0.0484,0.1348,0.01,-0.0043,0.7622,0.0285,-0.0295,-0.078,0.0406,-0.1093,0.085,-0.1113,-0.0026,-0.07,-0.2142,0.0262,-0.0993,-0.0619,-0.0708,0.1034,BRCACancer
C06,0.1159,0.0058,-0.0019,0.0496,0.1939,-0.0087,-0.1544,-0.0108,0.0226,-0.0963,-1e-04,-0.0627,0.1047,-0.153,-0.103,0.1095,0.1505,0.0116,-0.1817,-0.0195,Control
C07,0.0502,0.2446,-0.1253,-0.0371,1.5457,-0.0495,-0.034,-0.0443,0.3815,-0.0971,0.0886,-0.0687,0.0223,-0.0837,-0.1137,-0.0031,-0.1153,-0.0715,-0.147,0.0569,Control
C08,0.0528,0.4039,-0.0357,-0.0552,1.3477,-0.0412,-0.0095,-0.0434,0.3257,-0.1241,0.1423,-0.0814,-0.0242,-0.0938,-0.1689,0.0234,-0.2981,-0.0845,-0.1667,0.0417,Control
C09,0.0681,0.1966,-0.0115,0.0132,1.1618,-0.0018,-0.066,-0.0839,0.4034,-0.1235,0.1001,-0.0947,0.0278,-0.112,-0.1061,0.0148,-0.2252,-0.0567,-0.1075,0.1053,Control
C10,0.0428,0.2824,-0.0812,-0.0273,1.4386,-0.022,0.0145,-0.0395,0.4851,-0.1222,0.2489,-0.0549,-0.0086,-0.0429,-0.1792,-0.0567,0.3527,-0.0816,-0.1323,0.0419,BRCACancer
C11,0.0618,0.2686,0.0135,-0.0149,1.3122,-0.0333,-0.1009,-0.0807,0.3124,-0.1395,0.1922,-0.0478,-0.0425,-0.0929,-0.1772,0.0518,-0.1071,-0.0863,-0.1641,0.0241,Control
C12,0.0675,0.1854,-0.078,-0.0309,1.0154,-0.0223,-0.0121,-0.0536,0.3817,-0.1691,0.1767,-0.1106,0.015,-0.0412,-0.1473,0.0335,0.0402,-0.06,-0.1007,0.0218,BRCACancer
D01,0.0216,0.0046,-0.0772,-0.0445,0.4801,-0.0527,-0.0712,-0.0456,0.0858,-0.1539,0.0739,-0.0757,0.0211,-0.0665,-0.0871,0.0184,-0.0169,-0.0524,-0.1956,0.0182,BRCACancer
D02,0.0822,0.3098,-0.0178,-0.006,1.518,0.0045,-0.0765,-0.0921,0.4031,-0.1109,0.0827,-0.0834,-0.0582,-0.0965,-0.1296,0.0596,-0.0521,-0.0578,-0.0894,0.054,BRCACancer
D03,0.0369,0.2938,-0.0628,-0.0348,1.3533,-0.024,-0.0672,-0.0456,0.4889,-0.0871,0.1565,-0.0683,0.039,-0.1084,-0.145,-0.0605,-0.0086,-0.0666,-0.104,0.0881,BRCACancer
D04,0.0594,0.2263,0.0074,-0.0081,1.0978,0.0102,-0.0426,-0.093,0.4161,-0.1163,0.1376,-0.1074,0.0031,-0.2186,-0.1389,0.0354,-0.2678,-0.0785,-0.1472,0.0212,BRCACancer
D05,0.0038,0.3045,-0.1198,-0.0512,1.3251,-0.0465,0.0096,-0.0639,0.5631,-0.1389,0.1251,-0.044,-0.0248,0.0143,-0.1328,-0.0475,-0.0394,-0.0952,-0.1619,0.0335,BRCACancer
D06,0.0775,0.2548,-0.04,-0.0284,1.3406,0,0.0142,-0.1074,0.256,-0.1742,0.1169,-0.02,0.0073,-0.043,-0.2256,0.0107,-0.0544,-0.0601,-0.1439,0.0465,BRCACancer
D07,0.0589,0.2307,-0.037,-0.0314,1.648,0.0126,-0.0159,-0.0351,0.415,-0.1002,0.1853,-0.1079,-0.0196,-0.0761,-0.0805,0.0215,0.0362,-0.0476,-0.1122,0.0613,Control
D08,0.0449,0.2788,-0.0641,-0.0262,1.1598,-0.0355,-0.0088,-0.0445,0.2028,-0.0871,0.2263,0.0125,0.0331,-0.0605,-0.1558,-0.0084,0.163,-0.0735,-0.1621,0.1399,Control
D09,0.0877,0.2895,-0.1001,-0.0595,1.2012,-0.0098,-0.0153,-0.0551,0.4597,-0.0918,0.0244,-0.0667,0.0288,-0.0174,-0.1452,8e-04,-0.2914,-0.0861,-0.1513,0.0519,Control
D10,0.0671,0.2289,-0.0222,-0.05,1.0945,-0.0343,-0.0357,1e-04,0.1121,-0.1602,0.1271,-0.0373,0.0396,-0.0861,-0.1257,0.0221,0.0459,-0.0753,-0.1394,0.068,Control
D11,0.0922,0.0886,-0.0594,-0.018,0.5089,-0.0261,-0.1091,-0.1101,0.0951,-0.1229,0.018,-0.0872,0.1321,-0.1345,-0.2163,0.0952,0.0135,-0.0258,-0.1624,0.1794,Control
