@relation data

@attribute id string
@attribute 27035 numeric
@attribute 2936 numeric
@attribute 2937 numeric
@attribute 3576 numeric
@attribute 4790 numeric
@attribute 5970 numeric
@attribute 6647 numeric
@attribute 7124 numeric
@attribute 7498 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0926138213,0.7929056358,1.7168086048,0.1075109721,0.0372776528,1.2157194917,2.6477843375,-0.1203307158,-0.1091140107,BRCA
GSM481003,0.2505579636,0.5663155325,1.8448677460,1.4715424657,0.0608519517,1.5458108518,2.7052017749,0.3678463830,-0.0031047996,BRCA
GSM481004,0.0303451027,0.6715617807,1.8700126792,1.6739334250,0.1890115326,1.4715695732,2.3499542176,-0.0368083989,-0.0694221537,BRCA
GSM481005,-0.0387112399,0.4150156884,1.6340367164,0.3897922044,0.0661443981,1.2129281088,2.9997989983,-0.1027448054,-0.1089168953,BRCA
GSM481006,0.1009974951,0.5910774465,1.3196450744,0.7345458053,0.1223146532,1.3122026393,2.5241018831,-0.0591356744,-0.0729108554,BRCA
GSM481007,0.1948839844,0.8594218063,1.4359567647,0.3815329463,0.0016019143,1.4910032429,2.5976988672,0.1398046748,-0.0836812612,BRCA
GSM481008,-0.0653193207,0.6037069142,1.8247550909,2.2164069593,0.2086261566,1.3571830794,2.1214077659,-0.0821399172,-0.0072673504,Control
GSM481009,0.0828601231,0.5703692140,1.0322109808,0.1852908233,0.0623427681,0.9630623995,2.3663890571,-0.1245508698,-0.1261802013,Control
GSM481010,0.1646898222,0.6692413586,1.4786642189,1.6296272655,0.1809599443,1.2152642781,3.0150474759,-0.0689478631,-0.0402563325,Control
GSM481011,0.0653313812,0.5239767313,1.8861239884,0.2282059908,0.0443784665,1.4994342731,2.9558201135,-0.0423061008,-0.0741995882,Control
GSM481012,0.1595684857,0.6877753268,1.7588200777,0.6743439157,0.1195168558,1.1187853771,2.4168043585,-0.0311700639,-0.0719800643,Control
GSM481013,0.0085940906,0.5885482609,1.9845276476,2.1394721528,0.2367984392,1.5556905367,2.1605170407,-0.0627147092,-0.0660576031,Control
GSM481014,0.0691370792,0.5670952077,1.3578005317,2.9212563913,0.3497016751,1.1714154971,2.2951047197,-0.0723417840,-0.0554905239,BRCA
GSM481015,-0.0279650495,0.5502440138,1.8906365169,0.9490497029,0.1032914892,1.3739821009,2.2221605703,-0.0646013246,0.0097175050,BRCA
GSM481016,0.0517289662,0.7603204080,1.6795458877,3.0995721420,0.0883782635,1.1017041531,2.6356443092,-0.0621314616,0.0555971707,BRCA
GSM481017,0.0238802630,0.4622296543,1.2476825623,1.1367994145,0.1718103302,0.8351121861,2.9163320214,-0.1499083621,-0.0954100211,BRCA
GSM481018,-0.0484721592,0.8566210346,1.5771942668,0.1116481056,-0.0151011771,1.2476541475,2.5798928068,-0.0238405286,0.0376319186,BRCA
GSM481019,-0.0230356804,0.5228256275,1.8082487286,1.6360717775,0.1585245694,1.1705218292,2.6562067122,-0.0762645153,0.1957575071,BRCA
