@relation data

@attribute id string
@attribute 100 numeric
@attribute 10606 numeric
@attribute 122622 numeric
@attribute 132 numeric
@attribute 1503 numeric
@attribute 158 numeric
@attribute 159 numeric
@attribute 1633 numeric
@attribute 1635 numeric
@attribute 1716 numeric
@attribute 1723 numeric
@attribute 1806 numeric
@attribute 1807 numeric
@attribute 1841 numeric
@attribute 1854 numeric
@attribute 1890 numeric
@attribute 203 numeric
@attribute 2030 numeric
@attribute 204 numeric
@attribute 22978 numeric
@attribute 2618 numeric
@attribute 26289 numeric
@attribute 270 numeric
@attribute 271 numeric
@attribute 272 numeric
@attribute 2745 numeric
@attribute 2766 numeric
@attribute 2936 numeric
@attribute 2987 numeric
@attribute 30833 numeric
@attribute 3177 numeric
@attribute 3251 numeric
@attribute 353 numeric
@attribute 3615 numeric
@attribute 471 numeric
@attribute 4833 numeric
@attribute 4860 numeric
@attribute 4907 numeric
@attribute 50484 numeric
@attribute 51251 numeric
@attribute 51292 numeric
@attribute 51727 numeric
@attribute 51733 numeric
@attribute 5198 numeric
@attribute 5471 numeric
@attribute 56474 numeric
@attribute 56953 numeric
@attribute 6240 numeric
@attribute 6241 numeric
@attribute 64078 numeric
@attribute 7083 numeric
@attribute 7084 numeric
@attribute 7296 numeric
@attribute 7298 numeric
@attribute 7371 numeric
@attribute 7372 numeric
@attribute 7378 numeric
@attribute 7498 numeric
@attribute 790 numeric
@attribute 83549 numeric
@attribute 84618 numeric
@attribute 9153 numeric
@attribute 9154 numeric
@attribute 93034 numeric
@attribute 9615 numeric
@attribute 978 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2029862162,1.0766555833,0.3646659221,0.9439453894,2.4566147327,1.4977446612,2.4341653519,1.9887506842,0.5723290968,0.7116014113,0.1757886765,0.2146146707,-0.0909816999,0.6288136845,2.0992635116,-0.0466895819,1.1866748375,0.7125540315,1.1367152376,0.5731631170,0.6269534152,0.1262725417,-0.1557879106,0.6004892366,0.0392958111,2.4520652690,0.3012874871,0.6760593470,1.8507436959,0.2328285626,0.0681093894,0.7432685895,2.1983095929,2.1780521340,2.0846064836,1.2167348416,1.5726087017,0.7352792715,1.4295305485,0.8113200574,0.6961623001,1.6710142557,-0.1055786552,2.2889969613,2.0544398279,0.9875723783,0.0214990937,1.1391247139,3.0128963211,-0.0158696271,0.8034116246,1.2276308658,1.2300644576,1.3343359137,2.4483032376,1.2611241524,2.6093901397,0.6671462919,0.7970412485,0.3124337157,-0.0559172089,-0.1635625244,-0.0516776262,-0.1120236567,0.1796989302,0.8934876097,BRCA
GSM480985,0.0566766260,0.6734025702,0.7170768771,0.7262386207,1.3797611220,1.1294918484,2.3920115960,1.2142740340,0.4801884264,0.7645003960,0.0088638226,0.2214627486,-0.1462134662,0.2788185624,1.2268545552,-0.0999269985,1.0242244739,0.7322967389,0.9093398951,0.7163438890,0.4464225231,0.9202240959,-0.0994204706,0.7296138140,0.2176107990,2.5038001537,0.5451808846,0.5375696058,1.6042139680,0.1748968629,0.0536879904,0.6840919031,1.6311474219,1.5287492343,1.7815195918,1.5345584004,0.7818527445,0.5471559902,1.6584459842,0.4779909891,0.8364266853,1.7464788817,-0.1492816332,1.5405883392,1.3588025272,1.0945222377,-0.0059415057,0.5427789214,1.2142698060,0.9267955984,0.2705967141,1.2048513807,1.1921758080,0.7726133174,1.4603137243,0.7518842100,1.7549256748,0.6115540292,0.4365601505,0.3072375780,-0.1384957092,-0.1753471479,-0.1266234165,-0.1535928319,-0.0321719456,0.4088892171,BRCA
GSM480986,0.3610752333,1.1251143883,0.4550680940,0.9095015182,2.3117782921,1.5003512777,2.3456729551,1.8119000315,0.6227178020,0.7878321889,0.1243869107,0.2118537839,-0.1330779034,0.5460900242,1.8513124436,-0.0764338221,1.2771039286,0.6725009628,1.0923260700,0.4231554267,0.5225150047,0.0274338089,-0.1106104190,1.1104039500,0.1861471223,2.2223939500,0.3624637267,0.5981300930,1.9473787249,0.1330229461,0.0010378555,0.8539530258,2.3128225431,1.9529822930,2.4011532666,1.2955965475,1.6027567684,0.6729297309,1.2813249430,0.3670153417,0.6845274634,1.6317175549,-0.1242188065,2.4106212988,1.7092478499,0.9683923859,0.0407751971,0.8564470820,3.0737281278,0.1636678146,0.7331258244,0.9947680089,1.0777725114,1.0776409459,1.8862097859,1.2308686880,2.0394799113,0.7638278782,0.9163119346,0.3133698776,-0.1035335224,-0.0890188279,-0.0642552207,-0.0845251854,0.0905633151,0.9115517365,BRCA
GSM480987,0.3873808382,1.1000533145,0.1955623720,0.4770554942,2.5484073759,1.8327227465,2.0971001072,1.8240972938,0.7137556692,0.8809647029,0.0292489125,0.1019407532,-0.1068198060,0.4241398336,1.5492507406,-0.0834272569,0.6632813828,0.4720302111,1.2320178654,0.2463394229,0.5409475920,0.4840810921,-0.0967244876,1.1493063971,0.1088808264,3.2449319363,-0.1051946763,0.7836476969,1.7094064804,0.1311756251,-0.1009615740,0.5467541733,2.0437496230,1.9591345389,2.7931783796,1.4993972033,1.1259377447,0.6820724049,1.3640675447,0.3593345608,0.6323510773,1.3966990070,-0.0988101555,2.8910273711,2.0424778165,0.6381399765,0.1484820383,0.6402449443,2.9764761492,-0.0487086972,0.3967911637,1.2719901555,1.5236789826,0.8908209850,2.5040080249,1.1177917480,2.0771609343,-0.0115644319,0.8866154421,0.2853484486,-0.1081118571,-0.1212915220,-0.0969983451,-0.1082982045,0.0386855736,0.0911461335,BRCA
GSM480988,0.4077686681,1.1311660265,0.6625010721,0.6959506519,2.0793742688,1.2457658260,2.2126442426,1.6514628709,0.4040014857,0.7754182122,0.1422081525,0.0218177215,-0.0866555877,0.4281519893,1.7663210929,-0.1541740904,0.9888104455,0.5470194477,0.7233252218,0.3186479539,0.3356458477,0.1227373908,-0.0842707391,1.4053861669,0.1318240549,2.1030569473,0.5514199736,0.5196468320,1.1418934464,-0.0047877747,0.0657269137,0.6561939804,1.5456105471,1.7233609558,2.1587997675,1.1228715256,1.5195055308,0.5058062656,1.2677349825,0.2818690333,0.5805873248,1.5312472357,-0.1152699678,2.2894123926,1.2299715541,1.2184728534,-0.0292457978,0.7932283912,3.0932169936,0.1376423528,0.7622335726,1.1635563124,1.2555008601,1.3434912878,1.4206976407,1.0838372626,1.7951142234,0.6368811518,0.9077796340,0.3092675592,-0.0748669413,-0.1652489059,0.0139199186,-0.0867143117,-0.1055014479,0.5832171740,BRCA
GSM480989,0.3799263072,0.9181981232,0.5472526784,0.5169038414,2.3962364196,1.8007715758,1.9850842160,1.6727685986,0.6892073639,0.9421779501,0.0563405495,-0.0521584148,-0.1229975323,0.6567504915,1.7208966688,-0.1443228270,1.7446173941,0.8499276736,1.2175551246,0.3385607996,0.3790230091,-0.0267962911,-0.0824491031,0.7637215330,0.2114792246,2.5038108030,0.6185283386,0.6433989968,2.3414406181,0.1445833988,0.0050459224,0.6217846297,2.6517713517,2.2128634718,2.4614941479,1.9493295179,1.6968453376,0.3844587313,0.9884952475,0.1244157726,0.6746942831,1.5116850159,-0.1134549078,2.7059481807,0.9624564834,0.8067898324,0.0732496886,0.5422876878,3.2419244376,0.1992476623,1.3153640414,1.3615992726,1.0269350614,0.9982893772,2.1473530791,0.9583118082,2.2408071888,0.3187414961,0.6279515107,0.5283459358,-0.0265955244,-0.1991463409,-0.0291908834,-0.0371554152,0.1271279716,1.0199355409,BRCA
GSM480990,0.6787962116,0.8536303163,0.3647571053,0.5594958863,2.6346373259,1.4734799484,2.1306013003,1.6473283767,0.6472317224,0.9180375205,0.0638339161,-0.0416976995,-0.1173610704,0.4815543415,1.6977540851,-0.0773362469,1.3062451374,1.0597018944,0.8371285340,0.2359689929,0.2815178145,-0.0397054344,-0.0965243589,1.0345208702,0.0843331759,1.4707342583,0.1970926727,0.5323682564,2.3490978181,0.1780938993,-0.0402178297,0.5683063384,2.6243144199,2.1112492086,2.7434004545,1.8418039084,1.2118692474,0.8250964314,1.2802926748,0.4375984390,0.4487352317,1.5558827793,-0.1801352249,3.0771898693,1.1451425405,1.0036840886,0.1106110284,0.4841040203,3.2084340398,-0.0816619480,0.6599835175,1.2554014247,0.9534118547,0.7954377971,2.2890918331,0.8880958612,2.0988800988,0.8433561767,0.9333275594,0.3323490834,0.0058081639,-0.1465597134,-0.1162096271,-0.0882494058,0.0539209269,0.9360734375,Control
GSM480991,0.5738407641,0.9231937611,0.5073974915,0.7176957455,2.2121885121,1.3701166282,2.0787209653,1.5005262553,0.6151915488,0.6865353145,0.1561912982,0.0546115915,-0.0937796284,0.3067940989,1.0655942466,-0.0801146704,1.3737821601,0.4611974214,0.7950576562,0.4486984446,0.2900578135,-0.0556015630,-0.1431254107,0.9549885901,0.2274494737,2.4434880813,0.5718433302,0.6050607913,2.2695313542,0.1846956180,0.0404278656,0.5220326550,2.6104342640,2.0784093938,2.3458325714,1.7772302031,1.2392701060,0.6644012132,1.3486526558,0.2099227959,0.7657452954,1.5492791425,-0.1254410358,2.1847461064,1.0286158584,0.7950555362,0.0408861109,0.3270349691,2.1157750109,-0.0051888683,0.3888020441,1.2105828193,0.9975617804,0.5223760846,1.6806599798,0.9941622935,2.1222608883,0.7608674068,0.8165263142,0.3488588878,-0.1066063427,-0.1491825394,-0.0591722089,-0.0509392956,0.2793681119,1.3470872269,Control
GSM480992,0.8002906191,0.7992812764,0.5727041159,0.5398706786,2.3207874596,1.1197182129,2.0342632299,1.3613066405,0.4652652998,0.7471749725,-0.0018251802,0.0796262115,-0.1008401034,0.5668788494,1.5800554566,-0.0516380682,1.4358136611,0.7545445327,0.6615318559,0.2159871766,0.2110698815,-0.0505341775,-0.0937132388,1.1629097250,0.1000551904,1.9939986463,0.6668150042,0.5694936550,2.5120099188,0.2640647105,0.0570738113,0.6187259455,2.9327666611,2.2847351364,2.3643227070,1.8173448743,0.9025086909,0.5767619562,1.1035435498,0.3843653589,0.5641907837,1.4109708610,-0.1073067146,2.7739702599,0.9008918647,0.6910060984,0.1181003258,0.2514505216,3.0597856910,-0.0581330646,0.9342543011,1.0237699072,0.8233430364,0.8171439544,1.9122874532,0.6979280386,2.3160552580,0.6203986616,1.2018825188,0.3274831568,-0.0260184392,-0.0706481657,-0.0775745820,-0.0940980956,-0.0644406871,1.7030677199,Control
GSM480993,0.5246308877,1.0834610375,0.4156646266,0.7550716483,2.3032801599,1.6917327551,2.3394126660,1.8330990017,0.7221076830,0.8320769388,0.1343875169,0.1340762251,-0.0718676581,0.5782722129,2.0603732541,-0.0903017816,1.3901183669,0.8801466896,0.8611812579,0.4669317186,0.5209032247,0.0523307544,-0.0558227528,1.1685508821,0.1372151841,2.2950875757,0.6707014518,0.5398450588,2.0258482694,0.1943535225,0.0612607812,0.7761878773,2.4940892608,2.1318612959,2.4387491047,1.6149335354,1.6077442616,0.7847048538,1.2759684425,0.5367790774,0.6928728074,1.5172370140,-0.0905534789,2.5668794976,1.5888896360,0.9952530882,0.1486466502,0.8718031824,3.2500903390,0.0134779306,1.1220517026,1.2192135356,0.9839490888,1.1090267159,1.9982982165,1.1798718145,2.2403623724,0.7510370005,0.9793376065,0.4409884552,-0.0647622821,-0.1010702716,-0.0724842841,-0.0863531116,0.0002024801,1.2616965250,Control
