@relation data

@attribute 10319 numeric
@attribute 107 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1301 numeric
@attribute 1302 numeric
@attribute 1437 numeric
@attribute 1511 numeric
@attribute 1992 numeric
@attribute 22798 numeric
@attribute 23236 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2774 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 284217 numeric
@attribute 2919 numeric
@attribute 3315 numeric
@attribute 338382 numeric
@attribute 3458 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3684 numeric
@attribute 3689 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 3911 numeric
@attribute 3912 numeric
@attribute 3913 numeric
@attribute 3914 numeric
@attribute 3915 numeric
@attribute 3918 numeric
@attribute 4583 numeric
@attribute 4790 numeric
@attribute 4843 numeric
@attribute 50509 numeric
@attribute 5055 numeric
@attribute 5269 numeric
@attribute 5272 numeric
@attribute 5273 numeric
@attribute 5275 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 5747 numeric
@attribute 5868 numeric
@attribute 5869 numeric
@attribute 5878 numeric
@attribute 5970 numeric
@attribute 6317 numeric
@attribute 6318 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 7414 numeric
@attribute 7850 numeric
@attribute 7879 numeric
@attribute 81 numeric
@attribute 836 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 912 numeric
@attribute 929 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCA}

@data
8.971644945,8.2081635635,11.18792748,12.346326125,6.4470361495,12.216605,13.17957018,10.06394142,5.323380202,8.7528568605,6.22269146867,10.91092396,11.47495072,5.2552504025,5.854242164,4.678374372,10.18933693,10.17182765,5.66988513,6.8772890085,5.784851809,6.033979735,12.11539657,8.935666829,5.87181796667,9.668318219,8.533866741,6.920948282,5.936880085,13.18452521,9.298968193,5.676529235,9.000106455,6.981713185,13.60771409,9.6189422155,8.621509826,6.597386379,4.636656248,7.99361935,11.423270155,5.51286784,6.328365825,9.4846820175,8.4543069015,9.9370151895,12.64414927,8.1486162495,10.87659774,7.56105896433,13.49883304,8.92971409567,5.700724934,12.34771002,5.496412483,8.053438737,5.840861888,12.67483341,5.8650953615,6.117700885,5.235163396,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,7.476788978,5.876585242,6.9141724395,6.36946717,5.4829326402,5.48205062,8.688181342,6.21136540967,5.313256056,8.2742311235,9.55016911,9.963792397,12.7347446,10.3794363535,8.69026092,4.9551463365,5.097517306,5.682300273,6.78103548,9.289875449,5.492342928,8.456252884,8.519696323,4.424648213,4.963024656,5.980374532,4.927435762,9.67691596567,5.57502113633,13.06629278,11.86027624,7.931813168,6.660285205,13.43392773,6.68951277,5.69544494,6.086142197,12.48380266,6.639670365,Control
10.18476414,6.3425008425,11.10029786,11.8557988,5.9713633395,11.92203438,12.03104303,9.662846866,4.783471516,8.456458626,5.50909937167,10.11091427,10.35566524,5.8701787435,5.44284392167,5.205755379,10.52922583,9.695698581,5.659433149,6.8906417385,5.68055279233,6.539395847,12.64178371,9.171240063,5.97456910267,8.930930318,8.84345400733,5.90735017133,5.769779175,12.74140174,8.836966448,5.277995204,8.25032344,6.464101029,8.608616259,6.7790147065,9.0225626735,6.147057976,5.272407006,7.61467511,11.4456095,5.219566658,7.274427368,9.205762802,7.9805213695,8.801453058,12.82636383,7.599828304,11.12925744,7.836317774,13.074006,9.156131895,6.026363672,12.34109771,5.36548732067,6.880413479,5.0912543165,12.80969082,5.7935101995,5.667687262,4.905220009,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,7.453231788,6.036839159,7.100683958,6.0929297895,5.5428379012,5.804719114,9.433471275,6.479820979,5.115003321,8.137035193,9.45642471,9.369641578,12.68694261,9.9650670645,8.669346719,4.8654649295,4.98710623,5.101199635,6.166218956,9.578863787,6.063509009,6.966306806,7.177920594,4.670607054,5.372787809,5.707366897,5.133410684,9.12675963167,5.57664114867,12.78228677,12.21133327,8.1988449165,6.249592888,13.88775422,6.68426165,5.483179924,7.141854563,12.773988575,5.605858198,BRCA
9.3312535,7.5711783515,9.860497734,10.173210653,6.9760023485,10.59124676,10.65812692,8.511012465,5.395243853,9.016602648,6.32727236533,9.319317118,9.009465537,5.7897030625,5.55231647667,5.418452458,7.615925915,9.844219734,5.336114869,6.771545835,5.278519036,5.844744204,12.18094263,9.060122471,5.83721516933,9.213384421,9.29076107,6.510441019,5.587673458,11.85473021,9.399716448,5.336114869,8.349592102,5.697600956,7.664022547,7.352992936,8.5481499285,6.608332915,5.379561399,7.849031477,11.82795379,4.571466258,6.887163104,7.7278553315,8.22413577175,7.1871764155,12.67768778,7.590059595,10.01863178,8.01464519233,12.3793121,8.851202688,5.760494586,12.51631937,5.691198038,5.850881445,5.2097792355,12.61090263,5.8321655195,6.079650777,5.575623385,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,7.462177348,5.98687237,6.8982166245,5.9034588485,5.4641368762,5.527329405,8.48506563,5.889051372,5.434470814,9.1235010805,8.9981409465,9.804663915,12.76915812,10.1124076005,9.073024297,4.9235664585,4.774274953,5.014814152,5.995434345,9.330514214,6.577621898,6.90941648,8.414834386,4.976605648,5.741339733,6.186615071,5.047245267,9.01275273233,5.51974845333,12.98945487,12.03758051,8.03923302,6.638439986,13.69550076,6.570846646,5.014814152,6.217914695,12.912822165,5.95414468,BRCA
9.370252094,7.0913602235,10.35208789,10.217931663,6.454329321,11.37897501,12.43530962,9.841761329,5.754627826,8.5825771995,6.12400306867,9.863040638,9.952104605,5.64428967475,5.41663843,5.03343539,7.252526182,9.131343263,5.442289366,7.226006717,5.20244744133,5.341462114,12.07926902,9.612320761,5.83686306467,7.435526765,8.629147321,7.365590567,5.383195587,12.10651723,9.494366167,5.464840793,7.718260793,6.135766351,6.879402901,6.039562885,8.7223001635,5.82808014,5.412113573,8.17437786,11.954544835,5.254944744,8.073607547,7.1284671085,7.687670124,8.1189968445,12.1857598,7.6644005535,11.32101501,7.67642662233,12.41466417,8.64607980733,6.029900759,12.26985874,5.37344951167,7.504284952,5.369953275,12.83066776,5.590978466,5.554290497,5.402254249,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,7.601141445,6.1476177,7.2768077175,6.323322532,5.1156792046,5.655216748,9.211511834,6.312672729,5.36790503,9.2078924525,9.0133211855,8.905402895,12.61421528,9.464560522,7.67194989,4.761042915,4.754101184,4.808914358,5.797150007,10.06419075,6.559687298,6.225261069,8.370459788,5.29683478,5.854439094,6.44717055,4.893861206,8.737483073,5.946590164,13.14374197,12.42457843,8.049352819,7.411068419,14.12961268,7.162091995,5.346612346,5.838328613,12.50286316,5.391983545,Control
9.848083443,7.084991265,10.04873245,11.121158615,6.0144919555,11.4905076,11.48468963,9.517187651,5.806975681,8.0194344075,5.820521944,9.65538364,9.715962473,5.8619004105,5.835622774,5.17473722,10.09721281,9.969261,5.421401099,6.848015995,5.25964903267,6.042212717,12.56435203,9.312021348,6.009193146,9.924501194,9.35589447533,6.32585905533,5.391468086,12.65578567,9.559654859,5.115211455,7.361595391,6.5434229,6.192791506,6.0044384665,8.63491322,6.568568473,4.805822905,7.090221279,11.664734205,5.588723066,8.871074429,8.893920635,8.06193408825,8.65547585,12.00289948,8.5224865225,10.46360129,7.975915989,12.45547628,8.59044482267,5.412113573,12.37603319,5.24425162867,6.35799673,4.688260171,12.72208073,5.375605783,5.56971228,5.397641479,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,6.773076963,5.887775801,6.6548276045,6.52394041,5.466218321,6.407145055,8.977409535,7.50900425433,5.333791561,8.5157239865,9.0250253645,10.18714825,12.70943395,10.401246762,9.268495874,5.3625564045,4.342813605,4.828848945,6.737352562,9.272076349,6.542068896,7.753252064,6.675961001,5.137105138,4.261102729,6.1817045,5.100779273,8.90807702667,5.59792330733,12.57561022,12.28676141,8.040914571,6.561483187,13.52549699,6.308617188,5.468103682,6.255081105,13.176504155,6.316965376,BRCA
8.991154128,6.50402659,11.02694718,12.98729249,5.7877554035,12.95796723,12.15911615,9.981902989,5.80774855,9.089106031,5.81522003967,11.00615443,11.22308177,5.68136943,5.12437759567,4.95444207,9.421265976,10.69309511,5.488973851,6.727722821,5.707811796,5.759695977,12.03287579,9.80023708,5.95830637067,10.54993411,9.078168623,5.968922106,5.673988298,12.15735176,9.94905743,5.298302041,8.525208673,6.777719287,10.84461576,8.452055235,8.5984358945,6.123713395,4.790265497,9.003996476,13.379465115,5.190230876,8.325497867,9.5352510465,8.36616522825,9.347397084,12.9236618,8.11643099,10.2822345,8.257598404,13.19114487,9.510653174,5.745917133,12.87483063,5.431006781,6.131451225,5.459192107,12.76004735,6.214329729,5.499695432,5.688048317,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,7.658927519,5.94872421,6.9752829565,5.9174340255,5.6759717936,5.625863148,8.467749328,6.98490046733,4.940884687,8.0343196725,9.420287121,10.79917457,12.38307791,10.3987765675,9.673230059,5.1612414195,4.738513493,5.321216715,7.238598499,9.540317507,6.055559693,8.209345068,6.320264091,4.73377711,5.527329405,5.800130634,5.006983802,9.82544504333,5.84921933533,12.90048482,11.86752597,8.276164252,6.446881172,13.39262134,6.448203566,5.694818396,6.270627633,13.286500315,6.506966537,BRCA
12.48456748,6.201503818,11.77183206,13.612733115,7.3944454995,13.60771409,12.70613234,10.24008207,5.779661087,8.784683382,5.76016431267,12.01041456,12.8619748,6.492011062,5.44842924067,5.205168882,9.708299824,8.837881072,5.942169184,7.4861886795,6.4670477,5.942169184,12.83993603,9.550891589,5.627851163,7.39744174,8.46320594233,6.82785190267,5.499615714,12.66081938,11.45460661,5.213941395,5.250782787,5.672857555,6.331772944,6.8963072275,9.1479749325,5.850631456,5.328236218,7.49197557,11.636086735,5.51191964,6.705498046,9.121049651,8.10012284475,7.8410433245,11.97982718,8.9026384035,11.29880451,7.50578837367,13.10298289,8.70774294967,6.156291057,12.52075501,5.26103280633,7.61305481,5.4718874075,12.85954552,6.095018928,5.93517168,5.139972076,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,6.111350232,5.48205062,6.945356743,6.330484187,5.5322651396,6.430289978,9.024558716,6.81582852467,5.832707292,8.079817226,8.8796586,8.36573313,12.88951828,9.318331587,7.262755244,4.9819958835,5.082373945,4.73770262,6.518854253,11.79415195,6.371171674,5.606746643,6.423120638,5.169134558,5.938762876,5.797798494,4.915773338,9.11190392067,5.68951204967,12.67768778,13.01183005,8.3070644095,6.282259665,14.57543497,6.401567006,6.038980014,5.288553513,12.250297535,5.583918611,BRCA
9.272712079,7.6188571805,13.03513077,13.37481751,6.7299466855,13.30220126,12.13864308,9.484486155,4.923875634,9.583290087,6.17054467033,11.25835125,11.75371412,5.41818435425,5.54009875867,5.002490161,10.32396703,10.0543198,5.567584424,6.719520862,6.11171869767,6.015923042,11.35299256,9.068624547,5.686055121,9.665460782,8.875123686,6.558471755,5.632130956,12.89900003,8.946263807,5.989996857,7.134583224,6.218786615,10.45145612,7.9782570685,8.2346108605,7.117464214,5.256643908,8.280192097,11.69409393,4.525994391,6.037278568,10.36853561,8.69394073125,8.942056513,11.92436912,7.795463405,10.50808719,7.747637681,13.19114487,8.40226476,5.495064524,12.20475003,5.32847452233,6.756126368,5.3552988675,12.66269848,5.6027988585,5.513657531,4.952579644,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,6.898937271,6.202570157,6.5861642735,5.9718598575,5.3094441946,5.233822166,8.419813926,6.87117032933,5.495064524,8.116304847,9.585335464,10.11844835,12.56946885,10.633209425,9.194320487,5.144318964,4.912902804,5.167931151,7.822174254,10.56613044,5.443615974,7.833192323,6.14308278,5.125580074,5.064162066,6.213644369,4.937828406,9.380750741,6.02849581767,12.99983714,11.29220962,8.3666695385,6.094030827,12.86342169,6.884418198,5.853628472,6.028906829,12.88118256,6.749873197,Control
10.24606989,8.092918242,11.21785793,11.83751796,6.146353637,12.35101106,11.59733576,9.528835552,5.641409649,8.916717513,5.627103762,10.11428279,10.62124171,6.04278817725,5.70214437567,4.749683847,8.22564262,10.23129353,5.650485447,6.995146243,5.79816158467,5.978888461,12.07015459,9.270663911,5.66709768233,9.303998235,9.29028807333,7.01291672967,6.312388929,12.28769659,8.649382947,5.178725843,9.153147365,6.279801496,10.12252426,8.04737784,8.326192676,7.818711782,4.809043025,7.748010194,11.5577866,5.341462114,7.2512957,8.991500668,8.39897251175,8.2456295,12.33362227,8.2811261155,10.25917864,7.91114789333,12.49390804,8.89394847567,5.997185833,12.42766909,5.32697615567,6.549596499,4.8465587345,12.6218253,5.63456412,5.244897759,5.398154738,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,7.321975714,5.352274105,7.024481502,6.3825279205,5.291675395,5.844493149,8.419971893,6.13414385767,5.606746643,9.095386554,9.2675642675,9.9479076,12.6125864,10.2274045235,9.012625324,5.118206852,5.274272145,5.46083367,6.303694572,9.938499406,6.380768944,6.888990144,8.252974189,4.517251297,4.611660232,6.130576354,5.004514032,9.253283331,5.68392547467,12.78522262,11.8267889,8.288078818,6.225020007,13.11510467,6.341457111,5.529517425,6.152189124,12.657291755,6.020263967,BRCA
8.730980488,7.599297253,9.002738467,10.2600636325,6.192846072,11.06609443,12.32198735,9.798480357,5.853503721,8.383828745,5.95411342967,9.471899285,10.029367,5.718068779,5.648865941,4.920783068,8.925377244,9.742570969,6.005013239,6.432879816,5.37743589167,5.906897358,12.53965448,8.89464433,5.81929786033,8.352640608,8.55731348,6.17238691167,4.554721148,13.22888561,8.538345248,5.114586962,6.678428044,6.854778406,7.723389827,5.9031564735,8.946522269,5.69321599,4.314057196,7.162394161,10.97266949,4.759703782,7.576562054,8.189963021,7.75319602025,9.119176652,12.29943565,7.71252498,11.19255807,7.702619213,12.29067992,8.90990985133,5.859603891,12.09766027,5.609631797,6.894093582,5.1443904415,13.12486126,5.4057811545,5.761691672,5.109790179,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,7.469827229,5.586623085,7.1430110225,6.3457281585,5.3589494338,5.913135501,8.01888328,6.39658479233,5.139972076,8.399665163,8.984597332,9.286477553,12.8538437,10.0828817995,8.33670864,4.7678236235,4.748476814,5.062004299,6.274406692,9.642061229,5.831251023,6.819352447,6.105390642,5.081308998,4.726575091,6.031666056,5.272033689,8.70731128767,5.28287786033,12.88816775,12.45248586,7.806017873,5.941347708,13.75810714,6.908516092,5.524354632,6.29655434,12.19871781,5.69321599,BRCA
