@relation data

@attribute id string
@attribute 10170 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 145226 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 1548 numeric
@attribute 1553 numeric
@attribute 1555 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 157506 numeric
@attribute 1579 numeric
@attribute 1592 numeric
@attribute 216 numeric
@attribute 50700 numeric
@attribute 51109 numeric
@attribute 53630 numeric
@attribute 54884 numeric
@attribute 56603 numeric
@attribute 5959 numeric
@attribute 6121 numeric
@attribute 64816 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 79799 numeric
@attribute 8228 numeric
@attribute 8608 numeric
@attribute 8694 numeric
@attribute 8854 numeric
@attribute 9227 numeric
@attribute 9249 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0258873727,-0.0524310057,-0.1347198700,0.0613976857,-0.1346931132,0.6253889886,-0.0707705465,-0.0907943317,-0.0593124519,-0.0348658793,-0.0460826877,0.1042841264,-0.1550936084,0.1585659757,0.0271161102,-0.0862011614,-0.0757955666,-0.1442158234,2.8982081897,0.0063906746,-0.1117331381,-0.2125117069,-0.1090962937,0.8673320720,-0.1377112755,0.9922187898,-0.1057018933,0.0777364159,-0.2496644455,-0.0790467571,-0.2121124591,-0.0962539443,0.0985704417,0.4362038674,-0.1900351097,0.3582487902,-0.0564382415,-0.0531944401,1.4778481640,BRCA
GSM481003,-0.0520764044,-0.0628011676,-0.0588399746,-0.2279347480,-0.1010824245,0.5544932642,-0.1061360456,-0.1076664133,-0.0393775793,-0.0768039503,-0.0091044840,0.0950752525,-0.1756853540,0.1722779573,-0.0056316560,-0.0496677926,-0.0982124244,-0.1283854654,2.6821210336,-0.0347747363,-0.1075280688,0.1495586211,-0.0376101390,0.9227424667,-0.0657974190,1.1837259652,0.1944615314,0.1165834759,-0.1391098356,-0.0795240324,-0.1256563828,-0.0842307139,0.2728698711,0.9979351741,-0.1647440191,0.6715540390,0.3451573374,-0.0303380407,1.1170853688,BRCA
GSM481004,-0.0184547962,-0.0942149338,-0.0325418087,-0.0818094390,-0.0825328696,0.6702453066,-0.0472293821,-0.0060980176,-0.0861573963,-0.0553187507,-0.0421962722,0.1243703576,-0.1119275551,0.2313475910,-0.0731946221,-0.0818093957,-0.0435855907,-0.0464546807,2.7479519570,-0.0089214040,-0.0253271895,-0.0352377553,-0.1573829076,0.9330124261,-0.1212952588,0.8892870132,0.0100675735,0.1905998283,-0.1884021079,-0.0542486840,-0.1349669725,-0.0850919253,0.1950047462,0.6438987254,-0.0269540940,0.6179478368,0.1237901869,0.0151797254,1.2022093428,BRCA
GSM481005,-0.0176155415,-0.1359807491,-0.0978901217,0.1046764377,-0.1295259394,0.6667113444,-0.0822802793,0.0134372121,-0.0588335663,-0.0380769480,-0.0620816253,0.0402766842,-0.1469593113,0.1046610113,-0.0065029429,-0.0992456471,-0.0325022561,-0.1331450652,2.7378725701,-0.0909896149,-0.0318755300,-0.0385149289,-0.1116353853,1.0439712637,-0.1101971424,1.2780747832,-0.0584588464,0.3247960460,-0.2984537556,-0.0932976830,-0.1150697751,-0.0451880510,0.1358078589,0.5674686569,-0.0301147417,0.3787719976,0.0083944595,-0.0276649100,1.1549708089,BRCA
GSM481006,-0.0416967514,-0.2108166909,-0.0805793162,-0.1030335463,-0.1095244659,0.4597174816,-0.1015294299,-0.0258435596,-0.1227931354,-0.0841182099,-0.0674216570,0.0673590304,-0.1408655591,-0.1440608303,0.0111786044,-0.0387587958,-0.0438407126,-0.1012677014,2.6732351655,-0.0798972317,-0.1470237761,2.0961478950,-0.0944464623,0.8059048840,-0.1508095424,1.0417076588,0.0295865169,0.2599133924,-0.0955957069,-0.0890974073,-0.0919221442,-0.1436340136,0.0190791620,1.0013453327,-0.0963337856,0.3419248642,0.4129975140,-0.0396400418,1.4998186609,BRCA
GSM481007,-0.0649333023,-0.0505406322,-0.0999831486,-0.0483416160,-0.0626799167,0.4754699913,-0.0399487634,0.0323586727,-0.0530016828,-0.1304849890,-0.1068105597,0.1239469776,-0.1320426284,0.1385402210,0.0354357037,-0.0065737251,-0.0776154143,-0.1151327348,2.5535663140,-0.0249337369,-0.1754326570,-0.0368097304,-0.0537583040,0.7067733005,-0.0961870507,1.1138732703,0.1626571518,0.1360554217,-0.1775168070,-0.0537126830,-0.0882182437,-0.0111406069,0.2616688719,0.9207345219,-0.0184315001,0.9355845686,1.0148870935,0.0428050539,1.1128731541,BRCA
GSM481008,-0.0626485349,-0.1226232383,-0.1182529541,-0.1074391420,-0.0697250808,0.5187395788,-0.0369367304,-0.0538307900,-0.1077950807,0.0096362956,-0.0424204741,0.1164777446,-0.1657974294,0.1209009113,-0.0603472893,-0.0438651082,-0.0740819126,-0.0450347919,2.3471412503,-0.1333054129,-0.1382328187,-0.0667777417,-0.0370464431,0.9530694124,-0.2223670125,0.4970830596,-0.0144694615,0.2098595488,-0.1994009075,-0.0445579210,-0.1635736044,-0.0905286293,0.2443533842,0.4503262321,-0.1183480451,0.7415980210,-0.0691463652,-0.1282030484,0.9225024486,Control
GSM481009,-0.0151582597,-0.0897806554,0.4015985835,1.5265520810,-0.1022301665,0.6267679782,-0.0866576479,-0.1129501712,-0.0775919167,-0.1358593181,-0.2124584218,0.1351302527,-0.3356449434,-0.1521529877,-0.0297823290,-0.0593741846,-0.0503968609,-0.0856838824,3.0224333621,-0.0138560049,-0.1345064081,0.2305960189,-0.2020516259,0.7653095686,-0.2337764880,0.8567685531,-0.0480484082,-0.0943014323,-0.1989004538,-0.0331416704,-0.1308127437,-0.0163137240,0.0682427717,0.7526177773,-0.2323085746,-0.0721708867,-0.0622688702,-0.1254058829,1.3455490210,Control
GSM481010,-0.0510927183,-0.0922809699,-0.0685862102,-0.2346951363,-0.0906205110,0.5929383701,-0.0452846128,-0.0210349226,0.0236316491,-0.0601571222,-0.1435788730,0.0463476428,-0.0765744114,0.0454600920,-0.0076466147,-0.0386769528,-0.0676946584,-0.1009081261,2.4713099486,-0.0935490101,-0.0329897766,-0.0240554127,-0.0864243200,1.1472836838,-0.1431157668,1.1499514624,0.0373622071,0.2087832813,-0.1739666720,-0.1100907888,-0.1056606520,-0.1018224571,-0.0167547460,1.0667076969,-0.1076594696,0.3704159102,0.1534334469,-0.0486963106,1.3783507228,Control
GSM481011,-0.0158178770,-0.1052115387,-0.1361586765,-0.1073137047,-0.0029908553,0.5669863396,0.0027235979,0.0021021766,-0.0363380181,-0.1110694838,-0.0727506376,0.1720935318,-0.1716529376,0.1952806217,0.0541730740,-0.0811034764,0.0213148153,-0.1279543551,3.5444806194,0.0162686964,-0.0991949846,-0.0505384291,-0.1082026231,0.6753268774,-0.0762872825,1.0767189838,0.1374034295,0.2645400917,-0.1571917487,-0.0682337564,-0.1457992264,-0.0463264186,0.2097145969,0.4927813891,0.0377220724,0.6725537887,0.1555437949,0.0098946973,1.2675692614,Control
