@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10297 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2002 numeric
@attribute 2064 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2309 numeric
@attribute 23533 numeric
@attribute 2885 numeric
@attribute 29119 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 3265 numeric
@attribute 3611 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 4292 numeric
@attribute 4609 numeric
@attribute 4893 numeric
@attribute 51176 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 5894 numeric
@attribute 595 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7157 numeric
@attribute 8312 numeric
@attribute 8313 numeric
@attribute 83439 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,-0.0695202468,1.3338098931,0.0430910574,0.9433099893,0.6516626943,0.4345339728,0.2797568681,0.1590662479,1.9397812022,0.1866127024,1.1574716995,-0.0448427393,1.3452941188,-0.0925974851,1.2060972602,0.3981079434,1.0380567778,1.0533246946,0.4352205655,0.4153290968,1.1022740238,0.5926393938,1.3243965731,-0.0609185226,0.7530524665,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.5276523813,0.4586358647,0.0778244350,0.2177100353,0.2529164747,0.6409841057,1.5825335458,0.1797246685,0.5492388602,0.3043230119,0.4610165383,0.7218863406,0.8841919228,0.0194719580,-0.0934070331,0.2154807355,0.2530695895,0.8580704628,1.3886794052,BRCA
GSM480985,0.6712534413,-0.0148348617,1.3528159242,-0.0195940898,1.1109306672,1.2256539837,0.3325850749,0.3031341848,0.2177298777,1.4054429928,0.2867683454,1.1360831860,-0.0263181581,1.1583383579,-0.1231202414,0.8787267861,0.2601429904,0.5481084954,1.3253519914,0.4021199361,0.4587173745,0.9816484460,0.2717646782,0.8611773475,-0.1205094834,0.6827738690,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.4521202200,0.5649788797,0.0538346215,0.2315313540,0.1930055995,0.6127393824,1.5935095322,0.2011654340,0.6409502427,0.3713752488,0.8030626381,0.8713486481,0.5955694337,0.0196088935,-0.1078801696,0.7328280286,0.2134292614,1.1287610356,1.4782442701,BRCA
GSM480986,0.3637514705,-0.0410238789,1.2520638189,0.0057316652,0.9477347201,0.4262836435,0.3517915079,0.3711583552,0.1366518380,1.7577156492,0.2145363198,0.8864078883,-0.0236322101,1.5127595663,-0.1365387179,1.3099040800,0.2144276956,0.9493732134,1.1013028091,0.4833758425,0.4106089262,0.9502369363,0.4492141063,1.3830056341,-0.0845531220,0.6777039026,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.5276161861,0.5706250406,0.0844743560,0.3771760837,0.1655263530,0.4839221177,1.9378681357,0.0952468054,0.4793911673,0.3954231461,0.8296508626,0.6392725903,0.8508987498,-0.0080926579,-0.0618387508,0.3681067234,0.4383908262,0.9668687962,1.5077302921,BRCA
GSM480987,0.4741756265,0.0247773172,0.8798748336,-0.0108929942,0.7213038760,0.0239258781,0.1587947994,0.3778557302,-0.0431674495,1.6769249506,0.2593453904,0.6600868327,-0.0190172376,1.4599798470,-0.0598773921,1.1273281686,0.0411869942,0.6616964770,1.1396798161,0.4795592507,0.2296363310,0.9308336409,0.7697951637,1.3380605279,0.2274401900,0.5721121385,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.4570317386,0.5260457562,0.0511663564,0.1247138026,0.0919696689,0.3882937707,1.2294952867,0.0700896732,0.1445394283,0.2871097813,0.0737067636,0.5214755582,0.8372933389,-0.0179345891,-0.0429046100,-0.0026901963,0.1857093530,0.1919102957,0.2715312235,BRCA
GSM480988,0.3666419161,-0.0607647647,1.1278576067,-0.0657405690,0.8318137222,0.3245137288,0.1726689534,0.1301916772,0.1687270667,1.1675294143,0.1712146028,0.8252818583,-0.0933597851,1.6300611323,-0.0767603731,1.5309302174,0.1999644395,0.4589619954,1.0330240380,0.3179003717,0.2562269165,1.0633408162,0.4848055529,1.0662603861,-0.0362709062,0.3119734156,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.4923907940,0.4829891018,-0.0383270433,0.0354253387,0.1527773529,0.4704262694,1.0011213121,0.0896705153,0.3725107078,0.2504118828,0.7221334199,0.5751020640,0.6972457048,-0.0275964493,-0.0674764509,0.4379166936,0.4995689597,1.0844853694,1.3151372973,BRCA
GSM480989,0.2517094096,-0.1171463607,1.0870941328,-0.0125926176,0.9154817797,0.6720767098,0.2135165615,0.4043724635,0.1614523797,2.3074461223,0.2270790681,0.5693502668,-0.0318046184,1.6843677122,-0.0675425700,1.3318944331,0.1645981787,1.1103506463,1.5353041391,0.4588489833,0.2400973081,0.6372502199,0.3984325587,1.2916537300,-0.1170667829,0.6968581951,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.4168803811,0.8519349658,0.0375365682,0.5766588003,0.0676769989,0.4437155496,1.7276778767,-0.0037837656,0.2630944657,0.2245239546,0.7278628971,0.7589532104,1.2405139033,-0.0369311500,-0.0839384334,0.7552782409,0.5414225689,1.0210926999,1.6750301521,BRCA
GSM480990,0.3166647480,0.0104933635,0.8238437675,-0.0171639838,0.8344820888,0.0702140510,0.2635990058,0.4692344638,0.1174184632,2.3939645291,0.2749733657,0.6452506264,-0.0240894286,1.6475978081,-0.0802404377,1.3889006043,0.1217091008,1.1067612915,1.2197129198,0.4235380454,0.3191353141,0.5561514870,0.5031338535,0.9421872181,-0.0439781166,0.6259951810,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.4040678319,0.5468216389,0.1245269666,0.4847173588,0.1218786214,0.3387474729,1.6585228148,0.0120991491,0.3107558547,0.2258322309,0.5914152316,0.6402914647,1.1059742302,0.0606553730,-0.0579608263,0.4931352758,0.3181734394,0.6030732589,1.5135529946,Control
GSM480991,0.2500861962,-0.0328512208,1.2444188044,0.0007367029,0.9456861730,0.8736306505,0.2092083807,0.3822606292,0.2442998450,1.8290236989,0.2449685031,0.6417928310,0.0096481766,1.5652074934,-0.0783212237,1.2929992116,0.1253455669,0.9763167946,1.3581732910,0.4692680691,0.3643042232,0.8283983022,0.3545671447,1.1985398679,-0.0690634400,0.7252390346,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,0.5071865046,0.6482640730,0.0588836264,0.4295866277,0.1739077011,0.3654298311,2.0593645064,0.0441448208,0.3851343730,0.2893171571,0.7624848227,0.5888127228,0.9629745603,-0.0342619440,-0.0621006947,0.2542020941,0.5430663557,1.0204976901,1.6498906129,Control
GSM480992,0.2476967987,-0.0135354010,1.0113575603,0.0015844545,0.7282237562,0.1679068491,0.2100246319,0.4556893493,0.2473429202,2.3328941266,0.3295684198,0.6069080535,0.0098416810,1.5792976092,-0.0834993222,1.5241501815,0.1554057272,1.1827308424,1.2276923956,0.6180237605,0.2580534183,0.6879342032,0.5397554174,0.6252961718,-0.0951844001,0.6805748290,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.4130200728,0.9082788116,0.1346057261,0.4719536303,0.1157030584,0.3105769333,1.9210771919,0.0183351703,0.4019502806,0.4011166239,0.9665290049,0.7228339593,1.0991194739,0.0391911526,-0.0767354073,1.0624874607,0.4716532580,0.7441449755,1.6639675334,Control
GSM480993,0.3786722400,-0.0527615016,1.0947239722,0.0116211618,0.8789024687,0.4212769849,0.2942363708,0.3937792435,0.1737629565,1.9907199673,0.3003267815,0.7283609089,0.0090587195,1.5582134934,-0.0930884073,1.3381779529,0.0713412618,0.9945207685,1.2156664166,0.5771721326,0.2800151646,0.9426560218,0.5181170303,1.2895348594,0.0113864971,0.7050229798,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.4741801064,0.7940912880,0.0415849929,0.4597184245,0.1433829642,0.3602931440,1.8622661701,0.0562111053,0.4506590302,0.4162600737,0.9945722132,0.7452751833,1.0900611624,0.0153811188,-0.1032203350,0.3979237766,0.4849967851,1.0595477061,1.5387369182,Control
