@relation data

@attribute id string
@attribute 920 numeric
@attribute 940 numeric
@attribute 51606 numeric
@attribute 161 numeric
@attribute 162 numeric
@attribute 163 numeric
@attribute 164 numeric
@attribute 375 numeric
@attribute 8905 numeric
@attribute 160 numeric
@attribute 8907 numeric
@attribute 567 numeric
@attribute 130340 numeric
@attribute 1175 numeric
@attribute 3932 numeric
@attribute 10053 numeric
@attribute 55690 numeric
@attribute 1173 numeric
@attribute 1174 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.7101,2.0683,0.9594,0.6255,1.0302,0.9924,1.8975,1.0242,1.0939,0.9412,0.8052,3.5588,0.301,0.6911,1.9358,0.0629,1.0726,1.3909,0.3044,Control
A02,1.4691,1.3671,0.6375,0.4449,0.9189,0.7956,1.7449,0.9595,0.8597,0.9788,0.7634,3.9483,0.1812,0.7446,1.6874,0.1118,0.6452,1.3965,0.2694,Control
A03,1.6093,1.1903,0.8927,0.5451,1.1521,0.9877,1.8978,1.2127,1.0033,1.1465,0.8524,3.6232,0.2279,0.842,1.7151,0.1419,0.8348,1.4416,0.4615,Control
A04,1.5742,1.8681,0.6517,0.4737,1.0075,0.7969,1.6646,1.1147,0.5614,0.9386,0.8534,3.7988,0.1942,0.868,1.9667,0.0312,0.8324,1.5436,0.3811,Control
A05,1.8284,1.4142,0.8066,0.6169,1.2853,0.9036,1.8496,1.162,0.9783,1.2436,0.8913,3.4664,0.2109,1.0439,1.6797,0.2212,0.8847,1.6424,0.5077,Control
A06,1.6971,1.4178,0.7317,0.4861,1.1374,0.9066,1.7484,1.1349,0.8701,1.0622,0.7419,3.4735,0.162,0.7534,1.611,0.1003,0.7654,1.4526,0.3215,Control
A07,1.6769,1.7139,0.9943,0.5502,1.0639,1.0412,1.821,1.1813,1.3774,1.064,0.8272,3.3963,0.2967,0.7397,1.7129,0.0739,0.9676,1.5088,0.3572,Control
A08,1.4848,2.0481,1.0263,0.565,0.9279,1.1033,1.778,0.9997,0.9986,0.9477,0.7752,3.5373,0.2465,0.5712,1.5609,0.0482,1.2564,1.3102,0.1477,Control
A09,1.6385,1.8234,0.8826,0.5189,1.0099,0.968,1.8437,1.003,1.0201,0.9538,0.7992,3.7495,0.179,0.7881,1.828,0.2338,0.9206,1.4113,0.311,Control
A10,1.5195,1.5408,0.8365,0.5151,1.0288,1.0609,1.8845,1.1223,1.0498,0.9104,0.8349,3.4959,0.2984,0.839,1.8784,0.1738,0.9264,1.4946,0.3996,Control
A11,1.4484,1.1116,0.8442,0.4414,0.9235,0.973,1.6928,0.8774,0.8051,0.8667,0.6878,3.3969,0.1834,0.7093,1.6506,0.0284,0.7598,1.1788,0.2109,Control
A12,0.9411,0.966,0.4894,0.2941,0.6338,0.5538,1.1862,0.751,0.1183,0.5372,0.5109,2.9838,0.1248,0.5123,1.4307,-0.0307,0.3868,1.4061,0.214,Control
B01,1.3262,1.8629,0.8633,0.3895,0.7133,0.8173,1.661,1.091,0.8207,0.6808,0.5947,3.6088,0.2851,0.3123,1.4554,-0.023,0.8493,1.2239,0.0605,Control
B02,1.605,1.9283,0.7792,0.5674,1.0686,0.8144,1.8338,1.2516,0.8729,1.0522,0.8528,3.9836,0.2239,0.7705,2.0057,0.0972,0.8093,1.5947,0.3644,Control
B03,1.4273,1.9704,0.8561,0.5038,0.9075,0.8568,1.7945,1.1979,0.8525,0.822,0.6774,3.8181,0.3326,0.6396,1.8247,-0.042,0.7885,1.3817,0.229,BRCACancer
B04,0.9942,1.7375,0.8372,0.5442,0.7754,1.0411,1.6814,1.1205,1.0961,0.7904,0.6736,3.4814,0.3819,0.4698,1.589,0.0447,1.0692,1.2388,0.1508,BRCACancer
B05,1.3487,1.2706,0.6461,0.4407,0.8775,0.7573,1.5501,1.0928,0.5546,1.095,0.7547,3.9018,0.2724,0.6221,1.3683,-0.0468,0.6869,1.409,0.1728,BRCACancer
B06,0.8346,1.2238,0.5235,0.1921,0.5585,0.6644,1.3801,0.8776,1.053,0.3933,0.2887,3.6877,0.2211,0.0859,1.1402,-0.0945,0.4118,1.0782,-0.0486,BRCACancer
B07,1.4458,1.8102,0.868,0.5976,1.0026,0.9313,1.8946,1.1118,1.3443,0.92,0.7922,3.9911,0.295,0.7132,2.0284,0.0504,0.874,1.5099,0.38,BRCACancer
