@relation data

@attribute 6093 numeric
@attribute 6714 numeric
@attribute 3265 numeric
@attribute 5747 numeric
@attribute 3672 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 2934 numeric
@attribute 394 numeric
@attribute 5604 numeric
@attribute 5290 numeric
@attribute 4633 numeric
@attribute 3688 numeric
@attribute 1729 numeric
@attribute 4638 numeric
@attribute 387 numeric
@attribute 5595 numeric
@attribute 7094 numeric
@attribute 2534 numeric
@attribute 5294 numeric
@attribute 5829 numeric
@attribute 5295 numeric
@attribute 5216 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
6.841316277,6.89592443067,8.198599078,8.7160245685,7.438794191,10.23292486,8.62624266567,11.272471942,5.952514852,9.736317839,6.657000843,5.6062123695,8.5429645305,10.4367991855,7.787443455,12.64120964,11.573459625,10.87277127,8.9502413505,6.847562044,8.041222615,6.9076540764,12.90809638,8.06297051567,BRCA
8.010333857,6.98144085767,7.4409667175,9.5799510855,8.342898175,10.11618835,8.601359139,11.89450276,6.264823163,9.990983614,6.822223857,5.9466090825,9.18007328783,9.820013284,9.08050051933,12.30040269,11.32136754,10.38874414,8.477755757,6.739109305,6.876459007,7.509195938,13.53192857,8.197304519,Control
8.228615647,6.75905554167,7.6537280945,9.807955308,9.099519506,10.13087976,8.523978557,12.438216805,6.563429392,10.29596436,6.672535396,5.9101431505,9.52376826383,9.940449484,9.62072910933,12.38074251,11.488573795,11.16338255,8.5293685075,6.521369295,7.126500894,7.3656981534,13.32958479,8.151507585,Control
6.165666403,6.82951290367,8.1909422715,9.6749751715,7.626842693,10.76657469,9.16094315833,10.2853047425,6.404720615,10.01433476,4.904979261,5.800664414,9.15082053767,10.110936364,8.49734289867,11.64892389,11.695521545,11.32350252,8.5706565075,5.09930704,7.476667486,7.1534205814,13.606702835,8.08129530567,BRCA
6.754958049,6.91208436433,7.2806843915,9.2641454985,9.408383416,10.37973064,8.789516499,10.7323350315,6.334501796,9.712540381,5.472171943,5.7139169485,9.44121959,9.939478085,8.274334497,11.744773,11.206231375,10.42478333,8.93480514275,6.107798352,7.061023135,7.0222287176,12.66598847,7.95451796533,BRCA
6.390947607,7.22720437133,8.539009948,9.278094081,8.035817876,10.55366796,8.419142242,9.784584468,6.325895119,9.812386363,4.944168843,5.5237693225,8.933464829,9.9765460225,9.17804262733,11.37964115,11.49634678,10.80365511,8.1157153055,6.07692847,7.18631515,6.9209080238,13.56808964,8.00665617633,BRCA
5.819036642,7.35444662233,8.146852134,9.5786882385,7.332867062,10.73881029,8.58330978467,9.7914360375,6.289378595,9.916141133,5.538546893,5.190018454,9.05192720867,9.767096487,8.42402514667,11.16916418,11.796022585,10.88922276,7.9997957695,5.439300032,7.089003169,6.8965544166,13.35062938,7.86577453733,BRCA
6.462793134,7.03736704367,8.041917075,9.21652246,8.062681816,10.51457134,8.49027171233,10.159398584,6.550058455,10.0322459,5.070616072,5.6144802065,9.04214245483,9.738224689,7.96689849,11.66819594,11.46459896,10.80905688,8.34669283075,6.101508918,6.949625755,6.895239566,13.605374565,8.01917131267,BRCA
6.132068463,7.07743364033,7.888636145,9.337026401,7.660960561,10.54450111,8.95843216133,10.3936664715,6.048220516,9.833428205,5.353156751,5.5293512445,9.0875921835,9.757034396,8.16545528467,11.52630619,11.5411915,10.86047424,8.21665827025,5.379907907,6.913790365,7.0040046146,13.475401525,7.890844983,BRCA
5.833276737,6.94510312533,8.85628218,9.6546657745,8.462247785,5.97155002,8.67313689733,10.8198359755,6.974761956,9.724718956,5.027033758,6.118887362,8.1006439875,9.830404941,8.01304877233,9.38829779,12.52079595,11.58959862,7.74146486825,5.039808741,7.767226277,7.4112322548,13.764047185,8.742530249,BRCA
