@relation data

@attribute 100 numeric
@attribute 10201 numeric
@attribute 10606 numeric
@attribute 10621 numeric
@attribute 10622 numeric
@attribute 10623 numeric
@attribute 107 numeric
@attribute 10714 numeric
@attribute 108 numeric
@attribute 10846 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 11128 numeric
@attribute 11164 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 122481 numeric
@attribute 122622 numeric
@attribute 124583 numeric
@attribute 132 numeric
@attribute 158 numeric
@attribute 159 numeric
@attribute 1633 numeric
@attribute 171568 numeric
@attribute 1716 numeric
@attribute 196883 numeric
@attribute 203 numeric
@attribute 204 numeric
@attribute 205 numeric
@attribute 221823 numeric
@attribute 2272 numeric
@attribute 22978 numeric
@attribute 23649 numeric
@attribute 246721 numeric
@attribute 25885 numeric
@attribute 2618 numeric
@attribute 26289 numeric
@attribute 270 numeric
@attribute 271 numeric
@attribute 27115 numeric
@attribute 272 numeric
@attribute 2766 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 2984 numeric
@attribute 2986 numeric
@attribute 2987 numeric
@attribute 29922 numeric
@attribute 3000 numeric
@attribute 30833 numeric
@attribute 30834 numeric
@attribute 318 numeric
@attribute 3251 numeric
@attribute 353 numeric
@attribute 3614 numeric
@attribute 3615 numeric
@attribute 3704 numeric
@attribute 377841 numeric
@attribute 471 numeric
@attribute 4830 numeric
@attribute 4831 numeric
@attribute 4832 numeric
@attribute 4833 numeric
@attribute 4860 numeric
@attribute 4881 numeric
@attribute 4882 numeric
@attribute 4907 numeric
@attribute 50484 numeric
@attribute 50940 numeric
@attribute 51082 numeric
@attribute 51251 numeric
@attribute 51292 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5138 numeric
@attribute 5139 numeric
@attribute 5140 numeric
@attribute 5141 numeric
@attribute 5142 numeric
@attribute 5143 numeric
@attribute 5144 numeric
@attribute 5145 numeric
@attribute 5146 numeric
@attribute 5147 numeric
@attribute 5148 numeric
@attribute 5149 numeric
@attribute 5150 numeric
@attribute 5151 numeric
@attribute 5152 numeric
@attribute 5153 numeric
@attribute 5158 numeric
@attribute 5167 numeric
@attribute 5169 numeric
@attribute 51728 numeric
@attribute 5198 numeric
@attribute 5236 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 53343 numeric
@attribute 54107 numeric
@attribute 5422 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 5471 numeric
@attribute 548644 numeric
@attribute 55276 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 55703 numeric
@attribute 55811 numeric
@attribute 55821 numeric
@attribute 5631 numeric
@attribute 5634 numeric
@attribute 56655 numeric
@attribute 56953 numeric
@attribute 56985 numeric
@attribute 57804 numeric
@attribute 58497 numeric
@attribute 6240 numeric
@attribute 6241 numeric
@attribute 64425 numeric
@attribute 646625 numeric
@attribute 654364 numeric
@attribute 661 numeric
@attribute 7498 numeric
@attribute 8382 numeric
@attribute 84172 numeric
@attribute 84265 numeric
@attribute 84284 numeric
@attribute 84618 numeric
@attribute 8622 numeric
@attribute 8654 numeric
@attribute 87178 numeric
@attribute 8833 numeric
@attribute 9060 numeric
@attribute 9061 numeric
@attribute 93034 numeric
@attribute 953 numeric
@attribute 9533 numeric
@attribute 954 numeric
@attribute 955 numeric
@attribute 956 numeric
@attribute 957 numeric
@attribute 9583 numeric
@attribute 9615 numeric
@attribute Class {Control,BRCA}

@data
9.086873394,8.9060212165,9.020020571,7.249542819,5.387685194,11.20928598,8.2081635635,7.2083497295,7.149597572,5.069331698,12.63069834,6.614529956,9.8043528365,10.25957296,10.327292123,7.377212971,5.645450388,8.748277668,5.346435058,7.00916001233,10.32215382,7.436573073,11.70928645,9.5476228025,7.794851492,7.18041707467,9.3864340305,10.97207892,8.502494829,9.48158458233,7.58212039633,5.946749,6.422910471,9.906646791,9.058425498,5.9692625635,6.059945345,8.06803691033,7.13042064833,7.38961225,5.16209216667,9.680329247,5.52985442225,7.538462746,6.934372381,10.1476658045,7.789959259,5.390436614,5.7109519,12.30454677,7.1390408035,6.089906589,10.91047056,9.033630447,9.397972989,9.8149994075,10.2846063125,7.109460079,12.14433968,9.0173118705,5.594436856,11.58929079,8.353270084,7.754491566,11.49792431,11.76088636,9.692598558,5.261729425,7.535528457,8.013882508,6.7727345325,4.73982093467,11.24585035,9.284095409,8.350100294,7.51070125725,6.400884238,9.908242911,5.97762982,9.641781332,5.916841601,7.0086621455,9.970837406,7.479903767,5.577437325,5.213358218,8.730589968,6.32067026,5.927073476,6.95513716167,6.866067198,6.7833815015,7.91184304,6.63172683,7.490030794,6.60674248,8.232374306,8.031881916,13.05207472,5.3128980706,9.07409354333,7.61953936867,12.09842044,7.122160823,7.558728975,12.66507944,7.905163024,7.168850407,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,8.620110863,9.296423637,8.461204311,7.9259666445,5.97561041567,9.364594933,4.917445181,5.53372481433,9.997652699,8.5552550505,12.18335943,6.325985037,8.476848581,8.824450546,9.0557848,12.07757191,4.443820456,9.709590464,6.114997467,6.86090423,6.894093582,6.350767395,7.572209693,7.330403606,11.75195417,10.09896674,5.980374532,9.692815199,6.64667483367,10.6733343865,10.20626383,11.19567996,9.4235856285,4.8950638875,8.399428676,9.5565740325,5.2997733295,8.526902311,7.071458255,6.649044608,8.290342754,5.599623716,Control
8.635646596,8.9715185885,9.08656909833,7.575484648,5.1376999325,11.33246195,6.3425008425,7.3078710955,6.461320332,4.92755012,13.03258307,5.841225451,10.498619,9.924167126,10.2384186075,7.013074525,5.65593226,8.080472632,5.254944744,6.77223276467,10.69742832,7.14692654425,11.59532989,9.6123935465,7.2347296775,7.50315837667,9.834607654,10.9073904,8.292230886,9.79256887233,7.76313296867,5.3321060125,6.020930644,10.39822827,9.413279443,5.6230671195,5.810964386,7.69135888233,8.47332844233,7.595390134,5.66617813767,10.34225558,4.9417720545,7.849500691,6.86647878,11.1310814055,7.029069425,4.789483203,5.028581582,12.3968015,7.2879478085,5.730104109,11.30718958,9.46660485367,9.965537021,9.9325975015,10.41973449,7.00556198633,12.72208073,8.9732977025,5.449964401,10.95576997,8.50448489433,7.8367885654,11.5568558,11.23391938,9.25541878,5.492262803,7.5095538315,7.951694331,6.530101884,5.16885035533,11.464696472,9.5152625605,8.40855910733,7.302862322,5.76593995,9.612320761,5.636777762,8.20808938,5.808134829,7.6260947615,10.3592945595,6.790124051,5.545359333,5.268108014,8.183475504,6.306066817,6.049092297,7.45363871,6.25963744175,7.255014785,6.962552276,7.712339773,7.368334299,6.546165695,8.821854583,8.705564246,12.4173608,5.0997063766,9.11365583033,7.15527084667,12.28769659,6.409474951,7.88603356,12.99332148,7.56639873,7.041826475,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,8.290227544,8.686203838,8.200838696,7.9503875055,6.06639047267,9.290140483,5.091500179,5.681081994,9.661480233,8.7771740465,11.96427598,6.508829224,8.617679698,8.865378449,8.874290659,12.36339568,4.95444207,10.1054319495,4.494877856,6.547747191,6.900809838,7.94301456,8.31858927,8.102501307,11.53538974,9.27436716,5.143343669,8.769538163,6.78487277167,11.263371418,10.02877671,10.23700709,9.7956829945,5.400356387,8.131781256,10.167654931,6.314949588,8.2196559425,6.7855245155,6.724483583,9.234794159,5.301232095,BRCA
8.321388251,9.10188464,9.50679227233,7.152236984,5.2427211675,11.60457421,7.5711783515,7.33191487,6.767195028,4.6167561885,12.19349773,6.323194968,10.405535215,9.992039425,9.769915947,7.338293201,6.0290173,8.026856932,4.95444207,6.368644342,11.12769149,7.3406830635,12.23463043,9.7215995865,7.55618079,7.97371610967,9.940736117,9.496554786,7.788622299,9.672572455,7.32570841133,5.578770231,6.709225575,10.5013399,9.650235514,5.4432550745,6.241654902,7.803674043,7.78303006933,6.463855889,5.508637273,8.484451476,5.440003636,7.518242268,5.42627419,10.892111464,6.509304419,4.924350826,5.359671604,12.23093318,7.89028466,5.868397398,11.48278541,9.57131502533,9.938931883,10.2171466125,11.167651705,7.10735653367,13.45429804,9.6804527105,5.438651905,11.59290561,8.88242373233,8.407538505,11.65981099,11.78170407,8.66705043,6.294120428,6.922992811,7.020066336,6.2067188335,4.976722506,11.549943721,9.736617121,8.753262552,5.959958017,6.385953509,8.117774412,5.258529523,5.72110688,5.788040457,7.5927457605,9.5510153285,6.283834401,5.241660263,4.96764272,8.595072003,6.106856683,5.655216748,7.79429984867,6.183864086,7.39797481575,6.804231473,7.762599838,6.928136739,5.879712657,8.756123553,9.018381808,12.5439804,5.105550821,9.46470574533,7.61074229633,12.41833894,7.180493836,8.575114814,13.23568448,8.099283532,8.010949209,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,9.23553628,8.39528898,8.457135749,8.517100268,5.72399821567,9.591859431,5.515393331,5.51426438733,9.841556928,9.288987114,11.79461296,6.78934168,9.001190806,8.72987657,9.102278306,12.44065386,5.605858198,10.874579065,4.620332194,7.150689453,6.986414135,8.714658623,8.541388151,7.9527385875,11.08706186,10.09517319,5.770175754,8.0967834595,6.35974452,10.7250661535,10.84461576,9.193846343,9.985973555,5.4349492835,8.380224159,10.62316706,6.077829494,8.8837136495,5.796846089,6.615081971,8.546914832,5.917677146,BRCA
8.618937076,8.564686567,9.70946775067,7.831847361,5.094490614,11.57740772,7.0913602235,6.472480484,6.763813641,4.871338846,12.23565236,6.331145921,10.250042477,9.930530795,10.3820872935,7.478529234,5.876032641,8.120096744,6.118843116,6.515340765,11.31992061,6.6570584775,12.55220564,8.856270335,6.9443344805,7.510065876,9.8846707345,10.39270411,7.593299842,10.0813840367,7.62153324167,5.2180270275,6.750208278,10.88836296,10.18060575,5.5210002265,5.963942952,7.488430529,7.106772301,7.171229662,5.39082822733,9.173846456,5.437023285,7.93180289,5.470383322,10.3944951825,6.97286817,4.570257032,5.903768142,12.38307791,7.300630567,5.460424154,11.93949851,9.30481310567,10.3582567055,9.1659038605,11.02357489,7.18314271567,13.2092074,9.8448320475,5.05040327967,11.75448264,8.61081870833,7.815186903,11.73732458,11.42477793,9.626585664,5.182703468,6.6133986755,6.574181472,5.6898668955,4.97277274233,11.93111194,8.7382979845,8.59526600767,6.01900601475,5.956702124,8.771812245,5.312711681,7.437629589,6.20496783,7.28363888025,9.922303231,5.797150007,5.312711681,4.944168843,8.773239058,6.859631454,5.568952692,7.08471651867,6.413583568,7.80828946925,6.450638557,6.462097831,8.096110446,6.082580853,9.253954487,8.960350342,12.11865571,5.020910304,9.417448674,7.07937720733,12.60891324,7.023923823,9.123553123,13.52549699,8.251862414,7.627900667,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,9.075560123,8.006341684,8.602996767,8.4986833315,5.36854192167,10.23508114,5.224205518,5.243229488,9.520845097,9.5911580765,12.17272761,6.029900759,8.751779294,9.24062507,8.929821412,12.80008194,5.525294697,10.629892494,4.42789603,6.671191186,7.782574222,7.607850191,9.010990369,7.9984599765,11.51246655,10.20019398,5.208879341,8.5870713525,6.23314617367,10.859026472,10.81469083,10.14854685,9.664790355,6.1029119045,7.748278612,10.513492295,6.7163281625,8.596030608,5.828640961,6.737893326,8.068793222,4.754101184,Control
8.133631753,9.5912813715,9.278796971,7.400753782,5.5087636715,11.28654637,7.084991265,7.2216641085,6.854560258,4.971924823,12.7347446,5.680472929,10.208315995,10.00561091,9.671974648,7.297193996,5.824138541,8.28785217,5.507327868,6.829527269,11.34861214,7.3490163655,11.78113439,9.7284822005,7.193690502,7.962433783,9.73574804725,9.358629843,8.738583034,9.812186321,8.483007243,4.8363480595,7.04712698,10.48569377,9.590110341,6.120651217,6.07093198,7.66646509333,8.19561097567,7.78560143,5.48316866233,9.357591109,5.53521304425,7.667078047,5.804912672,10.9859950995,6.980399882,5.263044971,5.502084908,12.4865699,7.566769279,5.541492575,11.28286272,9.343609953,9.925165791,10.166450049,10.962011615,6.978737646,12.86854581,9.3128864575,5.25549039033,11.27014362,8.33329569267,8.3137721662,11.37562067,11.44807772,9.338569892,5.607338636,7.016823757,7.625783943,6.5280698655,5.562909126,11.566212065,10.558272268,8.78451801467,6.74562531875,5.699476154,8.614950082,5.764215595,7.612317708,6.152036976,7.98537344725,9.822630009,6.745106629,5.045717348,5.397641479,8.969617568,6.548595085,5.010792423,8.00158328967,6.52401810375,7.118745696,6.344522837,7.436068379,7.431708874,6.381807349,8.807557082,8.825086879,12.73257984,5.5222750642,9.345289786,7.505048112,12.31128435,6.9330908945,7.821010387,12.73729283,7.31664612,7.098298285,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,8.962217233,9.707877238,8.369075052,8.3791173545,5.95280065933,9.122466386,6.212477538,5.523410528,9.576399845,9.8233013015,11.84868564,6.555513741,8.914176655,8.91062109,8.8976497,12.43084983,6.326164856,10.5917539385,4.965450983,7.290620516,7.464221286,13.38150649,8.203655262,8.015862385,11.62934992,10.257176,4.509722249,8.812023461,6.51029954767,11.002585266,10.59878323,9.619688628,10.4763881945,5.0844784145,7.965035512,10.43283582,5.778661252,8.592496972,8.72542816,7.685556733,8.298797049,5.358792935,BRCA
8.217983287,7.912252775,9.30535278067,7.40164993,5.15526288,11.2838525,6.50402659,7.523174648,6.543500233,5.234845651,12.65857307,6.872247394,9.945088254,9.441326359,9.753034207,7.806535324,6.352798794,8.529822044,5.804912672,7.06778512333,10.59629253,7.1141425905,11.69454954,10.562819107,7.8135609365,7.87121052,9.2469163055,10.16002932,7.7743936,9.3927757,6.955817968,5.2369523955,6.721649923,10.09998588,9.225973251,5.6043359195,6.340656284,8.20934363967,8.40178766233,6.340122152,5.29014491967,8.034332831,5.321740441,8.389159281,6.500607385,10.6791897425,7.353634535,5.479950992,5.603189575,11.84250171,8.031403982,5.930448326,10.43684194,8.02227111267,8.504142234,10.233049482,9.311417059,6.95766233033,12.97619003,9.0953431875,5.23667401633,11.31701417,7.975737601,7.381597763,10.5927189,9.879660254,10.89405437,5.252865266,7.1818287995,8.440257839,7.459016473,5.599839063,10.8946986805,9.7294624885,8.23728429667,7.72772594175,6.304424909,8.513087147,6.182201277,9.215897647,6.088423213,8.29800503325,9.8734032605,7.562015554,5.30196368,4.90990658,8.477749287,6.147821182,5.797863326,7.33607681867,6.77760722375,6.98630631575,6.787253282,6.2694125,7.628830314,7.581447523,7.778571841,8.237976077,13.00468928,5.278206775,9.18855636267,7.74793874467,12.64120964,6.8500213875,8.467973436,12.65702034,8.336909437,7.395150919,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,8.876809389,8.854277104,9.459688332,8.4061773715,6.237969269,9.056692662,5.294814856,5.74630449467,10.4065003,9.1342986655,10.82382918,6.156543881,7.823703392,7.992656742,8.721399256,12.11321645,6.953443134,10.1629373265,4.639406925,6.690979665,7.002424408,7.77185443,7.446423993,7.2078869845,11.08816233,9.435228075,5.159277237,8.1617846955,7.264225577,10.990779129,10.57581366,10.24019539,10.2186578585,4.5827648675,8.536228878,10.116303033,5.3607837585,9.5408486505,6.260559762,6.607852271,8.490982332,5.557510609,BRCA
7.446217194,8.9959715005,9.19443575833,7.827423888,5.244422522,11.7646924,6.201503818,6.6588492955,6.456482249,5.661171997,13.34505663,5.057462456,10.7566257285,9.511051455,9.1297731835,7.967285529,5.779661087,8.167494826,5.793903195,6.844981819,10.7921886,6.696314987,11.90579323,8.988691264,6.574167269,7.182888171,10.4373536492,9.341019005,8.137837934,9.89970316267,8.37389055333,5.047847842,6.152898934,10.86957864,9.935902096,5.306370149,6.00034443,7.24879049533,7.06717162267,8.631760133,5.33349002367,11.47495072,5.803419637,7.312545209,8.282047205,10.7570298015,6.952074702,5.301415026,5.717889727,12.28023003,6.2653989755,5.814301269,11.88149458,8.89643655,9.8298716515,8.8978085215,10.36134469,6.984471973,12.0948349,9.1302418095,5.189827966,11.60957135,8.83704525933,7.0343697216,11.42477793,11.02017803,8.950804556,5.472984221,6.911607909,7.484019523,6.8591110825,5.15292533367,11.312399139,9.7555137595,8.38940901367,6.68615010625,5.961514085,8.227833865,5.414821571,5.993341073,5.268482349,6.906668604,10.250764182,5.626739362,4.805564985,5.019714421,8.675799285,7.371212794,5.575925867,7.20323881167,6.32307228525,7.8295650575,7.029787251,6.413421135,9.050175926,5.810964386,8.45893061,8.899554147,11.57190206,5.3893093744,8.978490321,6.94393387367,12.39881323,6.349361739,8.346005182,13.63244094,7.690279365,6.452575359,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,7.585190017,8.146264608,8.110210699,7.114956815,5.788693131,10.36118197,6.381677589,5.174696481,9.563930842,9.3427017465,11.99297383,6.299579521,8.57025526,9.121676695,8.527663806,12.95796723,5.268482349,10.405068582,4.817637677,6.038980014,6.992431746,8.239337323,10.05335613,8.7832744555,11.68808867,9.672814749,5.025927152,8.5917536,6.3865566205,11.161406059,10.42828194,11.71129928,10.4604945175,5.163737181,9.825285229,10.071555317,7.5110612025,7.2951013575,5.4650806525,9.200065551,8.595333135,5.250782787,BRCA
8.743488986,8.558228249,9.14251381767,6.932040865,5.4773824495,11.40309208,7.6188571805,7.325273656,7.109938036,4.9477777585,12.39966386,6.091811548,9.119467449,10.1723466,9.643814388,7.667823176,5.862458365,8.80888466,4.908346081,6.66753475033,10.67176022,7.624434511,12.10010062,9.8667531445,7.6913063075,6.99379720133,9.880035393,9.812386363,8.17986074,9.52227834333,7.27320007433,5.1654508255,7.169627227,10.20970043,9.369358036,6.2395210165,6.238171237,7.94081413333,7.541164971,8.058155641,5.40203589067,9.910005977,5.542051272,7.578601249,6.554209422,10.670447779,8.003660031,4.942762263,5.582112807,12.28213433,7.8975521205,6.080130651,11.5155078,9.51073270533,10.137589407,10.110040167,11.04405508,6.63447261633,12.58929307,8.918078784,5.30917094667,11.07399778,8.59221350267,8.0646141162,11.90213211,10.96869939,9.030143702,5.334149236,7.581444365,8.755289134,6.5351644145,5.284912099,11.564517125,9.667409219,8.698266317,7.47864321375,6.238171237,8.566540366,5.814365364,6.926417944,6.001358226,7.5559315745,9.6349655985,7.368487091,5.144465785,5.313437469,9.442757511,6.202570157,6.345365879,7.44194851633,6.424693941,6.84813536675,7.120344487,7.8090464,7.030118435,6.789080796,9.156570504,8.290941698,12.2754728,5.1581699328,9.65468838467,8.09209994067,12.0199261,7.048256226,7.539955806,12.59766508,7.956610113,6.995289824,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,8.573761846,10.24459905,8.761568788,8.4155051985,6.32473713233,9.30874921,6.222848625,5.24505638433,9.976514407,9.1979818495,12.10871075,5.401401144,9.024198544,9.20124246,8.912381254,11.78375755,5.540872931,9.9477947875,4.958159726,7.221444838,7.064530251,6.94866253,8.270121404,6.9885442035,11.31960737,9.978925319,5.083438106,8.1129663245,6.41163224983,10.312602083,10.53323265,9.731616503,9.4353695315,4.968024817,9.076816348,10.1825281605,5.7853527635,8.531311367,6.1053556205,5.998427535,7.88859277,5.247463545,Control
8.423768416,8.848869308,9.60618490967,7.828646059,5.0990201605,11.48747845,8.092918242,7.244781381,6.816347305,5.0310423965,12.05932765,6.099511534,9.9593763655,10.12880025,9.557649091,7.357466507,5.813403636,8.17986074,5.119990277,6.42085294333,10.91737229,7.56480015325,12.28491381,10.0259546485,7.3854032445,7.78974217033,9.81733611825,9.898586698,7.861522945,9.83242813033,7.777765212,5.6136268725,7.169527015,10.54869216,9.357783524,6.579894518,6.263509238,8.15213927267,7.38587481133,7.493537511,5.295659432,8.951933873,5.42342032575,7.589915367,5.891790536,11.101606195,6.948545732,5.210049084,6.039309095,12.32274087,7.915399385,5.826809832,11.41436827,9.625758609,9.700156377,10.40614817,11.38681727,6.91637538633,13.52808598,9.9566354525,5.24592166067,11.55749974,9.27878913267,8.3232637688,11.65066148,11.41351702,9.510972362,5.936526788,6.966235396,6.969476102,6.489624237,4.76716811567,11.68681288,9.51716198,8.85937791067,6.33624571475,6.101403861,8.314788419,5.731598207,6.254278102,6.319315918,7.849210548,9.629076299,6.557123331,5.215495384,4.636656248,9.093306057,6.153507065,5.430796457,7.68777756767,6.3570308245,7.45071242675,6.507997257,7.907192816,7.335080175,6.456646518,8.689964021,9.106668358,12.13760287,5.1628675654,9.130174211,8.01181850167,12.5708958,7.4543940705,8.608200408,13.17297049,8.048106907,7.782983675,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,9.401680126,9.667999034,8.758657228,9.0643521695,6.02795948867,9.392951213,5.287261033,5.50459128667,9.817655681,9.9351268305,11.97488965,6.694083165,8.793913049,8.811664588,8.899554147,12.36339568,6.760856726,11.04095066,4.865685337,7.821010387,7.398275809,6.74994022,8.569714298,7.844957294,11.3029546,10.43894285,5.244897759,7.349165043,6.19939925183,10.7741084285,10.9042999,9.993561549,10.525105689,5.574872188,8.352927454,10.60652329,5.969229993,9.3605936935,5.89587904,6.847092199,8.633432232,4.745656394,BRCA
7.702122675,9.3406756745,8.970061217,7.766597025,4.9622219385,11.36168902,7.599297253,7.099785483,7.016310012,4.832264916,11.61491238,6.072647808,10.267476237,10.00443156,10.0619138165,7.247645413,5.659004925,8.633940747,5.017043611,6.76847749733,11.34599024,7.32034384775,11.66204091,9.249646524,6.812584605,7.77215312133,9.8378405575,9.608828239,8.49584616,9.76223743567,7.867554958,5.588190264,6.928314429,10.3731319,9.162543096,5.9679169305,5.825538406,7.63868673067,7.968922108,7.784080438,5.46293069433,9.084237789,5.619345899,7.748010194,5.550755441,10.342553279,7.14491598,4.649642211,5.434637608,12.2610269,7.529863084,6.482852819,11.4871292,9.36953550633,10.128283618,9.544101994,10.779486995,6.97845441,12.49828211,9.489632398,5.70873320467,11.61377578,8.690064676,7.9361738904,12.02845184,11.49792431,8.525443607,5.295825171,7.1410380525,7.206333395,6.544407535,5.59277775633,11.1421601825,9.812887816,8.74876436,6.29758044475,5.906897358,8.781983483,5.34483848,8.313258466,5.717272857,7.03517084,9.868581196,6.236976265,5.75195321,4.972820434,8.390557125,6.21325553,5.764746385,7.157772912,6.30843861,7.21213526425,6.425178655,6.980257059,8.305344864,5.738505243,8.971644945,8.622675197,12.71973005,5.3102028742,9.39173719667,7.549550157,12.25692522,7.011695558,8.45693048,12.92825655,7.391761545,6.840718531,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,8.551228685,9.23553628,7.73787453,8.3222045595,5.43016628233,9.308419312,5.312893162,5.32848827767,9.402735565,8.5424491805,12.17272761,6.427443278,8.402224533,9.25541878,9.416956418,12.33572539,5.447092526,10.1753395135,5.372961888,7.112755184,6.747357606,7.084333057,8.707912224,8.5009800015,11.54512148,10.31437963,5.029686155,9.470267537,6.56925074517,11.0449424705,10.13990978,11.08706186,9.832477497,5.333155571,7.345052847,9.9652216585,6.1565443535,8.2939065315,6.056837136,8.471025982,8.114030058,5.203799462,BRCA
