@relation data

@attribute id string
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 5431 numeric
@attribute 5440 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 5441 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4112,1.1046,0.9985,0.7216,0.1991,0.8592,0.4304,0.9239,2.0596,1.1193,1.5867,0.7907,1.1733,0.8237,Control
A02,1.1321,0.9106,0.873,0.4074,0.0868,0.7115,0.2268,0.7645,2.0604,0.925,1.4247,0.6527,0.913,0.6974,Control
A03,1.3466,0.9876,1.0436,0.7004,0.1291,0.8542,0.3748,0.9173,2.0325,1.1115,1.6028,0.7658,1.1436,0.691,Control
A04,1.2275,1.0146,0.9307,0.5789,0.2888,0.8809,0.2631,0.8758,2.1122,1.1223,1.4929,0.672,1.0835,0.7874,Control
A05,1.4238,1.0117,1.1613,0.7281,0.4039,0.9178,0.3658,1.0592,2.0898,1.0206,1.6063,0.7545,1.0597,0.9355,Control
A06,1.3221,0.9888,1.0126,0.634,0.2062,0.9302,0.2454,0.9599,1.991,0.9865,1.4852,0.6394,1.063,0.8716,Control
A07,1.2395,1.0136,0.9793,0.7275,0.1469,0.7142,0.4286,0.9639,2.0837,0.932,1.5124,0.805,1.107,0.6767,Control
A08,1.0783,0.8421,0.6605,0.5969,0.0162,0.8682,0.4778,0.7215,1.9818,0.9012,1.6185,0.6453,0.9158,0.6333,Control
A09,1.3253,0.9198,0.9128,0.5718,0.2098,0.8829,0.4178,0.9838,2.0086,0.8544,1.4899,0.6954,0.9853,0.5969,Control
A10,1.2843,0.9751,0.9619,0.6541,0.3109,0.9141,0.4091,0.8506,2.1441,1.0208,1.5522,0.6526,0.9887,0.7347,Control
A11,1.2475,0.711,0.8973,0.6742,0.0991,0.7153,0.3151,0.9439,1.7045,0.846,1.4025,0.4505,1.0555,0.7589,Control
A12,1.1583,0.7826,0.6337,0.5294,0.1122,0.8973,0.0478,0.5304,1.8167,0.9515,0.7673,0.5827,0.7905,0.497,Control
B01,1.2525,0.8662,0.5247,0.5571,-0.3053,0.7137,0.3314,0.6221,1.936,1.0235,1.3474,0.6138,0.978,0.3209,Control
B02,1.611,1.0667,1.0367,0.7054,0.2371,0.9853,0.3239,0.9797,2.2019,1.2088,1.5897,0.7973,1.2326,0.7714,Control
B03,1.3213,0.9483,0.8148,0.595,0.0438,0.8147,0.3325,0.8378,2.1622,1.1992,1.4671,0.6726,1.0497,0.6098,BRCACancer
B04,0.9619,0.8338,0.6093,0.4756,-0.14,0.5546,0.4398,0.5942,1.8849,0.6159,1.4587,0.6048,0.6361,0.3947,BRCACancer
B05,1.496,0.8989,0.7161,0.6659,0.0773,0.8101,0.2577,0.6653,1.8468,0.6801,1.5494,0.5767,0.8684,0.6307,BRCACancer
B06,0.8712,0.7192,0.3441,0.4378,-0.4577,0.3681,0.217,0.2771,1.8817,0.5665,0.9651,0.5313,0.6859,0.1865,BRCACancer
B07,1.3279,1.1566,0.9643,0.519,0.0347,0.8504,0.313,0.9223,2.2505,0.9882,1.571,0.705,1.0443,0.6016,BRCACancer
