@relation data

@attribute id string
@attribute 9530 numeric
@attribute 841 numeric
@attribute 8772 numeric
@attribute 7186 numeric
@attribute 8737 numeric
@attribute 7124 numeric
@attribute 330 numeric
@attribute 8717 numeric
@attribute 7132 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.5762,1.4595,0.887,0.2394,1.4118,0.4149,2.5052,1.2857,1.2819,Control
A02,0.6067,1.188,0.7184,0.1809,1.2609,0.4378,2.0414,0.9355,1.2163,Control
A03,0.6116,1.4115,0.8106,0.2439,1.4831,0.5438,1.9664,1.0236,1.4301,Control
A04,0.5996,1.3025,0.7485,0.2334,1.3343,0.3481,2.3285,1.2084,1.1297,Control
A05,0.7013,1.3533,0.9748,0.2185,1.487,0.3701,2.0297,1.1146,1.4212,Control
A06,0.621,1.2424,0.8327,0.1498,1.4109,0.4186,1.6049,0.9425,1.3082,Control
A07,0.5788,1.4468,0.929,0.2171,1.4606,0.4733,2.0424,1.1008,1.5049,Control
A08,0.5373,1.5231,0.577,0.179,1.4451,0.2487,1.9632,0.843,1.1624,Control
A09,0.5004,1.2405,0.8045,0.2167,1.3453,0.3534,2.2797,1.063,1.1854,Control
A10,0.6008,1.377,0.7286,0.2099,1.4193,0.4561,1.7725,0.9078,1.3738,Control
A11,0.4101,1.0241,0.8209,0.2112,1.1039,0.191,1.8864,0.8987,1.253,Control
A12,0.1981,0.9702,0.3938,0.0257,0.9329,0.098,1.4194,0.4595,0.7701,Control
B01,0.4592,1.3464,0.462,-0.0187,1.2376,0.2251,2.3592,0.7401,0.9503,Control
B02,0.708,1.3633,0.9233,0.2386,1.3566,0.432,2.0447,1.2098,1.3405,Control
B03,0.5846,1.4966,0.7729,0.1446,1.3666,0.1665,2.2049,1.1574,1.2131,BRCACancer
B04,0.5683,1.4103,0.448,0.1822,1.2819,0.3252,1.397,0.7032,1.1789,BRCACancer
B05,0.481,1.1332,0.5216,0.118,1.1517,0.3702,1.7515,0.7135,1.1022,BRCACancer
B06,0.1891,1.4109,0.3126,-0.1504,1.0414,0.0857,1.7083,0.4773,0.8445,BRCACancer
B07,0.6566,1.7174,0.9071,0.2491,1.5139,0.1955,2.1639,1.2127,1.4527,BRCACancer
B08,0.5696,1.1708,1.0726,0.2142,1.2054,0.1823,1.9584,1.1693,1.4614,Control
B09,0.4071,1.1532,0.4024,0.1327,1.1835,0.0665,1.833,0.7637,0.9764,Control
B10,0.5204,1.228,0.6076,0.1016,1.2488,0.0895,1.6016,0.6825,0.9955,Control
B11,0.5232,0.9354,0.7103,0.1283,1.192,0.159,1.7848,0.8575,1.4784,Control
B12,0.3687,0.9063,0.1858,0.1273,0.7991,0.2954,1.4943,0.6946,0.7569,Control
C01,0.6301,1.259,0.8498,0.2246,1.3997,0.4871,1.6712,1.1253,1.5915,BRCACancer
C02,0.5731,1.2823,0.7827,0.2841,1.399,0.4205,1.9897,1.2987,1.3252,BRCACancer
C03,0.6012,1.553,0.9883,0.3286,1.5349,0.5574,1.7902,1.4156,1.66,BRCACancer
C04,0.3578,0.769,0.5122,0.177,0.7189,0.1232,1.3323,1.0035,1.0061,Control
C05,0.4068,0.7856,0.5354,0.2101,0.8602,0.1546,1.293,0.8327,1.1223,BRCACancer
C06,-0.0266,0.4638,0.2089,0.0578,0.3055,-0.1009,0.5045,0.3832,0.4324,Control
C07,0.3994,1.0572,0.6169,0.1335,1.1427,0.2344,1.3715,0.8907,1.0562,Control
C08,0.5227,1.123,0.776,0.1945,1.2888,0.3381,1.952,0.9499,1.226,Control
C09,0.4865,1.1016,0.728,0.242,1.2188,0.4074,1.6639,0.9541,1.1725,Control
C10,0.441,1.0559,0.7265,0.1395,1.2409,0.1751,1.5715,0.9616,1.0727,BRCACancer
C11,0.5559,1.2092,0.8066,0.2427,1.3211,0.2305,1.861,1.0918,1.3394,Control
C12,0.2928,0.7171,0.4924,0.1688,0.7801,0.088,1.8508,0.6383,0.8816,BRCACancer
D01,0.3216,1.2009,0.3678,0.2017,1.2199,0.2691,1.8089,1.0545,1.1003,BRCACancer
D02,0.4256,0.9703,0.6495,0.2114,1.1322,0.3824,2.2942,0.9681,1.092,BRCACancer
D03,0.4093,0.927,0.575,0.175,0.9273,0.3039,2.0743,1.0124,1.0502,BRCACancer
D04,0.528,1.0257,0.6147,0.2013,1.0755,0.2301,1.994,1.1001,1.3787,BRCACancer
D05,0.4735,1.157,0.5451,0.1817,1.1811,0.2115,1.2163,0.9034,1.2885,BRCACancer
D06,0.4423,1.2617,0.7924,0.248,1.3461,0.3946,2.0962,1.2723,1.3899,BRCACancer
D07,0.4885,1.0939,0.7688,0.2007,1.3063,0.2332,1.7743,1.0398,1.3723,Control
D08,0.3987,0.9394,0.5346,0.1065,0.9809,0.3078,1.6753,0.8086,0.9912,Control
D09,0.4847,1.0353,0.7925,0.168,1.2095,0.4945,1.8493,1.0352,1.1618,Control
D10,0.3965,0.8815,0.7022,0.166,0.9573,0.1329,1.8684,0.7755,1.3123,Control
D11,0.0817,0.6378,0.4384,0.0669,0.5137,-0.1931,1.1913,0.3904,0.5672,Control
D12,0.2893,0.7337,0.6203,0.1477,0.8326,0.174,1.8266,0.8318,1.0852,Control
E01,0.4592,0.8263,0.5058,0.0977,1.0197,0.1725,1.5012,0.9012,0.9358,BRCACancer
E02,0.6293,1.2451,0.9324,0.2352,1.3922,0.2374,1.9947,0.9885,1.0845,Control
E03,0.5917,0.9087,0.7479,0.2433,1.2395,0.2045,1.8086,1.0737,1.2811,Control
E04,0.548,1.258,0.8348,0.2843,1.4161,0.4009,2.0103,1.2941,1.3585,Control
E05,0.5121,1.2138,0.607,0.1013,1.2325,0.0401,1.9121,0.7674,0.9031,Control
E06,0.3335,1.0082,0.3452,-0.0316,1.0276,0.1308,1.3129,0.4593,0.9337,BRCACancer
E07,0.5151,1.184,0.6035,0.2304,1.2041,0.1528,1.8457,1.0913,1.3345,BRCACancer
E08,0.4769,1.1757,0.8355,0.2306,1.4126,0.4305,2.0521,1.211,1.3684,Control
E09,0.4101,1.0312,0.8135,0.2516,1.167,0.3257,1.8148,1.0345,1.3939,BRCACancer
E10,0.6141,1.4011,0.6543,0.1484,1.4495,0.3889,1.8634,0.934,1.2857,BRCACancer
E11,0.2809,0.9434,0.665,0.1464,1.1616,0.237,1.8582,0.8908,1.0122,Control
E12,0.3053,0.9323,0.3509,0.0925,0.9621,-0.0115,1.3326,0.6697,0.8695,BRCACancer
F01,0.5086,1.2819,0.8196,0.2304,1.3392,0.5544,2.3521,1.2515,1.2744,Control
F02,0.6247,1.3858,0.8607,0.3089,1.4829,0.3655,2.2024,1.1744,1.3559,Control
F03,0.5308,1.2057,0.8139,0.1524,1.2568,0.6351,1.5804,0.8601,1.3283,Control
F04,0.3396,1.3083,0.6139,0.1898,1.2728,0.3297,2.2633,1.0302,1.4205,Control
F05,0.4804,1.2489,0.7052,0.2332,1.3855,0.3191,1.8789,0.9852,1.2076,Control
F06,0.4326,0.8074,0.634,0.0823,1.0243,0.195,1.3741,0.6421,1.15,Control
F07,0.5043,1.404,0.794,0.3114,1.3442,0.3978,2.0856,1.0294,1.117,Control
F09,0.8068,1.336,0.9495,0.2031,1.4982,0.401,1.7651,1.1165,1.5184,Control
F10,0.6345,1.4115,0.8804,0.2502,1.5503,0.522,1.764,1.1821,1.5365,Control
F11,0.4435,1.0949,0.9351,0.2351,1.2633,0.489,1.6806,1.0297,1.5357,Control
F12,0.4544,1.3293,0.6372,0.1938,1.3523,0.3205,1.7383,0.7914,1.2795,Control
G01,0.5245,1.1525,0.64,0.2181,1.204,0.4898,1.2742,0.6932,1.3522,Control
G02,0.4237,0.9852,0.6623,0.2097,1.0789,0.3369,1.6508,0.9256,1.1862,Control
G03,0.7382,1.4138,0.7718,0.1576,1.5542,0.4869,1.9174,1.0789,1.392,Control
G04,0.5999,1.2406,0.8557,0.2428,1.4173,0.2031,1.9077,1.0843,1.1742,BRCACancer
G05,0.1385,0.7548,0.3797,0.0691,0.7736,-0.0989,1.4307,0.641,0.9073,BRCACancer
G06,0.6931,1.2744,0.6245,0.21,1.3068,0.2878,1.3477,0.8938,1.0997,BRCACancer
G07,0.3841,1.1293,0.5966,0.1269,1.1323,-0.0224,2.2721,0.8962,1.0596,Control
G08,0.6389,1.1963,0.8135,0.143,1.3784,0.6068,1.7468,0.8709,1.3691,Control
G09,0.4199,1.0652,0.5767,0.1594,0.9588,-0.005,1.2637,0.7619,1.2412,Control
G10,0.3378,1.1803,0.4645,0.0646,1.2879,0.3085,1.1857,0.5507,0.8856,BRCACancer
G11,0.3697,0.5856,0.4701,0.0097,0.5821,0.0121,1.4048,0.5225,0.7268,BRCACancer
G12,0.5417,1.2882,0.5364,0.1804,1.0248,0.3251,1.4076,0.8526,1.0088,BRCACancer
H01,0.4144,0.9075,0.4496,0.1185,0.8847,0.3401,1.6869,0.6112,0.9549,Control
H02,0.4291,0.7864,0.6555,0.1824,0.897,0.1636,1.8427,0.9287,1.2549,Control
H03,0.2979,1.0471,0.6711,0.1606,1.1499,0.2744,2.2129,0.8027,1.0388,Control
H04,0.5574,1.2196,0.8014,0.1712,1.1917,0.2302,1.9679,1.1784,1.3546,Control
H06,0.4711,1.0932,0.69,0.2051,1.1174,0.4487,1.6188,0.8715,1.4302,Control
H07,0.4102,1.161,0.6822,0.0911,1.0599,0.2047,1.8726,0.9453,1.1133,BRCACancer
H08,0.2828,0.9132,0.3124,0.0775,1.0377,0.1185,1.0227,0.5626,1.2395,BRCACancer
H09,0.3512,0.819,0.205,0.1347,0.8177,-0.0145,0.8565,0.3995,0.5394,BRCACancer
H10,0.3877,1.084,0.3106,0.0582,0.9237,0.2976,1.4072,0.5021,0.9285,BRCACancer
H11,0.4803,1.2701,0.3821,0.076,1.2042,-0.0682,1.2681,0.7016,0.8931,BRCACancer
H12,0.5197,1.3959,0.6917,0.1476,1.5356,0.5334,1.8824,1.0117,1.366,BRCACancer
I01,0.6049,1.4234,0.7564,0.219,1.4547,0.2029,1.74,0.7923,1.1366,Control
I02,0.3,1.0883,0.3513,0.07,1.0299,0.331,1.8278,0.7222,0.9223,Control
I03,0.2436,0.8443,0.5065,0.1352,0.9642,0.1663,1.5978,0.7267,0.7126,Control
I04,0.6344,1.0932,0.9182,0.2707,1.3908,0.4595,1.6338,1.0581,1.3767,Control
I05,0.5521,0.9372,0.7499,0.2447,1.1728,0.3288,1.6546,1.1047,1.337,Control
I06,0.5201,1.0209,0.6986,0.1804,1.2156,0.1269,1.6235,1.0076,1.1407,Control
I07,0.716,1.3997,0.777,0.3042,1.5363,0.6353,1.9514,1.3312,1.6826,Control
I08,0.665,1.3948,0.7565,0.1469,1.5925,0.323,1.6823,1.0277,1.1969,Control
I09,0.2644,1.0204,0.5675,0.1111,0.9446,0.2891,1.5067,0.8178,1.1398,Control
I10,0.611,1.3998,0.6837,0.2383,1.4471,0.4881,1.9545,0.9818,1.3378,Control
I11,0.3044,0.9857,0.2799,0.067,1.0035,0.3087,1.3647,0.5513,0.7397,Control
