@relation data

@attribute id string
@attribute 1432 numeric
@attribute 2002 numeric
@attribute 2353 numeric
@attribute 2885 numeric
@attribute 29760 numeric
@attribute 3265 numeric
@attribute 3725 numeric
@attribute 4067 numeric
@attribute 4214 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 5335 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6850 numeric
@attribute 695 numeric
@attribute 7409 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 973 numeric
@attribute 974 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.4174692793,0.4598573640,-0.0801269710,1.6104626348,-0.0777193805,0.8212452234,1.7024177213,0.3161357614,0.4242359363,0.0886515304,0.0434628459,0.0288073119,0.0472211881,0.8370002049,0.6486776985,1.4788247029,1.0400522820,0.2608651281,-0.0981862237,1.1201675758,0.6904673187,3.2701125443,0.3860900013,2.2882412161,-0.0234144181,-0.1212870654,-0.0538374768,-0.0056752554,1.3564936234,0.8265591783,2.7038153726,-0.0779356192,-0.0665588269,BRCA
GSM481003,0.3061586227,0.5094530717,-0.1516893194,1.7524189089,-0.0374940587,0.9474795161,2.4163282448,0.1219394536,0.4940745450,0.1072291716,-0.0071023582,0.0284779953,0.1099821702,0.9900261754,0.5260021543,1.4940092098,0.8106030215,0.2829620648,-0.0518483993,1.1333078442,0.6729280780,3.4451596026,0.2815908568,2.4272642752,-0.0553885548,0.0222191754,-0.0653783161,-0.0640276709,1.1557139689,0.7173366560,2.6004273182,-0.0895141277,-0.0388792324,BRCA
GSM481004,0.4136280409,0.3519630753,-0.2391101478,1.7306030480,-0.0159967640,0.8814408686,1.9569436598,0.3341139361,0.2035975778,0.2462961586,0.0134470427,0.0473546795,0.3676690033,1.0766678804,0.5568734760,1.5397735213,1.2435202534,0.4684481415,-0.1085750333,1.3982536542,0.6871232500,3.1503309594,0.4157156661,2.7043259995,-0.0500999228,-0.1644663710,-0.0186176126,-0.0649329242,1.0442493542,0.7713027104,2.5539644831,-0.0697609921,-0.0689784308,BRCA
GSM481005,0.3984561536,0.4627470135,-0.1103455591,1.6458761891,-0.0781992578,0.8521304950,1.9105042447,0.1698534251,0.5196754609,0.1025759120,-0.0190676901,0.1093474198,0.3299111068,0.8211322722,0.8398691173,1.6021617843,1.1356134855,0.3166812967,-0.0871069950,1.3712493853,0.8086081992,3.0240586301,0.3888399490,2.3308550971,0.0180744121,-0.1354474181,-0.0967047377,-0.0950495207,1.5244798356,0.8702989420,2.5885585249,-0.0777109925,-0.0328437182,BRCA
GSM481006,0.3921763096,0.7458138092,-0.1162875150,1.6704388113,-0.1245753833,0.8876503406,1.8248747664,0.3630817666,0.4536705289,0.1656357026,0.0079189933,0.0428417770,0.1709810107,0.9354205676,0.6594483865,1.5006651944,1.0245994510,0.2588561041,-0.1044239603,0.9865753614,0.7695189350,3.3005572359,0.3354175018,2.3295555881,0.0128678733,-0.0939081977,-0.1076792432,-0.1211343683,1.3858446989,0.8328808705,2.7229726611,-0.0477737337,-0.0144896945,BRCA
GSM481007,0.2309822093,0.6824327353,-0.0361999132,1.7786090209,-0.0522174159,1.1560421735,2.0019709589,0.3024995799,0.3479610627,0.1427702047,-0.0179671429,0.0187811776,0.1696192184,1.0210435065,0.4920493394,1.1625167250,1.0916134130,0.2214731303,-0.0580448157,1.0516917631,0.3326362380,3.0947886640,0.2957258879,2.3985712954,-0.0621160632,-0.1150343669,0.0187163064,-0.0768376531,0.8527704083,0.7908645495,2.4574012124,-0.0277554872,-0.0288348222,BRCA
GSM481008,0.3457279783,0.6088109500,-0.1402303537,1.6622805248,0.0178068966,1.2938889639,2.1130765477,0.2535372900,0.3505251462,0.0974889337,0.0118374048,-0.0084585631,0.1422189982,0.8990125299,0.7504032691,1.5366616944,0.8087446459,0.2738108856,-0.1056714096,1.0726860836,0.7429268004,3.2627433132,0.3589827556,2.4446920753,0.0012555714,-0.1333306130,-0.0557772740,-0.0584359721,0.9964291379,0.7930964681,2.4189842773,-0.0619877508,0.0256024780,Control
GSM481009,0.2764711754,0.4693302326,-0.1590186953,1.3427748691,-0.1014559770,0.5253295350,1.1429168019,0.1738289398,0.3211863863,-0.0915473821,0.0488742741,-0.0390010705,-0.0762975945,0.4572595951,0.6549914120,1.4563478480,0.4472229415,0.3586061170,-0.1066654161,0.7096309500,0.6203827706,3.2104844170,0.2270372226,2.4154436141,-0.0048567386,-0.1552854501,-0.1408496846,-0.0048604058,1.0664309090,0.7962288941,2.6979478374,-0.1839932921,-0.0467519397,Control
GSM481010,0.3582406002,0.4728208937,-0.0893704778,1.7509254467,-0.0727609081,0.9039840400,2.0214559557,0.5541188944,0.6825766645,0.1015663457,-0.0298674571,0.0293902383,0.1907716952,0.7915824455,0.7335124992,1.3844987064,1.0618852462,0.3844459151,-0.1128206664,1.1154199801,0.8636795770,3.1837559010,0.3965836786,2.2814118394,0.0688335455,-0.1347208667,0.0355200546,-0.1376485593,1.4629609655,0.8582563715,2.5320026251,-0.0594183632,-0.0384227032,Control
GSM481011,0.1895736574,0.4902841595,-0.1973138971,1.9492786230,-0.0331578064,1.1300241724,1.9929131126,0.1055537684,0.1779143085,0.1526722096,0.0004197034,0.0062426176,0.2919988107,0.8280705125,0.4358141350,1.4936494496,0.7789269015,0.2189997299,-0.0728182171,1.5733309313,0.4733123278,3.1741475263,0.2711141126,2.8155515152,-0.0475626586,-0.1223144881,-0.0023091357,-0.0547222076,1.0243768138,0.8445791476,2.9243183808,-0.1343319207,-0.0177523182,Control
