@relation data

@attribute id string
@attribute 2159 numeric
@attribute 7035 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2266 numeric
@attribute 5627 numeric
@attribute 5624 numeric
@attribute 2243 numeric
@attribute 462 numeric
@attribute 2244 numeric
@attribute 2152 numeric
@attribute 2153 numeric
@attribute 2155 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0168,0.3221,-0.087,1.1346,-0.1804,0.2593,0.0863,-0.0945,-0.1166,-0.2419,-0.1328,1.2134,-0.0533,Control
A02,0.0586,0.3386,-0.0712,1.3118,-0.1062,0.2632,0.1395,-0.071,-0.0169,-0.1443,0.0537,0.8281,-0.0082,Control
A03,0.0711,0.2868,-0.102,1.328,-0.173,0.2799,0.1618,-0.0529,0.0311,-0.1351,-0.0105,0.885,0.0079,Control
A04,0.0179,0.2773,-0.0358,1.2907,-0.1183,0.3061,0.1617,-0.0865,-0.1177,-0.1603,0.0693,0.8512,0.0902,Control
A05,0.0485,0.4476,-0.0619,1.5416,-0.1227,0.6107,0.177,-0.0683,-0.045,-0.1735,-0.0321,1.4078,0.0382,Control
A06,0.0143,0.2921,-0.0855,1.365,-0.0935,0.225,0.0746,-0.116,-0.0102,-0.1957,0.0257,1.0946,-0.031,Control
A07,0.0162,0.2619,-0.1015,1.3536,-0.1475,0.3299,0.171,-0.0667,-0.0037,-0.1034,-0.0255,1.1301,0.0012,Control
A08,0.0144,0.1495,-0.0829,0.9492,-0.1511,0.0208,0.0256,-0.1453,-0.0635,-0.2146,-0.0463,0.7875,0.0322,Control
A09,0.0125,0.2498,-0.1057,1.2462,-0.136,0.4187,0.0977,-0.0318,-0.0463,-0.1419,-0.078,0.9021,-0.0169,Control
A10,0.0192,0.394,-0.082,1.5482,-0.1294,0.6074,0.0838,-0.0574,-0.0363,-0.1695,-0.0685,1.5041,0.0145,Control
A11,0.0149,0.1965,-0.1236,1.3098,-0.1329,0.1538,0.0152,-0.0863,-0.0815,-0.125,-0.0417,0.7539,0.0203,Control
A12,0.0694,0.3099,-0.1144,1.4117,-0.1904,0.3384,0.1896,0.0943,0.0735,-0.076,0.0022,0.5563,0.011,Control
B01,-0.1087,0.221,-0.1542,0.8642,-0.1978,0.2527,0.0456,0.067,0.0921,-0.214,-0.1855,0.7225,-0.1909,Control
