@relation data

@attribute id string
@attribute 10000 numeric
@attribute 11184 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23368 numeric
@attribute 2885 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 3566 numeric
@attribute 3667 numeric
@attribute 3716 numeric
@attribute 3718 numeric
@attribute 5163 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5295 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 572 numeric
@attribute 5894 numeric
@attribute 596 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6778 numeric
@attribute 8651 numeric
@attribute 8660 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,-0.1237609865,1.9397812022,0.1866127024,0.9530668362,1.3452941188,0.3847639441,1.2060972602,0.4627507684,1.7296059516,0.4470524510,-0.1623839847,0.9942950769,0.6502234032,0.1255568270,0.7694715564,0.5276523813,0.4586358647,0.2177100353,0.6409841057,0.0813294935,1.9096234484,0.1797246685,0.5492388602,1.1582233984,-0.0182086233,1.7108986220,BRCA
GSM480985,0.6712534413,-0.1158637795,1.4054429928,0.2867683454,1.1936810870,1.1583383579,0.2208471612,0.8787267861,0.5714007133,1.1172559793,0.5544197005,-0.0271074642,0.8471601896,0.8534231111,0.3438852307,1.5476133191,0.4521202200,0.5649788797,0.2315313540,0.6127393824,0.1096045168,1.9413004944,0.2011654340,0.6409502427,1.3112308734,-0.0778614024,1.6925420276,BRCA
GSM480986,0.3637514705,-0.1012646726,1.7577156492,0.2145363198,1.0440999767,1.5127595663,0.4747341742,1.3099040800,0.5170941887,1.5409271829,0.5183176570,-0.1311157038,1.0312913730,0.3758222094,0.3109857890,0.9370587028,0.5276161861,0.5706250406,0.3771760837,0.4839221177,-0.0262396362,2.0243224118,0.0952468054,0.4793911673,1.3085676936,-0.0600182138,1.7672813784,BRCA
GSM480987,0.4741756265,-0.2006215493,1.6769249506,0.2593453904,0.5547736657,1.4599798470,0.3696534395,1.1273281686,0.4207185832,1.0927224898,0.7885095960,-0.1391814571,0.5568740662,0.4246866423,0.3279566426,0.9460729968,0.4570317386,0.5260457562,0.1247138026,0.3882937707,0.1066961603,1.9975022057,0.0700896732,0.1445394283,1.3077710932,-0.0514011428,2.1135375007,BRCA
GSM480988,0.3666419161,-0.0108572185,1.1675294143,0.1712146028,1.4051394819,1.6300611323,0.3171393004,1.5309302174,0.2834499472,1.0320390261,0.2999578148,-0.1040596990,0.9700278779,0.5025178531,0.3674768847,0.6583551200,0.4923907940,0.4829891018,0.0354253387,0.4704262694,-0.0332379836,1.9610705971,0.0896705153,0.3725107078,1.3680833202,-0.0421550207,1.7855566228,BRCA
GSM480989,0.2517094096,-0.1171628379,2.3074461223,0.2270790681,1.2704041178,1.6843677122,0.5796718367,1.3318944331,0.3553139869,1.2921628499,0.4428248556,-0.1013309268,0.8723785451,0.3040667095,0.2117079990,0.5104212239,0.4168803811,0.8519349658,0.5766588003,0.4437155496,0.0373846114,1.9755967301,-0.0037837656,0.2630944657,1.4873243147,-0.0357264913,1.8098528195,BRCA
GSM480990,0.3166647480,-0.1083101642,2.3939645291,0.2749733657,1.1200390657,1.6475978081,0.6039142581,1.3889006043,0.5532781123,1.1927469964,0.3581295984,-0.1152098271,0.3677679448,0.4307222246,0.8327552467,0.5701667320,0.4040678319,0.5468216389,0.4847173588,0.3387474729,-0.0140931005,2.5765053460,0.0120991491,0.3107558547,1.2057764653,-0.0237122364,1.6690170063,Control
GSM480991,0.2500861962,-0.1101672537,1.8290236989,0.2449685031,1.1631401910,1.5652074934,0.5656238077,1.2929992116,0.5640646457,1.3663153568,0.5139666454,-0.1306347673,0.6418447939,0.3718392522,0.4582523614,0.6246844594,0.5071865046,0.6482640730,0.4295866277,0.3654298311,-0.0490740068,2.1101571236,0.0441448208,0.3851343730,1.3618421853,-0.0413982339,1.6580591199,Control
GSM480992,0.2476967987,-0.1442469293,2.3328941266,0.3295684198,1.3635008657,1.5792976092,0.6426354701,1.5241501815,0.5249138593,1.4904017857,0.3732452306,-0.1538734750,0.5632396906,0.3555988693,0.7112178834,0.5310987036,0.4130200728,0.9082788116,0.4719536303,0.3105769333,-0.0325755605,2.4270785623,0.0183351703,0.4019502806,1.2438420756,0.0209527607,1.8067525298,Control
GSM480993,0.3786722400,-0.1109187203,1.9907199673,0.3003267815,1.2682003710,1.5582134934,0.5157713251,1.3381779529,0.6175183761,1.3915128690,0.4200200984,-0.1766539115,1.0416793153,0.3556248992,0.3843497409,0.7338769277,0.4741801064,0.7940912880,0.4597184245,0.3602931440,0.0269303651,2.0765592329,0.0562111053,0.4506590302,1.4111531396,-0.0558967662,1.9773138965,Control
