@relation data

@attribute id string
@attribute 5728 numeric
@attribute 5164 numeric
@attribute 7249 numeric
@attribute 5170 numeric
@attribute 8661 numeric
@attribute 8672 numeric
@attribute 207 numeric
@attribute 2475 numeric
@attribute 5290 numeric
@attribute 1982 numeric
@attribute 8569 numeric
@attribute 6198 numeric
@attribute 2280 numeric
@attribute 1981 numeric
@attribute 1973 numeric
@attribute 7248 numeric
@attribute 1974 numeric
@attribute 5515 numeric
@attribute 1975 numeric
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 5295 numeric
@attribute 6194 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.2392,0.6256,0.3057,0.7923,2.1306,0.7795,0.6157,1.0383,1.5746,2.5024,0.7881,1.1348,1.0585,1.4793,1.8662,1.2576,2.1165,1.7098,1.1179,0.5757,0.1832,1.4982,1.5806,Control
A02,0.6452,0.4556,0.2579,0.6688,2.0392,0.6906,0.5686,0.8076,1.3014,2.5395,0.6075,0.9374,0.764,1.3423,1.7522,0.8433,1.8069,1.5505,0.7284,0.4203,0.1712,1.1993,1.339,Control
A03,0.9168,0.6294,0.325,0.8003,2.0488,0.8395,0.6805,1.0044,1.3967,2.6326,0.8199,1.0488,1.0145,1.4772,2.2543,1.1573,2.1599,1.7523,0.9144,0.5343,0.293,1.3339,1.5262,Control
A04,0.7608,0.6267,0.2905,0.7491,1.9416,0.7613,0.6225,0.953,1.353,2.7776,0.6786,0.9145,0.7495,1.4762,1.8524,0.9134,2.1067,1.7078,0.7203,0.4748,0.2937,1.4882,1.6338,Control
A05,0.9371,0.7278,0.3768,0.8948,2.088,0.9125,0.7463,1.0559,1.4836,2.5587,0.7458,1.0517,1.0128,1.7308,1.7783,1.1537,1.854,1.7874,0.694,0.4721,0.3405,1.3381,1.3085,Control
A06,0.835,0.5957,0.2751,0.7874,1.9758,0.8206,0.6458,0.9456,1.3845,2.5602,0.7175,1.024,0.962,1.5194,2.0417,1.1108,1.9042,1.5855,0.7464,0.3823,0.2689,1.3761,1.4327,Control
A07,1.3069,0.5577,0.2991,0.8207,2.0664,0.9039,0.597,0.982,1.5934,2.6813,0.8159,1.1139,1.2446,1.4711,1.6949,1.2173,1.7643,1.762,0.8215,0.6261,0.2793,1.6231,1.374,Control
A08,1.4954,0.4875,0.2897,0.8395,1.9198,0.9338,0.5375,1.0594,1.7501,2.4821,0.7827,1.1814,1.3021,1.3477,1.8875,1.2264,1.9116,1.654,0.9807,0.7036,0.2097,1.714,1.3828,Control
A09,1.3533,0.6276,0.2581,0.8331,2.0185,0.8064,0.5633,0.8822,1.4582,2.597,0.6488,1.0737,1.2388,1.3751,1.8755,1.1534,1.7305,1.6406,0.8228,0.5664,0.2428,1.5464,1.2496,Control
A10,1.3318,0.5457,0.3007,0.8665,1.9374,1.1129,0.5633,1.0156,1.6941,2.6601,0.8,1.0955,1.1684,1.4812,1.89,1.1768,1.866,1.7064,0.8065,0.528,0.1753,1.6535,1.2527,Control
