@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1029 numeric
@attribute 10928 numeric
@attribute 1147 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2064 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2277 numeric
@attribute 23533 numeric
@attribute 3551 numeric
@attribute 369 numeric
@attribute 3716 numeric
@attribute 3845 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4790 numeric
@attribute 5228 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5337 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 572 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5888 numeric
@attribute 5894 numeric
@attribute 5898 numeric
@attribute 5899 numeric
@attribute 5900 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 5970 numeric
@attribute 598 numeric
@attribute 673 numeric
@attribute 675 numeric
@attribute 6772 numeric
@attribute 6774 numeric
@attribute 7039 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7157 numeric
@attribute 7422 numeric
@attribute 7423 numeric
@attribute 7424 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute 9459 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,1.6509813072,0.1233450275,0.9588716673,0.6854532650,0.2841429040,0.1608625433,-0.1044139307,0.7531173030,-0.0304579000,0.1537555695,0.1082515674,2.3584245311,0.3070585448,-0.1300933296,-0.0131690648,0.2679063242,0.6620092707,0.5082450581,0.1314761901,0.6013237532,0.6334898934,0.2611974383,0.0372776528,-0.0189350165,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,-0.0965538729,0.3768321643,1.1201675758,0.6904673187,0.2417233829,0.0663815941,0.3923970497,3.2701125443,0.7911284625,-0.1825565849,0.5745254208,0.3860900013,3.6529270112,0.7392920255,0.2632585569,0.4170598776,1.4593906332,1.2157194917,0.0871318146,0.1777965052,-0.1584264608,0.7381155855,0.9251024214,-0.1242455302,0.4776154854,0.8690730108,0.3435973456,0.8073990904,0.4500692432,0.9853307140,1.2743816055,0.6779944602,1.9057782366,0.3441887239,-0.0795126762,0.5672101140,0.2411862325,BRCA
GSM481003,0.3007907103,2.0218701660,0.2763891428,1.5168189790,0.6800606993,0.2877502063,0.3838606802,0.0454944650,0.6776998944,0.6191529817,0.0484339897,0.0848142081,2.5114432043,0.3973698837,-0.0755843232,-0.0067144994,0.4162924297,0.6213931068,0.4776535522,0.0738842817,0.4942415375,1.0462392932,0.1510610660,0.0608519517,0.0792924826,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,-0.0396609936,0.4223379152,1.1333078442,0.6729280780,0.1985753451,0.0085564985,0.8256779464,3.4451596026,1.8047334209,-0.0432929028,0.5761858641,0.2815908568,3.3513499945,0.8170542649,0.4762568737,0.4086979734,1.6346685103,1.5458108518,0.2027870905,0.0848102706,-0.1250072181,0.8860665159,0.6155722956,0.1140757244,0.5876617368,1.5404983274,0.3926736576,0.2719719032,0.4773078447,0.9925875762,0.7908059188,0.4758072181,1.5231428147,0.7539005348,0.1190332978,0.2962089152,0.1941480732,BRCA
GSM481004,0.4733082638,2.4203961939,0.1680494515,1.3482990906,0.7008573280,0.3929689074,0.4496613113,-0.0162955371,0.6400350525,0.1518570445,0.2059234660,0.1438268497,2.2194539971,0.4676012300,-0.1058017287,-0.0146582856,0.4565757285,0.7447423427,0.5671119911,0.0657351969,0.7031065965,1.1430110809,0.1046389682,0.1890115326,-0.0185172471,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,-0.0652699816,0.5495924441,1.3982536542,0.6871232500,0.3435010134,0.2215437899,0.5918967704,3.1503309594,1.8457994221,0.0235277364,0.6390240129,0.4157156661,3.3902719915,0.8942887626,0.4758998802,0.2011434678,1.6619296756,1.4715695732,0.0731631404,0.1890694758,-0.0415119894,0.9381063713,0.6308917645,-0.0684127074,0.4072908132,1.1630562656,0.3364432512,0.4477677480,0.7094309197,0.8802483742,0.9908479975,0.8024594974,2.9307683705,0.5294298967,0.1043470586,0.8315192394,0.2163254187,BRCA
GSM481005,0.7983672971,1.6965493859,0.4926643759,1.3626846816,0.8150747685,0.7559128657,0.3527724375,-0.1165471179,0.9084757619,0.4012778942,0.2165325873,0.0660260143,2.3890128664,0.4302809539,-0.0937935161,0.0304015636,0.3903404364,0.7021117498,0.5830370403,0.1621117626,0.8630593168,0.6809106159,0.3580555966,0.0661443981,-0.0233227595,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,-0.0490866930,0.4403047296,1.3712493853,0.8086081992,0.4124403786,-0.0083928048,0.5596565347,3.0240586301,0.9297815149,-0.0208791407,0.3589716676,0.3888399490,3.4256180822,0.8180206168,0.3444455902,0.7030548256,2.1236051734,1.2129281088,0.1140465466,0.1629802437,-0.1312921315,1.1652991205,0.7679728692,-0.1050281481,0.3632583721,1.1279461384,0.4534288727,0.5362932858,0.5976829881,0.9015575944,1.2501884444,0.5904648976,2.3526480645,0.4136187493,0.0457376592,1.0253801594,0.1866518880,BRCA
GSM481006,0.6102282105,2.0035383105,0.3021721042,1.1842627120,0.5591097990,0.5505344721,0.3129080268,-0.0882029533,0.9511518584,0.3139419490,0.1430200110,0.2159211816,2.7993582883,0.4174783649,-0.1336279527,0.0247047886,0.2354427614,0.7695110285,0.5490418825,0.1676137317,0.8481344624,0.8279588929,0.3620992723,0.1223146532,0.0082042387,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,-0.0859348176,0.3909603753,0.9865753614,0.7695189350,0.0839668039,0.0616213327,0.4886666650,3.3005572359,1.1112692641,-0.0495605654,0.3795416952,0.3354175018,3.5294765530,0.9823863784,0.2394068072,0.6889269474,1.6552993021,1.3122026393,0.1918322109,0.2528915434,-0.0794224726,1.0724941031,1.0187069334,-0.0318370369,0.3491632068,1.0640574322,0.3380506146,0.5783400405,0.4666741335,1.3752852871,1.4694099681,0.6899303348,1.9096163734,0.5213412684,0.1659671659,0.9315912557,0.1984657517,BRCA
GSM481007,0.3836162349,2.3997609466,0.3125831992,1.5764191804,0.5351270335,0.2756707471,0.4946888254,-0.0467773227,0.8479955071,0.0250401876,0.1262126311,0.2589795492,2.4604020782,0.2757121727,-0.1794179511,0.0693962222,0.2572633833,0.9390580363,0.2825788311,0.1433539864,0.7172199483,0.7820959147,0.1275453084,0.0016019143,-0.0282744502,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,-0.0534508653,0.2606000659,1.0516917631,0.3326362380,0.0752705452,-0.0035135532,0.9255183645,3.0947886640,1.6025384089,-0.0361170458,0.2323106053,0.2957258879,3.0044312328,0.5735294828,0.3132260433,0.6629691342,1.2351145123,1.4910032429,0.1788453258,0.2699643974,-0.0744021861,0.6220977374,0.7596731636,-0.0008672641,0.3947684393,0.2169134759,0.6869849099,0.3115602897,0.2434186208,1.2977375326,0.7867835067,0.9740841606,1.9130351394,0.7313789074,0.0523188741,0.3496775628,0.2322261396,BRCA
GSM481008,0.5217626055,2.6693531871,0.1836714248,2.0075535520,0.7241649516,0.9329660580,1.5586611688,0.2831019114,0.8295916561,-0.0105014925,0.2092566926,0.0524233336,2.1300801171,0.4476290999,-0.0237828147,-0.0033952392,0.3088421996,0.8205010526,0.4309778051,0.1743810166,0.5663450009,1.0276691739,0.3341018707,0.2086261566,0.4494792026,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.0303360646,0.4047704326,1.0726860836,0.7429268004,0.5512299970,-0.0611492244,1.0612640086,3.2627433132,1.8644267959,0.0181689856,1.1856073174,0.3589827556,3.2712527515,0.9190432677,0.4818007304,0.6538910852,1.6781765093,1.3571830794,0.0997079746,0.1605632000,0.0917779005,0.6182682188,0.4238343863,-0.0821376034,0.9020165747,1.0231049003,0.0843056362,0.2844155535,0.5394916288,0.9878225434,1.8535234271,0.6140945670,2.3352718130,0.4864576326,0.0282589524,0.4601788066,0.1960819449,Control
GSM481009,0.5489170128,1.6445278376,0.0485912423,0.5626646933,0.5198089516,0.4141671401,0.0817014255,-0.0379079583,0.7245613783,0.1017885568,0.0047963763,-0.1318342609,1.7882246540,0.1436777954,-0.0432245343,-0.0460119554,0.1725846681,0.6588328657,0.4693481246,0.1793832846,0.4399121959,0.7593096520,0.1640066558,0.0623427681,0.0126522685,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,-0.1136806226,0.2795271149,0.7096309500,0.6203827706,0.0966468778,0.0261609364,-0.0767497015,3.2104844170,0.7943820304,-0.1872259752,0.4889812592,0.2270372226,3.7532215416,0.6906137889,-0.1166254399,0.6089003728,0.9449293574,0.9630623995,0.0380890368,-0.0320870272,-0.1388459095,0.7020093558,0.7435965043,-0.1305698780,0.1325173036,0.2427701615,0.4328454778,0.3713083595,0.4242561069,0.9829903326,0.9757552594,0.1646558709,1.1064806955,0.3737636758,0.0289410084,0.7020718792,0.2414110834,Control
GSM481010,0.6249280034,1.7503523453,0.5237364813,1.0465271884,0.8254857898,0.8322192047,0.3816741023,-0.0103132259,0.8406108043,0.0557148577,0.2403421661,0.0564712613,2.1086231072,0.3798376370,-0.1263709674,0.0036142197,0.3174347172,0.5558823925,0.6016551096,0.1744263203,1.0125633992,0.8721879155,0.3659622770,0.1809599443,-0.0324196392,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,-0.0288335194,0.5158594621,1.1154199801,0.8636795770,0.4178132884,0.0607782995,0.7550900512,3.1837559010,1.3407380601,0.0244037201,0.5908814568,0.3965836786,3.4649480580,0.7632651862,0.5195059558,0.6300583106,1.1449683505,1.2152642781,0.0602844359,0.2509317977,-0.0925236846,0.9930470879,0.8288929381,-0.0392967260,0.4001078805,1.3532863502,0.2637763904,0.8614470834,0.3878838463,0.7534921082,0.9745329110,0.5582854632,1.9576278516,0.3622522485,0.2118905579,0.7012065333,0.2052486207,Control
GSM481011,0.3773361022,2.3434683681,0.1649496774,1.3616899894,0.5819455573,0.2562781054,0.7909900944,-0.0416797744,0.5251184477,0.0734742197,0.1001883706,0.1155217437,2.7272794777,0.4895673924,-0.0338184122,0.0986143788,0.2600992171,0.8748071725,0.3680541691,0.1905613793,0.3715898003,1.3345354182,0.0845517101,0.0443784665,-0.0874960178,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,-0.1065715858,0.3978262835,1.5733309313,0.4733123278,0.2790668897,0.0246392575,0.8490704160,3.1741475263,1.5971835990,-0.0108052118,0.3996150372,0.2711141126,2.8821109831,0.5692630718,0.3523322308,0.2998918322,2.1114134911,1.4994342731,0.0944211634,0.2114646371,-0.0921497656,0.6050271742,0.5340521790,-0.0928352306,0.5330254723,0.6447139097,0.7929640099,0.3925923205,0.3245543128,0.9952894231,1.0054025888,0.5271461043,2.1945746766,0.5318953696,-0.0562693753,0.4208626890,0.2254770854,Control
