@relation data

@attribute id string
@attribute 1030 numeric
@attribute 10468 numeric
@attribute 10637 numeric
@attribute 130399 numeric
@attribute 1311 numeric
@attribute 1387 numeric
@attribute 1634 numeric
@attribute 1874 numeric
@attribute 1875 numeric
@attribute 2033 numeric
@attribute 268 numeric
@attribute 269 numeric
@attribute 3397 numeric
@attribute 3398 numeric
@attribute 3399 numeric
@attribute 3400 numeric
@attribute 3458 numeric
@attribute 353500 numeric
@attribute 3624 numeric
@attribute 3625 numeric
@attribute 3626 numeric
@attribute 387 numeric
@attribute 4052 numeric
@attribute 4086 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4090 numeric
@attribute 4091 numeric
@attribute 4092 numeric
@attribute 4093 numeric
@attribute 4609 numeric
@attribute 4838 numeric
@attribute 5308 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 57154 numeric
@attribute 5933 numeric
@attribute 5934 numeric
@attribute 6093 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 64750 numeric
@attribute 650 numeric
@attribute 6500 numeric
@attribute 652 numeric
@attribute 653 numeric
@attribute 654 numeric
@attribute 655 numeric
@attribute 656 numeric
@attribute 658 numeric
@attribute 659 numeric
@attribute 6667 numeric
@attribute 7027 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7044 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7057 numeric
@attribute 7058 numeric
@attribute 7059 numeric
@attribute 7060 numeric
@attribute 7124 numeric
@attribute 8200 numeric
@attribute 83729 numeric
@attribute 8454 numeric
@attribute 8646 numeric
@attribute 90 numeric
@attribute 92 numeric
@attribute 9241 numeric
@attribute 93 numeric
@attribute 9372 numeric
@attribute 9475 numeric
@attribute 9765 numeric
@attribute 9978 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.1163914161,0.8107633033,-0.1870761870,-0.0781518293,-0.1672101563,0.6553813652,0.8406194919,-0.0387035680,-0.1021819362,1.5206031688,0.3256525745,-0.0586320951,1.2282579277,0.8734161638,2.1389090551,0.8299619941,-0.1280158754,-0.1560060969,0.4547018251,0.0845207459,0.1262621535,2.3560742060,1.0919696757,0.7396240239,0.6013237532,0.6334898934,0.2611974383,0.5580116280,0.2663583407,1.0341814384,-0.0956463037,0.1863047483,-0.1050040389,0.6936653244,1.2238418325,0.1263470764,0.8568766135,0.4705754342,0.3768321643,1.1201675758,0.2563504586,-0.1009222251,0.3285670518,-0.0235738736,0.2291788254,0.4274157418,0.6120192008,0.6561434973,1.8756337564,0.0586351257,-0.0732532571,0.4650378929,-0.1398961927,0.0016778269,-0.1929801452,0.1820971776,0.0595711066,0.4304502825,0.4776154854,0.8690730108,0.3435973456,-0.0139440319,0.8073990904,0.4500692432,1.8902754735,4.6578381328,0.9317078258,0.0128830904,-0.1203307158,0.1080834964,1.5252008439,0.6224568851,-0.0142168938,1.8992447814,1.7190095702,0.0718523429,-0.0289885597,0.0576141491,-0.1834590614,0.1896982677,1.6136349440,BRCA
GSM481003,0.9384319101,0.4609825569,-0.2143556470,-0.0309889825,-0.1042829053,0.6896365619,0.1208612283,0.0131159720,-0.1027339876,1.5765347331,0.3050940155,-0.0149529223,1.0637748837,0.6183313906,2.0708711511,0.7028419712,-0.1236682045,-0.1850330360,0.1251806722,0.1728059156,0.1511812270,2.2548772812,0.8272666329,0.5946409802,0.4942415375,1.0462392932,0.1510610660,0.3201345094,0.3910171457,1.2079414910,-0.0680198613,0.2694517161,-0.0587103770,0.0485051640,1.1675652556,0.2871639269,1.1742187960,0.4250247162,0.4223379152,1.1333078442,0.1663965352,-0.0909012928,0.2561035185,-0.0279678789,0.1360396983,0.6306912280,0.7939971081,1.2946578512,1.7903368573,0.1832318612,-0.1473879986,0.3971216061,-0.0212425112,-0.0068557273,-0.0536427200,0.1057084988,-0.0351264818,0.7071352963,0.5876617368,1.5404983274,0.3926736576,-0.0335921905,0.2719719032,0.4773078447,1.0961764973,4.2051223382,0.6738963011,-0.0854843307,0.3678463830,0.2282437532,0.7879846989,0.3056443987,-0.0145228371,1.8379815965,0.6384566874,0.9013664176,-0.0132910559,0.0630913502,-0.1093169571,-0.0072721989,1.4739625027,BRCA
GSM481004,0.5231671071,2.5107795645,-0.1676338193,0.0328737498,-0.1885563816,0.7104525116,0.4873523940,0.0515753812,-0.0684547906,1.4211680973,0.3377744507,-0.0879943867,0.4189713962,0.8471520391,1.5659110182,0.5089473461,-0.1066800437,-0.1556159047,0.3563185616,0.0399220889,0.1726032811,2.2044553339,0.8352800890,0.8458151905,0.7031065965,1.1430110809,0.1046389682,0.3523422950,0.3643112064,0.6708028557,-0.0843225934,0.3419797647,-0.0553004987,0.5617744869,1.2944579630,0.2545938927,0.9518654371,0.4821984337,0.5495924441,1.3982536542,0.2122091671,-0.0579533530,0.0925988065,-0.0400819974,0.0275244191,0.4066202738,0.7706713769,1.8352680345,1.6383459717,0.0644968578,-0.0748019853,0.1969764016,-0.0668508263,-0.0591884889,-0.1042671990,0.0894971283,0.0548720956,0.5345616893,0.4072908132,1.1630562656,0.3364432512,0.0362120005,0.4477677480,0.7094309197,1.9137970677,4.6035953628,1.0637785066,0.0585717540,-0.0368083989,0.6885197164,0.9859042913,0.5872395309,-0.0114316918,1.8151646555,0.8940642092,0.2168409092,-0.0210661243,0.1150132135,-0.1202374537,0.1212730154,1.0936510564,BRCA
GSM481005,1.2872513034,1.5564485145,-0.2266719540,0.1085480619,-0.0985506622,0.6607257612,1.0578295350,0.0601300668,-0.0839325090,1.5339801088,0.3826241493,-0.0715967784,0.1651876153,0.7200516153,1.9566596083,0.4733759620,-0.1683066803,-0.1217944367,1.2622149368,0.2335176598,0.0362916771,2.3612720490,1.4326734046,0.5862468888,0.8630593168,0.6809106159,0.3580555966,0.7833627735,0.1665376466,1.2723874150,-0.0837988424,0.1626732602,-0.0284777300,-0.1350840951,1.2343815744,0.2552120638,0.9505772538,0.4357714798,0.4403047296,1.3712493853,0.3080173657,-0.1054109419,0.4467455574,-0.0235281201,0.6309395681,0.4885815124,1.0175886781,0.0339138785,2.0783624351,-0.1823371806,-0.1154507956,1.0682266907,-0.1096567049,-0.0747064586,-0.1633926175,0.3010925735,0.0303003707,0.6858292198,0.3632583721,1.1279461384,0.4534288727,-0.0031638014,0.5362932858,0.5976829881,1.7547406858,4.2705672319,0.5727708010,-0.0711156597,-0.1027448054,0.1614329269,0.6167890841,0.5710789362,0.0078983755,1.9317452087,1.9628967963,0.6200391079,-0.0355153699,0.1146478921,-0.0457425530,0.2412065575,1.8273197924,BRCA
GSM481006,0.9392413839,1.3145702040,-0.2566024413,-0.0945547985,-0.1787073554,0.4717476930,0.4477446407,0.1751503156,-0.0281916451,1.9997731411,0.3124568327,-0.1195694455,0.3519078987,0.3070050871,2.0213928620,0.5612756012,-0.2032751216,-0.1241445445,0.3315266532,-0.0590038411,-0.0813667070,2.5397693236,1.0573991265,0.7292931539,0.8481344624,0.8279588929,0.3620992723,0.7619907720,0.1177928547,1.2775784731,-0.0943229508,0.2744588943,-0.0816699956,-0.0590833068,1.1296645254,0.1889084794,1.1646123734,0.2836388661,0.3909603753,0.9865753614,0.1661465230,-0.0671008737,0.4336650281,0.0318450583,0.4139080834,0.2278557571,0.6614094690,0.7449416584,1.7652631551,0.1926361680,-0.1432111264,0.3619068160,-0.0724029188,0.0144943833,-0.1696384306,0.2256421668,0.1612338818,0.5165355943,0.3491632068,1.0640574322,0.3380506146,0.0641747257,0.5783400405,0.4666741335,1.6049815546,4.5933951536,0.7639892979,-0.0740136918,-0.0591356744,0.2491775229,1.7709906995,0.7288999624,-0.0370486740,1.7584791631,1.0126196089,0.5654560501,-0.0126255187,0.0681378539,-0.1468752514,0.0863139635,1.7121042693,BRCA
GSM481007,0.8421657089,1.4325599587,-0.2040969183,0.0379852011,-0.1450877983,0.6012359342,0.3323749433,0.1271268220,0.0159967267,1.4547199384,0.1575420903,0.0686931134,0.9448039763,1.2794710389,2.1467562582,1.0970770762,-0.1352403009,-0.1245072563,0.0037193443,-0.0445621302,0.0772373174,1.9990592401,0.2408284551,0.8054561700,0.7172199483,0.7820959147,0.1275453084,0.4783271628,0.5597406357,0.7642577849,-0.0515424231,0.2869294803,-0.0214841659,-0.1068653911,0.9218534496,0.3395991211,1.3182984778,0.4223469801,0.2606000659,1.0516917631,0.1139231487,-0.0642694537,0.0889119630,0.0398056174,0.1694968132,0.6210500084,0.4208144009,0.8314818136,1.5430412068,0.5640157098,-0.1187639466,-0.0014179253,-0.0323601816,0.0018347618,-0.1452039578,0.1549429394,-0.0017480281,0.5060179370,0.3947684393,0.2169134759,0.6869849099,0.0623090195,0.3115602897,0.2434186208,1.0875133568,4.5561926101,0.8347073379,-0.0183858601,0.1398046748,1.0769335000,0.7324067934,0.2852581624,-0.0975871093,1.8575845770,0.6632831119,1.6732789109,-0.0208784774,0.0531477462,-0.1416027276,0.0784043852,1.4867990613,BRCA
GSM481008,0.3773326476,1.2179369172,-0.2566750043,0.0205081671,-0.1703584878,0.6167750674,0.0758663065,0.1197770152,-0.0429057914,1.5937150419,0.3430727213,-0.0556620627,0.2032715091,0.4213387964,1.4517465863,-0.0891778360,-0.2036045082,-0.1753889071,0.9969508929,-0.0261764195,0.1895099283,1.7342027903,1.3055587297,0.7862090041,0.5663450009,1.0276691739,0.3341018707,0.9101411729,0.2370416751,0.8711624781,-0.0733532531,0.2562567367,-0.0470732911,0.1070143061,1.4909315973,0.1817884789,1.0114390291,0.3689072896,0.4047704326,1.0726860836,0.2223445029,0.0313690153,0.3912988402,0.0280642769,0.5929385196,0.5373691567,0.6956975235,0.8306934164,1.9077362170,-0.2266909414,-0.0999436178,0.0462986939,-0.1006935105,0.0159542473,-0.0679819597,0.2321079611,0.0078846254,0.8231186639,0.9020165747,1.0231049003,0.0843056362,-0.0061473649,0.2844155535,0.5394916288,0.9346371066,4.3664356073,0.3984837329,-0.0063983426,-0.0821399172,0.2153317512,0.0559309795,0.6741153908,0.0708479579,1.6300939473,0.5974373755,1.0828857531,0.0542194378,-0.0367123021,-0.1292381197,0.2184799551,1.1244572740,Control
GSM481009,1.1405216788,0.9562152551,-0.5396721663,-0.1354840277,-0.2633081641,0.5215228253,1.3753557825,-0.1514658004,-0.1401799536,1.3526445291,0.1938078702,-0.1255671396,0.5988572120,0.4810423744,2.2600468792,0.3191815752,-0.2011497214,-0.3411049513,0.1616417054,-0.1963597900,0.0008243920,2.2850365361,1.3269634812,0.8210918667,0.4399121959,0.7593096520,0.1640066558,0.7805942577,0.3355132559,1.1536369771,-0.0982136700,0.0096561856,-0.0065114082,-0.0859485700,1.1786218321,-0.0321731063,0.3147968069,0.2215378080,0.2795271149,0.7096309500,0.0674708849,-0.0376535964,0.3886927625,-0.0420569494,0.1911922992,-0.1626200724,0.6438588579,0.2958054108,1.9346299171,-0.2647203853,-0.1702896469,-0.0534554736,-0.2073602764,-0.0926080361,-0.1761745101,0.1460950902,0.0614860544,0.3355704260,0.1325173036,0.2427701615,0.4328454778,0.0860087263,0.3713083595,0.4242561069,0.7949119215,5.4401534399,0.5483482332,0.0365947642,-0.1245508698,0.0863388901,0.8158819939,0.3751777394,-0.2174388969,1.9305448829,1.6161068965,-0.0235125757,0.0391758057,-0.0269354922,-0.0908145631,0.0933077747,0.9562944259,Control
GSM481010,0.8151557238,1.1825682909,-0.1712869503,-0.0742218716,-0.1995456026,0.6855350051,0.4064372574,0.1112172664,-0.0167820714,1.6499485337,0.2836927318,0.0234864530,1.0891581708,0.9955495895,1.7088682586,0.8134767470,-0.1147065031,-0.1080484113,0.3813932621,-0.0231467157,-0.0935863313,2.1533832948,0.8136293433,0.8908152391,1.0125633992,0.8721879155,0.3659622770,0.9022467363,0.4452114158,0.9251385926,0.1214258051,0.2640629692,-0.0511929867,-0.1534437910,1.5060444668,0.3624949638,0.9558448684,0.5940305018,0.5158594621,1.1154199801,0.1421325202,-0.0838011009,0.4202455460,-0.0273664836,0.5689818496,0.4924584213,1.0001209876,0.8053381232,2.2246888975,0.2993266869,-0.1148613955,0.2556702889,-0.0857669264,0.1228767222,-0.0907432865,0.2930476211,0.1369810397,0.5232536481,0.4001078805,1.3532863502,0.2637763904,-0.0995517961,0.8614470834,0.3878838463,1.6667781540,4.2659974099,0.6310766338,0.0771955697,-0.0689478631,0.1367279466,1.7240432053,0.6883722000,-0.1005245223,1.3638367690,1.0431385228,1.0051207460,-0.0001075939,0.2187115801,-0.1366913221,0.0959907019,1.9437944209,Control
GSM481011,0.3485255961,1.4770396626,-0.1929033223,0.0102173145,-0.0707471693,0.4229259233,0.5270341120,0.0589175121,-0.0807084292,1.0696674976,0.2544211262,-0.0148929975,1.6163021524,1.0663846431,2.7640599541,0.7348360698,-0.0782974666,-0.1557621294,0.2066468383,-0.0069096503,0.1153351146,2.2447497329,0.8934142305,0.8069588682,0.3715898003,1.3345354182,0.0845517101,0.4172786938,0.5058849859,1.0335764290,0.0357792748,0.2834044827,-0.0831752189,-0.1245865751,1.1535155438,0.2241602815,1.2443000358,0.3850660645,0.3978262835,1.5733309313,0.1088005072,-0.0047174396,0.0443121676,-0.0538524333,0.2854890496,0.6076260573,0.7764892347,0.3935549524,1.9566083005,0.0706148102,-0.0679235769,0.1041069989,-0.0587262690,-0.0500652314,-0.1908810387,0.1093626780,-0.0164723152,0.6670683278,0.5330254723,0.6447139097,0.7929640099,0.0765333156,0.3925923205,0.3245543128,1.3167463400,4.5045919949,0.7886644867,0.1581573665,-0.0423061008,0.2098813823,1.0834391043,0.3824135645,-0.1511017028,1.7838169449,0.4577984977,0.5206437673,-0.0654486421,0.1792759452,-0.1477645581,0.0749239462,1.4774084773,Control
