@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10725 numeric
@attribute 1445 numeric
@attribute 1605 numeric
@attribute 2048 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23368 numeric
@attribute 2885 numeric
@attribute 29760 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 4067 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4795 numeric
@attribute 4796 numeric
@attribute 5266 numeric
@attribute 5267 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5295 numeric
@attribute 5336 numeric
@attribute 5594 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6850 numeric
@attribute 695 numeric
@attribute 7409 numeric
@attribute 930 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,0.4660254572,2.4266945176,2.1012469530,0.2627328906,2.3584245311,0.3070585448,1.1770933690,1.6104626348,-0.0777193805,-0.1293306193,0.2261771529,0.3161357614,0.0372776528,-0.0141582828,0.8098630121,0.4748031217,0.2867321043,0.1522080968,-0.0880809621,-0.1720300632,-0.0096530452,0.3417825494,0.8497827404,0.0027666772,0.1043059106,0.3768321643,0.1390805759,0.3923970497,0.3860900013,2.2882412161,-0.0234144181,0.2904654710,-0.1212870654,-0.0538374768,-0.0056752554,-0.0653620412,BRCA
GSM481003,0.3007907103,0.2285291182,2.9481822583,2.1810374294,0.8584753257,2.5114432043,0.3973698837,1.4703995010,1.7524189089,-0.0374940587,0.0338865851,0.4201759797,0.1219394536,0.0608519517,0.0991733883,1.4016762564,0.6189834172,0.7304989806,0.2677992570,0.0134093755,0.9824862389,-0.0347890340,0.1791957579,1.4233998538,0.0220997693,0.1816668325,0.4223379152,0.1453346393,0.8256779464,0.2815908568,2.4272642752,-0.0553885548,0.0839562974,0.0222191754,-0.0653783161,-0.0640276709,-0.0820714727,BRCA
GSM481004,0.4733082638,0.4258645362,2.7074588272,1.8448974701,0.5064544733,2.2194539971,0.4676012300,1.3837178734,1.7306030480,-0.0159967640,-0.0419787427,0.3180465820,0.3341139361,0.1890115326,0.0896869505,1.3433312625,0.5926850402,0.6537542979,0.2469313769,-0.0126308521,0.1915956991,-0.0895430764,0.1934292825,1.4479867770,0.0015714503,0.0046874581,0.5495924441,0.0639251527,0.5918967704,0.4157156661,2.7043259995,-0.0500999228,0.1372055122,-0.1644663710,-0.0186176126,-0.0649329242,-0.0403184684,BRCA
GSM481005,0.7983672971,0.7245277575,2.5740633573,2.0004497065,0.2134509836,2.3890128664,0.4302809539,0.9780464991,1.6458761891,-0.0781992578,-0.0519779607,0.2379353644,0.1698534251,0.0661443981,0.0455048144,0.7793831442,0.5579776450,0.4032124299,0.1496757664,-0.0909009929,-0.1130436052,-0.0353363417,0.2936143763,1.0055721670,0.3289049813,-0.0240801696,0.4403047296,0.0764267961,0.5596565347,0.3888399490,2.3308550971,0.0180744121,0.2881692323,-0.1354474181,-0.0967047377,-0.0950495207,-0.0205959372,BRCA
GSM481006,0.6102282105,0.5373223195,2.6257786286,2.6187914119,0.5170728783,2.7993582883,0.4174783649,1.0880985708,1.6704388113,-0.1245753833,-0.0141382783,0.3690371224,0.3630817666,0.1223146532,0.0572464754,1.0869957842,0.5536829033,0.3889670319,0.2859582072,-0.0962750585,0.1704727875,-0.0367116262,0.2433270854,1.3385462081,0.2390861619,0.0274722780,0.3909603753,0.1169393467,0.4886666650,0.3354175018,2.3295555881,0.0128678733,0.2175775908,-0.0939081977,-0.1076792432,-0.1211343683,-0.0921381399,BRCA
GSM481007,0.3836162349,0.5563892530,2.9017767838,2.1547419884,0.4945416311,2.4604020782,0.2757121727,1.0484767142,1.7786090209,-0.0522174159,-0.0072757175,0.3642216310,0.3024995799,0.0016019143,0.1622098779,1.3999506757,0.8652860147,0.9225694127,0.6159093420,0.0715675135,0.4281511414,0.0312372230,0.1014056848,1.4767880777,0.1471414633,0.1631172095,0.2606000659,0.1837086821,0.9255183645,0.2957258879,2.3985712954,-0.0621160632,0.2030390211,-0.1150343669,0.0187163064,-0.0768376531,-0.0958110776,BRCA
GSM481008,0.5217626055,0.4762398614,3.3749025796,1.4691905651,0.6236502800,2.1300801171,0.4476290999,0.7841845883,1.6622805248,0.0178068966,0.5410928559,0.2433467312,0.2535372900,0.2086261566,0.1392739504,1.2762110606,0.7326664201,0.6263578545,0.4108594094,0.4069122411,0.0846768882,-0.0339157488,0.1758980179,1.1338950680,0.0879067641,-0.0617019828,0.4047704326,0.1199409844,1.0612640086,0.3589827556,2.4446920753,0.0012555714,0.1490175020,-0.1333306130,-0.0557772740,-0.0584359721,-0.0645745573,Control
GSM481009,0.5489170128,0.4853571055,2.5855629524,1.8982037499,0.2531449715,1.7882246540,0.1436777954,0.7350496649,1.3427748691,-0.1014559770,-0.3047715771,0.1808651949,0.1738289398,0.0623427681,-0.2568013933,0.6739098801,0.3036365448,0.2731661908,-0.2143563793,-0.3961206906,-0.1782319745,-0.0826222785,0.2437746771,0.4174557194,0.1336468826,0.0492418256,0.2795271149,-0.0310865428,-0.0767497015,0.2270372226,2.4154436141,-0.0048567386,0.0807280921,-0.1552854501,-0.1408496846,-0.0048604058,-0.0180100151,Control
GSM481010,0.6249280034,0.5114652895,2.5666434356,1.8748446774,0.3988981935,2.1086231072,0.3798376370,1.2890395946,1.7509254467,-0.0727609081,-0.0004248777,0.2332556662,0.5541188944,0.1809599443,0.0226125636,1.1876550054,0.5544574002,0.2922964417,0.1343332496,0.0316771219,0.3758147134,0.0035541649,0.2892597577,1.1752510060,0.1319778106,-0.0599373686,0.5158594621,0.1620686616,0.7550900512,0.3965836786,2.2814118394,0.0688335455,0.2435579410,-0.1347208667,0.0355200546,-0.1376485593,-0.1299125630,Control
GSM481011,0.3773361022,0.3962399713,2.9154372248,1.8327166929,0.3663352276,2.7272794777,0.4895673924,0.9543569198,1.9492786230,-0.0331578064,-0.0414790146,0.3065849569,0.1055537684,0.0443784665,0.0539576351,1.0963865406,0.6543434733,0.4712371399,0.3120417983,-0.0483668113,-0.1408816046,-0.0087914791,0.2223992294,0.9093435548,0.0018939260,0.0042137171,0.3978262835,0.2404869166,0.8490704160,0.2711141126,2.8155515152,-0.0475626586,0.0857347009,-0.1223144881,-0.0023091357,-0.0547222076,-0.1162713636,Control
GSM481012,0.6217948134,0.4466297782,2.3661898299,1.6092793329,0.6312414903,1.8813959094,0.2876286948,1.2375163869,1.5784882939,-0.0562329881,0.0012725160,0.2918436259,0.2065362660,0.1195168558,-0.0221090464,1.0682685711,0.5687570125,0.5413878316,0.1592538820,-0.0856535040,0.1517424236,-0.0688538576,0.2830991491,1.1253169480,0.1236136932,0.0602147115,0.4602609591,0.0911824431,0.4327418197,0.3464573934,2.6636632381,-0.0046310019,0.2235082760,-0.0053825086,-0.0319677633,-0.0893786184,-0.0205636629,Control
GSM481013,0.5423872353,0.4197426394,3.3878661527,1.5722395918,0.7334050647,2.6179897917,0.5135772455,0.6885934596,1.6565090109,-0.0763989161,0.7044898755,0.2631436706,0.3131716978,0.2367984392,0.1875621265,1.1585673729,0.8574417103,1.0184899996,0.6693620881,0.4729327200,0.0986336892,-0.0419056931,0.0987440369,1.2742863821,0.0858122040,0.0778688368,0.2502310655,0.2032989389,1.6294833929,0.4000868027,2.5264454656,-0.0280898488,0.0460112942,-0.0689147456,-0.0843652380,-0.0134886330,-0.1723724497,Control
GSM481014,0.4683649742,0.7611733613,2.7646979028,1.5791289877,0.5970822091,2.0626784828,0.3600116801,0.8307766274,1.2421748134,-0.0204330893,0.4712427798,0.2382434340,0.1578708318,0.3497016751,0.1228134511,1.7298833281,0.9643645211,0.6998720952,0.4558765293,0.1350851795,3.0029457467,-0.0757499861,0.4610486274,0.7996720764,0.3309938921,0.0129544326,0.3728799876,0.1858299267,0.7193479280,0.4424410221,2.1941194408,0.0084851914,0.2950834701,-0.1357479596,0.0814090963,-0.0967360671,-0.0912213829,BRCA
GSM481015,0.4323678063,0.9290384773,2.9919438096,2.1366495525,-0.0088510928,2.7202442222,0.5539258319,1.2317002118,1.6013563458,-0.0344350956,0.0969134234,0.2448081960,0.5117873584,0.1032914892,0.0460369914,1.7167509645,0.8059404604,1.0026919170,0.3895870572,0.0880158052,-0.0854261052,-0.0922520919,0.2014516948,1.1271836070,0.1974025599,0.0789021204,0.3970232428,0.2108010371,1.0519241758,0.3921028600,2.8591947300,-0.0340474368,0.1494769473,-0.1136387615,-0.1038694951,-0.0752499265,-0.1108094017,BRCA
GSM481016,0.5793673010,0.3470394003,2.1299311613,1.8928743461,0.3991159660,2.0178352594,0.2557678411,0.7394243536,1.8586949196,-0.0328617246,0.0714942896,0.1692126673,0.2431975798,0.0883782635,0.0154919743,1.3441841190,0.6165529263,0.4285048431,0.0536101294,-0.0854114572,0.1221306912,0.0087616071,0.1879192361,1.0464032756,0.1428325966,0.0239218419,0.5611247425,0.0464867247,0.3827381908,0.2947261601,2.4599850390,0.0025573775,0.1807201017,-0.1162915345,-0.0256024617,-0.0144539297,-0.0016595581,BRCA
GSM481017,0.8371084574,0.7091610105,1.6781121144,1.7225780032,0.1384497361,1.3314801619,0.1612408568,0.6613322264,1.3855678936,-0.0751703447,-0.0783756888,0.1117641785,0.2874109277,0.1718103302,-0.0455807342,0.5404151384,0.4232373714,0.1596970151,0.0805587291,-0.0797415521,-0.1151353849,-0.0281911644,0.5053033147,0.4564138799,0.3781367167,-0.1185376128,0.4672802847,-0.0165517380,0.1373565855,0.4142338808,1.9582755479,0.0984201438,0.3590581081,-0.1378638573,-0.0299023689,-0.1326072355,-0.0937886044,BRCA
GSM481018,0.1781137291,0.1836255960,2.5170853039,2.1802173010,0.4365671391,2.3386700948,0.4512738995,0.8384957016,1.5609027490,0.0105542054,-0.1508778436,0.4094026910,0.1513330281,-0.0151011771,-0.1347724993,1.3200290201,0.6835330098,0.6325722133,0.3085604157,0.0549326254,-0.1247719465,-0.0848586839,0.2168153361,0.5272339107,0.0426955287,0.0944148114,0.4103365585,0.2315901537,0.7911132642,0.3959389863,2.4696819614,-0.0661165698,-0.0092683027,-0.0855903015,-0.0955180769,-0.1364273689,-0.0691141311,BRCA
GSM481019,0.5892617554,0.5313397862,2.3919259277,1.8113891902,0.8505262806,2.3733375204,0.4021947691,1.1119683831,1.6939296023,-0.1212298587,0.0694045900,0.2468751767,0.4161726558,0.1585245694,0.0738886832,1.3647546135,0.6846282528,0.7697685435,0.2749440786,0.0455688494,1.8944082234,-0.0737389074,0.4036104572,1.2683555657,0.2832725297,0.1608222341,0.4554223602,0.1500525396,0.8715875683,0.4703316232,2.7068592139,0.0599291107,0.2534917277,-0.1327954599,-0.0665088343,0.0129526189,-0.0702638101,BRCA
