@relation data

@attribute 3725 numeric
@attribute 2645 numeric
@attribute 5599 numeric
@attribute 5069 numeric
@attribute 11221 numeric
@attribute 6464 numeric
@attribute 4775 numeric
@attribute 7189 numeric
@attribute 6416 numeric
@attribute 1647 numeric
@attribute 51776 numeric
@attribute 1386 numeric
@attribute 3554 numeric
@attribute 7182 numeric
@attribute 1846 numeric
@attribute 4217 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 4214 numeric
@attribute 4215 numeric
@attribute 4216 numeric
@attribute 4294 numeric
@attribute 5609 numeric
@attribute 1738 numeric
@attribute 4293 numeric
@attribute 1850 numeric
@attribute 5607 numeric
@attribute 4296 numeric
@attribute 6885 numeric
@attribute 207 numeric
@attribute 7786 numeric
@attribute 7157 numeric
@attribute 9175 numeric
@attribute 2549 numeric
@attribute 50804 numeric
@attribute 5598 numeric
@attribute 10746 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
14.72492149,5.30303857733,5.939777752,6.615927983,7.24433684825,9.15105029633,7.5492931052,7.37822060033,8.585478725,10.62754363,9.063106541,8.727649179,6.981713185,6.322383937,7.713639689,9.636896969,7.621649748,6.7523535558,10.46146439,7.727140233,8.1704885395,6.319315918,7.887344199,9.213761077,6.186565552,9.477526124,6.92162116733,9.485326755,9.487800372,9.746089281,6.350767395,8.333402628,6.840309404,6.11877664633,5.802717488,7.03030591433,7.5897722855,7.16387589625,Control
14.11502538,5.53179062767,5.0886580415,6.436841129,7.38113434875,8.42779587067,7.2620358308,7.05787236967,8.106593131,9.28877759,8.63380391,7.390558334,6.464101029,7.151552216,7.9725748555,9.908805826,7.563421716,6.347242776,11.6627575,7.609246281,8.036449489,5.452044542,7.798165773,8.711943205,6.680926028,11.32101501,7.31862520433,9.912253574,9.4310771815,9.68028616833,6.678780134,8.508984299,8.036999319,5.87580800833,5.091500179,7.157624222,7.254019895,7.17118701125,BRCA
14.41297137,5.131792113,5.6701097255,5.661572365,6.228517484,8.45925672733,7.332988387,7.01943370733,8.6701660175,10.689909005,8.24960448767,7.432878264,5.697600956,6.690001901,8.42336365,9.513535713,7.8060539105,5.84197348,11.77105209,7.4638150875,8.1426863055,5.583918611,8.166013814,8.729281802,7.087943107,10.24783886,7.23629484767,9.785984134,8.9013859115,9.69256516467,6.791654965,9.660905593,7.348642132,5.489172308,5.316879984,6.689778979,7.099749051,7.03238297825,BRCA
14.08054111,5.41224549733,5.7758281875,5.68566776,5.98703599375,7.73867912133,7.1860203686,6.46814411567,8.231806127,8.5101240955,7.46867241733,6.4694836,6.135766351,8.078352484,6.4582917475,10.2853274,6.9189611885,6.4393043462,12.00382718,6.539903837,8.3087359185,5.759562832,8.473463378,8.239194094,7.290182754,11.44994835,7.62681052767,10.257618,8.417672848,9.98949733167,7.279381043,8.338826757,8.324001746,5.427851752,6.078210195,7.046663354,7.2297368405,6.55593589375,Control
13.43392773,5.381060378,5.704258658,6.128979632,6.9677448165,8.10318445333,7.5168645844,7.059741909,8.6043275615,8.93817669,8.60843887267,7.558059277,6.5434229,6.506054132,8.0824437485,9.842350785,8.1880407455,6.3743216144,11.72645885,7.0459737065,8.2072773585,4.638105195,8.264326623,9.505246433,7.144329712,10.85788793,7.30377612233,9.757873796,9.2133861525,9.506100771,6.571984385,9.701150974,7.573687183,5.95688781033,5.203505846,6.79859870533,7.7935442875,6.99171327025,BRCA
13.80946823,4.78029427967,6.517858181,6.112601751,7.716286818,8.70127661067,7.5289073748,7.331943975,8.9337864765,10.2133474445,9.02138476733,8.61053686,6.777719287,6.678498469,9.518144322,9.445998278,8.3174977465,6.511764621,11.51112271,7.516631177,8.3583418895,5.572291894,7.443878302,10.04101607,7.1507656,9.697098373,7.05307250933,9.354624679,9.9163703245,9.688092646,6.410964842,8.868576523,6.97665326,6.364237361,5.828841787,6.70524643733,7.841849263,7.00999639125,BRCA
13.91249272,5.24441804267,5.6011167705,5.375918034,7.09236880775,8.36198243367,7.3270793584,6.42166024533,8.457614913,10.24418129,7.745457282,6.689582656,5.672857555,8.246765682,7.717614527,10.88558411,6.747341416,5.495877927,12.26224618,6.6799591085,7.890181034,5.46859248,8.963388234,7.325532861,5.701348918,11.89497319,7.036661383,9.76328754,8.575344218,10.0480993307,7.108213734,8.315445233,9.309829381,5.846801913,5.520352508,7.32404088833,7.727730022,7.10702874775,BRCA
13.96294256,5.44014183767,5.401013329,6.784605811,7.05708291225,8.53051419067,7.3160751194,7.018808194,8.519260169,11.003760265,8.88402296867,8.441575941,6.218786615,6.211553127,8.2197528715,8.478204487,7.762308173,6.3190254744,10.99477083,7.490035246,8.068051145,5.659219053,8.267911597,9.130455455,6.222848625,8.568565267,6.796289882,9.31805757,8.9471097785,9.436876068,6.456769707,8.92056956,6.32224872,6.14872126967,5.330209918,7.14839452233,6.266308923,7.09973287325,Control
14.44356588,5.20127672467,5.8779809975,6.276967088,7.309174729,8.16926655967,7.4954770344,7.05702786333,8.505661469,9.09608678,8.46780249033,7.598929252,6.279801496,6.792989118,8.864788033,9.024350935,8.3694050275,6.1710283688,11.9611296,7.0317903905,8.154143817,5.553676326,8.382668468,9.439182162,7.383015446,9.629630344,7.59891329933,9.421602612,9.204869818,9.58057105933,6.227476961,9.680166591,7.261274872,5.98389700833,5.758164072,6.63685147833,7.4878088285,7.18183415025,BRCA
13.15952927,5.52820953933,5.5839936855,6.026142315,6.59699370975,8.39504068233,7.6296535984,6.71155131933,8.616861979,8.880544262,8.481048456,6.79980331,6.854778406,6.593283266,8.0649007185,9.918602815,7.524249938,6.6645194764,11.43790563,6.992861854,8.281412746,5.630093262,8.896605722,8.94941173,7.803584057,10.49207878,7.51244247967,9.980729078,8.9430429875,9.75364579767,6.98547517,7.766597025,8.338291947,5.85947821333,5.582714993,6.691964128,7.381040729,7.09000222,BRCA
