@relation data

@attribute id string
@attribute 1000 numeric
@attribute 10368 numeric
@attribute 10369 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1605 numeric
@attribute 1674 numeric
@attribute 1756 numeric
@attribute 1824 numeric
@attribute 1829 numeric
@attribute 1832 numeric
@attribute 2010 numeric
@attribute 22801 numeric
@attribute 27091 numeric
@attribute 27092 numeric
@attribute 29119 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3679 numeric
@attribute 3680 numeric
@attribute 3685 numeric
@attribute 3688 numeric
@attribute 3690 numeric
@attribute 3691 numeric
@attribute 3693 numeric
@attribute 3694 numeric
@attribute 3695 numeric
@attribute 3696 numeric
@attribute 3728 numeric
@attribute 3908 numeric
@attribute 4000 numeric
@attribute 488 numeric
@attribute 51176 numeric
@attribute 5318 numeric
@attribute 55799 numeric
@attribute 59284 numeric
@attribute 59285 numeric
@attribute 60 numeric
@attribute 6262 numeric
@attribute 6442 numeric
@attribute 6443 numeric
@attribute 6444 numeric
@attribute 6445 numeric
@attribute 6546 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 71 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 781 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 786 numeric
@attribute 81 numeric
@attribute 83439 numeric
@attribute 8515 numeric
@attribute 8516 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9254 numeric
@attribute 93589 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.5979654778,0.0964671071,-0.1360429427,0.9484378830,0.0609422662,0.6174689995,2.1012469530,0.0366033118,0.0926344951,-0.1431795090,-0.0768455556,0.7109362184,1.2893946237,1.0318960402,-0.0600586499,-0.1128101992,-0.0714571334,0.3311502892,0.0703873523,0.2081827146,-0.0711339900,1.2207996887,0.1586799756,3.2670671940,-0.1181063122,-0.0605403240,0.3657026856,0.1496797397,0.1012585052,0.0821869414,2.5489602401,-0.1714155989,-0.1541696254,-0.0785329407,0.5190507571,0.0194208432,0.9040112879,1.9343319144,-0.0819218758,0.3838233165,-0.0231872911,-0.0244613724,0.1839101703,2.0794160451,0.0053061193,-0.1256679502,0.6491934167,-0.0317159402,1.6315978236,0.1390267046,0.0388651469,0.4804667581,4.4681407321,0.0616552577,-0.1493906910,-0.1655657803,-0.1343908462,0.0177856779,0.0562264857,-0.1120073339,0.9215979593,-0.0516060131,-0.0524913600,0.6204384394,1.2487681582,-0.0715410201,-0.0795373934,3.1035592704,-0.1123077593,-0.1734718121,-0.1498706598,0.0013544701,BRCA
GSM481003,1.3296003885,-0.0132265166,-0.0337879272,0.8481773518,-0.0440941208,0.5368674805,2.1810374294,0.0257833249,0.0782184812,0.4237827164,0.0089198028,1.3904522897,1.4585298532,0.2197591107,-0.0850354372,-0.0665026621,-0.0999218499,0.3293958788,0.0857827171,0.3543389166,-0.0885409495,2.3638862711,0.0405183853,3.6435139973,0.1021977655,-0.0903159117,0.3869180783,0.1592926320,0.6416629085,0.2305781665,2.4383882284,-0.1539212665,-0.0823839714,0.0232603133,1.9954492914,-0.0328395913,1.0929474598,1.7734545548,-0.0555656530,0.4296750842,-0.0420496218,-0.1089237536,0.0400396375,2.0472658149,-0.0028599759,-0.1198939677,0.4709324293,-0.0492270690,0.2621286403,-0.0066117160,0.3832931219,0.3278736179,4.5883542841,0.0114212718,0.0389886080,-0.0596940244,-0.1179253610,0.0098913400,0.0292362668,-0.0713662264,1.3229428827,-0.1059264553,-0.0961476173,0.2403456947,1.0709934719,-0.1539065239,-0.0968554359,3.0309254428,-0.0698178071,-0.1936960090,-0.1138621008,0.0355930298,BRCA
GSM481004,1.4713144403,0.0577876398,-0.0530692570,0.9743504069,-0.0310778917,0.5084360550,1.8448974701,0.0018205786,-0.0041883892,-0.0783815294,-0.0454626656,1.3399271071,1.4333907929,0.6589193445,-0.0884281022,-0.1055625068,-0.0951604740,0.1119323884,0.0463520392,0.4201459893,-0.0504162911,1.5380832553,0.1066328658,3.6928061645,0.1390625413,-0.0688428182,0.3344272605,0.1403264253,0.1920933733,0.0702514500,2.6790555483,-0.1248607375,-0.1296136039,0.0367421629,0.9421357878,0.0108777339,1.0895719028,1.9968408249,-0.0759171264,0.2532071411,-0.0213019066,-0.0348687453,0.0581310536,1.4240456010,0.0197884273,0.0999339667,0.5210424284,-0.0230781968,0.0786575271,0.0518370410,0.0808795862,0.2659067271,4.4698169882,0.0692754934,-0.1091377224,-0.1834103518,-0.1191275287,0.0739803441,0.0313274590,-0.1110790271,1.2314329323,-0.0582804563,-0.0037787884,0.3593561060,1.4482506214,-0.1373724190,-0.1020450556,2.9765772323,-0.0699493475,-0.1124212400,-0.1701254000,-0.0185005809,BRCA
GSM481005,1.6797260343,0.0005226196,-0.1118186463,0.9575539475,-0.0061150087,0.6957511474,2.0004497065,0.0431835025,0.1520357590,0.0742809668,0.0093481407,2.3626872037,1.3482212821,1.1530846675,-0.0763008901,-0.0935675255,-0.1103775439,0.5618593327,0.1258562207,0.8104297589,-0.0677923652,1.1360747644,0.2469138296,2.9753657183,0.1986208208,-0.0687515454,0.4803772003,0.2270940179,0.0977961318,0.0790766499,2.7430344717,-0.1414326892,-0.1365753101,-0.0531581215,0.4197243881,0.0476533229,0.8098332005,1.8319341490,0.0912356529,0.5616844530,0.0155516349,-0.1156670421,0.1007173106,1.8347277684,-0.0358730607,0.0896657919,0.8612209333,0.5549420125,1.4011712804,0.2072769159,0.0376215268,0.4122424872,4.2691934759,-0.0445056149,-0.1045152437,-0.1310550471,-0.0965664503,-0.0084851309,0.0202300634,-0.1121815815,0.9508894881,0.1712105853,-0.1069990036,0.2900286220,1.3552098126,-0.0608134340,-0.0442960088,2.9770357410,-0.0723469267,-0.0312545513,-0.1388695263,-0.0679431805,BRCA
GSM481006,1.3675755582,-0.0228945914,-0.1131504193,0.8742118731,0.0263775238,0.6774093451,2.6187914119,0.0385776277,0.1318338818,0.2451952523,-0.0702274526,1.5346004134,1.5513251091,0.6371785822,-0.0869753790,-0.0298010242,-0.1280822593,0.4575556130,0.2863816976,0.3456578131,-0.0607893218,1.3974689841,0.1961680456,2.8718997637,0.0708143079,-0.0353155639,0.4419262721,0.1351042711,0.4037492653,0.1775466050,2.4861371232,-0.1575997510,-0.2180094931,-0.0306499936,1.2653572094,-0.0580684363,1.0190164120,1.8720728660,0.0818538499,0.4840095461,0.0152266840,-0.2687193164,-0.0112771795,3.2827063971,-0.0443390303,-0.0388010350,0.4931670111,0.0509140367,0.7249203127,0.0626692631,0.1508554700,0.5129803772,4.2648594596,0.0959829012,-0.1013233678,-0.1325347712,-0.1005041568,-0.0212695111,0.0721623655,-0.0321180584,0.7624131363,-0.0679914388,-0.1197784576,0.4171033552,1.4518673271,-0.1207161642,-0.0786305891,2.9921479324,-0.0484193605,-0.0279526840,-0.1207392842,-0.0471956669,BRCA
GSM481007,1.0227410624,-0.0349743914,-0.1493959513,0.6260495298,0.0465855897,0.6134111168,2.1547419884,0.0207752793,0.0720172119,0.3564249066,-0.0495982113,1.6296526062,1.5753643712,0.2884305982,-0.0239456066,-0.0406084124,-0.0775120804,0.5650354502,0.1095050505,0.1127845207,-0.0777350301,2.6161405700,-0.0270793494,2.1931279500,0.2247213486,-0.1077399169,0.3823322751,0.2527581179,0.1081938795,0.4395152983,2.3414635658,-0.1177102535,-0.0915853179,0.1034149443,1.8259181446,-0.0491684911,1.1271720196,1.5249591765,-0.0362453415,0.6944682135,-0.0364666859,-0.0849344980,0.0332414192,2.1308796236,0.0265171231,-0.0057789188,0.2937895250,-0.0710682178,-0.0351558200,-0.0659352094,0.0523900811,0.3945177911,4.5688298834,0.0120281918,0.0822912043,-0.1165982584,-0.0872170766,0.1709623626,0.0597358794,-0.0724073578,1.4141703408,-0.0030257113,-0.0652187939,0.2029048486,1.2766758504,-0.1131437610,-0.0755375851,2.7754765402,-0.0557559649,-0.0461757071,-0.0642993118,0.0041427934,BRCA
GSM481008,0.9228694716,0.0604415922,-0.0492776156,0.7411739787,0.0409494638,0.5762742963,1.4691905651,0.0549148670,-0.0285614191,-0.0399821466,-0.0440924610,0.8225244963,1.3158683081,0.1573544645,-0.1112670285,-0.0911915538,-0.0916189204,0.2387165987,0.1862932138,0.9229596694,-0.0674781555,1.0337207864,0.0454254805,3.1072435775,-0.0115996973,-0.0592409613,0.4044812041,0.1197325149,0.1811905690,0.2048622454,1.9056838246,-0.1478707341,-0.1796593074,-0.0763117874,0.6175316408,-0.0300334332,0.8291577330,1.8131806963,0.2017045878,0.0335954755,-0.0741967525,-0.0215387909,0.0114555178,1.4083411269,-0.0147841188,-0.1081254974,0.5378696640,-0.1421478254,-0.1390311660,-0.0225599359,0.4492832672,0.2421337500,4.3696773703,-0.0574690060,-0.0676376425,-0.1599896951,-0.0672450389,-0.0362172965,0.0822007362,-0.1070747652,1.3015633692,0.1469396462,-0.1092612428,0.2152396904,0.7799835039,-0.0573775533,-0.1183564594,2.2804966147,-0.0783606052,-0.1216230774,-0.0541064534,-0.0339529751,Control
GSM481009,1.4470240220,-0.0075253614,-0.1381058706,0.6573927260,0.0065879639,0.6379877187,1.8982037499,-0.0953243020,0.1548373551,-0.1066462127,-0.0100040576,0.9705425401,0.9342070370,0.9195279889,-0.0521817828,-0.0729735639,-0.0809281335,0.2941268267,0.0512844025,0.2340035045,-0.1688489413,0.2928126499,0.0679936685,2.5266020498,-0.1502322429,-0.0201958709,0.4654109701,0.0098238778,-0.0225474585,-0.0473349056,2.5351787444,-0.1217570528,-0.4556454430,-0.0182924334,0.2610165252,-0.0339920838,0.6016953898,1.6117041996,-0.0457928035,0.4328274504,-0.0399446756,-0.2024161316,0.0126214029,1.6037546610,-0.0932350359,-0.1543231400,0.3370591510,-0.0228435420,1.5545521446,0.0475240742,0.0965627080,0.5029285724,4.9091982842,-0.0553855791,-0.1449972377,-0.1978353354,-0.0726911084,0.0351161159,0.0160836343,-0.1523115490,0.5742608378,-0.0191524538,-0.1511457065,0.1056522256,0.8893958329,-0.1464830269,-0.1446147852,2.4714063083,-0.2188257759,-0.1782847419,-0.1587376114,-0.0587180792,Control
GSM481010,1.5328088322,0.0088427114,-0.0397878316,0.9702485215,0.0181273755,0.7343420027,1.8748446774,-0.0095877340,0.1960669111,0.0871410413,0.0191671814,0.5118717314,1.2799962461,0.4269010135,-0.0635951313,-0.0010121350,-0.0981020218,0.4107004470,0.0979645552,0.3112823277,-0.0877833051,1.5243606313,0.0781252100,2.9012349447,0.1142580407,-0.0902991760,0.5484455742,0.0508783250,0.2973005544,0.0979509561,2.1004151340,-0.1658788549,-0.1121268229,0.1172201743,0.6622367236,0.1641530268,0.7848732112,1.8788603088,-0.0746804124,0.7155313892,0.1309536373,-0.0791221686,-0.0118244729,2.1124519960,-0.0640405766,-0.0616114460,0.6988139800,-0.0049521831,0.5344381278,0.0934505015,0.0227985563,0.3422708611,4.1366360187,-0.0453533062,-0.0724101748,-0.0598541774,-0.0734716319,0.0491146670,-0.0524804330,-0.0359144217,1.1688287363,-0.0351954649,-0.0306827370,0.4105417741,0.9106897973,-0.1321031476,0.0060873871,2.6965886255,-0.0216113908,0.0050617743,-0.0651612744,-0.0370988661,Control
GSM481011,1.2870353223,0.0473271434,-0.1439468859,0.6898040355,0.0133974335,0.4369135557,1.8327166929,0.0390707609,0.0139650601,-0.0196501891,-0.0507359458,0.6320476731,1.6023339232,0.2134904924,-0.0277669312,-0.0797177401,-0.1052858378,0.0860105640,-0.0307999963,0.3692471853,-0.0441689824,1.0867041347,0.0861695422,2.9495386283,0.0620558802,-0.0423831238,0.3337490326,0.1527878153,0.0853694100,0.1478025638,2.1292321987,-0.1268478044,-0.2263149620,-0.0419655334,0.8639014032,0.0366855888,1.3270472519,1.5402704870,-0.0571184079,0.2298167225,-0.0338350054,-0.0190993153,0.1167843015,2.0010260307,-0.0259851331,-0.1004865656,0.5155004768,-0.0609499933,1.0094137424,0.1236094152,0.0344876326,0.2851886856,4.5302506792,0.0110394834,-0.0610902679,-0.1280837371,-0.0633816822,-0.0270761495,0.0947999682,-0.0572097716,1.0080670535,0.0448527070,0.0480385736,0.2505190243,1.5787073300,-0.0731823341,-0.0784938757,3.2065094609,-0.0625966244,-0.1695629554,0.0014484872,0.0393252685,Control
