@relation data

@attribute id string
@attribute 28378 numeric
@attribute 716 numeric
@attribute 713 numeric
@attribute 712 numeric
@attribute 715 numeric
@attribute 714 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0668,-0.0314,0.0185,-0.0556,0.1463,-0.1832,Control
A02,0.088,-0.0807,0.2249,0.2091,0.0609,0.0484,Control
A03,-0.183,-0.0242,0.5766,0.632,0.1277,0.1854,Control
A04,-0.0301,-0.0699,0.0886,0.09,0.0679,-0.0445,Control
A05,0.0141,-0.0757,0.3421,0.5255,0.1262,0.1033,Control
A06,0.0392,-0.0442,0.1294,0.1648,0.0105,-0.0646,Control
A07,-0.0781,-0.0956,0.1986,0.1379,0.0269,-0.0178,Control
A08,0.0814,-0.0438,0.0314,0.0454,0.1333,-0.0419,Control
A09,-0.0776,-0.0484,0.1026,0.0688,0.024,0.079,Control
A10,-0.0994,-0.0487,0.0875,0.0847,0.0641,-0.0611,Control
A11,0.1009,-0.0813,0.1202,-0.0034,0.1069,-0.0323,Control
A12,-0.3101,0.0558,0.3301,0.0654,-0.0522,0.1227,Control
B01,-0.2427,0.1029,0.2728,-0.0684,0.0771,-0.2431,Control
B02,-0.0525,-0.0608,0.2055,0.1797,0.0772,-0.0737,Control
B03,0.0121,0.0601,0.2133,-0.117,0.1298,-0.0772,BRCACancer
B04,-0.0464,-0.0289,0.0686,-0.0472,0.0413,-0.0891,BRCACancer
B05,0.0666,-0.0211,0.4232,0.6594,0.117,0.364,BRCACancer
B06,0.0249,0.1546,0.154,-0.2214,-0.0619,-0.0873,BRCACancer
B07,0.019,-0.0707,0.1563,0.0834,0.0861,0.0218,BRCACancer
B08,-0.0917,-0.0153,0.0713,0.0987,0.0594,-0.2099,Control
B09,0.0454,-0.0315,0.1581,-0.0715,0.0724,-0.1285,Control
B10,-0.1358,-0.0131,0.0873,-0.0779,-0.0028,-0.164,Control
B11,-0.2924,0.0153,0.203,0.1672,0.0585,-0.0765,Control
B12,0.0491,-0.0327,-0.0379,-0.074,0.0463,0.0491,Control
C01,0.0125,-0.0799,0.3527,0.1466,0.0434,0.0771,BRCACancer
