@relation data

@attribute id string
@attribute 10488 numeric
@attribute 1385 numeric
@attribute 1605 numeric
@attribute 2048 numeric
@attribute 23162 numeric
@attribute 2353 numeric
@attribute 23542 numeric
@attribute 2776 numeric
@attribute 2920 numeric
@attribute 324 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3725 numeric
@attribute 427 numeric
@attribute 5594 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5609 numeric
@attribute 6416 numeric
@attribute 64781 numeric
@attribute 820 numeric
@attribute 836 numeric
@attribute 9479 numeric
@attribute 9586 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.0326234206,0.0194301160,2.1012469530,0.2627328906,0.1191081243,-0.0801269710,-0.1002226743,0.4478188096,-0.0403663851,0.0387382352,-0.1293306193,0.2261771529,1.7024177213,1.0762697189,0.3768321643,0.6904673187,0.2417233829,0.0663815941,0.2973419841,0.2565123712,0.9573760736,-0.0440734956,0.0052920096,-0.1024148047,0.0282722054,BRCA
GSM481003,1.1906844509,0.0187250819,2.1810374294,0.8584753257,0.1975940831,-0.1516893194,0.0289279232,0.2624370770,0.4160237570,0.0567640029,0.0338865851,0.4201759797,2.4163282448,1.0138575851,0.4223379152,0.6729280780,0.1985753451,0.0085564985,0.2656726797,0.2222999979,0.9961243707,-0.0178750042,0.0413504756,-0.0164267435,0.1443012707,BRCA
GSM481004,1.0233543507,0.0489846332,1.8448974701,0.5064544733,0.2178884834,-0.2391101478,-0.0423740688,0.3193705141,0.9552013563,0.0156502626,-0.0419787427,0.3180465820,1.9569436598,1.1264004755,0.5495924441,0.6871232500,0.3435010134,0.2215437899,0.1269719892,0.2880970038,1.3564245186,-0.0908300334,0.0227122911,-0.0626453012,0.0284953201,BRCA
GSM481005,1.0787079631,0.0936311534,2.0004497065,0.2134509836,0.1248440424,-0.1103455591,0.0011991745,0.5904648845,0.0164657505,0.1923242811,-0.0519779607,0.2379353644,1.9105042447,1.3082428081,0.4403047296,0.8086081992,0.4124403786,-0.0083928048,0.2336956347,0.4676337253,0.8806140410,-0.0641352383,0.1452049680,-0.0440386262,-0.0159742344,BRCA
GSM481006,0.9869866702,0.0438960250,2.6187914119,0.5170728783,0.0203621306,-0.1162875150,-0.0141720435,0.6643883944,0.1776134555,0.0629272980,-0.0141382783,0.3690371224,1.8248747664,1.3912580079,0.3909603753,0.7695189350,0.0839668039,0.0616213327,0.3444300745,0.3639865402,0.9889364088,-0.1113843429,0.0978846997,-0.1680062265,0.0634249029,BRCA
GSM481007,1.1779389943,-0.0388119381,2.1547419884,0.4945416311,0.0159169993,-0.0361999132,0.1095929662,0.3499374598,0.6641807418,0.2163079727,-0.0072757175,0.3642216310,2.0019709589,1.3814983726,0.2606000659,0.3326362380,0.0752705452,-0.0035135532,0.3625428115,0.2094873252,0.8901303882,-0.0848310849,0.0586705186,-0.0430750858,0.1224295842,BRCA
GSM481008,0.9932991063,0.1053648011,1.4691905651,0.6236502800,0.1910946474,-0.1402303537,-0.1248869309,0.3171693577,1.2627660048,0.1321390251,0.5410928559,0.2433467312,2.1130765477,0.6375229665,0.4047704326,0.7429268004,0.5512299970,-0.0611492244,0.1903686590,0.3020598857,1.1888921261,-0.0080047101,0.0279587975,-0.0207483693,0.2377787365,Control
GSM481009,0.3826051094,0.0205618788,1.8982037499,0.2531449715,-0.1172849938,-0.1590186953,-0.1194610104,0.4197121219,0.1541105258,0.0385478688,-0.3047715771,0.1808651949,1.1429168019,1.0948197509,0.2795271149,0.6203827706,0.0966468778,0.0261609364,0.0094476892,0.0517636729,0.5346856878,-0.1449772045,-0.0766929161,-0.2459239387,0.0173002317,Control
GSM481010,0.7977590973,0.1562225824,1.8748446774,0.3988981935,0.2106112485,-0.0893704778,0.0905441982,0.6331500416,0.2766558656,0.0640800452,-0.0004248777,0.2332556662,2.0214559557,1.2822675097,0.5158594621,0.8636795770,0.4178132884,0.0607782995,0.1599105977,0.7657218578,1.0754346400,-0.1161107920,0.1088690767,-0.0180845883,0.1772532665,Control
GSM481011,1.5676906770,0.0381124616,1.8327166929,0.3663352276,0.0445690922,-0.1973138971,-0.0077216905,0.2530173084,-0.0157134629,0.0466596353,-0.0414790146,0.3065849569,1.9929131126,0.9585376115,0.3978262835,0.4733123278,0.2790668897,0.0246392575,0.2778184532,0.1213096739,0.8904072363,-0.0817198325,-0.0036057916,-0.0564892343,0.0456852345,Control
GSM481012,0.8442022817,0.1050884402,1.6092793329,0.6312414903,0.1996984114,-0.0651978801,-0.0564380150,0.4109057278,0.5150340218,0.1316242011,0.0012725160,0.2918436259,1.2819637983,1.2103810194,0.4602609591,0.6613713608,0.3925896754,0.0008630172,0.0973909843,0.3905063720,1.1363086437,-0.0495107271,0.0171263263,0.0288121878,0.0579042305,Control
GSM481013,1.5557367171,-0.0100674866,1.5722395918,0.7334050647,0.1621714461,-0.0780185167,-0.0357450687,0.2674850104,1.4645540225,0.0736090022,0.7044898755,0.2631436706,2.1861975414,0.6245082392,0.2502310655,0.5985774544,0.3098371333,-0.0548975798,0.3497159227,0.0770290381,0.8999895873,-0.0594925211,0.0372665422,0.0336019092,0.1233318225,Control
GSM481014,0.7568934007,0.2480745687,1.5791289877,0.5970822091,0.1695559262,-0.0927657989,0.0991014371,0.4187796614,1.7525734927,0.1326549280,0.4712427798,0.2382434340,1.8001296663,2.1338166893,0.3728799876,0.7970564698,0.3917843080,-0.0730645078,0.3133111247,0.3048582457,1.0586685804,-0.0408421514,0.1720627065,0.0468891820,0.3359571675,BRCA
GSM481015,1.3653254576,0.0740842147,2.1366495525,-0.0088510928,0.1729457231,-0.1341951147,-0.0527409723,0.4045521151,0.2840245265,0.0801400498,0.0969134234,0.2448081960,1.4603227840,0.9544338975,0.3970232428,0.7398309259,0.1983823329,-0.0089343909,0.2898461202,0.2062998726,1.1879745291,-0.0482905281,0.0064968477,-0.1961783580,0.4667629479,BRCA
GSM481016,1.0087918889,0.1760818481,1.8928743461,0.3991159660,0.0950978722,-0.1218642277,-0.1064382296,0.5248303094,0.9870678318,0.0399913354,0.0714942896,0.1692126673,1.5068117673,0.9863731812,0.5611247425,0.7996053263,0.4328320514,-0.0222368693,0.1768298742,0.4449218409,1.2254953216,-0.1371106645,0.0422931895,-0.0314019588,0.0400470257,BRCA
GSM481017,0.4592406676,0.2816253087,1.7225780032,0.1384497361,0.1074418451,-0.0937838936,-0.1276957891,0.7364961723,0.1945462611,0.3429866272,-0.0783756888,0.1117641785,1.2559292518,1.7647682857,0.4672802847,0.9651721663,0.5205294082,0.0541573737,0.1267480406,0.7311280324,0.8793111701,-0.0970055806,0.2853865353,-0.1421907028,0.0662291160,BRCA
GSM481018,0.7225418732,0.0651374135,2.1802173010,0.4365671391,0.0763643649,0.3026921824,-0.0896711304,0.4016638539,0.2653617173,-0.0214668328,-0.1508778436,0.4094026910,1.1901463502,1.1460381662,0.4103365585,0.4124614440,0.1367095805,0.0075256766,0.2772752231,0.1137336995,1.0719221764,-0.0381653282,0.0377697966,-0.2130965700,0.2378613266,BRCA
GSM481019,1.1764038818,0.1438863087,1.8113891902,0.8505262806,0.2664783349,-0.1735437464,0.0603553518,0.5944219031,0.6793272913,0.1635395865,0.0694045900,0.2468751767,2.0744934480,1.3431793081,0.4554223602,0.6351509259,0.4137736433,-0.0807930889,0.2395072342,0.5391813015,0.7971828378,-0.1138126416,0.2245985349,-0.1098071267,0.0764316207,BRCA
