@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1019 numeric
@attribute 10207 numeric
@attribute 103910 numeric
@attribute 10398 numeric
@attribute 10627 numeric
@attribute 10686 numeric
@attribute 11336 numeric
@attribute 1364 numeric
@attribute 1365 numeric
@attribute 1366 numeric
@attribute 137075 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 149461 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 150084 numeric
@attribute 154810 numeric
@attribute 2017 numeric
@attribute 2035 numeric
@attribute 2036 numeric
@attribute 2037 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 22800 numeric
@attribute 22808 numeric
@attribute 22989 numeric
@attribute 23136 numeric
@attribute 23562 numeric
@attribute 24146 numeric
@attribute 260425 numeric
@attribute 26285 numeric
@attribute 27134 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 29119 numeric
@attribute 29895 numeric
@attribute 3059 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 3993 numeric
@attribute 3996 numeric
@attribute 4301 numeric
@attribute 4620 numeric
@attribute 4621 numeric
@attribute 4622 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4626 numeric
@attribute 4627 numeric
@attribute 4628 numeric
@attribute 4633 numeric
@attribute 4636 numeric
@attribute 4893 numeric
@attribute 4950 numeric
@attribute 49861 numeric
@attribute 5010 numeric
@attribute 50848 numeric
@attribute 50855 numeric
@attribute 51208 numeric
@attribute 51776 numeric
@attribute 53842 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5520 numeric
@attribute 5521 numeric
@attribute 5522 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5582 numeric
@attribute 5583 numeric
@attribute 5584 numeric
@attribute 55844 numeric
@attribute 55870 numeric
@attribute 5588 numeric
@attribute 5590 numeric
@attribute 56288 numeric
@attribute 5728 numeric
@attribute 57530 numeric
@attribute 57644 numeric
@attribute 58494 numeric
@attribute 58498 numeric
@attribute 5865 numeric
@attribute 5872 numeric
@attribute 60 numeric
@attribute 60412 numeric
@attribute 6237 numeric
@attribute 64398 numeric
@attribute 6709 numeric
@attribute 6714 numeric
@attribute 7082 numeric
@attribute 71 numeric
@attribute 7122 numeric
@attribute 7525 numeric
@attribute 79784 numeric
@attribute 81 numeric
@attribute 8189 numeric
@attribute 83700 numeric
@attribute 84552 numeric
@attribute 84612 numeric
@attribute 8531 numeric
@attribute 8573 numeric
@attribute 87 numeric
@attribute 8735 numeric
@attribute 8777 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 9071 numeric
@attribute 9073 numeric
@attribute 9075 numeric
@attribute 9076 numeric
@attribute 9080 numeric
@attribute 9218 numeric
@attribute 9223 numeric
@attribute 92359 numeric
@attribute 93408 numeric
@attribute 93643 numeric
@attribute 9414 numeric
@attribute 9863 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6233,0.7267,0.51,0.8222,0.6784,1.7989,0.0658,1.2228,-0.1968,0.099,0.0285,-0.3325,0.6665,1.359,1.8036,0.1264,0.3646,-0.1079,2.1378,-0.0168,0.1368,0.6263,1.0767,-0.0562,0.3656,0.6157,0.8453,0.282,0.0078,-0.0734,0.7322,0.0147,0.162,0.0877,-0.0063,0.4262,0.0531,0.7412,1.6225,-0.1056,-0.1592,1.8739,0.4236,1.5967,0.765,0.226,0.2186,0.2176,-0.0901,-0.0536,-0.1011,-0.0508,-0.1813,-0.1543,1.9205,-0.0602,-0.1322,-0.1223,2.7938,-0.1827,-0.1014,-0.0018,1.2746,-0.0145,-0.1126,0.3865,-0.0367,1.7098,0.8892,1.3951,1.0472,1.0702,0.0432,-0.1122,0.5534,1.0586,1.1704,0.3323,-0.0574,1.1726,0.2635,1.3317,1.0729,0.9426,0.162,0.0408,1.2392,-0.0541,-0.0287,-0.03,-0.1447,-0.1393,-0.0493,2.0458,0.4111,0.9716,0.5872,1.9609,0.3755,-0.0819,1.4022,0.4905,0.3196,-0.0409,0.8074,1.1762,0.3991,-0.1236,0.8238,0.6259,0.6905,0.9778,-0.0912,-0.1144,-0.0432,-0.0359,-0.1446,-0.0312,-0.164,-0.1613,-0.0969,1.4694,-0.0913,0.0351,-0.1224,0.5341,0.7106,-0.1175,1.3548,Control
A02,0.3831,0.4292,0.2475,0.4461,0.6936,1.4157,0.0463,1.11,-0.2548,0.1792,-0.0836,-0.1489,0.3926,1.1078,1.8105,0.2881,0.3017,-0.0664,1.9406,-0.0026,0.0197,0.501,0.8627,-0.0857,0.3003,0.5686,0.6275,0.1783,0.0965,-0.0523,0.6425,0.0187,0.1676,0.0736,-0.0915,0.2476,0.0345,0.8012,1.6462,-0.1274,-0.2286,1.6327,0.3716,1.3547,0.54,0.1882,0.156,0.1083,-0.1221,-0.0578,-0.1648,-0.0506,-0.1705,-0.1465,1.6908,-0.1182,-0.1189,-0.1126,2.9993,-0.1064,-0.0303,0.0875,1.1375,0.0755,-0.0614,0.3304,-0.0941,1.5505,0.6903,1.195,0.8042,0.7672,0.1014,0.0201,0.2001,0.7032,1.3198,0.2192,-0.1301,0.7847,0.1977,0.9746,0.8197,0.5773,0.2103,0.0054,0.6452,-0.0162,-0.0358,-0.0622,-0.0364,-0.102,-0.023,1.7686,0.2701,1.1536,0.303,1.6381,0.3775,-0.1007,1.0939,0.5017,0.1729,-0.0499,0.7369,1.0562,0.2234,-0.1483,0.5893,0.4135,0.2982,0.7549,-0.1252,-0.155,-0.023,-0.0855,-0.129,0.0022,-0.1946,-0.1638,-0.1696,1.0826,-0.0422,0.0876,-0.0138,0.4277,0.5174,-0.0629,1.0825,Control
A03,0.396,0.5162,0.193,0.8027,0.6769,1.4349,-0.0052,1.1965,-0.0682,0.0499,0.003,-0.1105,0.4933,1.361,1.7807,0.1993,0.4994,-0.0814,2.228,-0.0495,0.1486,0.6107,0.9293,-0.0734,0.4707,0.6805,0.7841,0.2654,0.2202,-0.0536,0.9957,0.0012,0.1826,0.047,-0.102,0.1792,0.0376,0.92,1.7211,-0.1282,-0.1982,1.7633,0.3757,1.6527,0.8594,0.3693,0.268,0.2177,-0.1515,-0.088,-0.1719,-0.0689,-0.2189,-0.1706,1.8539,-0.0901,-0.0448,0.0304,3.0903,-0.1427,0.0256,0.0199,1.1179,0.0763,-0.0059,0.4879,-0.1395,1.7523,0.9187,1.3815,0.9485,1.0018,0.1901,-0.0414,0.1966,0.9762,1.4141,0.3369,-0.1328,1.1374,0.3058,1.0994,0.8926,0.8411,0.145,-0.0099,0.9168,-0.0993,-0.0054,-0.0894,-0.0288,-0.0682,-0.0583,2.0648,0.3736,1.431,0.3591,1.8363,0.6195,-0.1214,1.1357,0.4196,0.3404,-0.0169,0.9935,1.2576,0.216,-0.0962,0.4801,0.7615,0.4835,0.7257,-0.1573,-0.1496,-0.0276,-0.0262,-0.1242,0.035,-0.1244,-0.1504,-0.1153,1.3444,-0.0581,-0.0745,-0.0429,0.474,0.7777,-0.0759,1.3582,Control
A04,0.5255,0.3873,0.3426,0.5707,0.7548,1.2368,-0.0438,1.0974,-0.1836,0.3188,-0.1211,-0.0916,0.4267,1.1467,1.7872,0.2571,0.3274,-0.0806,2.1149,-0.0577,0.0616,0.5995,0.9748,-0.0677,0.4002,0.6225,0.7141,0.2726,0.0656,-0.0254,0.506,0.0963,0.2397,0.1014,-0.1191,0.2524,0.0186,0.8901,1.769,-0.099,-0.0414,1.5652,0.3609,1.1951,0.5096,0.326,0.2101,0.256,-0.0815,-0.0474,-0.0685,-0.0451,-0.1642,-0.1133,1.7767,-0.0626,-0.0369,0.0104,3.0364,-0.0819,0.0151,-0.0352,1.191,0.1911,-0.0586,0.2937,0.0083,1.7078,0.6057,1.4064,0.6822,0.8247,0.1,-0.0071,0.3061,0.82,1.3003,0.2924,0.0051,0.895,0.2462,0.9258,0.8754,0.7067,0.2273,-0.0101,0.7608,-0.0452,0.0355,0.0121,-7e-04,-0.0962,-0.0288,1.9505,0.3163,1.2244,0.274,1.7384,0.414,-0.0609,1.1965,0.5811,0.3208,0.0331,0.8157,1.0673,0.3706,-0.0896,0.6339,0.3789,0.4995,0.8075,-0.0731,-0.1209,-0.0188,0.0335,-0.1336,0.0639,-0.1109,-0.1656,-0.1628,1.0911,-0.0506,0.158,-0.0699,0.4025,0.5876,-0.0685,1.2386,Control
A05,0.5106,0.5341,0.2801,0.4645,0.9483,1.3798,-0.1137,1.2801,-0.1966,0.244,-0.0058,-0.0443,0.4824,1.2927,1.8921,0.0758,0.525,-0.092,2.1217,-0.0402,0.1317,0.8272,0.9709,-0.0385,0.3969,0.7463,0.7904,0.2921,0.1235,-0.0157,0.8921,0.0248,0.2171,0.0767,-0.0409,0.2264,0.0445,1.0476,1.7746,-0.0943,-0.0497,1.8295,0.4772,1.4096,0.6538,0.279,0.2869,0.211,-0.1274,-0.0734,-0.0985,-0.0101,-0.1471,-0.1189,1.9597,-0.0509,-0.069,0.0012,3.3113,-0.0855,-0.0119,0.0022,1.5565,0.1,-0.0573,0.4541,-0.0832,1.7874,0.8883,1.5397,0.8529,0.9371,0.0722,-0.0301,0.3059,0.9512,1.6499,0.3437,-0.0102,0.8868,0.2773,1.079,0.9774,0.7243,0.1864,0.0441,0.9371,-0.0628,0.0578,-0.0228,-0.0944,-0.0976,-0.0394,2.0435,0.3553,1.4799,0.3925,1.627,0.6469,-0.06,1.2454,0.7746,0.2929,0.0583,0.9737,1.1863,0.5373,-0.0873,0.6391,0.5227,0.4373,0.9804,-0.0842,-0.0988,-0.0483,0.0336,-0.0963,0.0499,-0.1335,-0.1372,-0.0328,1.2608,-0.0793,0.1703,-0.0732,0.4873,0.9076,-0.0785,1.2977,Control
A06,0.4506,0.5281,0.2834,0.6819,0.7696,1.3664,0.0586,1.1559,-0.1395,0.097,-0.0058,-0.1881,0.4724,1.2344,1.6381,0.0658,0.3738,-0.0535,2.0671,-0.0201,0.1581,0.5293,0.8535,-0.0848,0.2822,0.6458,0.7372,0.1147,0.0801,-0.0403,0.8263,-0.0814,0.1346,0.0657,-0.1075,0.2075,0.0635,0.8391,1.6716,-0.1174,-0.2416,1.8108,0.2467,1.4336,0.5802,0.1964,0.1742,0.2082,-0.1324,-0.0508,-0.1803,-0.0637,-0.2256,-0.1924,1.7847,-0.0967,-0.0058,0.018,2.8748,-0.1386,0.0371,-0.0164,1.1879,0.0514,0.0012,0.4716,-0.0942,1.5855,0.7009,1.375,0.757,0.8173,0.0945,-0.0101,0.296,0.9045,1.3316,0.2962,-0.1858,0.8838,0.2608,1.0893,0.8964,0.6414,0.1263,-0.0132,0.835,-0.0511,-0.0741,-0.0334,-0.0913,-0.115,0.0034,1.8446,0.3234,1.1824,0.3566,1.5381,0.4253,-0.0945,1.1742,0.3833,0.3391,-0.1174,0.8436,1.0921,0.3377,-0.1294,0.6089,0.5268,0.3596,0.8408,-0.113,-0.0941,-0.0148,-0.0611,-0.1449,0.0523,-0.1771,-0.1276,-0.2423,1.2563,-0.0696,-0.0622,-0.0551,0.4595,0.6916,-0.0769,1.1472,Control
A07,0.74,0.5732,0.3865,0.5815,0.6051,1.4293,-0.0424,1.2554,-0.1165,0.0474,-0.1083,-0.1033,0.6791,1.3447,1.6617,0.2835,0.494,-0.0716,2.242,-0.0525,0.1583,0.568,0.9815,-0.0982,0.406,0.597,0.7443,0.2944,0.1342,-0.0203,0.986,-0.0155,0.1909,0.0615,-0.1605,0.2408,0.0356,0.9528,1.7793,-0.1418,-0.2247,1.8774,0.364,1.7064,0.7994,0.2165,0.1831,0.1542,-0.2002,-0.0717,-0.1437,-0.0685,-0.1927,-0.156,1.8441,-0.1008,-0.0732,-0.0669,2.9085,-0.1126,0.0161,-0.0057,1.2402,0.0798,-0.0264,0.5421,-0.1557,1.762,1.0068,1.4216,0.9246,1.1272,0.1679,0.0093,0.5102,1.3099,1.4198,0.4192,-0.1581,1.3107,0.3061,1.2029,1.0211,0.8831,0.2053,-0.0258,1.3069,-0.0148,-0.0449,-0.1076,-0.0229,-0.0181,-0.0152,1.8021,0.5815,1.3586,0.4475,1.6699,0.359,-0.1515,1.1316,0.4933,0.3682,-0.0412,0.9333,1.1342,0.2684,-0.1857,0.7313,0.5635,0.5271,0.8292,-0.1546,-0.1514,-0.0449,-0.0678,-0.1794,0.0356,-0.2352,-0.1028,-0.1334,1.4754,-0.0686,-0.0082,-0.0646,0.5328,0.6294,-0.0819,1.571,Control
A08,1.0516,0.4958,0.5601,0.6073,0.5032,1.4535,-0.0332,1.1765,-0.3059,-0.0722,-0.0026,-0.3506,0.7134,1.2548,1.5875,0.0897,0.5131,-0.105,2.2731,-0.0711,0.0711,0.3608,1.22,-0.0605,0.4193,0.5375,0.7355,0.4728,0.1206,-0.0663,0.9052,0.0828,0.0751,0.1482,-0.2695,0.2821,-0.0088,0.8292,1.4607,-0.0935,-0.2732,1.8692,0.2967,1.6216,0.8642,0.204,0.1432,0.2659,-0.0928,-0.0156,-0.1233,-0.0584,-0.1535,-0.1411,1.7583,-0.0717,-0.042,-0.133,2.6904,-0.1512,-0.1556,0.0164,0.9772,-0.0139,-0.0903,0.5047,-0.1256,1.654,0.767,1.2584,1.0312,1.3145,0.2334,-0.0827,0.8364,1.4137,1.1173,0.5599,-0.1612,1.676,0.3135,1.3001,1.1562,1.0589,0.1313,-0.0058,1.4954,-0.1026,-0.0196,-0.0342,-0.1128,-0.1501,-0.0616,1.5964,0.756,1.0565,0.4534,1.8304,0.3481,-0.0935,0.8875,0.1882,0.4985,-0.0754,0.8236,1.0868,0.3123,-0.134,0.519,0.5901,0.7575,0.8176,-0.1291,-0.0961,-0.0516,-0.0937,-0.1736,0.0346,-0.0553,-0.1854,-0.2442,1.5162,-0.0811,-0.0687,-0.1615,0.4984,0.721,-0.1113,1.6801,Control
A09,0.7535,0.5306,0.3703,0.4109,0.851,1.4633,0.0255,1.115,-0.2002,0.2449,-0.0973,-0.1338,0.5707,1.2964,1.5889,0.2457,0.4136,-0.0661,2.1764,-0.0066,0.0616,0.6627,0.9719,-0.0684,0.2989,0.5633,0.6938,0.2533,0.0897,-0.0461,0.9055,-0.0123,0.1439,0.043,-0.0977,0.3159,-0.0266,0.8156,1.6021,-0.1021,-0.1746,1.8089,0.349,1.5553,0.5863,0.2383,0.1822,0.1509,-0.1371,-0.0837,-0.1385,-0.0935,-0.1731,-0.1415,1.8592,-0.0881,-0.0634,-0.0814,2.8883,-0.1021,0.0188,0.0652,1.2376,0.0882,-0.0283,0.397,-0.0042,1.6406,0.7961,1.3688,0.9102,1.0403,0.0935,-0.0364,0.5718,1.2508,1.265,0.4159,-0.1546,1.35,0.2221,1.2826,0.9112,0.8762,0.1693,0.0042,1.3533,-0.0098,-0.0063,-0.0837,0.0108,-0.07,0.0021,1.768,0.5257,1.2752,0.4627,1.8398,0.4569,-0.1171,1.0418,0.556,0.2847,-0.0345,0.7962,1.0486,0.5765,-0.1412,0.5454,0.5286,0.5755,0.8598,-0.1078,-0.1237,-0.0377,-0.0396,-0.1406,0.0378,-0.128,-0.1174,-0.0731,1.3489,-0.0596,0.089,-0.0568,0.4637,0.6998,-0.076,1.4154,Control
A10,0.8026,0.4568,0.358,0.5382,1.1726,1.4977,0.0617,1.2326,-0.1871,0.0834,-0.0679,-0.1547,0.6037,1.2928,1.7414,0.0709,0.5452,-0.0827,2.3614,-0.0297,0.0925,0.7119,1.1021,-0.0558,0.2425,0.5633,0.7332,0.4201,0.0322,-0.0531,0.8148,0.0503,0.1854,0.06,-0.1813,0.2309,0.1115,0.853,1.722,-0.1117,-0.1349,1.9717,0.398,1.4415,0.7708,0.3334,0.2305,0.1339,-0.128,-0.0471,-0.1237,-0.0709,-0.1331,-0.1351,1.9254,-0.052,-0.0478,-0.0267,2.9966,-0.0992,0.0059,0.0091,1.3315,0.1672,-0.0226,0.5469,-0.0873,1.7064,0.7449,1.331,0.9284,1.2045,0.3251,-0.047,0.3781,1.3167,1.3904,0.4842,-0.0174,1.4228,0.3856,1.2256,1.0781,0.9539,0.1522,0.012,1.3318,-0.0817,-0.0231,-0.0361,-0.1033,-0.0983,0.0417,1.821,0.5419,1.1387,0.4755,1.7329,0.4388,-0.1058,1.1061,0.6458,0.3193,0.0159,1.0104,1.0734,0.8077,-0.1063,0.6443,0.6711,0.5787,0.9482,-0.1055,-0.106,-0.0478,-0.0057,-0.1496,-0.0116,-0.1817,-0.1679,-0.0756,1.3673,-0.0951,0.0647,-0.0956,0.5089,0.6714,-0.0992,1.5851,Control
