@relation data

@attribute id string
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2152 numeric
@attribute 2153 numeric
@attribute 2155 numeric
@attribute 2159 numeric
@attribute 2243 numeric
@attribute 2244 numeric
@attribute 2266 numeric
@attribute 462 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 7035 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.2142724890,0.3161278931,3.0435899198,-0.0866935346,0.1535949936,0.0790933834,-0.1337402769,-0.1338066185,-0.0093080291,-0.1680546724,-0.0862982028,0.8072675267,0.1702335060,BRCA
GSM481003,-0.1989544242,0.3005077078,3.9650098980,-0.0665179614,0.1492757412,-0.1726447477,-0.1309632186,-0.1040900125,-0.0739448218,-0.0969603606,0.0082387743,0.9846078753,0.1367581755,BRCA
GSM481004,-0.2138664767,0.1744622019,2.7758959231,-0.0565917602,0.1358974684,0.2527443980,-0.1464092568,-0.0766112734,-0.0318216407,-0.1198663063,-0.0346012884,0.3461685877,0.3226887187,BRCA
GSM481005,-0.1704830490,0.2666255229,3.8741149901,-0.0860241149,0.1933744023,0.3290643361,-0.0965031531,-0.1340541364,-0.0281883657,-0.0403542754,-0.0004546204,0.7783004943,0.3920221229,BRCA
GSM481006,-0.1301296197,0.2667393694,3.8182024360,-0.0879177564,0.1643462334,0.0309310308,-0.1302992665,-0.1443073794,-0.1003913861,-0.1282146232,0.0351855483,1.4401814540,0.2873042166,BRCA
GSM481007,-0.1632449288,0.7077321922,3.4181582333,-0.0393462078,0.2002588620,-0.0875779132,-0.1447376906,-0.1059853564,-0.0382484025,-0.1216097282,0.0237651202,1.5416547460,0.3863173673,BRCA
GSM481008,-0.2231113640,0.7885261093,2.8084857464,-0.0864305712,0.1799827219,0.0479678588,-0.1204742205,-0.1344527091,-0.0526968611,-0.1023613446,-0.0028021964,0.5202826657,0.3685044816,Control
GSM481009,-0.4358481598,0.4930541399,2.8758726865,0.0197437958,-0.0040985722,-0.1922885743,-0.1098639981,-0.2159782159,-0.0546535244,-0.1630123932,-0.0922327613,1.3519374330,0.2730445641,Control
GSM481010,-0.1824565928,0.2349366939,3.6776261330,-0.0611192310,0.0489570901,0.0310692733,-0.0944624883,-0.0999778244,-0.0886922837,-0.0682744242,0.0426389943,1.3907128177,0.2736909526,Control
GSM481011,-0.2587490313,0.7345491990,3.0998025535,-0.0398322448,0.1971386693,0.3018793699,-0.0686773083,-0.1072986642,0.0151894431,-0.1119110086,0.0296908381,0.7485146323,0.1592430550,Control
GSM481012,-0.2072924103,0.2081825429,2.5765821336,-0.0383760268,0.1416071226,0.2178767042,-0.1055382308,-0.1204782099,-0.0228121431,-0.1392773609,-0.0266733883,1.5377372503,0.4759029927,Control
GSM481013,-0.1524092977,0.6646416839,3.0215587618,-0.0818362083,0.1806229172,0.0829311113,-0.0691702739,-0.0453892943,-0.1395414510,-0.1355285990,0.0050075128,0.2677286280,0.3191244118,Control
GSM481014,-0.1174754783,0.3896957104,2.8998362720,-0.0334615562,0.2777432969,-0.0466040473,-0.1114704386,-0.1126806579,0.0216229654,-0.1306195164,-0.0247771016,1.8075788817,0.7377363907,BRCA
GSM481015,-0.2526900420,0.3328479343,2.8272946776,-0.0686102473,0.2165405117,1.1759101514,-0.1119901422,-0.1159707262,-0.0138230163,-0.1418381754,0.0273135208,1.3143494527,0.3210468760,BRCA
GSM481016,-0.2073132114,0.2536197579,2.6612913461,-0.0715794261,0.1069039370,0.0175658559,-0.1250951846,-0.0685094022,0.0062175365,-0.0718597406,-0.0463566763,0.3474921980,0.6420187894,BRCA
GSM481017,-0.1221161471,0.3916873229,3.4192132949,-0.0719900848,0.0534874551,0.2287934778,-0.1257583008,-0.1581278831,-0.0518055836,-0.1167322081,-0.0468409663,1.6319673457,0.6928136632,BRCA
GSM481018,-0.2563901569,0.0455381339,0.9202266633,-0.0034759581,0.3190337510,0.8684480058,-0.1250526257,-0.1043914516,0.0785906241,-0.1089132899,-0.0850887836,0.5099628867,0.0870611478,BRCA
GSM481019,-0.2261977277,0.0993070571,3.8684503734,-0.0430853376,0.2343992888,-0.1260211633,-0.0907216659,-0.1289979314,-0.0929006128,-0.1196404626,-0.0390422733,1.5975425243,0.6935779931,BRCA
