@relation data

@attribute id string
@attribute 10725 numeric
@attribute 10928 numeric
@attribute 11124 numeric
@attribute 1452 numeric
@attribute 1616 numeric
@attribute 162989 numeric
@attribute 1676 numeric
@attribute 1956 numeric
@attribute 2048 numeric
@attribute 22974 numeric
@attribute 23017 numeric
@attribute 23162 numeric
@attribute 23542 numeric
@attribute 3552 numeric
@attribute 3576 numeric
@attribute 4214 numeric
@attribute 4217 numeric
@attribute 4233 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4795 numeric
@attribute 4796 numeric
@attribute 51283 numeric
@attribute 5217 numeric
@attribute 5594 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5609 numeric
@attribute 56616 numeric
@attribute 5783 numeric
@attribute 581 numeric
@attribute 6093 numeric
@attribute 6416 numeric
@attribute 6609 numeric
@attribute 695 numeric
@attribute 7157 numeric
@attribute 7186 numeric
@attribute 7284 numeric
@attribute 790 numeric
@attribute 8099 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 843 numeric
@attribute 8431 numeric
@attribute 85365 numeric
@attribute 8737 numeric
@attribute 8771 numeric
@attribute 8772 numeric
@attribute 9191 numeric
@attribute 924 numeric
@attribute 9479 numeric
@attribute 9994 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.7903230373,0.9454021468,0.3725524710,1.1739820129,0.6902029403,0.6965134405,0.8219632786,0.4345339728,0.1082484082,1.2508982817,-0.0128726535,0.0422999791,-0.1199199828,0.2482422408,0.8618448906,0.8951084466,0.5599281276,0.8759700277,0.4754300158,0.0179940055,0.8049394469,0.6222571999,0.3252477609,0.1872152034,0.1316801912,0.9728867776,3.5678405168,0.5276523813,0.7139937217,0.6164951165,-0.1298536299,0.2957080686,1.7735363642,0.1842008005,0.9030967818,0.0312767470,0.8519533800,0.0610618150,-0.1016100206,0.8841919228,-0.0161119644,0.8544189835,0.7970412485,3.4446919560,0.4014198135,0.2062981343,-0.0135339439,-0.0268044310,2.2653872966,0.3025678801,0.1550862150,1.0118299987,0.9006809161,0.0349754153,-0.1743353058,0.5591472934,BRCA
GSM480985,1.0138720672,0.6992056365,0.2681579010,1.2725747880,0.5630448351,0.9388433770,0.4940670051,0.3325850749,0.0415078793,0.2561781472,-0.0383937615,0.1714533574,-0.1446234128,-0.0314154737,1.2310367167,1.0636305118,0.7985456627,0.7798522333,0.4509238059,0.0645904077,0.9412159958,0.5609422953,0.5135553388,0.1450815188,0.0109823528,0.8964833453,3.5739476085,0.4521202200,0.7487222366,0.6136501327,-0.1761504112,0.2382422053,1.7238998348,0.0105952101,0.8407814422,0.0755929606,0.9115112276,0.1111059587,-0.1003832841,0.5955694337,0.0039439453,0.5196860354,0.4365601505,3.5801798898,0.3647103445,0.1230658667,0.0119626756,0.0192951315,2.1246317924,0.3405707169,0.0858971367,0.9433996992,0.8136721533,-0.0405619554,-0.1646610722,0.3464027157,BRCA
GSM480986,0.6898942973,1.0436847821,0.2743988140,1.0942751028,0.9167026343,0.9311450608,0.8810630536,0.3517915079,0.1342974153,1.0790976917,-0.0350357837,0.1151562497,-0.1202613592,0.0009803817,1.1678017355,0.7935199528,0.5228419722,0.9021996147,0.3572855135,-0.0042790188,0.9283377825,0.7128700620,0.3070080325,0.0804402734,0.1051305198,1.1851424509,3.5026703476,0.5276161861,0.7966307569,0.5081571897,-0.1388460667,0.2837639618,1.8238358564,0.0581473563,0.9887473217,0.0069230790,0.8755208067,0.0909154103,-0.0526870978,0.8508987498,0.0043865108,1.0285712417,0.9163119346,3.4886975288,0.2347654519,0.1717739808,0.0226212136,-0.0352914631,2.1827939896,0.3061211907,0.2119892557,1.1722454262,0.8951769760,0.0161552544,-0.1354343243,0.2217352299,BRCA
GSM480987,0.6330583289,0.7408379129,0.2092750194,0.9154273811,0.8676597425,0.9023581019,0.7898034717,0.1587947994,0.2082131890,0.7044918114,-0.0227033236,0.0546741567,-0.1414527695,-0.0380365687,1.1729830871,0.5396577952,0.3928613255,0.2276951068,0.2389650019,-0.0041532980,1.1037804131,0.7524098709,0.1756962026,0.1045573228,-0.0373976370,1.0304388040,3.7206839919,0.4570317386,0.7170214796,0.3891538004,-0.0662291722,0.2364959457,1.8759201052,0.2612433635,0.7455377609,0.0234027272,0.4823463641,0.1042765246,-0.0333157243,0.8372933389,0.0084098196,0.8194558173,0.8866154421,3.6342823705,0.2230391835,0.1670144839,-0.0374388536,0.0222586589,2.5948186814,0.2509096731,-0.0393625520,1.2946500264,0.8071174893,0.2722268381,-0.0883395722,0.1649009453,BRCA
GSM480988,0.7414473377,0.7580731276,0.3352042348,0.9021175691,0.9553799635,1.2309121541,0.7003005376,0.1726689534,0.0355859437,1.1243700486,-0.0135599276,0.1247534300,-0.0840468926,0.3082212135,0.4444268425,0.7586201133,0.5021468532,0.6423381358,0.2502003758,-0.0381616795,0.7093335530,0.5546799707,0.3219356285,0.0269270807,0.0851208736,0.9564480963,3.6815842687,0.4923907940,0.6912962379,0.5512484685,-0.0789457363,0.0441387518,1.8895693670,0.0671009543,0.6583364474,0.0022991031,0.8547642460,0.0925775799,0.0189469970,0.6972457048,0.1082906400,0.9136774646,0.9077796340,3.6085190775,0.1758982928,0.2149495928,-0.0271093216,-0.0271084259,2.1588354556,0.2956867596,0.0313424370,1.1240172577,0.7544741041,-0.0351025929,-0.0781407675,0.1627105937,BRCA
GSM480989,0.5739627690,0.7716940604,0.3593149510,0.7459947163,0.9731549913,1.1663714287,0.7707026811,0.2135165615,0.1427290906,1.0458318028,0.0161649457,0.0305738965,-0.0182861160,0.0643515889,0.7921105779,0.6540494401,0.2859210503,0.7024636094,0.1723780840,-0.0009295910,1.0994870811,0.6648718736,0.5292995301,0.1555565664,0.0882319674,1.0780556203,3.8348629771,0.4168803811,0.5911021925,0.2192373374,-0.0408563306,0.3176934777,2.0576404861,-0.1477760162,1.2923590124,0.0616616788,0.4700387904,0.2248261644,0.0206640526,1.2405139033,0.0247480945,0.9078121079,0.6279515107,3.8471889098,0.1138846011,0.1998820402,0.0340671556,-0.0681379633,2.3266741185,0.1041393924,-0.0513890217,1.3094834884,1.1291726640,-0.0440981161,-0.1150061862,0.1538868901,BRCA
GSM480990,0.5295604209,0.7019153402,0.2289583649,0.9341612693,0.9972239329,1.0310990160,0.8894835735,0.2635990058,0.5721666229,0.8832265272,-0.0265054205,0.0871796655,-0.0786493438,0.8070518219,0.7562215037,0.6895217888,0.2198563085,0.5615265150,0.3219937040,0.0472149767,1.2569765001,0.7222510494,0.3757311289,0.0951571770,0.0059864997,0.8615513776,3.9262426793,0.4040678319,0.5124700949,0.1815268757,-0.1292774052,0.3639611033,1.8246020708,0.2400136619,1.0487284085,0.0384436129,0.3495328669,0.0906475111,-0.0075551886,1.1059742302,-0.0334197225,0.9867251782,0.9333275594,3.9271878203,0.0401264709,0.0764739330,-0.0721569419,0.0804696221,2.3046204895,0.0876675515,0.4220250366,1.3122771946,1.0822116466,0.0315091666,-0.1639196505,0.2044272823,Control
GSM480991,0.5714558330,0.8666816002,0.2039984191,0.9482068079,0.8308391752,1.1172367260,0.8289711413,0.2092083807,0.2523064120,0.3675353626,0.0732285393,0.0884685088,-0.0309174383,0.0797228272,1.1222321147,0.8135851005,0.4909439993,0.7570488190,0.3367405246,0.0648689188,1.2472408378,0.8390529259,0.5165406483,0.1116894392,0.0044421042,0.9172146452,3.6561501324,0.5071865046,0.7236467786,0.3723191662,-0.1158871563,0.2691069538,1.8833924252,0.0244598803,1.0059922760,0.0374511476,0.4903383693,0.2852445329,-0.0544032358,0.9629745603,0.0421075354,1.0229731432,0.8165263142,3.5940700968,0.1772719718,0.2183779771,0.0404280946,0.0248851115,2.3464400916,0.2397026908,-0.0534712724,1.1380086821,1.0215173926,0.0103620605,-0.1056342472,0.0464150393,Control
GSM480992,0.5169215143,0.6775736768,0.2516442153,0.8333354584,0.9343769022,1.0018820167,0.8639072258,0.2100246319,0.3309170226,0.9702735743,-0.0455432380,0.1396510826,-0.0882776282,0.2392629278,0.0302081386,0.6908869928,0.3903702807,0.4905067957,0.1333302662,0.0450259004,0.8925691490,0.7926203149,0.3600742080,0.2369409949,0.1249185544,0.9554329648,3.5862911045,0.4130200728,0.4097217267,0.3079451628,-0.0921796232,0.3634628315,1.8015780449,0.0749112085,1.2841898705,-0.0010797481,0.3735262640,0.1729813910,-0.0302590407,1.0991194739,-0.0174076045,1.3395336345,1.2018825188,3.8566141725,0.0732875811,0.1025927702,0.0038334804,0.0083994120,2.0695485769,0.2120288617,0.1884707841,1.1863660183,1.2107890129,0.0034405659,-0.1600071353,0.1517897734,Control
GSM480993,0.5665345361,0.8794585758,0.2986065120,1.0301553905,1.0452470036,0.8901690506,0.9237758369,0.2942363708,0.1172152260,1.2125623359,0.0944318000,0.1091849291,-0.0639517600,0.1554126427,0.6293743797,0.8665301368,0.3858281619,0.6604025472,0.2735164897,0.0865606131,0.9085881339,0.8274797584,0.3331510317,0.2005417107,0.2439132695,1.1679684786,3.5495478213,0.4741801064,0.7140314231,0.5537918077,-0.0937452182,0.2558302714,1.9468192590,-0.0175211296,1.1132435460,0.0340418489,0.6978857851,0.0841120003,-0.0557189019,1.0900611624,0.1364159654,1.1507656091,0.9793376065,3.6840224662,0.1338819088,0.1875540034,0.0207828306,-0.0441045241,2.2546319069,0.3169923441,0.1647865929,1.3608774774,0.9611205608,0.0490545455,-0.1407167233,0.2620983886,Control
