@relation data

@attribute 5437 numeric
@attribute 5435 numeric
@attribute 7702 numeric
@attribute 6621 numeric
@attribute 661 numeric
@attribute 2975 numeric
@attribute 6619 numeric
@attribute 2976 numeric
@attribute 2971 numeric
@attribute 6908 numeric
@attribute 11178 numeric
@attribute 2972 numeric
@attribute 55814 numeric
@attribute 5440 numeric
@attribute 10302 numeric
@attribute 6618 numeric
@attribute 5441 numeric
@attribute 6617 numeric
@attribute 9329 numeric
@attribute 9328 numeric
@attribute 171568 numeric
@attribute 55290 numeric
@attribute 9330 numeric
@attribute 55703 numeric
@attribute 11128 numeric
@attribute 10621 numeric
@attribute 5451 numeric
@attribute Class {Control,BRCA}

@data
10.33896506,12.07353083,8.8040351,10.80972013,6.894093582,9.123953973,6.758890306,9.3794977665,11.76010461,9.808393548,8.048542898,6.429788296,7.166266353,6.365977347,6.354210255,9.588143592,9.950818724,7.830351826,6.167775011,9.885826425,7.18041707467,9.705835873,9.633676921,9.364594933,9.8043528365,7.249542819,7.526344936,Control
11.03103278,12.14356347,8.416228701,11.34028702,6.900809838,9.463289929,6.9730312335,9.7692481155,11.97796686,10.0579109,8.324226826,6.096958888,8.584681754,6.504704302,5.968327676,9.955032716,8.536044277,8.391956765,6.004451531,10.38358581,7.50315837667,9.322694957,9.326666054,9.290140483,10.498619,7.575484648,8.428131004,BRCA
11.02625388,12.38193096,8.94313831,11.33166731,6.986414135,9.211225868,6.8526256135,10.0729522775,11.93396179,10.09283678,9.517187651,6.653845768,7.359795947,6.401780305,6.309299558,9.994474054,8.618450775,8.1250787025,6.411388639,10.69554175,7.97371610967,9.846936382,9.709540992,9.591859431,10.405535215,7.152236984,8.225485975,BRCA
11.73846187,12.34948589,8.186771816,11.58420751,7.782574222,9.133489757,6.8346491185,9.789761567,12.27732381,9.728779829,9.167669733,6.45384318267,8.229877631,6.648325671,6.212477538,10.16400217,8.674016666,8.0741542715,5.73024,10.70541664,7.510065876,9.901093579,9.860714986,10.23508114,10.250042477,7.831847361,8.648007989,Control
10.79386361,12.13760287,8.7216983,10.69048718,7.464221286,9.120018232,6.929788091,9.6398993905,11.85884755,9.633676921,8.380851855,6.60077118133,7.33624126,6.908516092,6.377952839,9.687087433,7.919118257,7.5598793545,6.474724508,10.58816676,7.962433783,9.203152892,9.686317169,9.122466386,10.208315995,7.400753782,7.688427138,BRCA
9.875964751,10.92233559,8.442778825,11.38289162,7.002424408,9.638916035,7.132126297,9.893822319,11.74226323,9.121838552,7.283507727,6.21045989,7.261721494,5.738505243,6.544273338,9.565916578,7.686957644,7.635373995,6.571643157,10.30263925,7.87121052,8.903747151,9.706155431,9.056692662,9.945088254,7.40164993,6.28281565,BRCA
11.62683849,12.15346979,7.237356075,12.00644716,6.992431746,9.035858332,7.415079649,9.9502237415,12.22921997,9.568545732,10.33515616,6.29347699767,8.523190576,6.973327498,5.660788354,10.18277954,8.661565351,8.562396638,5.618834209,9.940893908,7.182888171,9.401370811,9.737214011,10.36118197,10.7566257285,7.827423888,9.420113456,BRCA
11.02111204,12.42339047,8.695237972,10.52997735,7.064530251,8.902715114,7.325212193,9.3402805695,11.78564057,10.09936791,8.106564412,6.56170518933,6.486236204,7.098982487,5.911578492,9.879453495,8.961436038,7.476281923,5.873574072,9.689251596,6.99379720133,9.442757511,9.430484502,9.30874921,9.119467449,6.932040865,7.237642883,Control
11.34089896,12.19349773,8.78216373,11.11027794,7.398275809,9.364802828,6.698244539,9.9057061345,12.06768485,10.068557,8.217813694,6.482152503,6.900568353,6.517673816,6.678428044,9.766537656,8.771812245,7.838067938,6.407272544,10.79360354,7.78974217033,9.174913904,9.836169177,9.392951213,9.9593763655,7.828646059,7.600286714,BRCA
11.14633337,12.31595909,8.361528363,11.05704424,6.747357606,9.225617845,7.187241445,9.695557962,12.00644716,9.813452991,8.492254916,6.200695205,7.978740664,6.645878602,6.444771098,9.936947469,9.146391192,8.2817956955,5.967693869,10.48635768,7.77215312133,9.536660595,9.274011827,9.308419312,10.267476237,7.766597025,8.845098843,BRCA
11.13855038,12.18094263,8.487841164,11.26765739,7.94040335,9.789998625,6.8100585525,9.4444225305,12.14532727,9.676966886,7.363480204,6.10968114167,6.360281414,6.755291951,7.227811157,10.1723466,9.66947024,8.3309963405,5.986815498,11.05900997,7.722346902,9.645469809,9.461173034,9.409094477,9.7997208475,8.446464186,7.128126143,BRCA
11.28537059,12.08367055,8.734380341,10.67301333,6.76042431,8.767655729,6.9832696555,9.772207463,11.79117929,9.878403925,8.38961104,6.300815594,7.137147737,6.326074949,6.508314253,9.423032438,8.91062109,7.4802312675,6.342790836,9.873298423,7.330861195,8.97289446,9.890925851,9.407990591,9.5382640275,7.066307529,7.236973576,Control
10.97608812,12.19128143,8.710471653,10.91021194,7.353303715,9.006284785,7.284517841,9.363165591,11.74013292,9.64691917,7.635901506,6.28532725467,6.563429392,6.547978484,6.56544914,9.714864166,9.180550154,7.7476943415,5.816478911,10.02337358,7.472307713,9.667227381,9.572511293,9.302502487,9.570559114,6.957917862,7.466833308,Control
11.73219511,12.38074251,9.363303128,11.19478472,7.190271935,9.377037573,6.545646509,9.9886083205,11.77876926,10.21839405,8.799930061,6.66407784667,6.693908988,6.114268757,5.868520868,10.47900747,9.410849402,7.6089198205,5.862706313,10.90604899,7.62766303,9.531693909,9.359277986,9.363686411,9.711409994,6.41304026,7.941753554,BRCA
11.25995523,11.50362218,8.916223677,11.68668229,7.770583167,9.663176089,7.3714070015,9.882119588,11.80267601,9.772562477,9.14693845,6.26573375467,6.663028337,6.092128797,5.631549051,9.995046727,8.426475613,7.574063618,6.591937891,9.956354783,7.61842720033,9.420834547,9.682327984,9.605924446,9.3314084195,7.032489697,7.959395068,BRCA
