@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10645 numeric
@attribute 10891 numeric
@attribute 1147 numeric
@attribute 126129 numeric
@attribute 1374 numeric
@attribute 181 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2180 numeric
@attribute 2181 numeric
@attribute 2182 numeric
@attribute 23205 numeric
@attribute 23305 numeric
@attribute 2475 numeric
@attribute 2538 numeric
@attribute 32 numeric
@attribute 3551 numeric
@attribute 3667 numeric
@attribute 3717 numeric
@attribute 3952 numeric
@attribute 3953 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4852 numeric
@attribute 5105 numeric
@attribute 5106 numeric
@attribute 51422 numeric
@attribute 51703 numeric
@attribute 53632 numeric
@attribute 5443 numeric
@attribute 5465 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5571 numeric
@attribute 5588 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5781 numeric
@attribute 57818 numeric
@attribute 5970 numeric
@attribute 6256 numeric
@attribute 6257 numeric
@attribute 6258 numeric
@attribute 6513 numeric
@attribute 6517 numeric
@attribute 6774 numeric
@attribute 6794 numeric
@attribute 7124 numeric
@attribute 7132 numeric
@attribute 7133 numeric
@attribute 7186 numeric
@attribute 79602 numeric
@attribute 81616 numeric
@attribute 84254 numeric
@attribute 8471 numeric
@attribute 8660 numeric
@attribute 8717 numeric
@attribute 9021 numeric
@attribute 9370 numeric
@attribute 948 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,0.4712276347,-0.0903842354,0.2841429040,1.7024611564,0.9882885427,-0.2110921705,2.3584245311,0.3070585448,0.5504470655,0.5936146989,0.1191111123,-0.0316335567,-0.0945652751,0.3341965944,0.0293527694,0.5454295677,0.2679063242,0.4233776481,0.0485487563,0.0165322200,0.2071671781,0.0372776528,0.8098630121,0.4748031217,0.2867321043,0.3788809083,-0.1062842547,1.4044639887,0.4646742284,0.0543992436,-0.1558575333,-0.4464550632,0.0811142552,0.3637731535,0.0360623569,0.3142809994,0.3793039653,1.2135343187,-0.0339868274,0.6904673187,0.2417233829,0.0663815941,0.2761137816,0.0797968561,1.2157194917,0.9204617303,0.1394931379,-0.0908828420,1.7555294782,-0.2337455553,0.9251024214,0.6672608734,-0.1203307158,1.4667636421,0.0407503399,-0.0815773857,1.8456078503,0.1273761305,-0.1028041327,-0.1262477172,2.0734447259,1.0991232922,0.2594432331,-0.1708749723,-0.0639162206,BRCA
GSM481003,0.3007907103,0.3842280800,-0.0720146497,0.2877502063,1.1735326019,0.7344680382,-0.1340579117,2.5114432043,0.3973698837,0.6048027216,0.3335270703,0.0498172743,-0.0846928133,-0.1370528542,0.2224102620,0.0317047089,0.4951688154,0.4162924297,0.6166785513,0.0121588141,-0.0070594209,0.2446410933,0.0608519517,1.4016762564,0.6189834172,0.7304989806,3.9772657664,-0.0784614242,0.5941615181,0.6159307871,0.0634777273,-0.2066124493,-0.3510430108,-0.0336124844,0.1332963157,0.2133807744,0.4006217571,0.2187216153,1.0570318964,0.0360388891,0.6729280780,0.1985753451,0.0085564985,0.0626567465,-0.0428245209,1.5458108518,0.8595386953,0.1447411300,-0.1735356701,1.6303895546,-0.0650963442,0.6155722956,0.7261097359,0.3678463830,1.3210169064,-0.0150242090,0.0369979428,1.5781798494,-0.0643106771,-0.0357962687,-0.0767019281,1.8359449339,1.2488890655,0.2704083517,-0.1808016730,-0.0715040995,BRCA
GSM481004,0.4733082638,0.5837180787,-0.1343266694,0.3929689074,1.7101029921,0.8399013131,-0.1777590584,2.2194539971,0.4676012300,0.7153210319,0.3356435019,0.0476585859,-0.0282640127,-0.0825714556,0.2934368548,0.0885350032,0.3831295607,0.4565757285,0.7089324468,0.1063429446,0.0031059412,0.2455053567,0.1890115326,1.3433312625,0.5926850402,0.6537542979,0.6799232071,-0.1252397492,0.9224431330,0.5280265394,0.1738246041,-0.1558413584,-0.2996371787,0.1161531197,0.2730250218,0.1387292464,0.4834087469,0.3671485339,1.1893046432,-0.0419302782,0.6871232500,0.3435010134,0.2215437899,0.0687684595,-0.0116852299,1.4715695732,1.2359945222,0.1645341302,-0.1753190602,1.4885543105,-0.1253477801,0.6308917645,0.6515845122,-0.0368083989,1.4022095196,0.8039232566,0.0960737533,1.7561196686,-0.0355292334,0.0233217437,-0.1155581619,2.0852232943,1.2252235113,0.1628135126,-0.0684956920,-0.0965311680,BRCA
GSM481005,0.7983672971,0.3508348196,-0.0568077663,0.7559128657,1.7671270072,0.8432476462,-0.2291023326,2.3890128664,0.4302809539,0.7069192415,0.5260680467,0.1805143750,0.0889441161,-0.1455393464,0.2603539082,0.0265446992,0.3915433800,0.3903404364,0.5900625983,0.0221718806,0.3463780510,0.4457698422,0.0661443981,0.7793831442,0.5579776450,0.4032124299,0.0140526387,-0.1188060280,0.8300000693,0.5488899600,0.1924211812,-0.1503564806,-0.2859061821,0.0135936726,0.4465344528,0.3050140299,0.2665077821,0.5788243846,1.2283004059,-0.0755055607,0.8086081992,0.4124403786,-0.0083928048,0.2919591999,-0.0448879176,1.2129281088,1.0320280119,0.1038166952,-0.1130130112,1.9393282863,-0.1296545374,0.7679728692,0.6276260959,-0.1027448054,1.3140131507,0.1196174981,-0.0153414088,1.6552320720,0.0921524983,-0.0849596503,-0.1419588638,1.7138396081,1.0535859416,0.1243881611,-0.1234784733,0.0500329547,BRCA
GSM481006,0.6102282105,0.3513706427,-0.0674508864,0.5505344721,1.4166651864,0.8560396330,-0.1346037915,2.7993582883,0.4174783649,0.6686341315,0.5208844421,0.0287414397,-0.0434418296,-0.0637875219,0.2802438269,-0.0202348914,0.3236960775,0.2354427614,0.8372901850,0.0171736931,0.1053654732,0.3571633824,0.1223146532,1.0869957842,0.5536829033,0.3889670319,2.5260629314,-0.1682468870,1.1643913006,0.4568939241,0.0977333165,-0.2304550494,-0.3419980726,0.0575395885,0.4219468927,0.2677976949,0.3170180266,0.4696057636,1.2341631519,-0.0672901499,0.7695189350,0.0839668039,0.0616213327,0.3084470431,-0.0825208520,1.3122026393,0.9341763254,0.1221815940,-0.1720994541,1.5819155011,-0.1780361854,1.0187069334,0.7024776620,-0.0591356744,1.1998099668,0.3729235640,-0.0463810288,1.8350780407,0.0494626646,-0.0345900749,-0.0884953162,2.2371679245,0.8621735083,0.3174918146,-0.1626625667,-0.1116888564,BRCA
GSM481007,0.3836162349,0.1544872263,-0.0592349460,0.2756707471,1.5193087442,0.3507803643,-0.0938218412,2.4604020782,0.2757121727,0.3770829265,0.2320350942,0.0730791169,-0.0311739247,-0.0159405729,0.0997455566,-0.0259104163,0.2606072952,0.2572633833,0.7127858588,0.0266022543,0.0343596260,0.4136860757,0.0016019143,1.3999506757,0.8652860147,0.9225694127,1.9288164719,-0.1391931763,1.0542884162,0.4850304085,-0.0137094861,-0.1132943790,-0.2880640100,0.0524622256,0.2078037398,0.3047560774,0.2882899219,0.2363376082,1.2034804754,-0.0740866984,0.3326362380,0.0752705452,-0.0035135532,0.0113657976,-0.0162453039,1.4910032429,0.8169288688,0.1739355451,-0.1234912112,1.1257035903,-0.1423230337,0.7596731636,0.8674837843,0.1398046748,1.5900844355,0.1503481193,0.1268612003,1.3783477412,-0.0677706056,-0.0900939860,-0.0330519866,2.4773025594,0.9311149749,0.3379152042,-0.0533387670,-0.0562751821,BRCA
GSM481008,0.5217626055,0.4166507746,-0.0692257339,0.9329660580,1.5028107348,0.5090410097,-0.2310736291,2.1300801171,0.4476290999,0.5056613719,0.7583981825,0.1415267677,-0.1231569702,-0.0786995405,0.1532034397,0.0426289806,0.2611185363,0.3088421996,1.0194556943,0.0374788624,0.1447654699,0.1272178805,0.2086261566,1.2762110606,0.7326664201,0.6263578545,0.1147082213,-0.0894475556,0.6277366698,0.2731108888,0.1131356277,-0.1627681106,-0.4182779963,0.0173403844,0.4401012863,0.0270310399,0.2632278906,0.2450710803,0.7244602077,-0.0904428245,0.7429268004,0.5512299970,-0.0611492244,0.2813343574,0.0850988482,1.3571830794,1.1870108308,0.1148476552,-0.1657277777,1.1955933757,-0.1861558908,0.4238343863,0.6947962312,-0.0821399172,1.2373752406,1.1995626164,0.3151042461,1.7719885509,0.2408537469,-0.0087815991,-0.0995936224,0.9513051909,1.3610299529,0.4599712586,-0.0666534793,-0.0258508692,Control
GSM481009,0.5489170128,0.2566730000,-0.0790722425,0.4141671401,1.5746737719,0.7162814163,-0.2775014825,1.7882246540,0.1436777954,0.3376999679,0.4060267656,0.0266341176,-0.0413609402,-0.1211722583,0.1104632507,-0.0322113266,0.1901511919,0.1725846681,0.4139739338,0.0230332860,0.0465529408,0.2597062554,0.0623427681,0.6739098801,0.3036365448,0.2731661908,-0.1348715526,-0.0716812198,1.1316377618,0.3031819166,0.6401836346,-0.2230458952,-0.6058493884,-0.0757152603,0.3317766436,0.0109881255,0.1414522223,0.4068521300,0.8363790043,-0.0895921919,0.6203827706,0.0966468778,0.0261609364,0.0240920140,-0.0287810097,0.9630623995,0.6041149985,0.0113450711,-0.0891072829,1.3173657591,-0.3329388967,0.7435965043,0.4310861530,-0.1245508698,1.0942457432,0.3269099770,-0.4913612215,1.3346525796,-0.0601764262,-0.1984884631,-0.1899990862,1.9888664977,0.5619953670,0.3062173764,-0.1598749897,-0.0695099781,Control
GSM481010,0.6249280034,0.3567229849,-0.0637562337,0.8322192047,1.2626552749,0.7453469637,-0.1857385179,2.1086231072,0.3798376370,0.5770887419,0.6748628190,0.0761903770,0.0208236923,-0.1267413310,0.3681621031,-0.0531430169,0.3207502764,0.3174347172,0.5420321556,-0.0186596700,0.0480564009,0.5798488439,0.1809599443,1.1876550054,0.5544574002,0.2922964417,2.0881589740,-0.1316741681,0.9436906082,0.8215701136,0.2743613376,-0.1390014389,-0.1669484373,0.0166037419,0.3572219872,0.5812155417,0.3280633487,0.4695603981,1.0363030962,-0.0383458782,0.8636795770,0.4178132884,0.0607782995,0.3278113926,-0.0509199975,1.2152642781,0.9438281523,0.0656245318,-0.1894112473,1.8299780553,-0.0799357394,0.8288929381,0.6138395346,-0.0689478631,1.2312859525,0.1169206984,-0.1288154235,1.6272662680,0.1153709025,-0.0464196191,-0.1035500386,1.8940424562,1.1540054709,0.3272902645,-0.0726593194,-0.0988731951,Control
GSM481011,0.3773361022,0.3391497352,-0.0574554903,0.2562781054,2.3730552097,0.8115627029,-0.2768839584,2.7272794777,0.4895673924,0.3353112991,0.2403278022,0.0167644128,-0.0239501449,-0.0824385834,0.1710649889,0.0900164611,0.3888245764,0.2600992171,0.5721479334,0.0504960761,-0.0097642381,0.1760592822,0.0443784665,1.0963865406,0.6543434733,0.4712371399,0.6656218731,-0.0205394047,1.2343622239,0.5831935987,-0.0120545719,-0.1638879136,-0.3387130531,-0.0444032069,0.2984264700,0.2009746619,0.3781177578,0.2694914768,0.9615260942,-0.0510652071,0.4733123278,0.2790668897,0.0246392575,0.0029051673,-0.0487028284,1.4994342731,1.0993553696,0.2414784023,-0.1206308194,1.4814565418,-0.1282433192,0.5340521790,0.6972152445,-0.0423061008,1.2472988190,0.4780643796,-0.0234986019,1.3159463340,-0.1004653827,-0.1019771152,-0.1210616646,1.9250442030,1.4445699183,0.3426013621,-0.1215590100,-0.0505232476,Control
