@relation data

@attribute id string
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 84515 numeric
@attribute 891 numeric
@attribute 983 numeric
@attribute 993 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0645291925,0.0793981937,-0.1722328112,0.3042294705,0.3508409462,0.0739320385,0.0281522450,0.2301373981,-0.0425476541,0.0080851044,BRCA
GSM481003,0.1319219818,0.0989586783,0.0196586981,0.2882781941,0.2266553726,0.0840642464,-0.0309840989,0.4128279091,0.0396829150,0.1122321595,BRCA
GSM481004,0.1890534982,0.0373623173,0.0570495894,0.4691575148,0.2490454228,0.0902431264,0.0480440760,0.6019157350,0.0847969585,0.1384796301,BRCA
GSM481005,0.0617171527,0.1866462530,-0.1509422822,0.4821281285,0.4635809526,0.1278961280,-0.0663162038,0.3001643807,-0.0386178835,0.1056465136,BRCA
GSM481006,0.0590941003,0.2219408203,-0.1309218373,0.5907086014,0.4426632067,0.0468820523,0.0441557864,0.2705982463,0.0396803746,0.0085488280,BRCA
GSM481007,-0.0943158257,0.1789678637,-0.0783860873,0.3875573734,0.5226728917,-0.0523880323,0.0049394191,0.1642346706,-0.0570031899,0.0905794720,BRCA
GSM481008,1.0655648537,0.2938232523,0.4728028129,0.6076418042,0.3733452866,0.1901443357,0.2814995223,1.5736002549,0.9505239390,0.6091946059,Control
GSM481009,0.0764553217,0.1601452913,-0.2480426733,0.3807295378,0.2772829186,-0.0763869880,-0.0615932246,0.5343546997,0.1236259342,-0.0490356854,Control
GSM481010,0.2706526245,0.4557008447,-0.0124767962,0.6160054960,0.6661116165,0.1689249123,-0.0030340461,0.8407037537,0.2772498125,0.1005204337,Control
GSM481011,0.1725533307,0.0618993160,-0.1323638420,0.1835218242,0.3397963045,0.0547833227,-0.0184766071,0.1472806074,0.1786498111,0.0878606129,Control
GSM481012,0.2744490455,0.3205793103,-0.0473187652,0.5451425790,0.4741972771,0.1417768253,0.0095577314,0.6861985036,0.3306824619,0.1651316347,Control
GSM481013,0.8907864725,0.2940391850,0.5525021651,0.5076371325,0.2677998445,0.0362089991,0.1610255393,1.5442120619,1.0239650297,0.7256789292,Control
GSM481014,0.9047163205,0.1181224090,0.1101250327,0.7711598510,0.4941247387,0.1464823332,0.2561945664,0.3949877214,0.5877937729,0.3606247704,BRCA
GSM481015,0.2427155413,0.1009200527,0.1095417176,0.4636254524,0.3260716489,0.0731600002,0.0838644229,0.4179581907,0.2450593735,0.1377870251,BRCA
GSM481016,0.4902370275,0.1887443067,0.1025962271,0.6093324654,0.4305956266,0.2070595255,0.1293105943,0.9440351706,0.4232646390,0.3345993899,BRCA
GSM481017,0.8506809175,0.6978138287,0.0166108161,0.9303980866,0.8772721158,0.3523630538,0.2370336627,0.5402272443,0.7531574298,0.1203295719,BRCA
GSM481018,0.2172592137,-0.1149711497,-0.0741957467,0.2826521417,0.2366367550,0.0199663849,0.0223069626,0.9644623799,0.0481968442,0.0722740130,BRCA
GSM481019,0.4515388138,0.3252272333,-0.0451580122,0.8252971287,0.7078487889,0.1818090670,0.1494935346,0.7559348793,0.6176992623,0.2005175191,BRCA
