@relation data

@attribute id string
@attribute 11224 numeric
@attribute 9349 numeric
@attribute 6122 numeric
@attribute 6123 numeric
@attribute 6160 numeric
@attribute 6124 numeric
@attribute 6125 numeric
@attribute 6161 numeric
@attribute 6204 numeric
@attribute 6164 numeric
@attribute 6205 numeric
@attribute 6206 numeric
@attribute 6165 numeric
@attribute 6207 numeric
@attribute 6168 numeric
@attribute 6208 numeric
@attribute 6167 numeric
@attribute 6209 numeric
@attribute 6169 numeric
@attribute 9045 numeric
@attribute 6210 numeric
@attribute 2197 numeric
@attribute 3921 numeric
@attribute 6155 numeric
@attribute 6217 numeric
@attribute 6154 numeric
@attribute 6152 numeric
@attribute 6159 numeric
@attribute 6158 numeric
@attribute 6157 numeric
@attribute 7311 numeric
@attribute 6156 numeric
@attribute 25873 numeric
@attribute 6224 numeric
@attribute 6223 numeric
@attribute 6222 numeric
@attribute 6191 numeric
@attribute 6192 numeric
@attribute 6193 numeric
@attribute 51121 numeric
@attribute 6194 numeric
@attribute 6181 numeric
@attribute 6146 numeric
@attribute 6147 numeric
@attribute 6141 numeric
@attribute 6142 numeric
@attribute 6143 numeric
@attribute 6144 numeric
@attribute 4736 numeric
@attribute 6189 numeric
@attribute 5611 numeric
@attribute 6188 numeric
@attribute 6187 numeric
@attribute 6138 numeric
@attribute 6173 numeric
@attribute 6136 numeric
@attribute 6137 numeric
@attribute 6171 numeric
@attribute 6134 numeric
@attribute 6170 numeric
@attribute 6135 numeric
@attribute 6132 numeric
@attribute 23521 numeric
@attribute 6133 numeric
@attribute 6130 numeric
@attribute 2926 numeric
@attribute 6231 numeric
@attribute 6232 numeric
@attribute 6230 numeric
@attribute 6235 numeric
@attribute 6176 numeric
@attribute 6175 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 6203 numeric
@attribute 6229 numeric
@attribute 6202 numeric
@attribute 6228 numeric
@attribute 6201 numeric
@attribute 6227 numeric
@attribute 6129 numeric
@attribute 6128 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.2096,1.7907,1.1,0.0483,0.7761,1.4278,1.1698,0.9639,0.4726,0.9692,1.604,1.865,1.307,1.571,1.3212,0.9494,1.3088,0.283,0.6628,1.1045,1.1548,0.9686,1.4659,0.4956,1.6026,0.9456,0.7486,0.4253,1.2858,1.0011,1.579,1.724,0.6184,1.2758,0.4425,0.8037,1.2543,-0.0465,0.4558,-0.1222,1.5806,1.1588,1.1044,1.263,1.2268,1.0979,0.5377,1.7772,0.9911,1.4004,1.223,1.5247,0.9805,1.764,0.9874,0.6532,0.524,1.1792,1.749,0.3467,1.0973,0.8597,1.0967,1.5875,0.4962,1.3354,1.0137,1.6783,1.6334,2.2032,1.3041,1.2728,0.7531,0.7299,1.7573,1.1999,0.3352,1.512,0.7116,1.2223,1.3214,1.0846,Control
A02,0.0893,1.6607,0.7847,0.053,0.4601,1.127,0.8112,0.5095,0.2954,0.6734,1.2242,1.1892,1.1382,1.3346,1.1214,0.8013,0.832,0.2567,0.4521,0.7595,0.9651,0.4073,1.064,0.2069,1.3822,0.8715,0.4599,0.239,1.0141,0.7123,1.3611,1.3289,0.3558,0.7375,0.3144,0.5973,0.9646,-0.0906,0.3735,-0.0102,1.339,1.035,0.6173,0.8504,1.0873,0.76,0.3955,1.3878,0.7285,1.1092,1.0783,1.3561,0.8303,1.5137,0.7498,0.3677,0.2964,0.9969,1.4275,0.4312,0.9161,0.7346,0.9683,1.2497,0.3397,1.1941,0.791,1.2291,1.438,1.9943,0.8469,1.0539,0.4343,0.4765,1.4048,0.8071,0.1547,1.287,0.5159,0.9858,1.0912,0.7974,Control
A03,0.2314,1.6543,1.0811,0.141,0.5823,1.3086,0.9453,0.8473,0.3992,1.0437,1.5427,1.4646,1.3773,1.7022,1.2315,1.0217,1.082,0.3034,0.6617,1.1626,1.27,0.9313,1.331,0.4376,1.523,0.9727,0.7469,0.306,1.1403,1.1252,1.5291,1.4352,0.4344,0.9007,0.4839,0.6532,1.0625,-0.1338,0.4979,0.0493,1.5262,1.2015,0.7567,1.0422,1.1765,0.9945,0.436,1.9241,0.8614,1.1074,1.2335,1.425,1.1178,1.596,0.7276,0.7815,0.362,1.0375,1.8711,0.6357,1.1663,0.8248,1.1326,1.6195,0.5876,1.3245,1.1025,1.3928,1.6352,2.2105,1.2041,1.1618,0.6541,0.736,1.8125,0.962,0.0682,1.4658,0.6497,1.0272,1.4483,0.9429,Control
A04,0.3359,1.6552,0.9575,0.1176,0.5524,1.2529,1.0343,0.8986,0.3445,0.8648,1.3033,1.5568,1.4264,1.7796,1.3159,1.0421,1.0853,0.3551,0.6642,1.0896,1.0301,0.8544,1.5133,0.4022,1.6461,0.8769,0.6706,0.3401,0.9641,0.9539,1.5786,1.537,0.6836,0.7914,0.3429,0.7067,0.9396,-0.0411,0.4546,-0.1214,1.6338,1.1237,0.8629,1.1634,1.1422,1.039,0.5035,1.7093,1.0513,1.2468,1.1385,1.4263,1.0815,1.8307,0.6746,0.4096,0.6318,0.9473,1.722,0.5565,1.002,0.815,0.8927,1.4021,0.5708,1.1819,0.7454,1.6173,1.6835,2.1769,0.8613,1.2601,0.5483,0.4177,1.4775,0.7027,0.5311,1.6182,0.6527,1.1458,1.1423,0.9264,Control
A05,0.1989,1.5362,0.9629,0.1261,0.4805,1.2362,0.8331,0.6562,0.3276,0.7761,1.2392,1.4613,1.237,1.5919,1.1723,0.9492,1.0142,0.3344,0.7242,0.9489,0.9527,0.9395,1.1925,0.4556,1.4879,0.9133,0.5187,0.4074,0.9992,0.9084,1.5342,1.4223,0.5591,0.9208,0.3477,0.6239,0.8552,-0.0327,0.4457,0.0415,1.3085,1.0396,0.8018,0.9893,1.0955,0.963,0.3791,1.5395,0.9018,0.9868,1.2747,1.3263,0.9592,1.7119,0.6389,0.515,0.5381,0.9345,1.5533,0.4536,0.8915,0.8192,0.909,1.3124,0.5271,1.2714,0.9839,1.5379,1.4631,2.0209,1.0822,1.0743,0.5591,0.7516,1.8034,0.6995,0.4375,1.7265,0.5157,1.0637,1.1697,0.7614,Control
A06,0.2567,1.838,0.9941,0.032,0.5514,1.2717,0.8784,0.825,0.36,0.8886,1.4179,1.4881,1.326,1.6037,1.208,1.0365,1.2489,0.2268,0.6148,1.0742,1.1306,0.7754,1.3002,0.3352,1.6715,0.8563,0.6813,0.2569,1.1702,0.8047,1.5858,1.3474,0.5302,0.8636,0.3207,0.7448,1.1845,-0.0607,0.3647,-0.0754,1.4327,0.9895,0.8354,1.1222,1.1299,1.0161,0.4262,1.6532,0.8938,1.1464,1.2003,1.3341,1.0953,1.6856,0.759,0.6702,0.3805,0.9278,1.8458,0.4364,1.0174,0.8203,0.9997,1.4892,0.5339,1.1615,1.0005,1.4779,1.4594,2.0512,1.0685,1.1694,0.5282,0.8404,1.8565,0.9119,0.2668,1.6644,0.6414,1.082,1.1867,0.906,Control
A07,0.0376,1.6798,0.8426,0.0709,0.7171,1.1754,1.0124,0.7115,0.413,0.7162,1.2098,1.5383,1.1878,1.2722,1.1684,0.7534,0.7251,0.2026,0.5268,0.8756,0.8866,0.6706,1.0773,0.2387,1.3379,0.9211,0.402,0.1935,1.103,0.7232,1.4359,1.4628,0.5079,0.978,0.3746,0.5207,1.0186,-0.1209,0.3514,0.0078,1.374,0.9896,0.9269,0.8336,1.0084,0.693,0.2554,1.4356,0.8793,1.0996,1.3024,1.3497,0.9747,1.4896,0.5904,0.5274,0.4748,0.8426,1.5282,0.3184,0.8951,0.7541,0.8486,1.1343,0.4479,1.2974,0.6487,1.2623,1.4995,1.8233,0.8468,1.0032,0.4217,0.3722,1.6405,1.2612,0.2058,1.4203,0.6836,1.1782,0.9032,0.8594,Control
A08,0.0264,1.6802,0.84,0.0162,0.7762,1.0295,1.0587,0.7576,0.2879,0.8532,1.2717,1.3416,1.3104,1.313,1.0812,0.7647,0.9614,0.186,0.5353,1.1117,0.8562,0.5709,1.4532,0.3118,1.5648,0.7799,0.4757,0.1725,1.0307,0.9024,1.2863,1.3732,0.3714,0.8865,0.2998,0.7097,0.9308,-0.0678,0.3239,0.1276,1.3828,0.9212,0.8068,1.0145,1.0609,0.8992,0.3983,1.4382,0.81,1.1312,1.2423,1.206,0.7558,1.5577,0.6276,0.6,0.3604,0.8402,1.5409,0.4499,0.9114,0.6025,0.8747,1.4015,0.3527,1.2397,0.8423,1.3901,1.5088,1.9915,0.9504,1.0655,0.5092,0.2745,1.3143,0.8665,0.0317,1.3258,0.483,1.1386,1.0076,0.8203,Control
A09,0.1468,1.7185,0.7982,0.1026,0.5756,1.1726,0.8716,0.6253,0.3185,0.6959,1.2719,1.4601,1.1023,1.315,1.0494,0.83,0.9614,0.2749,0.6402,0.961,0.8955,0.681,1.2787,0.2211,1.5373,0.8579,0.3883,0.2115,0.9314,0.9739,1.4157,1.2647,0.5567,0.7691,0.2622,0.47,0.9627,-0.0908,0.3871,-0.0346,1.2496,0.9901,0.7738,0.9866,1.0551,0.9432,0.2894,1.5088,0.9541,0.8149,1.2347,1.3403,0.8742,1.6021,0.6847,0.4546,0.3498,0.9324,1.6834,0.1592,0.841,0.6679,0.8068,1.3159,0.4031,1.1398,0.8004,1.5067,1.3762,2.0887,0.9751,1.0757,0.3534,0.5767,1.5095,0.7941,0.1902,1.4685,0.4637,1.1502,0.8048,0.7071,Control
A10,0.1453,1.4834,0.862,0.1563,0.695,1.1432,0.919,0.6761,0.383,0.6632,1.2683,1.5709,1.1291,1.3823,1.0409,0.7604,0.8962,0.1975,0.5679,0.8593,0.8608,0.6621,1.2438,0.2577,1.4002,0.9118,0.463,0.2389,0.975,0.7975,1.4735,1.1858,0.5445,0.7166,0.3893,0.582,1.0258,-0.033,0.3364,0.0738,1.2527,0.9149,0.8181,0.8907,1.014,0.712,0.2672,1.417,0.7805,0.9653,1.3364,1.0289,1.0001,1.5224,0.6973,0.4896,0.4258,0.8558,1.4331,0.2857,0.7518,0.6926,0.8928,1.1504,0.4362,1.2013,0.7263,1.4248,1.2819,1.8171,0.8291,0.9976,0.2705,0.499,1.5469,0.7931,0.4322,1.3045,0.5659,1.1492,0.9401,0.8076,Control
