@relation data

@attribute id string
@attribute 11224 numeric
@attribute 9349 numeric
@attribute 6122 numeric
@attribute 6123 numeric
@attribute 6160 numeric
@attribute 6124 numeric
@attribute 6125 numeric
@attribute 6161 numeric
@attribute 6204 numeric
@attribute 6164 numeric
@attribute 6205 numeric
@attribute 6206 numeric
@attribute 6165 numeric
@attribute 6207 numeric
@attribute 6168 numeric
@attribute 6208 numeric
@attribute 6167 numeric
@attribute 6209 numeric
@attribute 6169 numeric
@attribute 9045 numeric
@attribute 6210 numeric
@attribute 2197 numeric
@attribute 3921 numeric
@attribute 6155 numeric
@attribute 6217 numeric
@attribute 6154 numeric
@attribute 6152 numeric
@attribute 6159 numeric
@attribute 6158 numeric
@attribute 6157 numeric
@attribute 7311 numeric
@attribute 6156 numeric
@attribute 25873 numeric
@attribute 6224 numeric
@attribute 6223 numeric
@attribute 6222 numeric
@attribute 6191 numeric
@attribute 6192 numeric
@attribute 6193 numeric
@attribute 51121 numeric
@attribute 6194 numeric
@attribute 6181 numeric
@attribute 6146 numeric
@attribute 6147 numeric
@attribute 6141 numeric
@attribute 6142 numeric
@attribute 6143 numeric
@attribute 6144 numeric
@attribute 4736 numeric
@attribute 6189 numeric
@attribute 5611 numeric
@attribute 6188 numeric
@attribute 6187 numeric
@attribute 6138 numeric
@attribute 6173 numeric
@attribute 6136 numeric
@attribute 6137 numeric
@attribute 6171 numeric
@attribute 6134 numeric
@attribute 6170 numeric
@attribute 6135 numeric
@attribute 6132 numeric
@attribute 23521 numeric
@attribute 6133 numeric
@attribute 6130 numeric
@attribute 2926 numeric
@attribute 6231 numeric
@attribute 6232 numeric
@attribute 6230 numeric
@attribute 6235 numeric
@attribute 6176 numeric
@attribute 6175 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 6203 numeric
@attribute 6229 numeric
@attribute 6202 numeric
@attribute 6228 numeric
@attribute 6201 numeric
@attribute 6227 numeric
@attribute 6129 numeric
@attribute 6128 numeric
@attribute Class {Control,BRCACancer}

@data
A11,0.0043,1.7042,0.7381,0.0292,0.466,0.8663,0.5476,0.38,0.1278,0.6002,1.2785,0.9636,0.8164,0.9723,0.9284,0.5418,0.6643,0.1696,0.4595,0.7117,0.6094,0.4677,0.5838,0.1331,1.3743,0.8187,0.4014,0.0242,0.6419,0.7722,1.3374,1.1392,0.4275,0.6846,0.2874,0.2971,0.8326,0.0261,0.2965,-0.125,1.2154,0.9513,0.4972,0.9153,0.9978,0.5537,0.1031,1.2473,0.5842,0.5973,1.103,1.284,0.7715,1.2422,0.5557,0.3345,0.3757,0.7499,1.4436,0.4362,0.708,0.6517,0.686,0.8832,0.3259,0.8886,0.9072,1.0817,1.1591,1.8079,0.778,0.9688,0.2755,0.4923,1.5058,0.6572,0.1149,1.0545,0.4023,0.9845,0.7072,0.5815,Control
A12,0.0727,1.4083,0.4464,0.1186,0.4068,0.8778,0.4916,0.5908,0.2388,0.4489,1.029,1.1446,1.0509,1.1283,0.8001,0.6457,0.7725,0.1006,0.3137,1.1392,0.516,0.4066,0.9727,0.1076,1.4862,0.584,0.206,0.0404,0.9068,0.5077,1.2426,0.7,0.2212,0.4498,0.0101,0.4462,0.7601,-0.183,0.3417,0.0192,1.0464,0.6621,0.7013,0.693,0.9781,0.6386,0.1873,0.7452,0.5305,0.7156,0.8933,0.942,0.5735,1.6499,0.3646,0.2982,0.0868,0.5763,1.1944,0.1233,0.766,0.5773,0.284,0.8219,0.0707,1.0534,0.7633,1.1771,1.0675,1.4458,0.5867,0.6345,0.1927,0.4233,0.8431,0.6644,0.1448,1.41,0.3821,1.041,0.6555,0.3756,Control
B01,0.111,2.1048,0.9523,-0.1626,0.803,1.1448,1.4425,1.2079,0.4559,1.1953,1.4746,1.9403,1.6889,1.6108,1.4005,0.97,1.2266,0.0605,0.7947,1.3033,1.3312,0.4434,1.6123,0.4694,1.5157,0.7583,0.7933,0.334,1.2022,0.9404,1.3503,1.9015,0.0917,1.0275,0.3147,0.8938,1.4227,-0.1926,0.4278,-0.1918,1.8482,0.9602,1.0711,1.1472,1.0562,1.134,0.6268,2.0954,0.8532,1.2795,1.094,1.3594,0.9557,1.732,1.2667,0.6994,0.2342,0.916,1.8529,0.4633,1.5423,0.6684,0.7723,1.6566,0.379,1.3727,0.8668,1.3917,1.9202,2.0307,1.4607,1.2271,0.6823,0.4622,1.5654,1.3728,-0.0977,1.5046,0.835,1.0046,1.6608,1.2734,Control
B02,0.3113,2.1722,1.2378,0.077,0.7456,1.3227,1.5588,1.2185,0.6257,1.2967,1.6475,2.0428,1.7772,1.9998,1.5309,1.2919,1.3065,0.4268,1.0284,1.4578,1.3547,1.0378,1.655,0.6239,1.613,1.0315,0.908,0.3894,1.3598,1.0769,1.7304,1.9253,0.6101,1.1192,0.482,0.8254,1.3744,-0.0722,0.5392,-0.048,1.8514,1.2224,1.0124,1.2055,1.3716,1.2297,0.6345,2.1349,1.3019,1.5079,1.124,1.8239,1.3483,1.9869,1.1813,0.8215,0.5813,1.1224,2.1083,0.4607,1.4594,1.05,1.0906,1.7804,0.6927,1.447,0.9873,1.9264,2.0498,2.223,1.4868,1.3914,0.6368,0.8317,1.9748,1.2735,0.491,1.8273,0.8632,1.2912,1.4956,1.3063,Control
B03,0.2117,2.1521,1.0708,0.0317,0.7279,1.2704,1.4016,1.1565,0.5238,1.21,1.418,1.9007,1.6585,1.8482,1.4527,1.0626,1.3935,0.2984,0.8358,1.366,1.2905,0.7541,1.7563,0.485,1.6834,1.0154,0.8595,0.3615,1.146,1.045,1.4746,1.8237,0.3014,1.0147,0.3651,0.815,1.2789,-0.1014,0.4223,-0.1609,1.7607,1.1899,1.017,1.2277,1.181,1.1982,0.5552,2.0578,0.9974,1.331,1.1204,1.6604,1.1543,1.8239,1.1576,0.7254,0.4649,1.0073,1.9872,0.5351,1.4077,0.9287,0.9776,1.7073,0.5145,1.4563,0.9479,1.6043,1.8371,2.2384,1.3203,1.3415,0.5819,0.7751,1.7895,1.2803,0.2208,1.8384,0.8593,1.1244,1.6212,1.2294,BRCACancer
B04,0.0709,1.5148,0.6464,0.0052,0.6355,0.817,0.9436,0.5101,0.299,0.7115,1.2271,1.2058,1.2485,1.1684,1.0907,0.708,0.8013,0.2122,0.4042,0.8622,0.8164,0.2729,1.2746,0.2948,1.1651,0.6331,0.444,0.2049,0.927,0.6615,1.1158,1.2171,0.2785,0.59,0.2647,0.6018,0.9289,-0.095,0.2859,-0.0654,1.1061,0.9262,0.7101,0.9245,0.8658,0.7878,0.3003,1.198,0.7472,1.0961,1.158,1.1142,0.711,1.4257,0.6298,0.341,0.1547,0.7255,1.2131,0.2667,0.9238,0.6141,0.753,1.0908,0.2252,1.1348,0.6603,0.9407,1.3128,1.6918,0.8365,0.8922,0.4519,0.2983,1.2044,0.8775,0.188,1.088,0.5413,0.8247,0.9381,0.7658,BRCACancer
B05,0.0966,1.8349,0.8327,0.0191,0.5707,0.941,0.9963,0.7274,0.4261,0.7641,1.2992,1.4335,1.4281,1.4189,1.0791,0.7344,0.9149,0.2027,0.6847,1.1125,1.082,0.6351,1.3204,0.2375,1.7389,0.8888,0.6288,0.1409,1.2633,0.7639,1.3791,1.252,0.4736,0.483,0.3179,0.7283,1.1261,-0.0458,0.3911,-0.1595,1.3502,1.0643,0.8172,0.9671,1.1031,0.8047,0.4598,1.6419,0.8406,1.1438,1.0395,1.4989,0.847,1.5761,1.0627,0.4956,0.3089,0.7775,1.6568,0.4153,1.0863,0.7639,0.7021,1.2908,0.4154,1.2157,0.8358,1.3057,1.7032,1.9098,1.0075,1.071,0.3407,0.4762,1.4721,0.8359,0.1745,1.0925,0.8856,1.3434,0.9937,0.87,BRCACancer
B06,-0.1358,1.5414,0.7242,-0.2909,0.4758,0.8954,0.8723,0.7225,0.1923,0.7815,1.0847,1.4094,1.2434,1.1943,1.1351,0.5931,0.9773,-0.0668,0.3177,0.8089,0.9044,0.0911,1.1053,0.1357,0.895,0.6601,0.4837,-0.051,0.7545,0.5125,0.895,1.3519,-0.2316,0.6239,0.099,0.5059,0.9202,-0.2953,0.0885,-0.0692,1.1894,0.818,0.7354,0.6703,0.8202,0.6544,0.3478,1.5444,0.45,0.7992,0.8616,1.0517,0.5069,1.4111,1.0084,0.1089,-0.0951,0.6624,1.5758,0.2755,1.1631,0.5134,0.6541,1.2572,0.1724,1.0892,0.9664,0.9885,1.5712,1.743,0.8249,0.9085,0.2477,0.1787,1.2541,0.9224,-0.0653,1.0309,0.4741,0.5807,1.2187,0.7278,BRCACancer
B07,0.2479,1.7992,1.1223,0.1099,0.7851,1.2657,1.3755,0.9781,0.3217,0.9411,1.5282,1.8403,1.568,1.7628,1.3737,0.9484,1.3038,0.3508,0.7602,1.2074,1.215,0.7672,1.5365,0.4232,1.4389,1.0801,0.84,0.4129,1.2655,1.0079,1.4219,1.6004,0.4408,1.0178,0.3987,0.8407,1.1369,-0.0708,0.443,-0.0943,1.6251,1.1973,1.0876,1.2492,1.1755,1.1106,0.5954,1.8805,1.0644,1.3655,1.126,1.5554,1.172,1.8122,1.0156,0.7112,0.48,1.0186,1.8577,0.5833,1.1752,0.9552,1.4132,1.697,0.618,1.4746,0.8217,1.6784,1.8215,2.2551,1.1779,1.2654,0.6401,0.7042,1.6906,1.1747,0.2808,1.7497,0.76,1.0998,1.4512,1.1379,BRCACancer
B08,0.1764,1.7203,0.9462,0.0968,0.569,1.0587,0.899,0.6455,0.2936,0.6351,1.1957,1.459,0.9848,1.1584,1.1433,0.6998,0.7407,0.2246,0.6583,0.7963,0.8846,0.4912,0.9137,0.2626,1.3422,0.9172,0.4394,0.1098,0.9414,0.7521,1.5284,1.3538,0.603,0.764,0.3609,0.5249,0.9884,-0.0191,0.392,-0.1068,1.3723,1.1239,0.7699,0.8468,0.9908,0.7025,0.3383,1.3519,0.8654,0.7545,1.1975,1.2453,1.0425,1.4665,0.7301,0.4963,0.5128,0.8666,1.4354,0.3564,0.8336,0.7883,0.7324,1.0952,0.4196,1.209,0.9366,1.0812,1.4224,1.7954,1.0818,0.9804,0.2795,0.5133,1.4011,1.1481,0.1806,1.2634,0.5391,1.0959,0.9907,0.86,Control
B09,0.1092,1.6409,0.9284,0.0771,0.4744,1.0301,0.9792,0.7265,0.2221,0.9229,1.2837,1.195,1.3417,1.4034,0.9461,0.6851,0.7243,0.246,0.5932,1.1651,0.9846,0.6166,1.3016,0.3356,1.185,0.8218,0.5963,0.2561,0.6942,0.8551,0.9538,1.5477,0.2203,0.7263,0.3159,0.5994,0.8732,-0.0819,0.3764,-0.0841,1.494,1.1146,0.6759,1.129,0.8606,0.9064,0.4512,1.6943,0.8957,1.1872,1.1796,1.3322,0.8448,1.4403,0.7963,0.28,0.3974,0.8619,1.7356,0.6012,1.0641,0.6813,0.8474,1.3919,0.5257,0.983,1.0589,1.3086,1.6184,1.9348,0.9657,1.1342,0.6564,0.3693,1.5771,0.907,0.0044,1.1761,0.5942,0.7704,1.1558,0.8696,Control
B10,0.0061,1.4099,0.5724,0.0754,0.3588,0.7977,0.7371,0.3406,0.1835,0.4228,0.9288,0.9967,1.0379,1.0105,0.8983,0.4831,0.4371,0.1592,0.2674,0.8157,0.4159,0.3582,0.815,0.1075,1.136,0.7494,0.3104,-0.0036,0.7231,0.5187,1.1884,1.1217,0.2426,0.5813,0.1635,0.314,0.5557,-0.0852,0.2322,-0.105,1.0629,1.0248,0.753,0.4583,0.7877,0.2359,0.1114,1.0068,0.4331,0.8944,1.0403,1.1086,0.6639,1.2797,0.3146,0.212,0.1017,0.7305,1.1948,0.3809,0.7187,0.4733,0.3704,0.8099,0.2147,1.0972,0.291,0.931,1.1809,1.2355,0.5963,0.7638,0.2442,0.0666,1.3986,0.6995,0.221,1.2426,0.2898,0.8794,0.4651,0.5106,Control
B11,0.0614,1.5996,0.6292,0.1786,0.4972,1.1247,0.6394,0.6917,0.3437,0.5152,1.0796,1.4148,1.2797,0.9956,1.0911,0.6611,0.7257,0.2127,0.5627,1.3186,0.6032,0.4512,1.1906,0.2455,1.8063,0.978,0.3213,0.0319,1.2165,0.5882,1.4149,1.0251,0.5245,0.7325,0.2545,0.388,0.8439,0.0284,0.2232,-0.1487,1.1007,1.0202,1.1949,0.7661,0.9559,0.8042,0.2349,1.033,0.8675,0.7605,1.1051,1.1874,0.8567,1.5252,0.5716,0.4937,0.2904,0.7675,1.2059,0.3036,0.8014,0.7278,0.576,0.7987,0.3616,1.2753,0.6438,1.0886,1.0915,1.7167,0.9331,0.8491,0.4428,0.4265,1.5089,0.8416,0.3138,1.2593,0.6059,1.5272,0.7544,0.5874,Control
B12,-0.0184,1.3983,0.5587,0.0591,0.4417,0.4621,0.6722,0.3838,0.1773,0.4478,0.7907,0.8509,1.0203,1.0177,0.786,0.5503,0.6745,0.123,0.4025,0.7422,0.4945,0.2058,1.0676,0.2708,0.8447,0.7747,0.3473,0.0567,0.5784,0.5799,0.9068,0.8989,0.0695,0.4292,0.1371,0.3787,0.512,-0.0816,0.1372,-0.1146,0.9626,1.0088,0.672,0.8381,0.7969,0.8539,0.1733,1.0497,0.5305,1.2005,0.6727,1.1037,0.5271,1.2001,0.4403,0.1739,0.0545,0.7657,1.1819,0.2113,0.735,0.5713,0.5417,0.9359,0.2769,0.6706,0.5714,0.7391,1.4033,1.6228,0.5997,0.8146,0.0947,0.1249,1.0915,0.5421,0.0786,0.6774,0.3623,0.5497,0.7218,0.4688,Control
C01,0.0932,1.4065,0.89,0.0616,0.5939,0.922,0.8978,0.6746,0.3358,0.6066,1.2083,1.194,1.0922,1.2992,1.111,0.6351,0.8402,0.2381,0.6256,0.7648,0.8675,0.566,1.1268,0.3232,1.1526,0.7864,0.4727,0.1699,1.091,0.7642,1.3118,1.2504,0.3302,0.6401,0.44,0.4758,0.9954,-0.158,0.4522,0.0032,1.1856,0.8351,0.6927,0.7151,0.9794,0.9329,0.3431,1.3807,0.8043,1.0104,1.2731,1.2986,0.9207,1.2556,0.5058,0.5618,0.2784,0.7949,1.5567,0.3055,0.9011,0.7577,0.8142,1.0304,0.3403,1.0808,0.7759,1.0081,1.3305,1.7496,1.1227,0.9425,0.2761,0.4598,1.4708,1.0249,0.2711,1.2713,0.4949,1.021,0.7315,0.807,BRCACancer
C02,0.1273,1.456,0.9218,0.1401,0.511,1.1634,0.9451,0.6952,0.3065,0.6438,1.1562,1.3288,1.1641,1.3913,1.1455,0.725,0.8932,0.3364,0.4392,0.959,0.7433,0.7284,1.1764,0.2772,1.1507,0.8512,0.4707,0.4038,0.9491,0.8091,1.461,1.1623,0.485,0.8357,0.3277,0.4977,0.8591,-0.0906,0.3499,0.0731,1.2329,1.0433,0.9171,0.808,1.048,0.9117,0.3191,1.4368,0.9478,0.9578,1.0767,1.2481,0.7763,1.4974,0.6494,0.5421,0.505,0.7652,1.4005,0.3274,0.692,0.7732,0.8636,1.073,0.3641,1.1767,0.6285,1.4378,1.4022,1.8715,1.0036,1.041,0.3293,0.42,1.1919,0.8877,0.427,1.7494,0.4255,1.138,0.7145,0.7861,BRCACancer
C03,0.3379,1.407,1.1888,0.1196,0.6423,1.1369,1.123,0.7606,0.4464,0.8034,1.5015,1.5168,1.217,1.4363,1.1643,0.9313,1.0298,0.352,0.6014,0.7864,0.9563,0.8614,1.349,0.3813,1.2264,0.9922,0.5842,0.2978,1.1725,0.9201,1.4259,1.3861,0.5881,0.7789,0.4499,0.6276,1.0157,-0.0753,0.4642,0.2205,1.4167,1.0627,0.8144,0.8893,0.9648,0.9886,0.4164,1.4854,1.0378,1.1604,1.1043,1.4421,1.1967,1.5305,0.7163,0.84,0.5747,0.8391,1.7847,0.4582,0.9391,0.9858,1.21,1.325,0.4839,1.2139,0.9278,1.2961,1.5005,1.9003,1.0462,1.1989,0.5166,0.6453,1.6095,0.9257,0.4928,1.3902,0.6527,0.9817,1.0976,0.8882,BRCACancer
C04,0.1619,1.3758,0.6764,0.244,0.262,1.037,0.5187,0.372,0.21,0.5368,0.8915,0.5986,0.8962,1.1266,0.7632,0.455,0.4351,0.2806,0.4492,0.7031,0.7525,0.7178,0.3942,0.1928,1.1047,0.8518,0.4388,0.0625,0.8497,0.719,1.4269,0.9548,0.6214,0.4912,0.247,0.2274,0.6685,-0.0502,0.2535,-0.2994,1.2864,1.2202,0.3074,0.7969,1.1086,0.9616,0.3958,1.2728,0.8274,0.8231,0.8398,1.3132,1.0481,1.0131,0.288,0.1496,0.4805,0.66,1.2045,0.4599,0.7321,0.701,0.7229,1.0363,0.4977,0.6543,0.9883,0.9367,1.4453,1.6184,0.6347,1.0128,0.2687,0.1729,1.1621,0.5782,0.2934,0.9542,0.4016,0.8182,0.889,0.5333,Control
C05,0.1069,1.3595,0.623,0.2032,0.3493,1.0017,0.4797,0.375,0.2596,0.3761,0.7096,0.8097,0.9192,0.9909,0.7003,0.591,0.4809,0.1482,0.3914,0.5062,0.4304,0.3881,0.6212,0.1594,1.1055,0.5854,0.1707,0.0498,0.8295,0.4215,1.3078,0.8565,0.4992,0.3848,0.1701,0.2995,0.4769,-0.0821,0.3346,0.0843,1.057,1.05,0.4375,0.4779,1.0679,0.684,0.1759,0.6778,0.6938,0.7698,0.7703,1.0568,0.6935,0.9879,0.3725,0.2279,0.3892,0.6633,0.5525,0.3731,0.6365,0.6117,0.4556,0.6389,0.2048,0.7689,0.4524,0.6788,1.2441,1.2945,0.5555,0.8506,0.1476,0.2611,1.0013,0.5786,0.1844,1.1264,0.272,1.0744,0.3956,0.4157,BRCACancer
