@relation data

@attribute id string
@attribute 1605 numeric
@attribute 2776 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 427 numeric
@attribute 820 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,2.1012469530,0.4478188096,-0.1293306193,0.2261771529,1.0762697189,-0.0440734956,BRCA
GSM481003,2.1810374294,0.2624370770,0.0338865851,0.4201759797,1.0138575851,-0.0178750042,BRCA
GSM481004,1.8448974701,0.3193705141,-0.0419787427,0.3180465820,1.1264004755,-0.0908300334,BRCA
GSM481005,2.0004497065,0.5904648845,-0.0519779607,0.2379353644,1.3082428081,-0.0641352383,BRCA
GSM481006,2.6187914119,0.6643883944,-0.0141382783,0.3690371224,1.3912580079,-0.1113843429,BRCA
GSM481007,2.1547419884,0.3499374598,-0.0072757175,0.3642216310,1.3814983726,-0.0848310849,BRCA
GSM481008,1.4691905651,0.3171693577,0.5410928559,0.2433467312,0.6375229665,-0.0080047101,Control
GSM481009,1.8982037499,0.4197121219,-0.3047715771,0.1808651949,1.0948197509,-0.1449772045,Control
GSM481010,1.8748446774,0.6331500416,-0.0004248777,0.2332556662,1.2822675097,-0.1161107920,Control
GSM481011,1.8327166929,0.2530173084,-0.0414790146,0.3065849569,0.9585376115,-0.0817198325,Control
GSM481012,1.6092793329,0.4109057278,0.0012725160,0.2918436259,1.2103810194,-0.0495107271,Control
GSM481013,1.5722395918,0.2674850104,0.7044898755,0.2631436706,0.6245082392,-0.0594925211,Control
GSM481014,1.5791289877,0.4187796614,0.4712427798,0.2382434340,2.1338166893,-0.0408421514,BRCA
GSM481015,2.1366495525,0.4045521151,0.0969134234,0.2448081960,0.9544338975,-0.0482905281,BRCA
GSM481016,1.8928743461,0.5248303094,0.0714942896,0.1692126673,0.9863731812,-0.1371106645,BRCA
GSM481017,1.7225780032,0.7364961723,-0.0783756888,0.1117641785,1.7647682857,-0.0970055806,BRCA
GSM481018,2.1802173010,0.4016638539,-0.1508778436,0.4094026910,1.1460381662,-0.0381653282,BRCA
GSM481019,1.8113891902,0.5944219031,0.0694045900,0.2468751767,1.3431793081,-0.1138126416,BRCA
