@relation data

@attribute 1806 numeric
@attribute 1807 numeric
@attribute 5167 numeric
@attribute 5169 numeric
@attribute 51733 numeric
@attribute 53354 numeric
@attribute 55229 numeric
@attribute 586 numeric
@attribute 587 numeric
@attribute 60490 numeric
@attribute 60496 numeric
@attribute 79646 numeric
@attribute 79717 numeric
@attribute 80025 numeric
@attribute 80347 numeric
@attribute 8875 numeric
@attribute 8876 numeric
@attribute Class {Control,BRCA}

@data
7.836115267,5.37209128,7.490030794,6.60674248,5.599623716,6.54308138267,7.530701137,7.472185401,9.91920268,6.076287179,8.7815539935,6.986101214,9.642928473,8.13764138667,9.8620552715,5.69048849033,6.141397664,Control
7.995118605,5.827572151,7.368334299,6.546165695,5.737356364,5.923114472,7.855929176,6.720419132,9.955032716,5.874189107,8.513798179,6.814746271,9.7081750635,7.89384099633,10.128928281,5.79681088767,6.128721931,BRCA
7.803939173,5.602001935,6.928136739,5.879712657,5.144669712,6.462974701,7.500047382,6.095402957,10.49748292,5.84800395,8.7760236225,7.634903824,9.8063503225,7.84566876333,10.5420491125,5.6097202,5.784511344,BRCA
6.787808308,5.919585149,8.096110446,6.082580853,5.077041333,6.35063514867,7.649940756,5.68566776,10.20922218,6.090118375,7.465652409,7.918835106,9.653226167,7.89895777933,10.7070374925,5.55645834667,5.611623335,Control
8.132321229,5.716724307,7.431708874,6.381807349,4.993460669,5.69813852267,7.00660975,5.794033208,10.31437963,5.947964885,8.7566891905,7.442987284,10.312529967,8.08417923167,10.741283937,5.68283189333,7.250253703,BRCA
8.462462524,4.769786816,7.628830314,7.581447523,5.342529189,6.279395827,7.634849385,8.723132848,10.07257517,5.649048651,9.2853179235,7.408714249,9.616437592,8.03580784133,10.493392791,6.03755915633,6.521290766,BRCA
6.194663913,5.401230463,9.050175926,5.810964386,5.263890047,6.64307678233,7.213398623,5.472984221,9.532322378,5.273339877,7.448218188,7.623042188,9.60006278,7.98216989567,10.5351152325,5.49687554167,6.497057936,BRCA
8.048801705,5.30196368,7.030118435,6.789080796,5.032113243,6.63089707733,7.876825596,7.279381043,10.47836545,6.24289363,9.226404728,7.200067621,9.8637739325,8.433800095,10.200511827,6.25607467033,6.834601013,Control
7.880044356,6.134432096,7.335080175,6.456646518,5.349622922,6.837751553,7.377494973,5.853628472,10.4353997,5.872096916,9.18438919,7.540420859,10.001597342,8.13958872633,10.8494815595,5.641716043,6.011904408,BRCA
7.463240557,5.846751073,8.305344864,5.738505243,6.304287999,6.81354169967,7.680959203,6.390302791,10.12499078,6.362956922,8.3555083,7.500445806,10.0486919695,8.09011954333,10.7710819545,5.93854532633,6.43346495,BRCA
7.868546526,7.038208781,7.339184439,7.468178286,5.194964872,6.051367867,8.398680773,7.797857857,10.50042393,5.820888166,8.078471345,6.964055261,9.8981471455,8.22585239667,10.96200609,6.09011715933,6.600809135,BRCA
7.660194049,6.236976265,6.979742782,9.715018666,5.802588255,6.36236707467,7.191555557,6.719187291,9.93067493,5.639963781,9.1114672685,7.613994069,10.215006051,8.445055861,10.397117471,5.909551084,6.098459168,Control
8.036037752,5.605339686,7.062211113,7.140602614,5.848755155,6.32061619833,7.717524135,6.846528182,9.886123752,5.784118687,8.724579395,7.126500894,9.91931203,8.437639664,10.161807824,5.91161280667,6.55167414,Control
6.259560267,6.239651629,6.5826355,7.237642883,5.776637824,6.76955102733,8.317549556,6.468180577,10.63394452,5.757697518,7.787107336,7.390773267,8.845554032,8.29736287233,10.5412201785,5.93444545433,6.073504957,BRCA
6.509304419,6.928551315,7.100770405,8.852288487,5.388199225,7.14564004,8.364332902,8.471269907,10.81555564,5.673988298,8.0861848335,7.550383421,8.541200674,8.42316064167,10.8192643215,5.92640930433,6.577055359,BRCA
6.296921367,6.571453551,6.862516869,8.845945624,5.713016126,6.61233367433,8.311295486,6.510254338,10.79075191,5.923274739,7.902607137,7.327734794,8.7067270515,8.47158484133,10.5894145495,5.77975263767,5.915886099,BRCA
5.915766617,6.536756683,6.707155915,7.511675823,5.836183727,6.54193414267,8.35012274,6.11956952,11.09339134,6.30866269,7.8357577825,7.531403149,8.991823331,8.11103921533,10.5127468455,5.74440183233,6.128257952,BRCA
6.249071368,7.22195228,6.712049318,7.126294382,5.807812937,7.03141821067,8.593018612,7.171930168,11.11942121,6.354474751,7.92181794,8.058060912,9.175470815,8.209049713,10.690000772,5.76429013367,5.882711056,BRCA
5.89561239,7.079274431,6.707224951,7.129414721,5.471521792,6.57734567133,8.661868152,6.738163632,11.31587145,6.36737598,8.086046283,7.647208586,9.2046709795,8.400468271,10.5857562085,5.52933325833,5.739045575,BRCA
6.472573571,7.353634535,7.53871493,9.133489757,5.980260273,6.16139176633,8.168184609,6.182896477,11.11336307,5.616777635,7.471818623,8.38999815,8.710388742,6.970835585,8.75571661,5.57010365633,8.028722636,BRCA
