@relation data

@attribute 6655 numeric
@attribute 5063 numeric
@attribute 5894 numeric
@attribute 9459 numeric
@attribute 6464 numeric
@attribute 3680 numeric
@attribute 7791 numeric
@attribute 5062 numeric
@attribute 7454 numeric
@attribute 10298 numeric
@attribute 6416 numeric
@attribute 3676 numeric
@attribute 3675 numeric
@attribute 3679 numeric
@attribute 3678 numeric
@attribute 22801 numeric
@attribute 87 numeric
@attribute 2048 numeric
@attribute 5601 numeric
@attribute 6093 numeric
@attribute 5602 numeric
@attribute 5747 numeric
@attribute 673 numeric
@attribute 8874 numeric
@attribute 5609 numeric
@attribute 85366 numeric
@attribute 23542 numeric
@attribute 4296 numeric
@attribute 7408 numeric
@attribute 25 numeric
@attribute 3611 numeric
@attribute 5034 numeric
@attribute 23162 numeric
@attribute 207 numeric
@attribute 1793 numeric
@attribute 208 numeric
@attribute 2886 numeric
@attribute 10000 numeric
@attribute 23452 numeric
@attribute 10097 numeric
@attribute 10096 numeric
@attribute 2885 numeric
@attribute 2909 numeric
@attribute 5313 numeric
@attribute 56924 numeric
@attribute 83660 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute 6010 numeric
@attribute 8515 numeric
@attribute 1434 numeric
@attribute 5599 numeric
@attribute 8516 numeric
@attribute 1029 numeric
@attribute 23421 numeric
@attribute 4638 numeric
@attribute 22808 numeric
@attribute 9479 numeric
@attribute 3655 numeric
@attribute 9475 numeric
@attribute 57144 numeric
@attribute 5728 numeric
@attribute 6714 numeric
@attribute 3673 numeric
@attribute 3672 numeric
@attribute 5898 numeric
@attribute 9564 numeric
@attribute 5058 numeric
@attribute 857 numeric
@attribute 54386 numeric
@attribute 5290 numeric
@attribute 1398 numeric
@attribute 5291 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 7094 numeric
@attribute 2534 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
7.867620258,6.572931815,10.11570732,12.79680929,9.15105029633,7.258945501,11.191928865,8.225782395,9.100426551,6.78184004567,8.585478725,6.297013109,8.1217165825,8.552305136,10.57663577,7.6918007385,13.43392773,6.0460148965,7.621649748,8.331209336,6.7523535558,9.55016911,6.513534664,7.11874968225,7.887344199,6.059945345,5.272687206,9.485326755,6.6644604375,8.477645733,8.706811056,12.49390804,7.6558645925,9.746089281,10.5046306,7.466690585,6.82020416933,6.02664600925,12.78312415,12.46600514,7.791685689,9.4954151895,6.0243245845,5.3128980706,7.228436626,10.97724076,8.001564595,8.27215776867,5.316518,8.623754517,9.911152085,5.939777752,6.8307089,6.348705253,6.287348197,9.50331156833,10.44344636,6.622019321,6.43230933033,12.232557025,6.06101575,10.48283344,6.75911734333,9.689124896,9.101017795,12.06834846,8.887952536,9.037678125,13.206076235,11.4675955,6.685313404,10.9291550067,7.339184439,7.6745180755,10.98014335,10.9484368,9.2289642325,7.16387589625,Control
7.609956448,5.989031828,10.34726733,11.91536041,8.42779587067,6.080290574,11.42208428,8.658878356,9.110745023,6.96341635667,8.106593131,6.043635001,7.940840191,7.581447523,10.55403266,7.7559931985,13.88775422,6.1752464015,7.563421716,8.399610251,6.347242776,9.45642471,5.99820185,6.81468351325,7.798165773,5.301232095,5.30256690525,9.912253574,6.203672825,8.14341671633,8.56643237367,12.62461163,7.835585289,9.68028616833,10.28052173,6.43012268,7.70625733267,5.94776533325,11.90810746,12.72627038,7.92222926,9.5539178325,6.0833748875,5.0997063766,7.918686056,9.944910089,7.481398095,7.85669691467,4.435394156,9.079385528,9.71610981,5.0886580415,6.827314517,5.79053164567,7.914536308,9.09094023867,9.044941259,6.94063991,6.371338954,12.3160764435,5.9152182985,10.32512022,6.586005659,10.4246495,7.86511636,11.8054921,8.931846371,9.447476465,12.113213965,11.4871292,7.098719371,10.8430461553,6.741201091,7.862876923,10.64134532,10.35004996,8.8907159655,7.17118701125,BRCA
7.575257723,6.451215749,10.45388564,12.27822446,8.45925672733,6.590104667,11.244830345,7.83784169,9.515168153,7.053848853,8.6701660175,6.268430299,7.980807774,6.124127129,9.18625115,7.826627437,13.69550076,5.6572200255,7.8060539105,7.854652002,5.84197348,8.9981409465,6.84843868,6.9184467285,8.166013814,5.641120592,5.74908091175,9.785984134,6.7713309535,7.833762168,8.49808310333,12.95796723,7.720110902,9.69256516467,10.79412363,6.416760061,8.21755960667,5.52044016575,10.69913019,12.35101106,7.849031477,9.480270588,6.0641228325,5.105550821,8.388922588,10.06018966,7.228580927,8.11094053067,5.186670157,10.05466574,10.1435115857,5.6701097255,5.651633855,5.34429371167,7.705772546,9.01551201767,9.482556459,7.466547848,6.561221976,11.8573344895,6.471963415,10.4297627,7.22912163867,10.6672848,7.148936963,12.13502955,9.151968584,9.822754492,10.5864353725,11.40579844,6.212526175,10.353336411,6.813047234,7.7021225845,10.4984955,10.20981921,8.275073194,7.03238297825,BRCA
6.838009842,6.212477538,10.09500831,12.44726543,7.73867912133,6.976424143,11.636599335,7.70770520067,9.057775928,7.29161173667,8.231806127,5.660003917,8.3145459475,7.774014657,9.671576946,8.4517115145,14.12961268,5.8033952395,6.9189611885,7.179165475,6.4393043462,9.0133211855,6.723630657,6.8753532685,8.473463378,5.377480603,5.911395507,10.257618,6.103628909,8.03563056533,8.39571149633,13.17957018,7.6219394855,9.98949733167,9.608828239,5.863140121,8.13014295033,5.58777326775,11.2413041,12.03029651,7.622401694,9.432546201,6.1512488005,5.020910304,7.666368043,10.11790315,6.648325671,7.98209816267,5.254944744,10.91483004,10.169968613,5.7758281875,6.093766806,5.62556244233,7.683522992,8.53219426233,8.568204225,7.763745393,6.18410994633,11.581178851,5.970444851,10.18190731,6.91032494133,10.19124467,6.516492413,12.02968073,8.943878208,10.03852848,10.9511039505,11.59410425,5.584068992,9.24789131367,6.506054132,8.054801422,10.35580562,10.43742988,8.08464112175,6.55593589375,Control
7.652900753,6.54048116,10.22872886,11.8295207,8.10318445333,6.410201693,11.53599947,8.07563913267,9.305475333,7.17942935133,8.6043275615,5.694748763,7.9312840775,7.213179877,9.349370323,8.053666097,13.52549699,5.974060652,8.1880407455,7.894031227,6.3743216144,9.0250253645,6.818713579,7.042316968,8.264326623,5.572595075,5.57238100075,9.757873796,6.057294721,7.73201711767,8.774503078,13.12486126,7.371165726,9.506100771,10.15177801,6.860966288,8.024771969,5.87271996825,10.69259831,12.40979539,8.570881384,9.66718229,5.818949264,5.5222750642,7.235083497,10.47705018,7.634958261,7.82991936767,4.915773338,8.133220736,9.879140583,5.704258658,6.54048116,5.72645123933,8.208735647,9.705586173,9.246438447,7.225475281,7.03425695367,12.51727103,6.436155389,10.27256013,6.72839437467,10.8955187,7.441058314,11.68152186,8.86238252,9.507874464,12.094032035,11.42258795,7.405441727,11.076519951,6.944393257,7.930765467,10.43232295,9.987545106,8.34620788925,6.99171327025,BRCA
8.522033306,6.491536971,10.624983,12.2142175,8.70127661067,7.114213764,11.767817685,8.35808952433,9.216237264,7.13014571033,8.9337864765,7.092337284,8.363719193,7.400369547,10.95930669,7.2817545605,13.39262134,5.8945122075,8.3174977465,9.001704532,6.511764621,9.420287121,6.520033725,7.04212019375,7.443878302,5.930448326,5.8076052875,9.354624679,7.116007336,8.347844869,8.73156550233,13.11754819,7.5912355975,9.688092646,10.51367853,7.477052175,7.15187721367,6.0241266485,11.91235432,12.84338824,9.208161871,9.9164802245,6.0353176455,5.278206775,7.486435083,10.01714982,8.19601328,8.18650002,4.596397442,8.625965515,10.1098972643,6.517858181,7.67382338,5.244334811,7.53348767,9.68830932967,10.20839628,7.295863332,7.21289602867,12.441328291,6.593782925,10.16250498,6.38912935567,10.55708099,7.98845907,12.29172622,9.615648544,9.3312535,13.169679585,11.55657325,7.460253403,11.51028325,7.80732453,7.6687152575,10.6767992,10.55627639,8.716652398,7.00999639125,BRCA
6.760091594,6.952074702,9.961088297,11.65213254,8.36198243367,7.590458165,12.21307303,8.02893851733,9.490330011,7.12335323067,8.457614913,6.042759915,8.00994217,7.435068318,10.70804518,9.6364126975,14.57543497,6.698930436,6.747341416,8.073955593,5.495877927,8.8796586,6.949071249,7.086501719,8.963388234,6.172733142,5.67586018225,9.76328754,6.299870208,8.06255483,8.62679562667,12.79172868,8.1337188695,10.0480993307,9.120679254,6.742953157,7.50182492433,5.88751933675,10.9232534,12.88542666,8.635746344,9.167523377,5.345324928,5.3893093744,6.609404545,8.81259539,7.292025067,8.451561107,5.119575355,10.98552909,9.93200259567,5.6011167705,7.189209615,5.81224373133,6.923033642,9.12043218767,8.136659388,7.09798239,7.19476401833,12.1160117875,6.309891817,10.31455241,7.54701473933,10.37177151,7.580354917,12.09842044,9.176011741,9.354305108,9.2216698995,10.90219441,6.662423158,9.54237477033,5.996847001,8.590203577,10.27409306,10.32302692,8.39165280725,7.10702874775,BRCA
7.907583411,5.447753778,10.12277013,12.04345466,8.53051419067,7.15785501,11.4797854,7.68379282967,9.600610375,6.600449015,8.519260169,6.51601958,8.2637160875,7.413841832,10.27665401,8.842132135,12.86342169,5.924917202,7.762308173,7.856831861,6.3190254744,9.585335464,6.880413479,6.878128638,8.267911597,6.040898593,5.87366306175,9.31805757,6.4861257565,8.098905571,8.74415936267,12.61931219,7.1382352555,9.436876068,10.61144471,6.689303092,7.76995200267,5.55851851825,12.25801543,12.3064449,7.924992273,9.1611827995,5.7781221845,5.1581699328,6.453069445,9.343330713,7.787382059,8.171538624,4.947679304,8.656300723,9.81290403033,5.401013329,5.987895674,6.476135957,7.494097795,9.486682492,8.5296659,6.807551749,6.328962603,11.963258885,6.192045554,10.71573921,7.00963552967,9.52338608,7.865827785,11.95847307,8.83089633,8.901176988,12.42221496,11.56304622,6.020263967,10.4230262683,7.162847292,7.7549264415,10.75653988,10.49035982,8.80415305075,7.09973287325,Control
7.65031782,6.517673816,9.9831294,11.90965135,8.16926655967,7.057399162,11.015461655,7.77701585767,8.933366916,7.157131823,8.505661469,6.379383241,8.446684304,6.546667333,9.280446664,7.6941273435,13.11510467,5.902567425,8.3694050275,7.307431087,6.1710283688,9.2675642675,6.894518054,6.68912259525,8.382668468,6.299945779,5.45727825775,9.421602612,6.5383195555,7.97372860733,8.66388044333,12.93429355,7.4450950475,9.58057105933,10.33178501,6.500527718,8.114530488,5.650041658,10.93958309,12.39411974,8.559186941,9.3657406255,5.778107276,5.1628675654,7.520699455,9.660905593,6.878728789,7.91861634733,5.117810604,8.91062109,10.2662973027,5.8779809975,6.028575367,5.35894690833,8.058886194,9.58901573033,9.558607795,7.478124711,6.958562315,12.3255748965,6.4383506835,10.36365325,6.85674479767,10.40755487,7.418993406,11.88601099,8.641980482,9.625618044,11.441748505,11.46239505,7.205282841,10.3226626667,7.428655643,8.1175343725,10.57213676,9.984080577,8.0162301535,7.18183415025,BRCA
6.965931792,6.373044025,10.28660429,12.55918115,8.39504068233,6.099721915,11.249102325,7.95022355167,8.952028549,7.26601424567,8.616861979,5.729220505,8.061784113,7.833714147,9.152139757,7.098684806,13.75810714,6.097307219,7.524249938,7.897680799,6.6645194764,8.984597332,6.877072814,6.83729661375,8.896605722,5.868644328,5.78465598875,9.980729078,6.534855973,7.55814684467,8.554638965,12.73729283,7.8198117485,9.75364579767,9.756823624,6.827314517,7.798260765,5.56331123875,11.61491238,12.22715872,7.749066799,9.70078824,5.859276261,5.3102028742,8.381198053,10.74515352,7.4960371,7.74245236133,5.087262599,9.92775616,9.86537524567,5.5839936855,7.176101137,5.788030138,7.740609078,9.227921381,9.763129822,7.345052847,6.30607312233,12.275687156,6.3266587065,9.653830832,6.973025285,10.55221305,7.512564929,11.97982718,8.799282532,9.599773923,11.881986655,11.51908594,7.606018576,10.545324375,6.850940421,8.2287174245,10.09533805,10.50808719,8.42904151725,7.09000222,BRCA
