@relation data

@attribute 6655 numeric
@attribute 5063 numeric
@attribute 5894 numeric
@attribute 9459 numeric
@attribute 6464 numeric
@attribute 3680 numeric
@attribute 7791 numeric
@attribute 5062 numeric
@attribute 7454 numeric
@attribute 10298 numeric
@attribute 6416 numeric
@attribute 3676 numeric
@attribute 3675 numeric
@attribute 3679 numeric
@attribute 3678 numeric
@attribute 22801 numeric
@attribute 87 numeric
@attribute 2048 numeric
@attribute 5601 numeric
@attribute 6093 numeric
@attribute 5602 numeric
@attribute 5747 numeric
@attribute 673 numeric
@attribute 8874 numeric
@attribute 5609 numeric
@attribute 85366 numeric
@attribute 23542 numeric
@attribute 4296 numeric
@attribute 7408 numeric
@attribute 25 numeric
@attribute 3611 numeric
@attribute 5034 numeric
@attribute 23162 numeric
@attribute 207 numeric
@attribute 1793 numeric
@attribute 208 numeric
@attribute 2886 numeric
@attribute 10000 numeric
@attribute 23452 numeric
@attribute 10097 numeric
@attribute 10096 numeric
@attribute 2885 numeric
@attribute 2909 numeric
@attribute 5313 numeric
@attribute 56924 numeric
@attribute 83660 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute 6010 numeric
@attribute 8515 numeric
@attribute 1434 numeric
@attribute 5599 numeric
@attribute 8516 numeric
@attribute 1029 numeric
@attribute 23421 numeric
@attribute 4638 numeric
@attribute 22808 numeric
@attribute 9479 numeric
@attribute 3655 numeric
@attribute 9475 numeric
@attribute 57144 numeric
@attribute 5728 numeric
@attribute 6714 numeric
@attribute 3673 numeric
@attribute 3672 numeric
@attribute 5898 numeric
@attribute 9564 numeric
@attribute 5058 numeric
@attribute 857 numeric
@attribute 54386 numeric
@attribute 5290 numeric
@attribute 1398 numeric
@attribute 5291 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 7094 numeric
@attribute 2534 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
7.055014278,5.761026747,10.23292486,11.72288448,8.62624266567,7.042127541,11.469775155,7.58494976267,9.654582833,6.668976943,7.974032126,5.442289366,7.868672706,8.110550027,10.47331538,7.611798171,13.03513077,6.5168853865,7.597317289,6.841316277,6.3734932246,8.7160245685,6.461320332,6.9155758595,8.324744376,5.90665689,5.871094658,10.00852706,6.5887322845,7.96986133433,9.40332627233,12.79544315,7.861893944,9.592833039,9.695555047,5.479142629,7.41398023633,5.4786784915,12.29825028,11.7674087,8.349901664,9.153599552,6.131166869,5.4747015372,7.641511935,10.79459886,6.507481989,8.06297051567,4.719610733,8.798262085,10.1148098617,5.9065229025,5.349976695,5.712608247,7.394872347,7.787443455,9.961934777,8.776993161,6.641325096,12.123539839,5.850933908,9.658595819,6.89592443067,8.014705553,7.438794191,12.14240395,9.630226677,9.29724939,12.15689855,11.63413504,6.657000843,9.79179927967,6.80536058,8.709822916,10.37037168,10.87277127,8.9502413505,6.604948967,BRCA
7.958945778,5.8796514,10.11618835,12.22228482,8.601359139,6.940933492,11.01889492,7.93261710267,9.476443016,6.91179159267,8.704684954,6.711395528,7.9624000735,7.319290795,9.720655169,7.6790995035,12.83735302,5.881726985,8.0098633265,8.010333857,6.7192971842,9.5799510855,6.276408844,7.0280872375,8.037891629,5.986189763,5.3494051965,9.196486021,6.7371296105,8.146903819,8.60858406967,12.75418295,7.63060747,9.66262953467,10.39985497,6.97372929,7.05009819,5.7708818765,11.81929108,12.44389288,8.130108627,9.5256586835,5.626816635,5.2807451622,6.818777479,9.780171101,8.512524314,8.197304519,4.682592971,8.905267496,9.82084724933,5.767601547,6.312797321,5.99415791867,7.447085551,9.08050051933,9.383510512,6.925112662,6.535519258,12.134661438,6.0725711085,10.53537772,6.98144085767,9.776984476,8.342898175,11.9684077,8.536335742,9.270109064,12.90706253,11.21306793,6.822223857,10.508302728,7.215390118,7.877739246,10.77070542,10.38874414,8.477755757,7.351535111,Control
8.326250965,5.178626261,10.13087976,12.61931219,8.523978557,7.08220527,11.243250335,7.94302709167,9.214775128,6.88726016867,8.3498677015,5.692100223,8.309212196,8.595538276,10.11027486,7.929305347,13.26600764,6.3293752715,7.822857961,8.228615647,7.4496009772,9.807955308,6.674054967,6.82722657275,7.957045617,6.077355838,5.26486939325,9.502454489,6.718725316,8.347170397,8.520584948,12.63275562,7.7408045295,9.935713008,10.94879266,7.400262798,7.487791281,5.8854976,12.65135565,12.25801543,7.710550109,9.597360232,6.0867965275,5.437678959,7.235298947,10.72715917,8.640083234,8.151507585,5.212774804,8.385475393,9.78738346467,6.1670985755,5.949541498,5.68078141,7.030670239,9.62072910933,10.23292486,7.94480154,6.95978501467,12.160273944,5.944323571,10.73844933,6.75905554167,9.868745837,9.099519506,12.08367055,8.699521377,9.21638279,13.418552165,11.3382407,6.672535396,10.776914439,7.548207573,7.919144247,10.77027594,11.16338255,8.5293685075,7.359104133,Control
7.997872605,5.682862067,10.76657469,11.94088626,9.16094315833,6.693908988,12.03353387,7.87233796567,10.31961599,7.10358658867,8.5569316505,6.691398504,8.8558219455,7.654924404,10.99419451,8.0398757475,12.95175557,6.0211887345,7.8440908905,6.165666403,6.4529665452,9.6749751715,6.855868653,7.17812552075,8.007981913,5.83390919,5.66510987525,9.913346139,6.7621099375,7.81011906767,8.21723165,13.01334802,8.695277883,10.2127518167,10.88347212,6.998819226,7.946184041,5.6707063705,11.52882293,12.05450776,5.876769396,9.06038523,5.941827213,5.0367210076,8.547261958,9.587637423,7.7584583,8.08129530567,5.094670216,10.74402254,10.405267244,5.967633391,6.118531688,5.986607541,6.826138897,8.49734289867,9.016029025,7.65578315,5.75840882033,10.9667634565,6.5271583745,9.656380672,6.82951290367,9.00761679,7.626842693,12.19911107,9.481880707,10.06933601,12.50149699,10.69375725,4.904979261,10.0785233767,8.158055634,7.988942668,10.48711175,11.32350252,8.5706565075,6.6884391885,BRCA
8.051101686,5.582263377,10.37973064,12.3148028,8.789516499,7.669223685,11.29556779,7.52928093467,9.33884841,6.941697034,8.5497894345,7.991537612,8.093597058,7.497993755,11.17577737,8.866067951,14.01689273,6.5438936355,7.5531159175,6.754958049,6.5996740378,9.2641454985,6.771559209,6.97920365725,7.711014946,5.197719213,5.58014341425,9.657604783,6.2955968625,8.02105507033,8.042345746,13.6548665,8.279212097,10.3303371883,11.00228078,6.457877938,7.479527293,5.6644220515,12.28429355,12.55486108,5.7540933,9.5800955565,6.0865881595,5.1866950352,7.369905099,9.798905567,7.8511886,7.95451796533,4.571466258,10.05292838,10.111186146,5.329465727,6.322338866,6.04954423267,6.860780106,8.274334497,9.566249648,7.119877807,6.10844654733,11.161025592,6.130916478,10.45510657,6.91208436433,10.53769432,9.408383416,12.63069834,9.246806572,9.423032438,11.97200604,11.36679226,5.472171943,10.273357482,8.167858571,7.9147536295,10.27293332,10.42478333,8.93480514275,6.843482732,BRCA
7.815353072,5.6227922,10.55366796,12.08741818,8.419142242,7.05696584,11.95755105,7.75599573933,9.841761329,7.152093931,8.480919728,6.289101891,8.728623836,6.707224951,9.381100084,7.999215593,14.08845827,6.079201963,7.5935132445,6.390947607,6.4103000694,9.278094081,6.67359573,6.84138416125,7.832100626,6.219222378,5.707987816,9.844219734,6.659793857,7.80823708267,8.22753304633,13.17297049,8.391166137,10.0295226957,10.52975779,6.272541727,8.414255078,5.4935537865,11.45122414,12.10010062,5.682019293,9.0393998015,6.2707956715,5.1393267096,9.370644433,9.352739287,7.192690117,8.00665617633,5.321216715,9.831466044,10.40505872,5.656097949,5.813660159,5.98239616367,6.824675979,9.17804262733,9.115226496,7.527752861,5.87139509267,10.9770287015,6.2546153975,9.799419701,7.22720437133,10.45361046,8.035817876,12.24753009,9.273365013,9.880142578,11.872194975,11.12186714,4.944168843,9.657730528,7.631688412,7.7272309565,10.41229492,10.80365511,8.1157153055,7.08107622375,BRCA
7.672568764,5.443947436,10.73881029,12.09712198,8.58330978467,6.492819078,11.675560265,7.607699735,9.61434228,7.44371655133,8.4390426745,6.19830322,8.708228537,7.120992405,10.13424056,7.538691521,12.37349196,5.9287180725,7.244024888,5.819036642,6.3663407464,9.5786882385,6.936287895,7.13296659575,8.014301064,5.582263377,5.7526786075,9.976772145,6.898751441,7.965899745,8.19772229467,13.30220126,8.464907629,10.1231177773,10.91761284,7.39763426,8.31640780267,5.65532370625,10.31437963,11.55095369,5.840596198,8.9731778835,6.4724599345,5.1429804608,9.269968858,9.845200356,7.688986551,7.86577453733,5.425938643,9.848083443,10.470410387,6.071716146,5.567888595,5.58848003267,7.016922821,8.42402514667,8.657908918,7.930398981,5.71221607367,10.812047926,6.655277743,9.411691645,7.35444662233,8.650370669,7.332867062,12.22228482,9.479871756,10.12536217,11.745184475,10.84047132,5.538546893,10.1347274673,8.19969826,7.5975884795,10.07347253,10.88922276,7.9997957695,6.38540810175,BRCA
7.588473151,5.37574431,10.51457134,12.0234322,8.49027171233,7.379597408,11.44444745,7.474927603,10.06785821,6.99125126167,8.551370553,6.82706041,8.327804747,7.26425756,10.12647254,8.327505691,12.98137289,6.655924375,7.5582124195,6.462793134,6.4518559062,9.21652246,6.811538864,6.99163943775,7.922348208,5.417355711,5.66360949675,9.748503635,6.595533991,8.04487116667,8.017382097,13.78998546,7.8974715855,10.182290716,10.56225939,6.554209422,7.69302650467,5.5028216445,11.19460776,12.04611629,5.994529519,8.9213733295,5.935314611,5.3052654106,7.893879593,10.2506126,7.192172276,8.01917131267,5.281801394,9.639657761,10.5676411543,6.259376137,5.846751073,6.30118840567,7.183985468,7.96689849,9.486312704,7.487440374,5.95639658467,10.6804132185,6.473526085,9.922525358,7.03736704367,9.336345391,8.062681816,12.3345988,9.229474442,10.00810682,11.47644482,11.1830493,5.070616072,9.80282410467,7.6455704,7.531468856,10.26509376,10.80905688,8.34669283075,6.7911300605,BRCA
7.816841466,5.410164055,10.54450111,11.6799266,8.95843216133,6.979456993,11.431662305,7.58342234833,10.21623692,7.58098573433,8.655247477,6.768320398,8.70490029,6.991610063,10.03091577,8.214467408,12.46971692,6.0150183095,8.134159504,6.132068463,6.2563490298,9.337026401,6.9630149,7.13941373125,8.115760429,5.501288856,5.80781377475,10.2398733,7.180584067,7.81628218733,8.237219623,13.79334119,8.482653567,10.3257906717,10.68917271,7.681310676,8.40222940533,5.267785966,11.30262766,11.89018267,6.20007038,9.111304808,6.295648859,5.3401858144,7.733390145,9.276427528,7.574595656,7.890844983,5.345015965,9.136613813,10.4925133663,6.1648761405,5.702942321,5.94716203467,7.179887014,8.16545528467,8.941495994,8.645767508,5.837794173,10.7327467605,6.257271368,9.905613067,7.07743364033,8.236326533,7.660960561,12.11865571,9.510275173,10.13367562,11.388876995,10.54241311,5.353156751,9.86475183033,8.275287778,7.8558007155,10.00575124,10.86047424,8.21665827025,6.67358924525,BRCA
8.635646596,6.157049396,5.97155002,12.42398457,8.67313689733,6.420007038,12.727007565,7.32187888267,10.27431732,6.97610052433,8.821488149,6.182896477,8.062562651,8.36573313,11.25022455,7.1613857855,14.46865842,5.9218870965,7.835265585,5.833276737,6.6932167248,9.6546657745,5.771893004,7.06399239075,9.015708527,6.565182543,5.463487809,10.38358581,6.739366998,7.69239896833,7.945908924,13.19781415,8.229117618,10.2867156497,10.51955791,5.687628504,7.82750824433,5.47877633725,12.21001994,11.96009799,4.990286948,10.2970447,5.464263376,5.0637061424,8.635646596,9.926592927,8.480033951,8.742530249,4.450633198,9.401989375,8.91371510433,5.593235253,5.833276737,6.439666078,6.501563046,8.01304877233,10.11530417,9.01326762,5.634729943,10.274589591,6.318826387,9.850777208,6.94510312533,9.600610375,8.462247785,12.21264541,10.04737654,9.841965701,11.856782875,11.31116521,5.027033758,8.419348991,7.498233163,7.6793168875,8.105084975,11.58959862,7.74146486825,6.6605798635,BRCA
