@relation data

@attribute id string
@attribute 10026 numeric
@attribute 128869 numeric
@attribute 1725 numeric
@attribute 2147 numeric
@attribute 2155 numeric
@attribute 2158 numeric
@attribute 2159 numeric
@attribute 23556 numeric
@attribute 2621 numeric
@attribute 2677 numeric
@attribute 284098 numeric
@attribute 5045 numeric
@attribute 51227 numeric
@attribute 51604 numeric
@attribute 5277 numeric
@attribute 5279 numeric
@attribute 5329 numeric
@attribute 54344 numeric
@attribute 54872 numeric
@attribute 54965 numeric
@attribute 55650 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 56648 numeric
@attribute 80031 numeric
@attribute 80055 numeric
@attribute 83475 numeric
@attribute 84720 numeric
@attribute 8733 numeric
@attribute 8813 numeric
@attribute 8818 numeric
@attribute 8858 numeric
@attribute 9091 numeric
@attribute 93183 numeric
@attribute 94005 numeric
@attribute 9487 numeric
@attribute 9488 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.8019864084,0.1474574487,0.9762042746,-0.1416186203,0.0407284597,-0.1159361748,-0.1369267239,1.2285266730,0.5505495817,1.1969285461,1.3618176910,1.6201125159,0.3337090309,0.5177425132,0.5842726494,1.8663604003,0.5414318658,0.6589037270,0.4366015581,0.7579536699,0.6749343746,-0.0759037073,0.0961782113,0.4793875698,-0.0847925051,0.1948868233,0.1320532076,0.1850699491,0.7166392128,2.0657291942,0.2092544644,-0.1045859632,0.0892065945,0.7776849639,1.1346951609,0.5788339755,1.0503480631,BRCA
GSM480985,1.0946361685,0.0239749211,0.9870828466,-0.1930294107,0.0911966646,-0.1421818332,-0.1818814427,1.4850269415,0.7751487449,0.9959496334,0.6155513459,1.2385239935,0.4338966795,0.7669750771,0.3819011310,1.7252475066,0.4394542305,0.9268355966,0.5877912154,0.6460596695,0.9827887307,0.0068099968,0.7560304203,0.2090307240,-0.1171113138,0.1936705131,0.0005599863,0.0311875345,0.6781265855,1.7713699074,0.1107671085,-0.1009693828,0.0564920844,0.4126399582,1.3570114168,0.5310951895,1.3254138175,BRCA
GSM480986,0.7700496251,0.1503047985,0.8822488427,-0.1844459021,0.0450791832,-0.1101851041,-0.1714548822,1.3820158980,0.5878572013,1.3033774081,1.4151803619,1.2690283507,0.3910641671,0.7145038852,0.4766492207,1.8814124721,0.5092655736,0.8285266854,0.5613269726,0.7671209518,0.8065583850,-0.0205501456,0.9260113440,0.5428428784,-0.1073379437,0.0961321044,0.0500488365,0.1228279405,0.6476508606,1.6888401906,0.1754509548,-0.1201339707,0.1221362324,0.7427626070,1.3497164844,0.4374989552,1.1679757176,BRCA
GSM480987,0.6070124179,-0.0052583099,0.8048586917,-0.2081336734,0.0816542092,-0.1013116187,-0.1903443559,1.0088313878,1.2218196346,1.0777901374,1.4783866603,0.8798236960,0.2007280202,0.6704303781,0.1669924156,1.9434693369,0.4176807975,0.9061020794,0.4005289103,0.7821104993,0.6531595379,-0.0385757888,1.4566698077,0.8706028145,-0.0038890448,0.1132159405,0.0180968996,-0.0454186310,0.4162841358,1.3640545540,0.1322016730,-0.0931896727,0.0204686535,0.4926005740,0.8300745319,0.4729084959,0.9210614055,BRCA
GSM480988,0.9178763580,-0.0261353570,0.7838495433,-0.1149176441,0.0592447384,-0.0293717670,-0.2460147383,1.6738507293,0.3038146792,1.1273419910,0.7830644540,0.4447350315,0.3579674386,0.7261481722,0.2672644618,1.9296651279,0.3873626191,0.6435653138,0.5443392006,0.8174561114,0.8676807676,-0.1030989439,0.1936642627,0.1328846902,-0.0618644791,0.0968751655,0.0302098265,0.1522335767,0.5086730721,1.3872881466,-0.0069519425,-0.0972357323,0.0297599338,0.5546223431,1.3324960061,0.2746621678,0.9580367681,BRCA
GSM480989,0.4954054396,0.0953891370,1.2509847105,-0.2880127502,0.1687775117,-0.0995647737,-0.2578305271,1.2218073888,0.1846009842,1.6956316196,0.6260872798,1.8972613513,0.4117917172,0.7918267050,0.2370379043,2.1422218424,0.5840739798,1.4415788783,0.5357976083,0.4168135384,1.0372055523,-0.0880852347,-0.0587394690,0.0631224797,-0.0697747974,-0.0528101476,0.1526817795,0.2135135545,0.8831519150,0.8255472771,0.2832727021,-0.1143832907,0.1761539612,0.5235994479,1.6713172012,0.3400123972,1.0556280982,BRCA
GSM480990,0.5832562954,-0.0003723496,0.7436175459,-0.2131876319,0.1313793945,-0.0795996321,-0.2380189619,0.9836886595,0.6015721878,1.3863714697,0.6663448406,1.8106905370,0.3251565427,0.7265848993,0.3132017819,1.7500850730,0.4673404756,0.8857756256,0.3779222044,0.5348481908,0.7366584016,0.0281497152,0.6356451510,0.5340061277,-0.0269653077,0.1018458294,0.1890034767,0.0871214194,0.6731667854,1.0173547269,0.1807678249,-0.1598279712,0.0992784005,0.3092700311,1.3645440004,0.2304661747,0.7777478863,Control
GSM480991,0.6742884030,0.1013664814,0.9398583622,-0.2291514151,0.1058013288,-0.0133711251,-0.2618975292,1.2438412800,0.5989462840,1.3012079429,1.0425076949,1.7987411843,0.3587380086,0.8721382704,0.3463176319,1.7741344826,0.5608864440,1.2048108777,0.6149130904,0.7375601531,1.1803805395,0.0469998581,0.7143725950,0.3434415156,-0.0794542744,0.0579810140,0.0433190018,0.0970367064,0.8155475486,1.2505519191,0.2470353394,-0.1504106632,0.0978909734,0.4877131563,1.4391420370,0.4955348074,1.0100244564,Control
GSM480992,0.3733079472,0.1303348875,0.9220969870,-0.2514961897,0.1078658113,-0.0779947753,-0.2505336391,0.8188493409,0.5358950429,1.5081582265,0.9100541971,2.2197308690,0.3882814700,0.9201247835,0.3441681051,1.6252848933,0.5942537738,1.3431772523,0.3695042643,0.3960520252,1.0397241636,-0.0164755788,0.6206464670,0.1381265270,-0.0947218308,0.0455392774,0.0686585456,0.2576700151,1.1051112484,1.0703431897,0.2232606701,-0.1349410341,0.1195764306,0.4667840949,1.5309605301,0.4167150136,0.5840741374,Control
GSM480993,0.6259387163,0.1648982272,1.1436523080,-0.1717529876,0.1286111382,-0.1184536032,-0.1747551502,1.4241840997,0.5758941832,1.3317983319,1.5843010081,1.4459175691,0.4038266097,0.7603923567,0.3141459657,2.0321506943,0.6198205638,1.0813221069,0.4787332454,0.8184973467,1.0818605965,0.0203040938,0.2602036893,0.4682399504,-0.0927537647,0.1082046759,0.0506615099,0.1866494225,0.9482324895,1.4315011833,0.2331152600,-0.1040987869,0.1163647811,0.7769462577,1.5527569352,0.4093685565,1.0200396865,Control
