@relation data

@attribute id string
@attribute 10499 numeric
@attribute 10498 numeric
@attribute 9611 numeric
@attribute 8648 numeric
@attribute 8850 numeric
@attribute 1387 numeric
@attribute 2033 numeric
@attribute 3065 numeric
@attribute 7249 numeric
@attribute 6256 numeric
@attribute 8202 numeric
@attribute 5469 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.7669,0.4779,1.6223,1.2495,1.5093,1.4419,1.911,1.3107,0.298,0.5355,2.0719,1.9415,Control
A02,0.4672,0.4197,1.3712,1.1389,1.343,1.1941,1.6897,1.1606,0.2498,0.541,1.8893,1.7265,Control
A03,0.715,0.5812,1.605,1.2551,1.5206,1.4161,1.9277,1.2239,0.3174,0.7105,2.0493,1.8374,Control
A04,0.5403,0.4479,1.3797,1.2253,1.41,1.2536,1.63,1.1921,0.2827,0.5333,1.9115,1.65,Control
A05,0.6835,0.5925,1.5971,1.3449,1.3738,1.4082,1.9476,1.1558,0.3697,0.7185,2.0103,1.9021,Control
A06,0.5585,0.3986,1.4577,1.232,1.2362,1.3394,1.8282,1.0555,0.2672,0.6699,1.9309,1.8069,Control
A07,0.9238,0.4069,1.629,1.3441,1.5157,1.4397,1.9341,1.2779,0.2914,0.6475,2.1487,1.7885,Control
A08,1.1101,0.349,1.7677,1.4495,1.8249,1.5649,2.0256,1.1225,0.2819,0.5126,2.1309,1.5911,Control
A09,0.8828,0.3911,1.653,1.2151,1.3529,1.4149,1.9246,1.1692,0.2501,0.5428,2.1526,1.821,Control
A10,0.9343,0.4638,1.716,1.4056,1.7389,1.4738,1.9583,1.1755,0.293,0.5707,2.0954,1.7671,Control
A11,0.6998,0.3214,1.4713,0.9758,1.1681,1.2954,1.7813,0.9869,0.2233,0.5417,1.9412,1.7071,Control
A12,0.2504,0.1067,0.921,0.9102,1.2011,0.7447,0.9995,0.8787,0.122,0.3558,1.3827,1.1182,Control
B01,0.6111,0.1479,1.3201,1.1356,1.3309,1.2657,1.7081,1.02,0.0572,0.3489,1.9988,1.5348,Control
B02,0.5582,0.4618,1.3337,1.2402,1.3256,1.3037,1.7695,1.2777,0.286,0.6222,1.9546,1.8353,Control
B03,0.6243,0.3643,1.3179,1.2441,1.3951,1.2732,1.7464,1.2216,0.2534,0.5183,1.9456,1.6789,BRCACancer
B04,0.9887,0.3081,1.6789,1.4316,1.846,1.501,1.9242,1.0695,0.3403,0.6736,2.0529,1.3897,BRCACancer
B05,0.5679,0.3349,1.2522,1.1477,1.2915,1.3143,1.758,0.9295,0.236,0.5613,1.9194,1.4183,BRCACancer
B06,0.4396,-0.0497,0.9778,0.8836,1.3531,0.9236,1.3232,0.9628,-0.0292,0.2571,1.7381,1.1711,BRCACancer
B07,0.6832,0.467,1.4868,1.3326,1.6815,1.4043,1.9144,1.4296,0.3584,0.5513,2.0688,1.7472,BRCACancer
B08,0.4899,0.4512,1.3194,0.9881,1.1176,1.1935,1.6647,1.1296,0.2979,0.6421,1.9638,1.812,Control
B09,1.0071,0.2213,1.6564,1.1469,1.793,1.3839,1.8836,0.7961,0.2879,0.6572,1.9713,1.2928,Control
B10,0.7031,0.1533,1.4042,1.2044,1.5346,1.1843,1.7164,0.9584,0.2045,0.4987,1.8727,1.3134,Control
B11,0.6263,0.3713,1.479,1.1427,1.3563,1.305,1.8336,0.8793,0.2233,0.6527,1.8907,1.5607,Control
B12,0.7148,0.1128,1.3175,0.9696,1.4708,1.2458,1.5738,0.6136,0.2656,0.6131,1.7795,0.783,Control
C01,0.7999,0.554,1.574,1.2442,1.2624,1.511,2.0778,1.1321,0.3633,0.8324,2.1962,1.7852,BRCACancer
