@relation data

@attribute 2033 numeric
@attribute 5577 numeric
@attribute 5567 numeric
@attribute 5914 numeric
@attribute 5568 numeric
@attribute 1385 numeric
@attribute 6256 numeric
@attribute 8202 numeric
@attribute 10498 numeric
@attribute 5573 numeric
@attribute 1387 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute Class {Control,BRCA}

@data
9.886672502,4.767140212,5.4829326402,6.9343807455,5.48205062,10.707890538,12.34948589,8.0533200225,11.67358746,9.78527191267,9.174412855,8.786482932,7.409181146,Control
10.41990782,5.442455259,5.5428379012,7.03867441275,5.804719114,11.4528809893,12.1490422,8.5607915925,11.93178472,9.789873514,9.719195242,8.66542575,7.391761545,BRCA
9.740911174,5.112503363,5.4641368762,6.874699479,5.527329405,10.8440250817,11.75795051,8.6520573845,11.55940591,9.801472324,9.441990946,8.815320146,7.677704008,BRCA
9.510601559,5.7109519,5.1156792046,7.00693217225,5.655216748,11.337274206,11.71789713,9.193115693,12.13864308,9.34823014567,9.0089772035,8.115695415,6.105076296,Control
10.27748534,5.377654117,5.466218321,6.921019597,6.407145055,11.0490871027,11.58147143,8.17611424,11.70577504,7.772929909,9.6688997565,9.518791383,7.418993406,BRCA
9.934575887,5.316879984,5.6759717936,7.5333153725,5.625863148,10.8002004453,11.56493436,8.0509748775,11.86917365,9.84054935,9.509274839,9.231287868,7.890402801,BRCA
10.17277787,4.904497645,5.5322651396,7.24507937975,6.430289978,11.1354255073,11.14654022,9.210967199,13.15138292,9.55785931,9.006275549,8.344585666,7.572418149,BRCA
9.744439113,5.023045997,5.3094441946,7.1426864325,5.233822166,10.258386433,11.50810934,8.315574687,11.37148006,7.854087509,8.7304792815,8.118825763,7.90344675,Control
9.125801619,5.398154738,5.291675395,6.85324334125,5.844493149,10.6759547673,11.16693525,8.088143933,11.31896656,9.60954968233,9.1075112315,9.026662535,7.548207573,BRCA
9.827664684,5.778347403,5.3589494338,7.14252749825,5.913135501,11.1110274023,12.29242381,8.616738919,11.78664344,9.492243668,9.532397347,8.794173061,7.121070136,BRCA
8.279449386,5.492182674,5.0578073466,6.6900219055,6.287994543,11.005151922,12.34109771,8.0627685055,11.20993781,9.08887684467,8.6873024975,8.176760488,7.988004536,BRCA
9.378501395,5.564539174,5.3421536938,7.1168957155,5.822227442,10.78322175,11.74803988,8.256272711,11.34349681,7.99293009967,9.023964326,8.94526175,7.5453142,Control
9.675384217,5.301049141,5.4913025734,7.06909001075,5.416511492,10.4041484903,12.29564706,8.2791500545,11.55392216,9.194411155,8.87704806,9.004516227,7.626842693,Control
9.604664936,5.268482349,5.4387987878,7.181430757,5.237842121,10.5074705227,12.02662382,8.2194603635,12.23236854,8.633415693,8.924929238,7.750842834,7.240984771,BRCA
9.80990119,5.287261033,5.8117429202,6.83827886,5.913135501,9.90083481867,11.1794428,8.5355232925,12.39411974,8.41487604833,8.787588937,8.335480939,7.292669322,BRCA
9.987029866,5.765409598,5.3283454926,6.96568463825,5.754627826,10.2584479883,12.0344036,8.017877396,12.23463043,8.30846996767,8.856661681,7.540595216,7.370450116,BRCA
9.985543523,5.66903474,5.4065428568,7.035803178,5.634165776,10.0323493423,12.06390576,7.852127067,12.17497101,8.24833877567,9.171450661,7.582482852,7.801516189,BRCA
9.618225404,5.325990094,5.5295343186,7.03017593925,5.620154746,9.692770319,11.62609927,8.1431344045,12.12322914,8.653406271,8.4836949415,7.646560735,7.587367101,BRCA
9.505712886,5.707781006,5.4814391052,7.213998503,5.341284192,9.570767933,11.68152186,7.940906763,11.69149721,7.64956818833,8.813489955,7.576259705,8.135646608,BRCA
10.42139193,5.002940155,5.1210123436,7.3141427765,6.445516183,10.2933462963,12.60628034,7.9011881695,12.60891324,8.42010759833,8.456160299,7.632470217,7.493457452,BRCA
