@relation data

@attribute id string
@attribute 10059 numeric
@attribute 112 numeric
@attribute 115 numeric
@attribute 1173 numeric
@attribute 1175 numeric
@attribute 1211 numeric
@attribute 1212 numeric
@attribute 1213 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 1759 numeric
@attribute 1785 numeric
@attribute 2099 numeric
@attribute 23236 numeric
@attribute 23439 numeric
@attribute 26052 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 3816 numeric
@attribute 3817 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 490 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 56302 numeric
@attribute 5745 numeric
@attribute 624 numeric
@attribute 6546 numeric
@attribute 7421 numeric
@attribute 793 numeric
@attribute 8218 numeric
@attribute 8766 numeric
@attribute 9365 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,8.502232942,10.327292123,8.748277668,11.2613104,12.243005895,9.38372377367,8.8823458495,6.414182583,6.55015525567,8.768731126,10.066436801,7.342077169,8.5364472205,9.730640433,6.8772890085,4.840477407,7.223376994,9.668318219,8.533866741,6.455167425,5.9062493325,11.74617161,7.573838635,6.305838886,5.171511767,11.0075662667,8.881298397,8.1654550638,5.76249236625,5.612179357,7.476788978,5.876585242,6.9141724395,6.36946717,5.4829326402,5.48205062,8.688181342,6.21136540967,5.313256056,8.2742311235,5.0987344495,9.900180431,6.38362276,5.57418573,6.343234747,4.816742118,6.538701534,12.67947906,7.633596724,Control
GSM427159,8.31725291133,10.2384186075,8.080472632,10.94792585,12.07866152,9.53175688367,8.8609266685,6.386384717,6.33747983233,8.850844048,9.799591711,7.359664193,9.195826915,9.000521984,6.8906417385,4.708480413,5.473633714,8.930930318,8.84345400733,6.205652149,5.4387071075,11.7601478967,8.499737407,6.107327595,5.404814027,11.0786587633,8.993477034,7.6774776296,5.667460738,5.65607024067,7.453231788,6.036839159,7.100683958,6.0929297895,5.5428379012,5.804719114,9.433471275,6.479820979,5.115003321,8.137035193,4.8903169875,8.951110652,6.706189056,5.754895016,6.3245857785,4.576912188,6.4061365835,12.53965448,7.811296214,BRCA
GSM427160,8.45455741033,9.769915947,8.026856932,11.162174555,12.3965886,9.71986458233,8.8352614895,6.314475052,6.42725820467,8.769293322,10.195515158,6.524977004,8.9856132425,9.997137528,6.771545835,4.991874681,5.687068563,9.213384421,9.29076107,6.289378595,5.992551558,12.3780996267,5.72110688,6.059188284,5.6687672635,11.3381346567,8.935534242,7.590935683,5.53236536425,6.23649684267,7.462177348,5.98687237,6.8982166245,5.9034588485,5.4641368762,5.527329405,8.48506563,5.889051372,5.434470814,9.1235010805,5.2146916735,7.791685689,5.942638389,5.062004299,6.884468334,4.389044303,6.0362348345,12.30490464,6.608332915,BRCA
GSM427162,7.454084458,10.3820872935,8.120096744,11.27700269,12.07110544,9.798891922,8.6118201585,6.015142517,6.79699623533,8.891161787,9.818157181,7.107533897,9.120304698,9.721262049,7.226006717,5.229406468,5.949658216,7.435526765,8.629147321,6.661924586,5.910663737,12.0413844233,5.460424154,6.037388399,4.908661704,9.415136053,9.524248408,7.1937672274,5.29784002825,5.84054187167,7.601141445,6.1476177,7.2768077175,6.323322532,5.1156792046,5.655216748,9.211511834,6.312672729,5.36790503,9.2078924525,5.0645220095,9.329135442,6.221350881,5.21345543,6.1999161555,5.224205518,5.5664947465,12.20624983,6.901473714,Control
GSM427163,8.38896554267,9.671974648,8.28785217,11.397832345,12.28154315,9.756818775,8.599359637,6.41397111,7.262440087,8.282904386,9.7827240025,6.807004269,8.683910162,9.81640816,6.848015995,5.636197729,6.512152304,9.924501194,9.35589447533,6.474724508,5.216894442,12.0522698633,7.181900437,6.192791506,5.407338246,11.0671163433,8.886703411,7.6579137982,5.411301389,5.83725275933,6.773076963,5.887775801,6.6548276045,6.52394041,5.466218321,6.407145055,8.977409535,7.50900425433,5.333791561,8.5157239865,5.2699973315,8.247323644,5.305251227,5.111669081,6.927952887,4.727936746,6.1128985555,12.33362227,6.573689312,BRCA
GSM427164,9.190298211,9.753034207,8.529822044,11.12104221,11.928151635,9.413046261,8.8915464885,7.03100122,6.667704523,8.762399584,9.9980316435,6.791752628,8.5819029505,9.336507187,6.727722821,4.721662605,6.336020558,10.54993411,9.078168623,5.911578492,5.661171684,12.5635974,6.847624679,6.2181085,5.3785945915,12.1145166367,8.792953849,8.0926699198,5.25698314425,6.112848442,7.658927519,5.94872421,6.9752829565,5.9174340255,5.6759717936,5.625863148,8.467749328,6.98490046733,4.940884687,8.0343196725,4.9696848015,7.919550328,6.359842333,5.256643908,6.2610566815,4.812512701,6.2551336345,12.82636383,7.784080438,BRCA
GSM427165,7.92566220867,9.1297731835,8.167494826,11.202937405,12.367794435,9.730725188,8.9956657065,5.952340119,6.39423566067,8.058737407,9.5811370385,8.1487195,9.112055634,9.281762644,7.4861886795,4.567828407,5.583918611,7.39744174,8.46320594233,8.736453621,5.5239906985,10.9018499343,5.682019293,7.481256805,5.4209960565,8.83242227333,8.710342497,7.77673562,5.3340312765,6.13374709867,6.111350232,5.48205062,6.945356743,6.330484187,5.5322651396,6.430289978,9.024558716,6.81582852467,5.832707292,8.079817226,5.346285988,9.904710301,6.869350546,5.442621133,6.337816405,4.708480413,6.0576423685,12.5708958,8.090034492,BRCA
GSM427166,8.14126364833,9.643814388,8.80888466,11.388759195,12.456368675,9.89617905533,8.823776494,6.394296014,6.734569732,8.695994791,9.7220428385,7.145425585,8.241658674,10.02441981,6.719520862,4.908346081,6.144765931,9.665460782,8.875123686,7.266742334,5.198197182,11.77433084,7.766961362,6.47143593,5.8222575895,11.6829085233,8.934251932,8.060705661,5.71394497725,6.107408106,6.898937271,6.202570157,6.5861642735,5.9718598575,5.3094441946,5.233822166,8.419813926,6.87117032933,5.495064524,8.116304847,4.9191464955,9.284477768,6.483538193,5.190033289,6.4083723705,5.064162066,5.454934456,12.57347448,7.648431512,Control
GSM427167,8.32379091533,9.557649091,8.17986074,11.31699387,12.5301635,10.0363647903,9.3589978265,6.61574411,6.84260002933,8.773379189,10.274861495,6.93699452,8.4047203115,9.758015427,6.995146243,5.221694654,6.422910471,9.303998235,9.29028807333,6.585116999,5.7207588525,12.3698481033,8.920911903,5.838328613,6.229757997,11.8796742633,9.169130251,7.891337482,5.4692828215,6.202317279,7.321975714,5.352274105,7.024481502,6.3825279205,5.291675395,5.844493149,8.419971893,6.13414385767,5.606746643,9.095386554,5.90647556,7.940975873,6.247648082,5.287261033,6.73166799,5.316518,5.9226264655,12.36089516,6.995713808,BRCA
GSM427169,8.05022951033,10.0619138165,8.633940747,11.225414225,12.278551005,9.884582852,8.828950772,6.052030675,6.688774195,9.0923747,10.43837603,6.908516092,8.9795770955,12.15020274,6.432879816,5.139972076,6.541372056,8.352640608,8.55731348,6.329935892,5.2549387575,12.0528531,7.510370809,6.137304345,5.5306956595,11.8340178433,8.786074471,7.6172088754,5.003627072,5.95312868933,7.469827229,5.586623085,7.1430110225,6.3457281585,5.3589494338,5.913135501,8.01888328,6.39658479233,5.139972076,8.399665163,5.142524984,9.07033641,7.109833592,5.255511354,6.0909029845,5.072117861,5.840407166,12.31194418,6.516256016,BRCA
