@relation data

@attribute id string
@attribute 107 numeric
@attribute 108 numeric
@attribute 10800 numeric
@attribute 109 numeric
@attribute 11261 numeric
@attribute 1128 numeric
@attribute 1129 numeric
@attribute 113 numeric
@attribute 113026 numeric
@attribute 1131 numeric
@attribute 1133 numeric
@attribute 1139 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 153 numeric
@attribute 154 numeric
@attribute 155 numeric
@attribute 163688 numeric
@attribute 1812 numeric
@attribute 1816 numeric
@attribute 185 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 2064 numeric
@attribute 2065 numeric
@attribute 2066 numeric
@attribute 2149 numeric
@attribute 2185 numeric
@attribute 22953 numeric
@attribute 23236 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 291 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 292 numeric
@attribute 2925 numeric
@attribute 3269 numeric
@attribute 3274 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 3360 numeric
@attribute 3361 numeric
@attribute 3362 numeric
@attribute 3363 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3973 numeric
@attribute 4638 numeric
@attribute 4842 numeric
@attribute 4843 numeric
@attribute 4846 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 490 numeric
@attribute 491 numeric
@attribute 492 numeric
@attribute 493 numeric
@attribute 5021 numeric
@attribute 5023 numeric
@attribute 5024 numeric
@attribute 5025 numeric
@attribute 5027 numeric
@attribute 51196 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5153 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 51806 numeric
@attribute 5255 numeric
@attribute 5256 numeric
@attribute 5257 numeric
@attribute 5260 numeric
@attribute 5261 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5333 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5350 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 56413 numeric
@attribute 56848 numeric
@attribute 57105 numeric
@attribute 5731 numeric
@attribute 5733 numeric
@attribute 5737 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6261 numeric
@attribute 6262 numeric
@attribute 6263 numeric
@attribute 63928 numeric
@attribute 6543 numeric
@attribute 6546 numeric
@attribute 6547 numeric
@attribute 683 numeric
@attribute 6865 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 7125 numeric
@attribute 7134 numeric
@attribute 7201 numeric
@attribute 7220 numeric
@attribute 7416 numeric
@attribute 7417 numeric
@attribute 7419 numeric
@attribute 773 numeric
@attribute 774 numeric
@attribute 775 numeric
@attribute 777 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 83447 numeric
@attribute 84812 numeric
@attribute 85366 numeric
@attribute 886 numeric
@attribute 887 numeric
@attribute 8877 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 89869 numeric
@attribute 9127 numeric
@attribute 91807 numeric
@attribute 952 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__H02,0.0502,-0.028,1.3431,0.2234,1.4842,0.0932,-0.0193,1.6855,0.0659,-0.0247,0.0164,-0.0075,-0.1003,0.3149,0.4679,0.1595,0.0092,-0.0119,-0.0617,0.2531,0.8188,-0.1048,0.1939,-0.0828,0.2964,0.0476,-0.0312,-0.0537,-0.0104,0.1276,0.3125,-0.0652,-0.0657,1.0005,0.877,0.1108,0.1853,0.1694,1.2287,0.1276,0.5995,0.0068,-0.0856,-0.0381,0.0443,0.0907,-0.115,-0.0509,0.2081,0.0065,-0.0085,0.5714,0.0119,-0.0877,-0.1114,-0.0318,-0.0065,0.0845,0.026,0.0753,0.5071,0.3108,0.4152,0.5184,-0.1021,0.1373,-0.0177,0.016,0.1622,0.0486,1.5113,1.0209,1.6838,0.0553,0.0442,0.8995,0.1163,1.1197,-0.015,0.4505,0.7472,-0.0381,-0.0603,-0.1075,0.209,0.0272,0.2342,0.0709,-0.0451,0.5422,1.1327,0.0774,0.4858,1.815,0.6053,-0.0622,0.2235,1.3389,0.4621,-0.0502,0.3527,0.2432,0.3334,0.6652,0.6317,0.715,1.0007,0.7549,-0.0122,0.1665,0.6015,0.0272,0.77,0.1804,0.2251,0.8813,0.2134,-0.0789,-0.0375,-0.0557,-0.0809,-0.024,-0.056,-0.069,-0.0886,0.0027,0.1508,-0.0385,0.8861,0.0292,-0.07,-0.1513,0.1101,0.1153,0.0423,0.0412,0.1414,0.3705,0.9754,0.0472,0.0305,-0.0478,-0.0165,0.0385,-0.021,2.2916,0.5289,2.6125,0.2704,0.4572,0.2044,0.1082,0.3343,0.4319,-0.1027,0.0049,-0.0345,-0.0521,-0.1678,0.2001,0.2141,0.0583,0.0311,-0.0361,0.1108,-0.003,0.4904,-0.0398,Control
Utah__H03,0.0235,-0.0156,1.4448,0.1557,1.1337,0.1536,-0.1177,1.4121,0.0114,-0.157,0.0234,-0.1024,-0.1017,0.1074,0.461,0.0707,-0.0983,0.0222,-0.1079,0.1094,1.2625,0.1114,0.1789,-0.0041,0.5279,0.0372,-0.0578,-0.0282,-0.018,0.1105,0.2265,0.0339,-0.0851,0.8599,0.8001,-0.051,0.2108,0.0885,0.8674,0.2278,0.5573,-0.0996,-0.063,-0.1414,-0.3034,0.1913,-0.1632,-0.1087,0.2567,-0.1814,0.0684,0.4929,0.0883,-0.0256,-0.2064,-0.1129,-0.063,-0.0274,-0.1202,-0.2229,0.6689,0.4636,0.5199,0.5967,0.0483,0.0843,-0.1406,0.044,0.0149,0.0412,1.3618,0.8626,1.9446,0.0596,0.0436,1.1216,-0.0309,0.7069,-0.0332,0.379,0.7563,-0.0091,-0.0544,-0.1225,0.1821,0.054,0.1371,-0.3839,-0.0966,0.5655,1.0037,-0.1507,0.3044,1.2452,0.4095,-0.064,0.1729,1.2735,0.4373,-0.1345,0.0479,0.277,0.4895,0.8974,0.9044,0.8247,0.741,0.9056,-0.2048,0.2209,0.6475,-0.144,0.8249,0.1007,0.1196,0.8535,0.0227,-0.0912,-0.1578,-0.0031,0.0367,-0.0524,-0.101,-0.0347,-0.1348,0.0464,0.1615,-0.066,0.7875,0.0203,-0.0435,-0.228,-0.069,0.3341,-0.0498,0.0573,0.2804,0.34,0.9602,0.0022,0.0528,-0.0032,-9e-04,0.0278,-0.0329,2.2457,0.7836,1.9614,0.1699,0.7017,0.2699,0.0819,0.4028,0.4833,-0.0335,-0.0566,-0.0604,0.0679,0.0406,-0.0473,0.1155,-0.0973,0.0232,-0.0158,0.1811,0.0613,0.355,0.0036,Control
Utah__H04,0.055,-0.0075,1.3745,0.22,1.2943,-0.0496,-0.0908,1.8244,-0.0147,-0.1041,-0.1633,-0.1146,-0.1534,0.2415,0.415,0.1094,-0.2154,-0.0947,-0.1736,0.2565,1.2551,0.0253,0.1834,-0.0274,0.2435,-0.1116,-0.0619,-0.1012,-0.0211,0.2032,0.3409,-0.1124,-0.0642,1.0704,0.998,-0.0011,0.2497,0.1217,1.3055,0.3121,0.6983,-0.0751,-0.1228,-0.0399,-0.1979,0.1554,-0.1465,-0.1278,0.2551,-0.0906,-0.0301,0.8971,-0.1263,-0.0665,-0.2159,-0.0643,-0.065,-0.0706,-0.0496,-0.228,0.7381,0.4351,0.6667,0.6184,-0.0461,0.1194,-0.127,-0.0192,0.0755,-0.0673,1.6805,1.1238,1.9815,0.0482,-0.0116,1.1358,0.0346,1.079,-0.1303,0.69,0.9023,-0.0797,-0.0846,-0.126,0.3273,-0.0246,0.1271,-0.2295,-0.1117,0.6839,1.3285,0.1487,0.6118,1.7989,0.6548,-0.0771,0.3148,1.478,0.5555,-0.0065,0.6908,0.2244,0.5142,1.1231,0.9592,1.0838,1.0016,0.8342,-0.0744,0.2474,0.7775,-0.0849,0.9112,0.4248,0.2302,1.1196,0.0482,-0.133,-0.0536,-0.2017,-0.0414,-0.0413,-0.0831,-0.1042,-0.148,-0.0171,0.225,-0.0893,0.9008,-0.0478,-0.0909,-0.1335,0.0246,0.2397,-0.1224,0.0978,0.1583,0.5078,1.2397,-0.0178,-0.0517,-0.118,-0.0561,0.0551,0.011,2.473,1.0578,2.1479,0.1225,0.7167,0.1744,0.0576,0.5049,0.54,-0.1107,-0.0393,-0.0451,-0.0029,-0.0976,0.0547,0.2192,-0.1085,-0.082,-0.1216,0.102,-0.0974,0.6061,-0.0649,Control
Utah__H06,0.0504,-0.0625,1.5904,0.2254,1.386,0.197,-0.0492,1.7029,0.086,-0.0539,0.0288,-0.0052,-0.0907,0.1906,0.3492,0.0688,-0.0552,-0.0521,-0.0976,0.3093,0.9687,0.0148,0.257,-0.1309,0.1191,0.064,-0.0577,0.0038,-0.029,0.1055,0.2915,-0.1263,-0.0746,1.175,0.8989,0.0594,0.1562,0.1484,1.2984,0.1632,0.6616,-0.0034,-0.103,-0.0146,0.029,-0.0179,-0.1161,-0.1035,0.2212,-0.1506,-0.0696,0.6625,-0.0345,-0.0587,-0.1306,-0.1169,0,-0.041,-0.0717,0.0377,0.582,0.365,0.5188,0.4621,0.0237,0.1365,-0.0766,0,0.0596,0.0307,1.5323,1.0545,1.8315,0.0138,0.0974,0.8652,0.1766,1.0151,-0.0386,0.5007,0.9231,-0.0936,-0.0318,-0.1005,0.1888,-0.0268,0.1867,-0.1209,-0.1033,0.5712,1.2643,-0.0329,0.4874,1.6266,0.7618,-0.0131,0.1862,1.2045,0.4486,-0.0868,0.3849,0.283,0.4237,0.8319,0.665,0.9181,1.0675,0.816,-0.0706,0.1802,0.6174,0.0535,0.8246,0.2075,0.2279,1.3409,0.3181,-0.0871,-0.0732,-0.0459,-0.082,0.0122,-0.0674,-0.0862,-0.0813,0.0272,0.2811,-0.0155,0.9326,0.0082,-0.1107,-0.1593,0.1648,0.1707,-0.1057,0.0298,0.2537,0.308,0.9302,-4e-04,0.0363,-0.0652,-0.0448,0.0598,-0.0645,2.1117,0.925,2.4555,0.3189,0.5997,0.1277,0.0814,0.4239,0.4763,-0.0169,-0.0995,-0.118,-0.0353,-0.0524,0.2889,0.1718,0.0845,0.0092,-0.0634,0.0956,-0.0524,0.6397,-0.081,Control
Utah__H07,0.0661,-0.0194,1.5586,0.1707,1.0866,-0.0688,-0.0845,1.5359,-0.0413,-0.097,0.0069,-0.0551,-0.1469,0.118,0.2881,0.0226,-0.3212,-0.0264,-0.1513,0.2031,0.7587,0.1572,0.1376,0.0328,0.1029,0.0426,-0.0352,-0.1256,-0.0118,0.1156,0.1715,-0.09,-0.0606,0.8269,0.8431,-0.1182,0.2343,-0.0267,0.9382,0.2789,0.5943,-0.0924,-0.0897,-0.168,-0.297,0.0224,-0.1407,-0.2356,0.2757,-0.1773,0.0669,0.9168,-0.1079,-0.0176,-0.1854,-0.0317,-0.0659,0.0467,-0.1385,-0.3467,0.655,0.4085,0.5057,0.5658,-0.0706,0.0786,-0.1201,-0.0463,0.0922,-0.0638,1.5053,0.7711,1.9014,0.0743,-0.0045,0.9959,-0.1146,1.0931,-0.0618,0.5773,0.7889,-0.0896,-0.1417,-0.1111,0.2073,0.0097,0.086,-0.2537,-0.1637,0.5545,1.0415,0.0337,0.4239,1.6714,0.3774,-0.1143,0.2553,1.2653,0.4525,-0.2961,0.0951,0.2832,0.5289,0.9772,0.889,1.0424,0.7962,0.7313,-0.2568,0.1822,0.6772,-0.1563,0.7818,0.1607,0.1203,1.2574,0.0576,-0.0409,0.0069,-0.1961,-0.0977,-0.1294,-0.0743,-0.1588,-0.2232,-0.0181,0.34,-0.1854,0.7963,0.0199,-0.0421,-0.2042,-0.0084,0.2482,-0.2052,0.122,0.1737,0.5953,1.1877,-0.0482,-0.0398,-0.0956,-0.038,0,-0.0111,2.5911,1.2769,1.9657,-0.0017,0.7303,0.2973,0.0999,0.4843,0.4316,-0.0252,-0.0383,-6e-04,-0.0182,-0.0403,-0.0135,0.085,-0.1394,-0.1033,-0.0869,0.0417,-0.0632,0.5377,-0.0903,BRCACancer
Utah__H08,0.0565,-0.0194,1.3676,0.1232,1.382,0.0733,-0.034,1.5246,0.0606,-0.1026,0.0393,-0.115,-0.1423,0.1237,0.1664,0.1415,-0.102,0.0329,-0.0702,0.3741,0.853,-0.054,0.2055,0.1805,0.2588,0.059,-0.0609,-0.0272,-0.031,0.1148,0.2203,-0.0471,-0.0598,1.0734,1.0363,-0.0186,0.1909,-2e-04,1.1211,0.2027,0.512,-0.0969,-0.0792,-0.0686,-0.1884,0.0713,-0.1306,-0.1232,0.4631,-0.1976,0.0418,0.8602,-0.0331,-0.0456,-0.1622,-0.048,0.0043,0.095,-0.0196,-0.0979,0.453,0.3948,0.5319,0.4207,-0.029,0.2333,-0.0862,-0.0119,0.051,0.0144,1.4667,0.8423,1.5442,0.0594,0.0022,1.0233,0.0408,1.1527,-0.0591,0.3904,0.8298,-0.0487,-0.0777,-0.0466,0.1952,0.0138,0.2469,-0.103,-0.1218,0.5304,1.1618,0.0953,0.3092,1.5169,0.4234,-0.0704,0.1518,0.7167,0.4059,-0.1872,0.5583,0.3103,0.4699,0.7506,0.7297,0.9233,0.9925,0.8974,0.0075,0.0856,0.6198,-0.1019,0.7281,0.217,0.0921,0.6978,0.0044,-0.0757,0.002,0.0426,-0.1232,-0.0857,-0.0508,-0.0752,-0.1526,0.0093,0.3694,-0.0186,1.0819,0.0411,-0.0734,-0.1645,-0.1462,0.2761,-0.0788,-0.0635,0.3753,0.2739,1.055,-0.0325,0.0032,-0.0504,0.0159,0.022,-0.0044,2.2058,1.0548,2.2299,0.2435,0.4033,0.3264,0.1187,0.3135,0.3319,-0.1554,-0.018,-0.1299,0.0099,-0.0082,0.1191,0.0851,-0.0554,0.0191,-0.04,0.1008,-0.0202,0.3996,-0.0993,BRCACancer
Utah__H09,0.06,-0.0016,0.4262,0.1067,0.5468,-0.0732,-0.0254,1.119,-0.0485,-0.0902,-0.1006,-0.1336,-0.1288,-0.0471,-0.0334,-0.0059,0.0124,-0.0337,-0.0217,0.3412,0.7032,0.0576,0.1867,-0.0641,0.7321,0.1265,-0.0574,-0.0437,0.0132,0.1197,0.1191,-0.0694,-0.0951,0.8207,0.8284,0.0281,0.4298,-0.0048,0.4981,0.4958,0.5373,-0.0306,-0.0638,-0.0616,-0.2008,-0.0163,-0.1436,-0.0843,0.1973,-0.0876,0.0654,0.3802,-0.0232,0.0067,-0.1275,-0.0831,0.0017,-0.0069,-0.0356,-0.1606,0.6718,0.4656,0.5283,0.4458,-0.0183,0.1465,-0.1611,-0.0479,0.0326,0.0327,1.0914,0.5855,1.6806,0.1164,0.0585,1.0199,-0.1039,0.5014,-0.036,0.3238,0.3426,-0.073,-0.0994,-0.0428,0.1939,0.0196,0.1599,-0.0687,-0.1444,0.3358,0.7979,0.0603,0.165,0.9763,0.3122,-0.0868,0.1112,0.7149,0.3893,-0.0772,0.3388,0.334,0.6945,0.6541,0.8178,1.3612,0.6332,0.6808,-0.1144,0.2923,0.917,-0.0968,0.669,-0.0103,0.0033,-0.0471,0.187,-0.0959,-0.0686,0.0561,-0.0601,-0.1034,-0.0579,-0.0998,-0.0063,0.0364,0.5564,-0.0569,0.5677,0.0046,-0.0625,-0.2518,-0.0012,0.1931,-0.024,0.0797,0.2092,0.4203,0.9523,-0.0202,0.0147,-0.0624,-0.0374,0.0362,-0.0329,1.941,0.8816,1.9209,0.1265,0.9006,0.3072,0.1116,0.5803,0.3047,-0.13,-0.0315,-0.0313,-0.1337,-0.0657,-0.0414,0.2001,-0.0285,-0.0155,-0.024,0.1224,0.0108,0.3771,-0.0711,BRCACancer
Utah__H10,0.0914,0.0066,1.0564,0.2353,1.0189,0.1168,-0.0583,1.3329,-0.0343,-0.1193,-0.001,0.0376,-0.2203,0.0783,0.2709,0.0505,-0.1055,-0.0235,-0.2179,0.2301,0.5446,0.1157,0.1027,0.0249,0.1361,0.0994,-0.0599,-0.0829,0.0038,0.1543,0.0668,-0.1424,-0.0342,0.8962,0.7603,-0.0329,0.2153,-0.1621,0.9737,0.2503,0.5357,-0.0838,-0.1801,-0.1765,-0.3722,0.0074,-0.0869,-0.2357,0.1836,-0.0194,0.0429,1.0241,-0.0331,-0.0961,-0.1948,-0.0182,0.0382,0.1547,-0.1434,-0.2928,0.6261,0.4572,0.4396,0.4834,-0.0141,0.1765,-0.1803,-0.0442,0.0288,-0.0399,1.314,0.7975,1.8595,0.0869,-0.0118,0.8442,0.0599,0.9485,-0.1263,0.508,0.6051,-0.0706,-0.0117,-0.0712,0.1796,-0.0257,0.115,-0.4909,-0.146,0.4653,0.9171,-0.1698,0.1896,1.3507,0.3496,-0.111,0.1735,0.8563,0.4723,-0.1188,0.2959,0.3344,0.4797,0.7069,0.7659,1.1717,0.8101,0.6725,-0.0599,0.2175,0.7191,-0.1114,0.5477,0.243,0.0701,0.3183,0.0748,-0.082,-0.0227,-0.0183,-0.0664,-0.1219,-0.0466,-0.1461,-0.1525,-0.0151,0.3978,-0.2029,0.9007,-0.0148,0.0181,-0.2645,0.0123,0.2382,-0.0199,-0.0074,0.2033,0.598,1.1022,-0.06,-0.0204,-0.0891,0.029,-0.0481,0.02,2.0192,0.9931,2.0231,0.2872,0.6882,0.2809,0.0601,0.4405,0.3538,-0.0333,-0.0067,-0.0278,-0.0197,-0.0571,-0.1328,0.0795,-0.1182,-0.1085,-0.1059,0.0988,-0.0031,0.3574,-0.091,BRCACancer
Utah__H11,0.0632,0.0217,1.0783,0.2627,1.1113,0.0522,-0.0203,1.3751,-0.0077,-0.0963,-0.1132,-0.022,-0.1533,0.0861,0.3029,0.0384,-0.1456,0.0466,-0.1528,0.2998,0.7255,0.1385,0.1755,0.0568,0.445,0.0774,-0.0283,-0.0732,0.033,0.0913,0.2447,-0.0036,-0.0556,1.4936,0.9796,-0.0126,0.1023,0.0641,0.8796,0.0978,0.4281,-0.0433,-0.0717,-0.0882,-0.1523,0.3116,-0.1256,-0.1177,0.2449,-0.0856,0.0191,0.629,-0.0387,-0.0041,-0.2043,-0.0517,-0.0019,0.0745,-0.0433,-0.1357,0.6295,0.5145,0.3502,0.6369,3e-04,0.287,-0.1234,-0.0226,0.1315,0.0156,1.1601,0.8124,1.5734,0.0963,0.021,1.271,0.2661,0.8361,-0.022,0.3395,0.4529,-0.0712,-0.0361,-0.0668,0.1962,0.0666,0.1599,-0.1077,-0.1343,0.406,0.9245,0.0664,0.3163,1.2721,0.4257,-0.104,0.3125,0.8297,0.3942,-0.1605,0.3073,0.3193,0.5559,0.5812,0.9542,1.1209,0.8052,1.0988,-0.0903,0.108,0.4869,-0.0603,0.6345,0.1184,0.0517,0.626,-0.0105,-0.1226,-0.1011,-0.141,-0.0353,-0.0771,-0.0408,-0.1252,-0.1169,-0.0779,0.3179,-0.103,1.3286,0.0442,-0.0442,-0.121,-0.0657,0.2723,-0.0314,0.135,0.3509,0.355,1.4669,-0.0338,-0.0064,-0.0667,0.0323,-0.0221,-0.0039,1.8341,0.9772,2.0354,0.0982,0.6702,0.3833,0.1376,0.4691,0.3318,-0.0773,-0.0426,-0.0345,0.0388,-0.0393,-0.0316,0.0951,-0.0545,-0.0487,-0.087,0.1565,0.0304,0.6728,-0.0503,BRCACancer
Utah__H12,0.038,0.0094,1.6799,0.3372,1.1392,0.0704,-0.0747,1.7759,0.0979,-0.089,-0.1233,-0.0555,-0.1835,0.2441,0.2525,0.0776,-0.0218,0.0021,-0.1758,0.2376,1.6982,0.0931,0.1768,0.0631,0.4118,0.0205,-0.0703,-0.1562,-0.0119,0.1716,0.438,-0.0222,-0.0872,1.5828,1.1131,-0.099,0.1778,0.031,1.1749,0.2272,0.5739,-0.1128,-0.1035,-0.1136,-0.2093,0.5065,-0.1653,-0.176,0.3331,-0.0431,0.0348,0.9185,-0.0678,-0.1363,-0.2419,-0.0621,-0.07,0.0401,-0.0769,-0.245,0.8491,0.6102,0.6903,0.7912,-0.0512,0.2109,-0.1104,0.0146,0.1161,0.02,1.619,1.0017,2.0268,0.0868,-0.0079,1.564,-0.0551,0.9273,0.0046,0.5481,0.8851,-0.0867,-0.1023,-0.0651,0.2596,0.0369,0.556,-0.2286,-0.1445,0.6087,1.2535,-0.0155,0.3921,1.5567,0.6395,-0.1113,0.4312,1.3429,0.4571,-0.1038,0.375,0.2813,0.5898,1.0549,1.2915,1.1146,0.9157,1.0389,-0.1143,0.1842,0.7095,-0.0989,0.9404,0.1968,0.1815,1.2532,0.0738,-0.0537,0.0575,-0.2411,-0.1201,-0.0436,-0.0632,-0.1173,-0.1309,0.0174,0.2864,-0.1812,1.1158,-0.0546,-0.0568,-0.2051,-0.0658,0.2496,-0.0859,0.1495,0.3551,0.3789,1.4338,-0.0171,0.0041,-0.0745,-0.0233,-0.0317,-0.0114,2.138,0.9686,2.0181,0.0989,0.7958,0.3787,0.0835,0.6799,0.5026,-0.118,-0.019,-0.0889,0.0643,-0.1211,0.0976,0.1543,-0.0528,0.0045,-0.0762,0.0636,-0.0758,0.7487,-0.0974,BRCACancer
Utah__I01,0.0202,-0.0349,0.8139,0.4098,1.0668,-0.011,-0.065,1.8038,0.0721,-0.0928,-0.0702,-0.0753,-0.1576,0.3022,0.4995,0.1212,-0.0919,-0.0174,-0.139,0.4919,1.6283,-0.0762,0.1702,-0.0867,0.247,0.0101,-0.0749,-0.0748,-0.0316,0.0745,0.2342,-0.0713,-0.0844,1.6493,1.274,0.0182,0.3158,0.1219,1.3941,0.4079,0.7229,-0.0671,-0.0923,-0.0857,-0.0551,0.2814,-0.1152,-0.1244,0.3006,-0.0635,-0.0056,0.7797,-0.0557,-0.02,-0.1917,-0.0719,-0.0438,0.0562,-0.0636,-0.0976,0.8655,0.7839,0.8131,0.7902,-0.0753,0.2535,-0.0932,-0.0533,0.1496,-0.0033,1.5944,1.3008,1.865,0.0382,0.0265,1.7017,0.38,1.301,-0.109,0.4086,0.849,-0.0687,-0.0849,-0.0916,0.3721,0.0652,0.381,-0.2566,-0.1171,0.6203,1.5419,0.0891,0.4991,1.5463,0.5269,-0.0832,0.3619,1.3493,0.7547,-0.0412,0.726,0.236,0.986,1.1151,1.3837,1.4548,0.8537,1.3038,-0.0659,0.2478,1.1771,-0.0547,0.8845,0.2249,0.146,0.688,0.0754,-0.0376,-0.008,-0.1067,-0.0761,-0.039,-0.0748,-0.1098,0.0028,-0.0247,0.8206,-0.0479,0.7536,0.0811,-0.0422,-0.1659,0.0697,0.0974,-0.1352,0.1492,0.3112,0.4711,1.4677,-0.0398,0.0034,-0.0956,-0.0298,-0.0361,-0.0158,2.424,1.1634,2.4172,0.0604,1.0714,0.2472,0.0703,1.0762,0.4643,-0.0592,-0.0147,-0.0273,0.018,-0.0156,0.3155,0.0671,-0.0156,-0.0139,-0.0859,0.0865,-0.0261,1.2767,-0.0732,Control
Utah__I02,0.1052,-0.0165,0.8934,0.2497,0.8642,0.0434,-0.0097,1.2229,0.0072,-0.1011,-0.0069,-0.1565,-0.1614,0.0286,0.2478,0.0415,-0.1947,0.0305,-0.1558,0.2278,0.911,0.1393,0.0656,0.0971,0.3291,0.0232,-0.0805,-0.1375,0.0268,0.0216,0.0847,-0.0723,-0.0509,0.9133,1.0014,-0.088,0.4276,-0.0177,0.6504,0.4782,0.5414,-0.1183,-0.0477,-0.1837,-0.3028,0.0671,-0.1278,-0.1107,0.2956,-0.1761,0.0872,0.6218,-0.0652,0.0091,-0.2642,0.0038,-0.0896,0.1469,-0.1569,-0.2387,0.9152,0.6261,0.5998,0.6302,-0.0025,0.2828,-0.1361,-0.0457,0.1465,-0.0404,1.285,0.8127,1.7859,0.0589,-0.0093,1.0013,0.1118,0.7488,-0.0444,0.4773,0.5936,-0.0844,-0.0588,-0.0204,0.1492,0.0628,0.2005,-0.2554,-0.1174,0.4822,1.1149,0.0413,0.3306,1.1827,0.3448,-0.0951,0.2457,1.2534,0.4133,-0.1997,0.4963,0.2493,0.7065,0.8761,0.957,1.2471,0.676,0.9356,-0.0488,0.4354,0.9932,-0.2341,0.5741,0.0159,0.0506,0.6619,0.0127,-0.1139,0.0025,-0.0536,-0.0662,-0.1259,-0.0595,-0.1148,-0.1668,-0.0086,0.6346,-0.0957,0.8709,-0.0764,0.0259,-0.1369,-0.2119,0.1246,-0.0056,0.1778,0.3387,0.2947,1.1359,-0.0392,-0.0114,-0.0648,0.0124,-0.0532,0.031,1.9516,0.9513,1.9269,0.1146,1.2078,0.3445,0.0979,0.6281,0.3928,-0.0207,-0.0663,-0.1205,0.1567,-0.081,0.0584,0.1387,-0.119,-0.0747,-0.0798,0.0562,-0.0221,0.5344,-0.062,Control
Utah__I03,0.0029,0.0025,0.8697,0.1096,1.0042,0.0693,-0.0502,1.1772,0.0814,-0.0878,-0.0048,-0.0349,-0.1576,0.039,0.3812,0.0883,-0.0015,0.0019,-0.1578,0.3142,0.9914,0.0882,0.2172,-0.055,0.4091,0.0855,-0.0719,-0.0254,-0.0246,0.1036,0.1622,-0.0041,-0.0804,1.043,0.6381,-0.0073,0.057,0.0292,0.679,0.1068,0.4351,-0.0433,-0.059,-0.0492,-0.1892,0.2035,-0.1122,-0.1381,0.3218,-0.0957,0.0703,0.5428,-0.02,-0.0502,-0.1543,-0.0645,-0.0068,0.07,0.0156,-0.1708,0.5489,0.4118,0.3378,0.4705,-0.0353,0.1663,-0.1058,0.1341,0.0387,0.0314,0.8886,0.7919,1.4728,0.0511,0.0783,1.0994,0.0095,0.534,0.0073,0.3207,0.2849,-0.0287,-0.0901,-0.0806,0.1406,0.0082,0.1423,0.0214,-0.1437,0.3462,0.7891,0.0497,0.2088,0.9538,0.2507,-0.0507,0.2266,0.976,0.3546,-0.2025,0.3984,0.3045,0.3669,0.6199,0.705,0.8702,0.6846,0.8524,-0.1004,0.1081,0.5009,-0.1412,0.5223,0.0027,0.0612,0.2952,-0.004,-0.1717,-0.0531,-0.2276,0.0091,-0.0388,-0.0968,-0.071,-0.0257,-0.022,0.1282,-0.0882,0.8161,0.0563,-0.012,-0.1817,-0.1159,0.3489,0.0495,-0.0495,0.3404,0.2801,0.9757,-0.0197,0.0692,-0.013,-0.0333,0.0021,-0.0229,1.6882,0.6642,2.038,0.0669,0.5651,0.2404,0.0995,0.3148,0.3054,-0.0756,-0.0525,-0.0802,-0.069,0.0256,0.0446,0.1335,-0.011,-0.0179,-0.0385,0.0776,0.0054,0.3815,-0.0259,Control
