@relation data

@attribute id string
@attribute 107 numeric
@attribute 108 numeric
@attribute 10800 numeric
@attribute 109 numeric
@attribute 11261 numeric
@attribute 1128 numeric
@attribute 1129 numeric
@attribute 113 numeric
@attribute 113026 numeric
@attribute 1131 numeric
@attribute 1133 numeric
@attribute 1139 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 153 numeric
@attribute 154 numeric
@attribute 155 numeric
@attribute 163688 numeric
@attribute 1812 numeric
@attribute 1816 numeric
@attribute 185 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 2064 numeric
@attribute 2065 numeric
@attribute 2066 numeric
@attribute 2149 numeric
@attribute 2185 numeric
@attribute 22953 numeric
@attribute 23236 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 291 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 292 numeric
@attribute 2925 numeric
@attribute 3269 numeric
@attribute 3274 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 3360 numeric
@attribute 3361 numeric
@attribute 3362 numeric
@attribute 3363 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3973 numeric
@attribute 4638 numeric
@attribute 4842 numeric
@attribute 4843 numeric
@attribute 4846 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 490 numeric
@attribute 491 numeric
@attribute 492 numeric
@attribute 493 numeric
@attribute 5021 numeric
@attribute 5023 numeric
@attribute 5024 numeric
@attribute 5025 numeric
@attribute 5027 numeric
@attribute 51196 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5153 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 51806 numeric
@attribute 5255 numeric
@attribute 5256 numeric
@attribute 5257 numeric
@attribute 5260 numeric
@attribute 5261 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5333 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5350 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 56413 numeric
@attribute 56848 numeric
@attribute 57105 numeric
@attribute 5731 numeric
@attribute 5733 numeric
@attribute 5737 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6261 numeric
@attribute 6262 numeric
@attribute 6263 numeric
@attribute 63928 numeric
@attribute 6543 numeric
@attribute 6546 numeric
@attribute 6547 numeric
@attribute 683 numeric
@attribute 6865 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 7125 numeric
@attribute 7134 numeric
@attribute 7201 numeric
@attribute 7220 numeric
@attribute 7416 numeric
@attribute 7417 numeric
@attribute 7419 numeric
@attribute 773 numeric
@attribute 774 numeric
@attribute 775 numeric
@attribute 777 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 83447 numeric
@attribute 84812 numeric
@attribute 85366 numeric
@attribute 886 numeric
@attribute 887 numeric
@attribute 8877 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 89869 numeric
@attribute 9127 numeric
@attribute 91807 numeric
@attribute 952 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__D06,0.0203,-0.0429,1.5534,0.3135,1.2543,0.0848,-0.1154,1.8327,0.0936,-0.0594,-0.0596,-0.099,-0.1501,0.2846,0.5296,0.1481,-0.1255,-0.0036,-0.1299,0.3663,1.3113,0.0557,0.1358,-0.1312,0.2134,0.0448,-0.0366,-0.0747,-0.0137,0.1861,0.3836,-0.0479,-0.0839,1.3406,1.0694,-0.0231,0.2126,0.0965,1.479,0.2819,0.7087,-0.0831,-0.0917,-0.0722,-0.0622,0.2892,-0.148,-0.1434,0.3829,-0.1849,-0.0193,0.9258,-0.028,0.0472,-0.1792,-0.07,-0.064,-0.0164,-0.0549,-0.1266,0.8167,0.528,0.5983,0.775,-0.069,0.2321,-0.0914,0.0154,0.1573,-0.0016,1.661,1.1572,2.0041,0.0549,0.0127,1.2666,0.1679,1.2522,-0.033,0.7046,0.7875,-0.0867,-0.102,-0.0648,0.2726,0.0324,0.1846,-0.2385,-0.1477,0.6984,1.3094,0.0655,0.5265,1.7435,0.7549,-0.0768,0.4396,1.5016,0.5841,-0.0382,0.415,0.2597,0.5719,1.0525,1.0984,1.0873,0.9914,0.9648,-0.0316,0.251,0.7479,-0.0996,0.9127,0.3399,0.2367,1.2477,0.1331,-0.0746,-0.0407,-0.0541,-0.0473,0.004,-0.0582,-0.0892,-0.0731,0.0593,0.2984,-0.045,1.2264,0.0181,-0.0743,-0.2038,-0.0085,0.2062,-0.1047,0.1291,0.4249,0.5014,1.4312,-0.0308,0.0161,-0.0681,-0.0464,0.0653,-0.014,2.352,1.0016,2.2707,0.1648,0.8224,0.1771,0.0911,0.5583,0.5684,-0.076,0.0343,-0.0564,0.0224,-0.0694,0.2951,0.2196,0.0401,0.0253,-0.0923,0.1285,-0.0383,0.686,-0.0107,BRCACancer
Utah__D07,0.0587,-0.0142,1.2599,0.3543,1.2989,0.0516,-0.0181,1.9125,0.1188,-0.0627,-0.0206,-0.0256,-0.1151,0.3089,0.4364,0.0922,-0.0928,-0.0347,-0.094,0.4321,1.5437,-0.0051,0.1747,0.0195,0.4783,0.0382,-0.0248,-0.0814,-0.014,0.1111,0.5041,-0.0732,-0.0556,1.648,1.0426,-0.0174,0.2364,0.0916,1.3924,0.1447,0.6055,-0.0521,-0.0842,-0.0752,0.0146,0.3867,-0.0869,-0.0669,0.446,-0.1267,0.0194,0.6622,-0.0279,0.0258,-0.1364,-0.042,-0.0028,0.0659,-0.1268,-0.0434,0.7133,0.4538,0.53,0.8018,-0.0696,0.2396,-0.0756,0.0472,0.0994,0.0256,1.5988,1.3126,1.9911,0.0515,0.0122,1.265,0.1165,1.1828,-0.0444,0.5215,0.6411,-0.0689,-0.0495,-0.0974,0.1989,0.0306,0.4364,0.1356,-0.0786,0.5983,1.3251,0.1308,0.554,1.5877,0.5613,-0.0395,0.5063,1.2344,0.4691,-0.079,0.6496,0.2323,0.5016,0.8676,1.0106,0.9816,0.831,1.0344,-0.073,0.1306,0.654,-0.0477,0.9622,0.3593,0.211,1.0285,0.1972,-0.0432,-8e-04,-0.0769,-0.0928,-0.0257,-0.0572,-0.0861,-0.0553,0.0501,0.2013,-0.0145,1.0778,0.0217,-0.0752,-0.1212,0.0492,0.186,-0.0642,0.0547,0.4349,0.4118,1.4577,-0.0176,0.0423,-0.0548,-0.0243,0.0517,-0.0048,2.4516,0.9373,2.5717,0.0596,0.5502,0.1757,0.0909,0.3882,0.4904,-0.0156,-8e-04,-0.0818,0.0355,-0.0074,0.2868,0.1482,0.0818,0.0654,-0.0189,0.1009,-0.0181,0.6392,-0.0745,Control
Utah__D08,0.0582,0.0113,1.1547,0.2166,1.1458,0.0713,-0.091,1.3997,0.1307,-0.0835,-0.0243,-0.0555,-0.1368,0.127,0.2766,0.1275,0.0569,0.0658,-0.0747,0.3831,0.7396,0.2544,0.1478,0.0843,0.5444,0.0807,-0.0817,-0.1104,0.0229,0.0802,0.1908,-0.0231,-0.0698,1.1598,0.8047,-0.0168,0.0915,0.0492,0.9106,0.1265,0.4924,-0.0608,-0.0566,-0.003,-0.0878,0.0979,-0.1307,-0.1541,0.3471,-0.0701,0.1361,0.6196,0.0321,-0.0094,-0.2016,-0.0173,-0.0576,0.1164,-0.1047,-0.0849,0.5204,0.3345,0.3751,0.5599,-0.0732,0.2287,-0.0634,0.0451,0.1043,0.0198,1.293,0.9124,1.5125,0.1223,0.062,0.8142,-0.0253,0.8744,-0.0189,0.4406,0.5507,-0.0807,-0.08,-0.0662,0.1273,0.0632,0.2655,-0.1964,-0.0975,0.4374,0.9483,0.1401,0.2837,1.505,0.4876,-0.0225,0.2384,1.1834,0.3429,-0.2046,0.4927,0.2977,0.4049,0.606,0.7303,0.893,0.7628,0.899,-0.1362,0.1167,0.5412,-0.0472,0.7904,0.1074,0.101,0.6848,0.1573,-0.0644,-0.0247,-0.0023,-0.0839,-0.0668,-0.0422,-0.0794,-0.181,0.0354,0.1926,-0.0288,0.9263,-0.0174,-0.0326,-0.1506,0.11,0.1727,0.0294,0.035,0.3211,0.2687,1.1902,-0.0135,0.0564,-0.0304,0.0145,0.0428,0.0577,2.1956,0.6644,2.3454,0.0768,0.5641,0.3929,0.1356,0.343,0.3954,-0.0198,0.0219,-0.0608,-0.0369,-0.0602,0.0748,0.1681,0.0018,0.0266,-0.1087,0.1566,-0.0147,0.5303,-0.0826,Control
Utah__D09,0.0919,-0.0398,1.4248,0.289,1.2134,-0.0576,-0.0502,1.5409,0.1171,-0.0414,-0.0732,-0.0933,-0.1647,0.1278,0.587,0.1495,-0.0518,0.0257,-0.101,0.3986,1.094,0.118,0.1629,-0.0866,0.2787,0.1001,-0.0641,-0.1006,-0.0045,0.1297,0.1183,-0.0796,-0.0635,1.2012,0.9942,-0.0225,0.1506,0.0386,1.2902,0.1413,0.5445,-0.053,-0.1288,-0.0741,-0.0883,0.2197,-0.1222,-0.0822,0.4881,-0.1215,-0.0238,0.7414,-0.0499,-0.1664,-0.107,-0.0387,-0.0502,0.0386,-0.0635,-0.22,0.7389,0.4957,0.5057,0.6806,-0.1032,0.2406,-0.0795,-0.0427,0.1796,-0.0096,1.4432,1.0302,1.7762,0.0798,0.013,1.0888,0.054,1.1567,-0.0414,0.5768,0.684,-0.0923,-0.0209,-0.0931,0.2181,0.0196,0.1493,-0.1722,-0.1481,0.5604,1.1823,0.0205,0.4115,1.5994,0.6209,-0.0641,0.3971,1.3985,0.4195,-0.0248,0.3752,0.2468,0.4555,0.7616,0.8909,0.9946,0.9809,0.8817,-0.0381,0.1647,0.63,-0.0707,0.832,0.2394,0.125,1.0336,0.0825,-0.1186,0.0044,-0.1721,0.0083,-0.0315,-0.0857,-0.1097,-0.0925,-0.023,0.2311,-0.0959,1.2175,0.0276,-0.0681,-0.184,0.0484,0.1075,-0.1507,0.0977,0.2685,0.2838,1.3366,-0.0281,-0.0133,-0.0606,-0.0014,0.0133,0.0279,2.1547,0.6787,2.2587,0.1546,0.8016,0.2175,0.0706,0.4559,0.4432,-0.0821,0.0194,-0.0673,0.0148,-0.0419,0.1674,0.1833,0.0143,-0.0048,-0.0818,0.0747,-0.0319,0.5246,-0.1041,Control
Utah__D10,0.0227,-0.0096,1.483,0.1483,1.3607,-0.0025,-0.0272,1.3581,0.0884,-0.0976,-0.0029,0.0242,-0.1183,0.182,0.6035,0.1863,-0.1136,-0.047,-0.094,0.2861,1.1315,-0.0495,0.1816,-0.0478,0.3946,0.0151,-0.0832,-0.1119,-0.0098,0.0608,0.27,-0.0329,-0.0693,1.0945,0.7799,0.0167,0.2021,0.1234,1.4368,0.198,0.4754,-0.0857,-0.0797,-0.0662,-0.0397,0.2096,-0.0899,-0.118,0.5247,-0.1219,0.0879,0.7327,-0.0081,-0.0557,-0.1805,0.0089,-0.0112,0.0487,-0.1159,-0.0568,0.5093,0.3882,0.5506,0.4322,-0.0362,0.2319,-0.0945,-0.02,0.0912,0.0173,1.4974,0.8796,1.7884,0.065,0.0258,0.9178,0.0587,0.879,-0.0465,0.5182,0.5195,-0.0805,-0.0547,-0.0857,0.1633,0.0236,0.1297,-0.1731,-0.1031,0.5458,1.2264,0.0567,0.3747,1.2646,0.5034,-0.0271,0.2236,1.0367,0.4244,-0.0557,0.5946,0.2918,0.3574,0.841,0.7596,0.8608,1.0133,0.8115,-0.1248,0.192,0.6447,-0.031,0.8697,0.0473,0.1892,0.9931,0.0623,-0.0295,-0.0049,-0.0782,-0.1078,-0.0201,-0.0527,-0.0677,-0.0596,0.0288,0.1759,-0.0312,1.2717,0.0259,-0.0735,-0.0873,0.6761,0.1935,-0.1141,0.0686,0.247,0.3381,1.1225,-0.0214,0.0256,-0.0348,-0.0271,0.0419,-0.0102,1.9427,0.5239,2.4714,0.1016,0.578,0.1943,0.1547,0.3513,0.3652,-0.0374,0.0034,-0.0648,-0.0606,-0.0292,0.1292,0.1575,0.0312,0.0167,-0.0718,0.1489,-0.0263,0.6823,-0.0611,Control
Utah__D11,0.0854,0.0228,0.6313,0.0892,0.6002,0.2369,-0.0856,0.6329,0.1051,-0.0975,-0.0269,-0.1387,-0.151,-0.0565,0.3874,0.092,-0.0096,0.0101,-0.1393,0.1127,0.5438,0.1945,0.1172,0.196,0.4817,-0.0216,-0.0595,-0.0544,0.0056,0.2251,0.0738,0.0188,-0.1278,0.5089,0.4465,-0.0931,0.0316,0.0607,0.5997,0.1026,0.363,-0.0779,-0.0398,-0.071,-0.2944,-0.112,-0.2205,-0.1807,0.2518,0.0283,0.032,0.4511,-0.0034,-0.0437,-0.2483,0.0091,-0.0857,0.0325,0.13,-0.2974,0.4076,0.2837,0.256,0.2584,-0.0535,0.1938,-0.0353,0.069,0.0054,-0.0038,0.853,0.6316,0.8347,0.162,0.0893,0.3241,0.0012,0.3868,0.151,0.2396,0.0944,0.0112,-0.1122,-0.0595,0.0423,0.0846,0.0435,-0.1821,-0.1798,0.2225,0.6609,-0.1074,0.0795,0.6228,0.2612,-0.0442,0.0669,0.8235,0.1642,-0.2503,0.0689,0.295,0.2263,0.4074,0.3806,0.7123,0.6044,0.5041,-0.0742,0.1759,0.4751,-0.1609,0.4206,-0.0421,0.0043,0.2781,0.0046,-0.1372,-0.1532,-0.1408,0.0151,-0.114,-0.1114,-0.0458,-0.1596,0.1193,-0.0259,-0.0177,0.5313,-0.0064,-0.0133,-0.181,0.039,0.18,-0.0452,-0.0499,0.2684,0.2391,0.7218,0.0127,0.086,-0.008,0.0019,0.0922,-0.0112,1.5616,0.3741,1.9601,0.2586,0.4581,0.5447,0.0254,0.2722,0.2639,-0.3059,0.0635,-0.0201,-0.1338,0.0644,-0.123,0.0777,-0.0271,0.0644,-0.1136,0.248,0.0177,-0.029,0.0431,Control
Utah__D12,-0.0276,-0.0441,1.2639,0.1837,1.2173,0.1064,-0.0251,1.2762,0.1435,-0.0235,0.0323,-0.0193,-0.0632,0.1203,0.464,0.1549,-0.0262,-0.0375,-0.0093,0.2708,0.5124,0.0578,0.1744,-0.0736,0.5753,8e-04,-0.1037,-0.0554,-0.0204,0.1242,0.1649,-0.0678,-0.0826,0.8912,0.6961,0.005,0.1373,0.1871,1.2611,0.1213,0.5419,-0.0831,-0.0575,1e-04,-0.0295,0.1318,-0.158,-0.051,0.4458,0.0516,0.0155,0.4761,-0.0037,-0.0387,-0.1368,-0.1387,-0.0953,-0.0801,-0.0156,-0.1148,0.3951,0.2758,0.413,0.4125,-0.0682,0.1718,-0.0653,0.0745,0.1035,0.0249,1.4013,0.8672,1.6889,0.0876,0.051,0.6803,0.0329,0.5743,0.0268,0.4975,0.6159,-0.0661,-0.0884,-0.1086,0.1411,-0.023,0.0945,-0.0218,-0.0798,0.4657,1.0665,-0.0351,0.372,1.3072,0.5076,-0.0152,0.1982,1.1346,0.3578,-0.1165,0.5254,0.2241,0.2838,0.6654,0.5743,0.7223,0.9616,0.8006,-0.1228,0.1842,0.5707,-0.0218,0.7353,0.1196,0.0992,0.5943,0.1686,-0.1147,-0.0291,0.0763,-0.052,-0.0455,-0.0828,-0.0698,-0.0156,0.0432,0.088,0.0253,0.9316,0.0367,-0.0495,-0.1629,0.0674,0.1224,-0.1256,-0.0378,0.3068,0.3506,0.9805,-0.0071,0.0944,0.0031,-0.1082,0.0197,-0.0578,2.1529,0.6075,2.3709,0.1981,0.4822,0.2226,0.1019,0.2499,0.3995,-0.0442,-0.0631,0.013,0.0913,0.0053,0.1715,0.1737,0.0489,0.0673,0.0067,0.1661,0.009,0.2711,-0.0275,Control
Utah__E01,0.0249,-0.0109,1.2431,0.177,1.3155,-0.022,-0.0042,1.6048,0.0349,-0.0975,0.0147,-0.0754,-0.1018,0.096,0.3507,0.1065,-0.1048,-0.0394,-0.1238,0.2434,0.865,-0.0064,0.1014,-0.2106,0.2506,0.0103,-0.0317,-0.0056,-0.032,0.0294,0.1079,-0.0739,-0.0539,0.8625,0.8215,-0.0207,0.1205,0.1414,0.9408,0.1165,0.4796,-0.108,-0.077,-0.0822,-0.0305,0.1854,-0.0714,-0.0526,0.3018,-0.0674,0.0759,0.6603,-0.0468,0.0184,-0.178,-0.0117,0.1058,-0.0731,-0.0441,-0.0552,0.5403,0.3224,0.3485,0.5828,-0.0628,0.0148,-0.1112,-0.0287,0.0448,-0.0367,1.3097,0.8677,1.698,0.0194,-0.0164,1.0948,-0.1568,0.5201,0.0662,0.3516,0.5548,-0.0791,-0.056,-0.0533,0.1538,0.0199,0.0684,-0.1789,-0.0107,0.4543,0.8084,-0.0354,0.3228,1.558,0.4497,-0.0607,0.2067,1.2313,0.3422,-0.0765,0.0267,0.2095,0.3832,0.6588,0.7485,0.7899,0.8248,0.8218,-0.0856,0.107,0.5621,-0.0751,0.7802,0.1201,0.1202,0.8654,0.1008,-0.0754,-0.0897,-0.0853,-0.0252,-0.0383,-0.0557,-0.0689,-0.0389,-0.0738,0.1891,-0.1084,0.9511,0.0739,-0.012,-0.0854,-0.0175,0.0186,-0.0296,0.0378,0.306,0.2282,1.0918,-0.0606,-0.0065,-0.0665,-0.0303,-0.0033,-0.0102,2.4716,0.6528,2.2255,0.0244,0.6003,0.1815,0.0522,0.3055,0.3338,-0.0698,-0.0422,-0.1367,0.0488,-0.0878,-0.0066,0.1164,0.0089,-0.0347,-0.0824,0.0356,-0.0416,0.3192,-0.0705,BRCACancer
Utah__E02,0.0266,-0.0144,1.4595,0.3407,1.1755,-0.1124,0.0025,1.5143,0.0668,-0.0365,-0.0626,-0.0354,-0.1405,0.2523,0.5504,0.0373,-0.0537,-0.019,-0.1338,0.2292,1.7048,-0.1758,0.1075,-0.0292,0.3485,-0.004,-0.0319,-0.1061,-0.0163,0.0492,0.3628,-0.0319,-0.0489,1.5729,1.0911,0.026,0.1187,0.1545,1.401,0.1302,0.574,-0.0765,-0.0713,-0.077,-0.0369,0.3693,-0.0847,-0.0893,0.255,-0.0189,-0.048,0.5621,-0.0112,0.0112,-0.181,-0.0536,-0.1458,0.0236,-0.0944,-0.0271,0.9812,0.6005,0.6184,0.8034,-0.0823,0.3472,-0.09,-0.0236,0.1078,0.0133,1.4207,1.2747,1.686,-0.0078,-0.035,1.3642,0.138,1.0891,-0.0232,0.5071,0.6963,-0.0719,-0.056,-0.0584,0.1824,0.0717,0.1716,-0.0839,-0.1193,0.5288,1.2333,0.0849,0.3726,1.4336,0.4989,-0.0578,0.409,1.3656,0.4721,-0.0216,0.624,0.1771,0.5338,0.8506,1.2448,1.0998,0.7424,1.1326,-0.2242,0.262,0.6854,-0.0578,0.8568,0.2019,0.2189,0.5634,0.1767,-0.0503,0.0302,-0.2779,-0.1047,-0.0307,-0.0488,-0.0919,-0.1938,0.0015,0.1983,-0.0335,0.9099,0.0254,-0.045,-0.1536,0.12,0.1222,-0.0813,0.3401,0.3177,0.3783,1.4049,-0.0205,-0.0109,-0.0639,-0.0276,-0.0307,-0.0426,2.1456,0.7151,2.4694,0.0763,1.015,0.1487,0.0236,0.6922,0.4764,-0.079,-0.0068,-0.0664,-0.0433,-0.0684,0.2974,0.1859,0.0157,-0.0438,-0.1269,0.1147,-0.0943,0.7412,-0.0435,Control
Utah__E03,0.0212,-0.0254,1.8255,0.2907,1.4846,0.0319,-0.0111,2.0265,0.1014,-0.0448,-0.0217,-0.0395,-0.0648,0.2964,0.5453,0.1569,-0.0379,0.0065,-0.0394,0.2309,0.8663,-0.0467,0.1438,0.066,0.2676,0.0398,-0.0639,-0.0189,-0.011,0.0586,0.3606,-0.0694,-0.0605,1.1275,0.8897,0.0581,0.1839,0.2008,1.6246,0.1443,0.5876,-2e-04,-0.0679,-0.0157,0.0912,0.1757,-0.0795,-0.0889,0.4223,-0.0536,0.013,0.6624,-0.0465,0.0112,-0.111,-0.0734,-0.0184,0.1114,-0.015,0.0435,0.5894,0.3986,0.5716,0.6287,-0.0464,0.1823,-0.1063,-0.0191,0.1126,0.048,1.528,1.225,1.7878,0.0412,0.0193,1.0013,0.0721,1.0175,-0.0172,0.4726,0.7868,-0.0657,-0.0353,-0.0338,0.2114,0.0513,0.2199,0.034,-0.1051,0.6075,1.3021,0.1116,0.4857,1.67,0.6896,-0.042,0.3107,1.3873,0.4944,0.0622,0.7495,0.2049,0.4379,0.8536,0.8246,0.906,1.0147,0.9327,-0.1127,0.1971,0.6427,-0.0098,0.9318,0.3838,0.2556,1.1519,0.1344,-0.0235,0.0038,-0.1696,-0.0676,0.0207,-0.0493,-0.0894,-0.0705,-0.0029,0.1781,-0.0125,1.2268,0.1161,-0.0633,-0.0672,0.0538,0.069,-0.0337,0.0555,0.2925,0.2173,1.194,-0.0102,0.0235,-0.066,-0.0478,-0.025,-0.0146,2.318,0.4929,2.7271,0.0657,0.6657,0.0799,0.0795,0.3719,0.4863,-0.0453,0.0141,-0.0936,-0.0058,-0.0621,0.3323,0.259,0.0721,0.0097,-0.0809,0.0372,-0.0581,0.6128,-0.0651,Control
Utah__E04,0.0087,-0.0383,1.3006,0.4309,1.2648,0.023,-0.0126,1.8083,0.1037,-0.0104,0.0139,-0.0206,-0.1032,0.3293,0.6891,0.1916,-0.0777,0.0156,-0.0811,0.2997,1.1753,-0.0661,0.1817,-0.0185,0.1845,0.0214,-0.0743,-0.0412,-0.0248,0.1492,0.2787,-0.0723,-0.0523,1.5627,1.1186,-0.0033,0.245,0.1827,1.5481,0.1933,0.7498,-0.0458,-0.0694,-0.0149,0.0463,0.2508,-0.064,-0.1156,0.4579,-7e-04,-0.0223,0.8943,-0.0187,0.0295,-0.1176,-0.0266,-0.0742,0.105,0.044,-0.0722,0.8236,0.5433,0.5568,1.0233,-0.0842,0.2804,-0.0849,0.0029,0.214,0.0334,1.6454,1.3472,1.6894,0.0333,0.0084,1.1155,0.1977,1.0732,-0.0855,0.7058,0.8024,-0.0538,-0.0691,-0.0974,0.2277,0.0434,0.1202,-0.1556,-0.0917,0.6758,1.3826,0.0771,0.6305,1.7546,0.8072,-0.0173,0.5759,1.7514,0.4446,-0.0857,0.8449,0.2373,0.5251,0.8748,1.1041,0.9659,1.0585,1.0048,-0.108,0.2354,0.6497,-0.0121,0.9159,0.505,0.3012,0.7438,0.0922,-0.001,-0.0109,-0.1468,-0.1363,0.0128,-0.0346,-0.0761,-0.0181,0.048,0.2319,0.0357,1.1512,0.0068,-0.0398,-0.0766,0.3414,0.2351,-0.01,0.2698,0.3834,0.4427,1.5038,-0.0419,-0.025,-0.0836,-0.008,0.0495,-0.0267,2.4368,0.9386,2.5613,0.1276,0.9406,0.1288,0.0826,0.579,0.5616,-0.1046,0.0522,-0.0317,-7e-04,-0.0116,0.4066,0.3934,0.068,0.008,-0.1075,0.117,-0.0359,0.5785,-0.0823,Control
Utah__E05,0.0915,0.03,1.0839,0.4006,0.936,0.0255,-0.0276,1.2496,0.0098,-0.0337,-0.0741,-0.1103,-0.1742,0.0749,0.4275,0.1375,-0.1185,0.0453,-0.1331,0.1393,1.0424,0.1475,0.1794,0.0566,0.2878,0.0475,-0.0362,-0.1433,0.0633,0.0449,0.1727,-0.0697,-0.068,1.4617,0.9123,-0.0425,0.1165,0.0711,0.8566,0.1468,0.4908,-0.1315,-0.1166,-0.1583,-0.176,0.2935,-0.0887,-0.1398,0.4373,-0.1586,0.1013,0.799,-0.0093,0.0123,-0.2473,0.0348,-0.0251,0.0107,-0.1154,-0.2568,0.8964,0.6508,0.4949,0.7882,0.0112,0.3479,-0.1035,0.0111,0.1399,0.0367,1.3762,0.957,1.6368,0.1387,0.0039,1.1398,0.1844,0.7458,-0.0785,0.3969,0.3325,-0.0764,-0.0761,-0.0518,0.1553,0.0835,0.2573,-0.2716,-0.132,0.4991,1.162,-0.0137,0.3514,1.2203,0.3802,-0.0714,0.3288,1.3914,0.3424,-0.14,0.6212,0.2758,0.5333,0.8682,1.1265,1.0907,0.7313,1.1291,-0.1929,0.2324,0.5946,-0.2092,0.6938,0.0392,0.0591,0.6279,-0.011,-0.0518,0.0112,-0.1144,-0.0705,-0.0841,-0.0296,-0.0955,-0.2295,0.0055,0.1827,-0.1048,0.73,-0.0594,-0.0317,-0.1603,0.0603,0.2393,-0.0333,0.2893,0.4102,0.2972,1.3883,-0.0639,0.0085,-0.0615,0.0663,0.0173,0.0191,2.1203,0.7079,2.3112,0.0236,1.0404,0.3861,0.1151,0.602,0.3722,-0.0665,0.0228,-0.0963,-0.006,-0.1815,0.1674,0.1519,-0.0959,0.0098,-0.0819,0.1091,-0.0905,0.589,-0.062,Control
Utah__E06,0.1075,0.0615,1.1207,0.2267,0.9221,0.1244,0.0285,1.3248,-0.0289,-0.0395,-0.0706,-0.1514,-0.2067,0.0564,0.1832,-0.0713,-0.2055,0.1278,-0.1465,0.1665,0.9951,0.0351,0.089,0.2508,0.4267,0.0971,0.0379,-0.1813,0.0836,0.0963,0.1111,-0.0557,-0.0548,0.8242,0.9506,-0.1745,0.1665,-0.0739,0.7565,0.238,0.4339,-0.2187,-0.0536,-0.1662,-0.3915,0.2374,-0.1193,-0.2037,0.2302,-0.1969,0.1644,1.0621,-0.0504,0.107,-0.2718,0.037,-0.1066,0.0667,-0.0225,-0.3513,0.5762,0.4901,0.4411,0.399,0.0574,0.2064,-0.1635,0.0358,0.0693,-0.0884,1.2371,0.494,1.6716,0.1693,-0.0613,1.0171,0.1737,0.8291,-0.0133,0.3415,0.5622,-0.088,-0.0479,0.0313,0.1327,0.0961,0.2295,-0.437,-0.1824,0.4492,0.913,0.0334,0.1727,1.4369,0.3846,-0.0965,0.1549,0.5651,0.3949,-0.0266,-0.0385,0.3728,0.5321,0.6904,0.6998,0.9905,0.7384,0.7085,-0.273,0.0261,0.6728,-0.2058,0.6004,0.0578,-0.0272,0.8084,-0.0761,-0.0218,0.0177,-0.054,-0.0479,-0.1337,-0.0608,-0.105,-0.3001,-0.0837,0.5384,-0.0759,1.036,-0.1245,0.0289,-0.2124,-0.1994,0.368,-0.1355,-0.0074,0.4399,0.3532,1.1656,-0.0997,0.0021,-0.0762,0.1154,0.0156,0.0056,1.7191,0.9391,1.7056,0.1263,0.3495,0.4472,0.1352,0.5483,0.3199,-0.0187,0.0661,-0.1696,0.0409,-0.0814,-0.1312,-0.0609,-0.1685,-0.0524,-0.0996,0.1028,-0.0908,0.622,-0.1125,BRCACancer
