@relation data

@attribute id string
@attribute 7189 numeric
@attribute 6868 numeric
@attribute 83464 numeric
@attribute 55851 numeric
@attribute 5970 numeric
@attribute 5664 numeric
@attribute 5663 numeric
@attribute 23385 numeric
@attribute 4804 numeric
@attribute 4790 numeric
@attribute 51107 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.8372,1.558,1.0923,1.2265,1.4383,0.1951,1.146,1.0779,-0.1504,1.6981,1.5127,Control
A02,0.7679,1.3848,0.7875,0.9696,1.258,0.225,0.9651,1.1016,-0.1224,1.2732,1.3364,Control
A03,0.9336,1.7811,0.996,1.3039,1.4813,0.3419,1.2426,1.1809,-0.072,1.4485,1.4853,Control
A04,0.7944,1.4159,0.7543,1.0917,1.484,0.1369,0.9418,1.0841,-0.0207,1.4304,1.5008,Control
A05,0.8518,1.6851,1.1235,1.3683,1.5368,0.3599,1.1607,1.3485,-0.0448,1.5181,1.7187,Control
A06,0.7749,1.4243,0.9081,1.1857,1.338,0.1846,1.0958,1.1112,-0.1887,1.3497,1.4081,Control
A07,0.9329,1.6488,1.1963,1.1081,1.2584,0.2226,1.2707,1.1791,-0.1494,1.6897,1.4192,Control
A08,0.8298,1.6493,0.966,0.7971,1.2448,0.1447,1.2327,1.0703,-0.112,1.8669,1.2567,Control
A09,0.7673,1.4114,1.0193,1.0649,1.3302,0.1771,1.1392,0.9719,-0.0616,1.606,1.3887,Control
A10,0.9506,1.7081,1.0683,1.023,1.3233,0.2048,1.2312,1.1738,-0.0292,1.641,1.4046,Control
A11,0.774,1.2079,0.8855,1.0755,1.2245,0.0981,0.9938,0.8062,-0.0693,1.1005,1.0294,Control
A12,0.4296,1.1006,0.4838,0.8539,0.8238,0.2094,0.5465,0.7099,-0.1383,1.0527,1.1261,Control
B01,0.7244,1.4776,0.9777,0.704,1.2082,0.2139,0.9784,0.9844,-0.3335,1.5169,1.3528,Control
B02,0.9004,1.5421,0.9408,1.0838,1.5865,0.2357,1.1548,1.201,-0.0925,1.4394,1.7628,Control
B03,0.9167,1.5246,0.9256,1.0029,1.4088,0.1653,1.0382,1.0962,-0.1388,1.4822,1.564,BRCACancer
B04,0.7801,1.6309,0.847,0.5692,1.1378,0.0539,1.2182,0.9886,-0.1762,1.6554,1.1088,BRCACancer
B05,0.815,1.3013,0.9666,1.0823,1.3013,0.1982,0.985,0.9988,-0.1706,1.2575,1.1652,BRCACancer
B06,0.5795,1.2814,0.6619,0.4022,0.8403,0.0426,0.6141,0.8378,-0.3898,1.1971,0.9348,BRCACancer
B07,0.8628,1.6529,1.0033,0.9732,1.4289,0.1888,1.1524,1.1315,-0.1633,1.4782,1.5723,BRCACancer
B08,0.8182,1.4186,0.9755,1.1935,1.2913,0.116,1.0968,0.9267,-0.0473,1.1937,1.3906,Control
