@relation data

@attribute id string
@attribute 1072 numeric
@attribute 5147 numeric
@attribute 596 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 8837 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,2.3185293673,0.4489986186,0.0813294935,0.4014198135,0.2062981343,0.2891910347,BRCA
GSM480985,1.9290970167,0.3774461731,0.1096045168,0.3647103445,0.1230658667,0.7033090449,BRCA
GSM480986,2.6057420970,0.4943066302,-0.0262396362,0.2347654519,0.1717739808,0.3971310668,BRCA
GSM480987,2.3601241903,0.4123156539,0.1066961603,0.2230391835,0.1670144839,0.1308179210,BRCA
GSM480988,1.7501517537,0.4063775181,-0.0332379836,0.1758982928,0.2149495928,0.2134835936,BRCA
GSM480989,2.9739281333,0.5383628331,0.0373846114,0.1138846011,0.1998820402,0.3479697749,BRCA
GSM480990,3.1392434437,0.3978972551,-0.0140931005,0.0401264709,0.0764739330,0.2711160333,Control
GSM480991,2.8201174737,0.4566179174,-0.0490740068,0.1772719718,0.2183779771,0.4669592679,Control
GSM480992,3.1759457587,0.3104456610,-0.0325755605,0.0732875811,0.1025927702,0.2941609059,Control
GSM480993,2.6895048220,0.3820638388,0.0269303651,0.1338819088,0.1875540034,0.3669146274,Control
GSM480994,3.1306199233,0.4155580656,-0.0009334706,0.0864551214,0.1567384823,0.2541181031,Control
GSM480995,2.7990051113,0.4798890265,-0.0677927909,0.2274718127,0.1319780001,0.9675546361,Control
GSM480996,2.8224002920,0.5303453732,0.0301983259,0.2510928383,0.1656131265,0.3684111160,BRCA
GSM480997,2.9312574863,0.5642681413,-0.0789440982,0.2314125891,0.2020857899,0.4926747494,BRCA
GSM480998,2.4402847687,0.5598362311,-0.0368336106,0.3475529541,0.2323773223,0.3835153669,BRCA
GSM480999,2.2432699600,0.5270599538,0.1652119465,0.3502412866,0.2033087780,0.5630390573,BRCA
GSM481000,2.0923478603,0.4691224192,0.0770338026,0.3867602147,0.1337068439,0.4253135345,BRCA
GSM481001,2.7239157357,0.4361624959,0.0035275387,0.2245374918,0.1542496055,0.8113411917,BRCA
