@relation data

@attribute id string
@attribute 120227 numeric
@attribute 147323 numeric
@attribute 1583 numeric
@attribute 1584 numeric
@attribute 1585 numeric
@attribute 1586 numeric
@attribute 1588 numeric
@attribute 1591 numeric
@attribute 1594 numeric
@attribute 2638 numeric
@attribute 3283 numeric
@attribute 3284 numeric
@attribute 3290 numeric
@attribute 3293 numeric
@attribute 4036 numeric
@attribute 6770 numeric
@attribute 8029 numeric
@attribute 80765 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3420003311,-0.0620568646,-0.1147729017,-0.0517968129,-0.1769262291,-0.1309749240,-0.1228340823,-0.0504121151,0.6762521676,-0.0929402201,-0.1260690584,-0.0256852076,-0.0922256988,-0.1429194720,-0.0395050061,-0.0933480209,-0.1059063429,0.0289621768,BRCA
GSM480985,0.4225639074,-0.0889320261,-0.0912522956,-0.0892233979,-0.1370573881,-0.0923405911,-0.1156065138,0.0688512723,0.0492544839,-0.1019712618,-0.1144559782,-0.0291254468,-0.1370548489,-0.1560796877,-0.0655417924,0.0130792591,-0.0579410969,0.0401108667,BRCA
GSM480986,0.4151423776,-0.1038189788,-0.0649920244,-0.0634685013,-0.0958758904,-0.1266649387,-0.1046364038,0.0370769572,0.4725129920,-0.1007923831,-0.1050936194,-0.0985102969,-0.0124238449,-0.0796284940,-0.1181183042,-0.1628138923,-0.1285692591,0.0181271228,BRCA
GSM480987,0.4432603387,-0.1057496468,0.2199507061,-0.0553565302,-0.1723883862,-0.0253170796,-0.0626044612,-0.0487123020,-0.0377739555,-0.1445100790,-0.1282167191,-0.0155444950,0.6024631615,-0.0075824690,0.0041126611,-0.0707300399,-0.0201540869,0.0767349817,BRCA
GSM480988,0.3842554966,-0.0487023967,-0.1088257607,-0.0301224504,-0.1353240655,-0.1252377212,-0.1157026491,-0.0796063244,0.4183523013,-0.0047288821,-0.0730814949,-0.0813058030,-0.1610025196,-0.1005168288,-0.0227466062,-0.0393245480,-0.0881987639,0.1573516569,BRCA
GSM480989,0.2789596845,-0.0812916210,-0.1328392287,0.0409154554,-0.1486729315,-0.1070825364,-0.1049361101,0.0245542120,0.2394174389,-0.1343119338,-0.1276980924,-0.0991844043,-0.1520772361,-0.1277233974,-0.0660037025,-0.1054411284,0.0035345330,0.0214873046,BRCA
GSM480990,0.1646413507,-0.0888166962,-0.0083417500,-0.0791482217,-0.0982952890,-0.0834655177,-0.1077634457,-0.0880355384,1.2446684426,-0.1714955841,-0.0601342270,0.0115911391,-0.1075533706,-0.0837320657,-0.0616830675,-0.0137685774,-0.0868680339,0.4412591076,Control
GSM480991,0.4045301538,-0.1149260134,-0.0849322803,-0.0849389998,-0.1509645747,-0.0430091283,-0.0972463663,0.0808101510,0.3527387360,-0.0699414439,-0.1294300689,-0.0397146810,-0.0759593549,-0.0762571709,-0.0060750789,-0.1348345949,-0.0864040191,0.1663084356,Control
GSM480992,0.1379094694,-0.0214055533,-0.0575757432,-0.1149426852,-0.1024882624,-0.0906604110,-0.0779794156,0.0001996498,0.8943518511,-0.0392942278,-0.0696773364,-0.0641887224,-0.0405308739,-0.0776803730,-0.0205339758,-0.0897996404,-0.0606744609,0.2602563177,Control
GSM480993,0.3277837369,-0.1469940373,-0.0515962133,-0.0705317267,-0.1026405304,-0.0734561855,-0.1179086042,0.0214341763,0.8422161342,-0.0767047871,-0.1106595818,-0.0312253192,-0.0555869135,-0.0487826172,-0.0531698814,-0.1516037073,-0.1017717017,0.1773244923,Control
GSM480994,0.1891317993,-0.0415741161,-0.0745653754,-0.0194541737,-0.1997413769,-0.1503057395,-0.0958690593,0.0204119339,0.4983481726,-0.1100518183,-0.0718240998,-0.0421543724,-0.1658263002,-0.0479061061,-0.0807552968,-0.0763966296,-0.0180038767,-0.0537576191,Control
GSM480995,0.3333477681,-0.0828205482,-0.0484922842,-0.0622928618,-0.0650211790,-0.0239214689,-0.1254372999,0.1329711767,0.4759907788,-0.0754854131,-0.1171324868,0.0453398060,0.7585829645,-0.0849228923,-0.0982856174,-0.0138001647,-0.0216949700,0.1037308640,Control
GSM480996,0.3354753485,-0.0794788109,-0.0668147316,-0.0659816448,-0.1690395460,-0.1008842581,-0.0688501017,-0.1140620999,1.3116102815,-0.0466472863,-0.0891325979,-0.0302349171,-0.1292016835,-0.0837777633,-0.0458161779,0.0308381794,-0.0572827299,0.6248451521,BRCA
