@relation data

@attribute id string
@attribute 10053 numeric
@attribute 1174 numeric
@attribute 1211 numeric
@attribute 1213 numeric
@attribute 130340 numeric
@attribute 1522 numeric
@attribute 162 numeric
@attribute 164 numeric
@attribute 1777 numeric
@attribute 1785 numeric
@attribute 2647 numeric
@attribute 2799 numeric
@attribute 375 numeric
@attribute 4074 numeric
@attribute 408 numeric
@attribute 6456 numeric
@attribute 6844 numeric
@attribute 81567 numeric
@attribute 8673 numeric
@attribute 8905 numeric
@attribute 8907 numeric
@attribute 9829 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6143120651,0.5540406950,1.1994170448,0.9762964896,0.5078475111,1.2372530534,0.7254632358,1.1585602116,0.3565337884,0.3430034544,1.1512985494,1.1661712908,0.5565806307,1.0189027588,0.0554376271,-0.1447004753,0.8580837143,0.9612040492,2.5548545631,0.6612468096,0.7030178067,0.5295058199,BRCA
GSM480985,0.6951283606,0.3196732650,1.0686403018,0.9761699387,0.1873514526,1.6765146919,0.6563419980,1.1584935838,0.5569922833,0.3140053197,1.0042642784,2.0517670870,0.4381162637,0.5616406591,0.2742048036,-0.1547232822,0.9750290668,0.8455186985,2.8399772304,0.5436569304,0.4508681191,0.6205767288,BRCA
GSM480986,0.7918008389,0.5463974501,1.1128240418,0.9186360455,0.5657338353,1.2526535293,0.9777050502,1.2626870058,0.4518098855,0.4156449989,1.0116872523,1.7491998131,0.4480022348,0.9804558756,0.1259096748,-0.1315359111,0.8724778892,0.8858468954,2.4843749320,0.6076434631,0.6861353857,0.5609728737,BRCA
GSM480987,-0.0504469688,0.4076746446,1.1973683200,0.8633190452,-0.1297463610,0.9356046418,0.5528650573,0.8222441140,0.2461519765,0.1814545716,0.9439790846,1.9036816990,0.4711683532,1.0316937631,0.1687367030,-0.0626066458,0.6637983796,1.1900740553,0.1856535159,0.6556489000,0.7343495455,0.4611084835,BRCA
GSM480988,0.6651541619,0.2232566630,0.9692984145,0.8550069128,0.3142159817,1.1628481680,1.2317149324,1.3477626990,0.4483212142,0.3676225796,0.7479501199,1.6480233324,0.2954098738,0.5251857920,0.2814985048,-0.0852009718,0.3810517959,0.7548881449,1.7552840710,0.4668352327,0.4123464040,0.5038671709,BRCA
GSM480989,1.0872009703,0.6577190819,1.1803665832,0.7178036943,0.6118485513,1.3256485596,1.2957978994,0.9433390029,0.7836381287,0.4657025909,1.5151599514,1.7123068234,0.5821658545,1.0972264342,0.4955436357,-0.0809819875,1.1429643371,0.7990202320,3.0016457696,0.3172533265,0.5764628719,0.3150542961,BRCA
GSM480990,0.5226657964,0.8094430494,1.1604397012,0.8432761808,0.1051962484,1.1651945131,0.9441063161,0.8705823336,0.2491576452,0.3704887947,0.8085274100,1.4043887228,0.5786951939,0.9711773230,0.0462740930,-0.1013617099,1.1297013738,0.5647266576,2.3759251664,0.4127825990,0.8928001613,0.1684767521,Control
GSM480991,1.0181285433,0.5996197004,1.2246226268,0.7870749709,0.4232417083,1.1894869937,1.1160722226,1.1671589347,0.5675334501,0.5611051288,1.1038432751,1.8858746666,0.5024416536,1.1232369474,0.2782712412,-0.1344325018,1.3279897193,0.7225126972,2.8323804650,0.4500272210,0.6971781336,0.5188726094,Control
GSM480992,1.1948922251,0.7700731896,1.1392125174,0.8327260339,0.1149376764,1.1889939077,1.3331444340,1.1930996416,0.5923040952,0.6633116213,0.9040769637,1.6480988661,0.5279573448,0.9079192014,0.2617882261,-0.0834216501,1.3015146424,0.7271751387,2.6346176011,0.1409345185,0.8833835256,0.4059181931,Control
GSM480993,1.0236971223,0.5045885989,1.0328274289,0.8213512268,0.4566361214,1.2051356501,1.0990368054,1.1070815918,0.6504875759,0.5442133550,1.0798985677,1.8243508815,0.4610399691,1.0101418760,0.2252131654,-0.0805082122,1.1745911652,0.9016363684,2.6604627200,0.3061990543,0.6751166826,0.5118881156,Control
GSM480994,1.0382601924,0.4917638707,1.1190751405,0.7921578592,0.2743097221,1.2688610619,1.0419284339,1.0774862790,0.5313559433,0.5377672456,1.2479370682,1.8751524067,0.6060395644,0.9989496634,0.2117869047,-0.1798437973,1.2335666316,0.8655574481,3.1111178401,0.1893030123,0.6197589091,0.3304503484,Control
GSM480995,0.6024675097,0.8846347885,1.2589201813,0.7793848155,0.5423747368,1.5832891466,0.6941634612,1.0142315525,0.4937708913,0.2703164377,1.1380301417,2.0787560437,0.8086682521,1.4189138347,0.0591502401,-0.0934771997,1.2945220054,0.9100790470,2.6707521847,0.3523987978,1.0929403841,0.6864934934,Control
GSM480996,0.8194879650,1.1141816903,1.2931714031,0.7759974569,0.3507160346,1.3211595947,0.9165511878,1.0001401857,0.4579676586,0.3884902927,1.2675866551,1.5688687882,0.6104647744,1.0398898721,0.0781438480,-0.1096490960,1.0237506355,1.0234578183,2.5886367049,0.3137006473,1.0523413474,0.3945741217,BRCA
GSM480997,0.1447961862,0.7213277214,1.2905717412,0.7301285175,-0.0442149697,1.2759474118,0.9077589624,0.8463342589,0.6399480739,0.3683845813,1.5227013031,2.0032174289,0.6582497666,1.3107558754,0.2412356293,-0.1298626172,1.2292792572,1.0659969239,1.4833036830,0.4960887172,1.2098087848,0.2265905275,BRCA
