@relation data

@attribute 113612 numeric
@attribute 123745 numeric
@attribute 124975 numeric
@attribute 151056 numeric
@attribute 1555 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 1571 numeric
@attribute 1573 numeric
@attribute 1579 numeric
@attribute 2053 numeric
@attribute 239 numeric
@attribute 240 numeric
@attribute 242 numeric
@attribute 246 numeric
@attribute 247 numeric
@attribute 257202 numeric
@attribute 26279 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 27306 numeric
@attribute 284541 numeric
@attribute 2876 numeric
@attribute 2877 numeric
@attribute 2878 numeric
@attribute 2880 numeric
@attribute 2882 numeric
@attribute 30814 numeric
@attribute 391013 numeric
@attribute 4048 numeric
@attribute 4051 numeric
@attribute 4056 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5730 numeric
@attribute 5740 numeric
@attribute 5742 numeric
@attribute 5743 numeric
@attribute 57834 numeric
@attribute 64600 numeric
@attribute 6916 numeric
@attribute 80142 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8529 numeric
@attribute 8644 numeric
@attribute 8681 numeric
@attribute 873 numeric
@attribute 874 numeric
@attribute 9536 numeric
@attribute Class {Control,BRCA}

@data
8.0242798075,5.2037195755,8.722953607,6.013356873,4.8997521625,5.011016147,6.137611747,5.45451419,5.831251023,6.68951277,8.877100909,6.328365825,9.361132921,5.50383468,6.95411503633,5.846751073,5.37412784925,6.05725996,5.808521004,7.445801364,6.065205944,6.33411121033,8.344163978,5.40889121,4.828740173,9.7740910645,7.731456717,14.48484431,5.28549753467,9.449448466,5.346435058,5.110416751,11.65143532,5.4682021915,7.423676151,5.790192895,5.368428976,9.972804328,5.689167221,6.31084507,8.926667463,11.21989318,6.9407233715,9.3930229045,6.461565904,5.516024013,9.338959802,9.93817343,6.001133,5.9973155525,5.934641074,5.901658111,5.183252225,13.78053775,9.970178212,8.801402107,10.30597654,10.82536054,Control
7.3399386995,5.420625092,8.756123553,6.225646687,5.2804050785,4.771900633,5.899424146,5.214524337,4.888269882,8.113873832,8.259591602,6.033319063,9.233116997,5.483179924,7.516489036,5.039150733,5.577022994,6.03687685833,5.686648465,8.180387697,6.659648238,7.13401517067,8.730589968,5.959776674,5.3503236695,9.0955924715,9.537097584,13.36355512,5.05472753633,9.013797997,4.937593039,5.398154738,11.87463956,5.2680027985,7.722174812,5.821079567,5.473633714,6.6596432,5.663779561,5.804719114,11.2007149,10.1567155,7.140230465,8.8139773665,7.421057314,5.714802736,8.92187152,9.645779545,5.644873832,6.074195938,6.353195907,5.899424146,5.643108953,12.8554292,10.89604874,8.332127343,10.83822324,10.83486626,BRCA
7.2006711255,5.4820486345,9.899670779,6.783656769,5.2980693585,4.525994391,5.960124324,5.112503363,5.135874705,7.258945501,9.02903948,5.539167536,9.807850411,5.329313116,7.52469168767,5.492342928,5.614205901,6.355787915,5.363969359,7.6220252555,6.97372434233,7.03097167033,7.53621054,5.568952692,5.179648122,9.7320719145,8.616788775,11.68974045,4.822590159,10.18422484,4.838713892,5.515393331,12.43207997,4.9984634065,7.1396241895,6.193580184,6.004058206,5.760494586,5.682862067,5.173838258,9.293081393,7.940168402,7.072765053,8.056837029,7.760505606,5.329313116,9.407427708,10.20447499,6.257770271,6.225222865,6.403868968,6.376000002,5.516672551,10.86064494,10.58594865,8.508677352,10.61835593,10.58027768,BRCA
6.834846364,5.275502987,9.720834695,6.183293584,5.437870183,4.92244912,5.633294061,5.144669712,5.460424154,7.334946144,9.036723879,5.549369797,9.955468697,5.341462114,7.21264682,6.217042247,5.96373969625,8.568459196,6.105076296,8.477277703,7.15247666833,6.72793375733,7.716855678,5.545127619,4.4477078555,9.3939382355,7.652345095,12.02214941,4.92101386,9.454947551,4.904979261,5.499695432,12.19704319,5.29068023,6.886749857,5.759562832,5.432467779,6.594776658,5.460424154,5.108536217,9.752130192,8.20904039,6.9325116935,7.8889224205,8.722244962,5.193979903,8.769293322,9.815153352,5.574564199,6.512188232,6.816507311,5.863140121,5.3384361325,12.50103733,11.09339134,8.663630259,10.96701386,9.878603173,Control
7.2320908965,5.416694716,9.808622811,6.391506215,5.543792467,5.200272115,6.060539901,5.494584616,4.714811949,6.64810992,8.962217233,5.780579955,9.54766629,5.421401099,7.17533249833,5.839462851,5.51572054725,5.69477246667,5.527485802,7.8127938485,7.202306624,6.58913345567,7.695960982,4.862465343,5.08966918,8.8306549555,9.15231091,13.51771248,4.96221485,9.022964969,5.541492575,5.228252321,12.29943565,5.0091304025,7.285822694,9.731989781,5.83744581,8.905673654,5.599028548,5.902080364,10.62715107,8.695994791,7.0536377325,7.9471266005,7.457013745,5.182107523,9.12926442,10.011968345,5.989826604,6.518443469,5.925412759,5.504788206,5.446280443,11.91738897,9.802112873,8.624960936,10.41540934,10.70189146,BRCA
7.6315761935,5.506526572,7.687832523,6.20653151,5.113218362,5.861342069,5.679488016,4.519748404,5.377480603,7.022259953,9.238041109,6.153405728,9.37470323,5.214330049,7.26909411033,5.182306199,5.4809338375,7.890046698,5.800130634,6.8315434305,7.31318461633,6.71845632,7.551018227,5.413806667,4.8692463625,9.474784696,8.015193578,12.44726543,5.07263055967,9.12101613,5.156043878,4.985513237,12.43390104,5.375395078,6.70871126,5.353244986,5.14017664,7.21972788,6.376000002,6.024591871,9.638010974,9.927193184,7.37406127,8.852128455,5.665201768,5.334685584,9.457525103,9.969725828,6.394896188,6.07383167,6.064587171,5.093825554,5.1112105055,12.57220763,10.25398074,7.945240623,9.467045646,10.67145286,BRCA
5.9946841285,5.7231049945,7.875228881,5.205168882,4.864967766,4.904497645,6.488889022,5.219373048,4.342031665,8.564912682,8.813172827,8.643748998,8.668176866,5.787387568,7.13829554067,5.319230665,5.674207278,8.309217636,5.989826604,8.4336189565,6.448658398,7.024168189,7.636409152,5.164113728,5.0592133425,9.592628378,8.195102869,10.76077007,5.01661663467,10.09216287,5.438302209,5.014814152,11.90894245,4.754459499,6.0320806245,7.230263367,5.014814152,6.139659422,5.333433796,4.77796061,10.40733977,9.274833037,6.1559204335,7.978764199,8.123579715,5.201056716,7.40164993,9.556402486,6.165867356,6.0879165975,7.988231821,5.626739362,5.298557779,12.89900003,10.63491565,8.893423741,9.799071567,10.20167708,BRCA
7.4208706425,5.852605391,8.86916284,6.389055329,5.1632701255,6.007201809,6.190817922,4.607083101,5.506693372,7.459003511,9.291090747,5.956063188,8.622345752,5.321757891,6.82093143667,5.401401144,5.72015854525,6.07103507,5.401401144,7.178770695,6.61667624833,6.503359333,8.068417055,5.167931151,5.0838818895,9.554096283,7.766961362,13.283571,4.966301893,9.850476412,5.023045997,4.867045482,12.00568429,5.05252071,7.8069242375,6.068354407,5.517599514,7.542337622,5.891304496,5.887897624,10.12880025,11.29154789,7.1148430665,7.884541234,5.483018649,5.354038858,9.777124244,10.120978408,5.392842236,5.8864404035,6.918538669,6.001358226,5.609278123,12.34859823,10.04775483,9.207063828,9.444694564,10.44673727,Control
7.355927097,5.0692057385,9.807017204,6.383147516,5.0189983305,5.287261033,6.337091664,5.352274105,4.948613986,6.695997726,11.09023172,6.507997257,10.36260717,4.636656248,6.92672964933,5.305251227,5.40560073425,9.47738444467,5.889723735,7.320817348,7.12504087833,6.790811062,7.561385569,5.167931151,4.9423577225,9.6248298825,8.299094802,11.14402105,4.66198269067,9.567718992,4.742156708,5.05203679,12.78312415,5.0853477355,7.5650069595,5.563776856,5.801553978,5.818908863,5.847816088,5.781235931,10.9278115,8.713129681,6.969180441,9.7271422725,8.097822936,5.39361462,8.946263807,10.307922265,6.058214335,5.700402949,6.077249008,5.956585975,5.8506081515,10.89668076,10.06457475,8.602217384,11.19611661,11.25955219,BRCA
6.854213905,5.5754035815,9.836169177,6.088741207,5.511947247,5.246228736,6.152087694,5.32446073,5.408721412,7.517947124,9.540709807,5.411944154,10.00927618,4.765549899,7.18510210533,5.32446073,5.52141876625,6.64194903733,5.98664487,8.1503973525,6.46160281933,7.164298385,7.160832288,5.101199635,4.801959183,9.8176306835,8.856706512,13.53768073,4.935025648,9.091846003,5.665486041,5.570775033,12.14240395,5.0539765205,7.1628843975,5.741744206,5.308713308,5.822354928,5.838328613,5.215689515,9.436337353,8.780376645,6.8642442865,7.7737994165,5.561105567,5.091923254,8.840700143,10.135166256,6.023594275,5.8513197535,6.746114963,5.748737112,5.349190508,13.47298527,10.95951862,8.494436737,10.24885889,10.19263222,BRCA
