@relation data

@attribute 128312 numeric
@attribute 3013 numeric
@attribute 8360 numeric
@attribute 3012 numeric
@attribute 8362 numeric
@attribute 8361 numeric
@attribute 8364 numeric
@attribute 54145 numeric
@attribute 8363 numeric
@attribute 65057 numeric
@attribute 8366 numeric
@attribute 8365 numeric
@attribute 8368 numeric
@attribute 8970 numeric
@attribute 8367 numeric
@attribute 8349 numeric
@attribute 8294 numeric
@attribute 8359 numeric
@attribute 8290 numeric
@attribute 474382 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 8340 numeric
@attribute 121504 numeric
@attribute 8346 numeric
@attribute 8345 numeric
@attribute 8348 numeric
@attribute 8347 numeric
@attribute 8342 numeric
@attribute 8341 numeric
@attribute 8344 numeric
@attribute 8343 numeric
@attribute 7014 numeric
@attribute 7013 numeric
@attribute 3018 numeric
@attribute 8370 numeric
@attribute 26277 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 54386 numeric
@attribute 3017 numeric
@attribute 25913 numeric
@attribute 8337 numeric
@attribute 8335 numeric
@attribute 85236 numeric
@attribute 8334 numeric
@attribute 8330 numeric
@attribute 255626 numeric
@attribute Class {Control,BRCA}

@data
5.364757352,5.194964872,5.154829498,5.920180882,7.261815502,5.190823476,13.67776426,9.166565528,5.361251859,9.457124909,5.681316606,6.624543716,5.272033689,8.826803578,5.488652576,8.374019108,4.87013196,5.773740066,5.203799462,4.974542217,10.37700472,5.956702124,5.294263476,5.66903474,4.522568122,5.576228285,5.186868206,5.130942449,6.603037,5.259471408,5.218210843,6.366720539,9.836666259,6.57801652167,5.272033689,6.971345601,11.72223985,8.1824276685,12.2658041,11.63413504,7.35042085667,5.64709224867,9.7660141615,5.462225158,11.78113439,6.930030968,5.741070021,5.331106163,BRCA
4.586084011,5.017266367,4.859610883,9.595365248,8.105084975,5.144465785,13.95892379,10.51955791,5.937704108,8.123709031,5.596198143,10.29642331,4.946744016,8.650783516,6.441786907,9.64111297,5.115003321,5.216077698,5.321036278,4.835433068,11.03470976,9.221497177,5.062651968,5.572595075,4.670748652,5.261165252,4.818149175,6.674196241,5.943869327,5.123305363,5.963018152,6.308435168,9.715962473,6.50274977633,5.464840793,7.502913581,11.12807347,7.7048200875,12.65463721,11.21306793,8.22423822633,6.01853644667,11.03101716,5.372961888,12.73980492,9.564845477,5.494104547,4.971556485,Control
5.674412098,4.569650312,4.688758955,5.388974098,7.56483756,5.287630431,13.80946823,9.510601559,5.842357415,8.843262446,5.368952732,6.72451769,4.773747658,9.197893105,6.396267078,9.532570767,5.437137209,5.279110251,5.540950401,5.664704155,10.68061031,6.425178655,5.151586144,5.718917257,4.481986893,5.602298936,5.741339733,5.383886777,6.030066347,4.8729657,5.411605257,6.118843116,9.539333865,6.07171471733,5.051601854,7.462300066,11.36752411,7.6203130365,12.24439068,11.3382407,7.56668640033,5.70894926133,10.3554384715,5.1717385,12.11639279,8.642251314,6.054637553,5.062004299,Control
5.398154738,4.285723506,5.337721125,6.695023358,8.172653928,5.305068782,12.50573969,9.94572954,5.636197729,10.13209518,5.229406468,7.475573601,5.032113243,8.738464816,5.676811285,9.326475062,5.186075849,5.177530413,5.371568663,6.107798352,9.522812543,6.790319577,5.280781207,5.903165591,5.104558131,5.062436111,5.139972076,5.268482349,6.464101029,5.337721125,4.796249019,5.8736971,9.880846634,6.10124310767,5.119782831,6.924993942,11.68597092,8.5565489965,12.19058871,10.69375725,8.272745429,6.07503520067,9.210895542,5.272033689,11.9164133,9.746943004,6.1476177,5.037614213,BRCA
5.46712559,5.027807878,4.710961176,5.837193482,7.207676014,4.945808121,13.2267238,9.341019005,5.501686937,8.660897184,5.537460123,7.093182818,4.683996719,8.533243212,5.297201735,8.738371924,5.045935721,5.322839634,5.569484446,4.702259784,8.802121408,6.144052107,5.245658467,5.771166725,4.471592908,5.168332398,4.683996719,5.30196368,6.062214149,5.706262025,5.472171943,5.734581769,9.265914527,6.444453113,4.626473668,7.199282482,11.54843435,7.973477668,11.77544785,11.36679226,7.373276538,5.97985081267,8.1433122955,5.569484446,11.30718958,8.831656493,5.537460123,4.917683858,BRCA
5.408721412,4.379281551,5.43205013,7.849156615,7.845617261,5.15826759,14.11502538,9.858665306,5.673211007,10.03976938,5.201056716,8.485387705,4.993460669,8.833563055,6.266557588,8.9542553,5.06588596,5.398154738,5.425099433,5.507962085,10.13087976,7.272725709,4.800655715,6.241654902,4.944168843,5.240515881,4.944168843,5.313800226,6.529825337,5.579701547,5.362129031,5.911578492,10.03743752,6.20040273933,4.742021934,6.23007389,11.82008332,8.842111226,12.34682957,11.12186714,7.82207301767,5.894143612,9.8544198415,5.262105418,11.86567539,8.501002294,5.829222461,4.488522104,BRCA
5.357737827,5.118952748,4.808914358,6.780838691,7.604462652,4.974542217,12.66850837,9.735196839,5.646026713,10.02390718,5.212385731,6.397636666,4.650791135,8.710996765,6.037388399,9.594101148,5.214524337,5.25928308,5.179920282,6.124799193,10.0579109,7.389762805,4.490426825,6.619857273,5.205168882,5.538546893,4.77031556,5.122477305,6.449813597,5.409230745,5.441791574,5.564081832,9.841376087,6.028661722,4.907144547,6.682015342,11.83281498,8.658799007,12.17054643,10.84047132,7.943711831,6.012824599,9.687734615,5.744774144,11.46435444,8.954364367,5.88179384,5.045717348,BRCA
5.164314897,5.338790969,5.061788345,7.151983404,9.016439995,5.277437357,13.77694807,10.30654055,6.198008483,9.636443876,5.18190882,7.419920424,4.680625393,8.676081478,5.460751776,8.847089556,5.338790969,5.810900139,5.346612346,5.678784095,10.18060575,6.96538352,5.172938736,5.934641074,5.104558131,5.090018442,4.607083101,4.959319531,6.442492064,5.695862485,4.75276401,6.104237707,9.862149581,6.156004238,5.090018442,6.950646655,11.65493594,8.7678165095,12.35961925,11.1830493,7.94815195633,5.89563804033,9.7393383155,5.204484334,12.30206775,9.02738156,6.034750138,4.607083101,BRCA
5.544895869,5.279296008,4.767934712,6.73924435,9.599160216,5.15826759,11.9866439,10.55366796,5.883872025,9.863923404,4.65723556,7.37334615,4.863456876,8.599978956,5.507803557,9.746943004,5.488973851,5.115835678,5.274831217,6.149448008,9.885826425,7.27246912,5.301415026,6.044728113,5.286429541,5.581058376,5.127644885,5.80723335,6.41971216,5.452374073,5.201742891,5.651059765,10.07167055,6.215501549,5.31307462,7.116398873,11.47254884,8.9229703645,12.51448113,10.54241311,8.42506028633,6.25274109733,9.864035051,5.638081984,11.90369558,10.14135395,6.020708453,5.652781349,BRCA
5.233438728,4.71233763,5.64689077,5.823692844,8.87169823,5.20184089,14.56106625,10.28302499,4.659234823,9.969027107,4.916728914,5.762422735,4.379943219,8.313088371,5.901899413,8.786074471,5.027033758,5.145688916,5.065239741,4.817893448,11.1356742,6.232090496,4.891432858,5.636777762,5.065239741,5.472659365,4.791828801,5.027033758,5.626739362,5.495224459,5.408721412,5.587673458,9.636443876,5.49937622667,4.904256777,7.282372907,12.33906368,8.6437751455,8.334754988,11.31116521,6.45453368433,6.28872384333,10.153905865,4.904256777,12.25579879,7.599468671,6.855058834,4.671880991,BRCA
