@relation data

@attribute id string
@attribute 10368 numeric
@attribute 10369 numeric
@attribute 10479 numeric
@attribute 10975 numeric
@attribute 125965 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1339 numeric
@attribute 1340 numeric
@attribute 1346 numeric
@attribute 1347 numeric
@attribute 1349 numeric
@attribute 1351 numeric
@attribute 1537 numeric
@attribute 170712 numeric
@attribute 23439 numeric
@attribute 27089 numeric
@attribute 27091 numeric
@attribute 27092 numeric
@attribute 29796 numeric
@attribute 4624 numeric
@attribute 4625 numeric
@attribute 4633 numeric
@attribute 4634 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 488 numeric
@attribute 55799 numeric
@attribute 59284 numeric
@attribute 59285 numeric
@attribute 6262 numeric
@attribute 6546 numeric
@attribute 6548 numeric
@attribute 70 numeric
@attribute 7134 numeric
@attribute 7137 numeric
@attribute 7139 numeric
@attribute 7168 numeric
@attribute 7169 numeric
@attribute 7170 numeric
@attribute 7171 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 781 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 786 numeric
@attribute 84701 numeric
@attribute 9167 numeric
@attribute 9254 numeric
@attribute 93589 numeric
@attribute 9377 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.0682296526,-0.1343526023,2.0082011075,1.4147584383,0.0424494181,1.8800193184,2.6441417863,-0.1231737756,2.5851830245,0.9104682394,3.4270724655,3.5484192370,3.4318609535,1.0486653098,-0.1798962800,-0.0933970851,2.9208294814,-0.0848976972,-0.0750350634,0.9666787901,-0.0799273830,-0.0080635967,-0.1103945201,-0.0641821060,2.2648673058,-0.1590702881,-0.2148991669,-0.1119884823,1.4832964392,0.0227946625,1.1287912429,-0.0077039182,1.7257114871,0.0520227019,-0.0640030649,-0.0194660570,-0.0889553103,-0.0867696813,0.3583122071,-0.0780526284,-0.0185641741,-0.1960313884,-0.1264392286,1.0205548131,0.4927632406,0.2334799396,0.5472902946,2.0235058267,0.3596358622,0.9467838178,-0.1203116075,-0.0989742001,-0.1723870842,-0.1224714802,-0.0643316530,-0.0245026247,-0.0623435482,0.5613879450,-0.0271549473,-0.0794855625,0.1040086366,3.1681083611,-0.1184312069,-0.0431789376,1.3486559728,BRCA
GSM480985,0.0433697406,-0.1062390212,1.8355113865,1.4094918858,0.0173166727,1.7491732957,2.5247498751,-0.1041436054,2.5167332692,1.8886925131,3.4544742704,3.2603294057,3.2747211159,0.5444121816,-0.0736343862,-0.1104307367,2.8328286011,-0.0828143909,0.0840710815,1.0142645156,-0.1076430054,-0.0170549870,-0.1304085681,-0.0839705414,2.5335551764,-0.1184174512,-0.1431674888,-0.1025529623,1.7398017653,-0.0671608138,0.9820158452,-0.1013292367,1.6956614123,-0.0357360921,-0.0687345851,-0.1031155674,-0.0928468601,-0.0871612249,0.3221919558,-0.1082081369,-0.0753227803,-0.1807274628,-0.0579111659,1.7376538419,0.7787601990,0.0800847531,0.9577117586,1.6613836439,0.1494129637,0.9108453438,-0.1314508866,-0.0963025578,-0.0583988496,-0.0584060038,-0.0734470778,0.1402272073,-0.0032097376,0.5824237781,-0.0808365336,-0.1299537609,0.0269597916,3.2740509850,-0.0968186499,-0.0442855782,1.0856469381,BRCA
GSM480986,-0.0618462150,-0.1000677477,2.2230731100,1.5579831730,-0.0084535634,1.7950517596,2.6089025174,-0.0251089779,2.8630647658,0.8604786015,3.5387535989,3.4467352230,3.5043250025,1.0456493049,-0.1650240475,-0.1210289406,3.0361878739,-0.0590600254,-0.0204037532,0.9554687156,-0.0400383086,-0.0618809085,-0.0524439803,-0.0540416496,2.3745350307,-0.1079960563,-0.1444038978,-0.0935146389,1.4289510340,-0.0786688100,0.8934022577,-0.0648860453,1.7277588216,0.1274459120,-0.1759355419,-0.0779544142,-0.0237756529,-0.0634671660,0.4262295211,-0.0679186163,-0.1084501072,-0.1619141581,-0.0349919567,1.1615676196,0.5027730859,0.2771396234,0.4619389585,1.7544271589,0.3865470647,0.9392579124,-0.0977729428,-0.0699778495,-0.1236575758,-0.0708685458,-0.0875475979,0.0404406771,-0.0457329366,0.6317891250,-0.0384452237,-0.0383876456,0.0539876037,3.2844195366,-0.1261470708,-0.0919421273,1.4714064678,BRCA
GSM480987,-0.0526175533,-0.1063510068,2.1081370709,1.5483073221,-0.0549585451,1.8620933963,2.6119707192,0.0588961331,2.5893713435,0.3960130734,3.4431424141,3.7116197743,3.4794374704,0.9474813692,-0.0906852847,-0.1415792909,2.9923180870,-0.0620039185,-0.0699285825,0.7244511977,-0.0036063342,-0.0529001826,-0.1087796988,-0.0948200296,1.8120981787,-0.0782750988,-0.1487252011,-0.0861090123,0.6760050888,-0.1038088068,0.4360398824,-0.0412466089,1.9505865319,0.0243150980,-0.2045372564,-0.0790478371,-0.0547873672,-0.0407146201,0.3989992698,-0.0072318974,-0.1613797433,-0.1593214834,-0.1014307811,0.7797487802,1.1501611512,0.1698785832,0.3450525333,1.5239882888,0.1892731293,0.8549370172,-0.0535309027,-0.0852457030,-0.1119168406,-0.1386153157,0.0770227257,0.0251751878,0.2038346149,0.4010122127,-0.1018771847,-0.1680320242,0.0713490623,3.8161665713,-0.1333895824,0.0470139128,1.3265686443,BRCA
GSM480988,-0.0411565130,-0.0393296510,2.4018339368,1.0391375089,0.0437322547,1.5280717509,2.4310698808,-0.0544706349,2.5415298342,0.6075258255,3.5903268455,3.5632109643,2.9582526685,0.8753562803,-0.1172570286,-0.0575695326,2.7686368889,-0.0821204228,-0.0744747072,0.5309720529,-0.1133182427,0.0386776189,-0.0551052652,-0.0329629384,2.3178957767,-0.0954781781,-0.1062739395,-0.0750196000,1.4738425440,0.1134081166,0.4111864848,-0.0547835847,1.8690686000,0.0644696750,0.0115646849,-0.0183379933,-0.0350562342,-0.0884473948,0.5428662199,-0.1389090903,-0.0597491841,-0.1248715481,-0.0567825777,1.2137927336,0.3265447705,0.1503384684,0.3919191644,1.4371620273,0.1912600433,0.8955960034,-0.0822903132,-0.0242554143,-0.1667832078,-0.0314547322,-0.0562333224,0.0325240980,-0.0489285502,0.5769897205,-0.0758940419,-0.0096382675,0.0368996694,3.1527424541,-0.1206784184,-0.0071343298,1.3240040779,BRCA
GSM480989,0.1079419554,-0.0767798814,1.9511986972,1.7552074548,0.0926503360,2.1340415721,2.9796418862,-0.2378311222,3.1335273783,1.7033701090,4.0700815022,3.5488193827,3.9613547920,1.2300872647,-0.1185719971,-0.0993353447,3.4968348608,-0.0662315376,0.0544453836,0.8800742628,-0.1018113998,-0.0927750191,-0.0488451482,-0.0928067673,2.5518428220,-0.1790295165,-0.0504583876,-0.1504288017,1.4644163237,0.1020590944,0.8620225001,-0.1235038396,1.7396006833,-0.0000382345,-0.0789210264,0.0319060496,-0.0408474547,-0.1167953029,0.5561182794,-0.0690758818,-0.0314490421,-0.2463506937,-0.1093358921,1.1983757589,0.4668305375,0.2468539285,0.3267680008,1.2445914656,0.2875250331,0.7344066938,-0.0790640901,-0.0560463325,-0.1896694854,-0.1508689637,-0.0860655855,-0.0488633459,-0.0772692739,0.8129652783,-0.1655431821,-0.0911308014,0.0323367647,3.6041034970,-0.1282889134,0.0046481392,1.5610145161,BRCA
GSM480990,0.0546465477,-0.1600094848,2.2391487807,1.4454849492,0.0517665168,1.8122139895,3.0200660929,-0.0525418175,2.9141588310,0.8497787806,4.0086092055,3.6396413643,4.1255401969,1.3391252673,-0.1587630591,-0.1250745491,2.8055837022,-0.0925443224,-0.0964546505,0.7492041707,-0.0469172991,-0.0420242054,-0.0724117002,-0.0846850793,1.9397360151,-0.1304007474,-0.0614450391,-0.0933936812,1.0188081922,0.0413098776,0.9910837904,-0.0887196400,1.7524767024,-0.1103112226,-0.1842506800,-0.0378653774,-0.0142816648,-0.0530061711,0.7102150352,-0.0422230966,-0.1184648821,-0.1250694125,-0.0641893188,1.0108540187,0.9183331454,0.1820891224,0.6013084412,1.4703692757,0.2102089732,0.6611518788,-0.0893763078,-0.1065901060,-0.1377697349,-0.1273056988,-0.0727700968,-0.0090365871,-0.0745338046,0.7522451695,-0.0505590463,-0.0369785308,0.0343530848,3.7346337866,-0.1572380998,-0.0265537277,1.4966637179,Control
GSM480991,0.0257418429,-0.0583783093,2.0122874081,1.5515686907,0.1241007300,1.8832398690,2.8777215410,-0.0751755479,2.8551897803,1.9846106098,3.7389813362,3.4733667373,3.7136605977,1.0459017753,-0.1528523310,-0.0797973198,3.0806593232,-0.0572465681,0.0554954631,0.8633415593,-0.0978178179,-0.0738984782,-0.0667334538,-0.1689009821,2.3992724284,-0.1155331679,-0.1010639354,-0.0352485606,1.6633671827,-0.0132385952,0.4793715525,-0.1295876506,1.6343451276,0.0017666566,-0.0798760837,-0.0344141647,0.0338856232,-0.0799435011,0.6888827734,-0.0778434536,-0.1126245867,-0.2393695860,-0.0570351074,1.3420389247,0.6257068346,0.2495424558,0.5726659842,1.4697199503,0.3686100013,0.8417523124,-0.0855096179,-0.0575679550,-0.1331293760,-0.1331540587,-0.1380577189,-0.0152191007,-0.1135411437,0.8025629474,-0.1052119711,-0.1027430430,0.1004779784,3.3566855701,-0.1246867361,-0.0631817999,1.4697012005,Control
GSM480992,0.0310889002,-0.0578705474,2.0599530339,1.5052996314,0.1072666178,1.8565931799,2.9134306347,-0.1295131660,2.9603282015,0.9986972632,3.7898347376,2.9723732473,4.1191732882,1.4363558438,-0.2037982712,-0.1653500808,2.5033878883,-0.0366147423,-0.0606748974,0.8232307482,-0.0017476406,-0.0567157053,-0.0772472831,0.0049577485,2.3764450816,-0.1324462807,-0.1223864961,-0.0991364921,1.3366456528,0.1053096240,0.9254199237,-0.0327881900,1.7276770630,-0.0458623245,-0.0880254616,-0.0253795892,-0.0110060233,-0.0820608756,0.7261103579,-0.0419349400,-0.0979500994,-0.1695471536,-0.0834156848,0.9302450504,0.7068865360,0.1330048749,0.5596330048,1.1865357925,0.6358898381,0.7107424068,-0.0923992682,-0.1025028604,-0.1115691940,-0.1337066142,-0.0323406713,0.0835718792,-0.0621772347,0.9192613613,-0.1110916970,-0.0325973834,0.1595277016,3.3394765173,-0.1166840113,-0.0764113352,1.6979932189,Control
GSM480993,-0.0569667482,-0.0373075461,2.1055011451,1.5078174091,0.1875058857,1.8564429452,2.7184812181,-0.0783596511,2.9099283418,1.4912662991,3.5240723192,3.0813806853,3.8593398928,1.1176417301,-0.1421918277,-0.1282280118,2.9675442511,-0.0381394014,-0.0383842061,0.7904321804,-0.1357503880,-0.0384670639,-0.1288237980,-0.0946525164,2.4815238184,-0.0956217959,-0.1240317943,-0.0895808050,1.6005193650,-0.0763889235,1.1904826671,-0.0939905010,1.7111677756,0.0878828508,-0.0841467847,-0.0612527774,-0.0766311964,-0.0676561223,0.6019830774,-0.0449228849,-0.1063863762,-0.2061949577,-0.0851322016,1.1945504714,0.6131584673,0.1555427859,0.6497088736,1.2952646493,0.4122679911,0.7950734610,-0.1131873764,-0.0685464153,-0.1594897452,-0.0863025429,-0.0527089079,0.0231110048,-0.0288300617,0.7646135887,-0.1219448129,-0.0163232942,0.0767692261,3.4536580019,-0.1094240398,-0.0526366328,1.6701275347,Control
