@relation data

@attribute id string
@attribute 130367 numeric
@attribute 1455 numeric
@attribute 166929 numeric
@attribute 5007 numeric
@attribute 56848 numeric
@attribute 253782 numeric
@attribute 10087 numeric
@attribute 91012 numeric
@attribute 8613 numeric
@attribute 340485 numeric
@attribute 123099 numeric
@attribute 9218 numeric
@attribute 8877 numeric
@attribute 5587 numeric
@attribute 8879 numeric
@attribute 79603 numeric
@attribute 259230 numeric
@attribute 29956 numeric
@attribute 55331 numeric
@attribute 55304 numeric
@attribute 81537 numeric
@attribute 8560 numeric
@attribute 151742 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 204219 numeric
@attribute 9217 numeric
@attribute 10558 numeric
@attribute 9517 numeric
@attribute 2531 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.2065,0.6539,1.1796,1.0859,0.1808,0.5294,1.159,0.8387,0.0239,0.1579,0.4112,1.4694,0.2321,-0.1108,1.1764,0.2891,0.5569,1.6056,0.5986,-0.0865,0.5759,1.4366,0.1175,0.2455,0.09,-0.0348,0.9348,1.2778,0.9471,0.8654,Control
A02,0.1565,0.5755,0.9318,0.8064,0.128,0.2976,1.107,0.6218,0.0735,0.0711,0.3492,1.0826,0.1174,-0.1167,1.0686,0.1523,0.2919,1.6579,0.3378,-0.1371,0.4388,1.3275,0.074,0.092,0.0723,-0.1218,0.6558,1.1282,0.7224,0.6042,Control
A03,0.212,0.6815,1.2678,1.0276,0.2039,0.3942,1.2323,0.7462,0.0578,0.111,0.405,1.3444,0.16,-0.1365,1.3116,0.1992,0.4094,1.6208,0.6073,-0.1365,0.6342,1.2129,0.2741,0.1146,0.0654,-0.1764,0.768,1.2215,1.046,0.6197,Control
A04,0.1638,0.7085,0.9515,0.9795,0.1765,0.3536,1.1277,0.6298,0.0046,0.0426,0.4705,1.0911,0.2036,-0.0858,1.1214,0.2807,0.3312,1.7838,0.3445,-0.1254,0.4599,1.344,0.1208,0.1479,0.1004,-0.0937,0.6959,1.0164,0.6644,0.646,Control
A05,0.112,0.8201,1.896,1.0726,0.259,0.465,1.3138,0.7547,0.0098,0.1545,0.4158,1.2608,0.3561,-0.0941,1.3265,0.3013,0.4656,1.9672,0.6638,-0.0681,0.6684,1.5183,0.2352,0.0759,0.1336,-0.0686,0.8583,1.2479,0.9757,0.6535,Control
A06,0.0739,0.5741,1.6393,1.0024,0.1618,0.4016,1.1029,0.6641,0.0167,0.0808,0.3949,1.2563,0.0603,-0.1686,1.1808,0.1861,0.4,1.6187,0.4208,-0.0847,0.4479,1.2373,0.2099,0.1032,-0.002,-0.1493,0.7503,1.1422,0.8592,0.6071,Control
A07,0.1625,0.6591,1.5288,1.0077,0.1476,0.7174,1.3923,0.783,-0.0042,0.1081,0.3628,1.4754,0.0854,-0.1301,1.2807,0.2543,0.6143,1.695,0.6297,-0.1312,0.6572,1.3306,0.3933,0.1752,0.1131,-0.1177,0.891,1.3121,1.078,0.5381,Control
A08,0.1211,0.5197,1.0939,0.9619,0.1017,0.8042,1.3723,0.7948,-0.0451,0.2526,0.3751,1.5162,0.0579,-0.1112,1.1177,0.1789,0.6909,1.3458,0.5658,-0.0583,0.6221,1.081,0.4852,0.3322,0.0233,-0.0482,0.9268,1.2101,0.9987,0.6409,Control
A09,0.1603,0.6316,1.1175,0.9515,0.1313,0.5681,1.1786,0.718,0.0783,0.0622,0.3293,1.3489,0.0395,-0.1226,1.2318,0.2389,0.5737,1.6576,0.5748,-0.0719,0.5829,1.3206,0.2652,0.1749,0.1175,-0.1373,0.8108,1.1891,0.9266,0.6678,Control
A10,0.151,0.639,1.3843,0.9457,0.1818,0.5646,1.3316,0.6907,0.0727,0.1235,0.4308,1.3673,0.2187,-0.1135,1.2057,0.1693,0.6022,1.8717,0.6306,-0.1227,0.5948,1.2857,0.3428,0.1012,0.0982,-0.091,0.9148,1.2124,0.9401,0.5869,Control
