@relation data

@attribute id string
@attribute 6559 numeric
@attribute 11254 numeric
@attribute 6558 numeric
@attribute 6557 numeric
@attribute 6519 numeric
@attribute 10991 numeric
@attribute 283652 numeric
@attribute 54716 numeric
@attribute 23657 numeric
@attribute 56301 numeric
@attribute 8671 numeric
@attribute 6512 numeric
@attribute 57030 numeric
@attribute 65010 numeric
@attribute 6522 numeric
@attribute 6521 numeric
@attribute 6520 numeric
@attribute 6565 numeric
@attribute 9498 numeric
@attribute 206358 numeric
@attribute 57282 numeric
@attribute 8501 numeric
@attribute 6564 numeric
@attribute 9497 numeric
@attribute 84679 numeric
@attribute 6560 numeric
@attribute 6549 numeric
@attribute 115019 numeric
@attribute 121260 numeric
@attribute 57835 numeric
@attribute 6546 numeric
@attribute 6509 numeric
@attribute 389015 numeric
@attribute 6548 numeric
@attribute 6547 numeric
@attribute 6505 numeric
@attribute 142680 numeric
@attribute 6506 numeric
@attribute 160728 numeric
@attribute 6507 numeric
@attribute 10861 numeric
@attribute 5172 numeric
@attribute 6508 numeric
@attribute 9056 numeric
@attribute 6511 numeric
@attribute 140679 numeric
@attribute 9057 numeric
@attribute 6510 numeric
@attribute 10479 numeric
@attribute 1811 numeric
@attribute 6553 numeric
@attribute 10723 numeric
@attribute 285195 numeric
@attribute 23315 numeric
@attribute 6550 numeric
@attribute 117247 numeric
@attribute 246213 numeric
@attribute 153201 numeric
@attribute 55117 numeric
@attribute 6539 numeric
@attribute 83697 numeric
@attribute 84889 numeric
@attribute 6543 numeric
@attribute 6542 numeric
@attribute 6541 numeric
@attribute 57468 numeric
@attribute 51296 numeric
@attribute 11136 numeric
@attribute 80024 numeric
@attribute 340024 numeric
@attribute 10568 numeric
@attribute 23428 numeric
@attribute 8140 numeric
@attribute 92745 numeric
@attribute 57419 numeric
@attribute 348932 numeric
@attribute 6568 numeric
@attribute 6569 numeric
@attribute 26503 numeric
@attribute 115111 numeric
@attribute 81539 numeric
@attribute 25769 numeric
@attribute 9990 numeric
@attribute 124935 numeric
@attribute 6528 numeric
@attribute 54407 numeric
@attribute 57084 numeric
@attribute 9187 numeric
@attribute 6533 numeric
@attribute 123041 numeric
@attribute 6574 numeric
@attribute 6575 numeric
@attribute 1836 numeric
@attribute Class {Control,BRCACancer}

@data
A11,0.0845,-0.2373,0.5314,-0.1645,0.0437,-0.1059,0.0261,0.0521,0.0053,0.2258,0.0851,0.1272,0.0348,0.2393,0.2375,-0.0097,0.8849,0.26,0.1619,0.3625,-0.0063,0.2794,-0.098,1.0042,0.2535,0.5253,-0.1844,-0.2009,1.2773,0.0601,0.5007,0.269,-0.0479,0.3372,-0.0988,-0.0634,0.022,-0.1066,-0.0502,0.0034,0.079,-0.025,-0.0031,2.0256,-0.0204,0.0046,1.1061,0.8334,1.2234,-0.0617,0.0817,0.4427,0.2778,0.6367,-0.0439,0.0645,-0.2164,-0.0569,-0.1871,0.1857,-0.0408,-0.071,-0.0159,-0.0462,0.3692,-0.0649,1.0493,-0.1097,0.7493,0.1654,-0.039,0.039,0.5032,0.4241,0.0459,0.099,-0.0924,0.0696,0.7966,-0.123,2.1052,-0.0279,1.1959,0.613,-0.0382,2.8038,-0.0725,0.1473,0.5198,0.2014,1.5636,0.5356,0.5218,Control
A12,0.065,-0.3147,0.5315,-0.1784,-0.0649,0.0862,-0.06,0.2584,0.0944,0.2299,0.0886,0.3158,0.0186,0.3423,0.2092,0.7075,0.5293,0.2936,-0.046,0.2917,0.0758,0.1483,-0.1272,0.7772,0.1338,0.338,-0.0875,0.0594,0.6935,0.1232,0.2456,0.2009,0.0708,0.338,-0.089,-0.038,0.1228,-0.0617,-0.0981,0.0938,0.0726,0.0218,0.0766,1.8815,-0.0683,-0.0403,0.5905,0.3726,0.8541,0.0431,0.0311,0.3531,0.2483,0.3172,-0.0502,0.2091,-0.214,0.0683,-0.1828,0.0375,0.0533,-0.0451,-0.0041,0.0558,0.0815,-0.1109,0.707,-0.0948,0.5238,0.2065,0.0531,0.0075,0.3757,0.3067,0.0174,0.2122,-0.0521,0.2902,0.6491,-0.0889,1.5003,-0.0546,0.7157,0.3356,-0.1258,2.1819,-0.1006,-0.0264,0.4833,-0.0052,1.1909,0.2359,0.3872,Control
B01,0.0696,-0.2031,0.6453,-0.1348,-0.048,-0.042,-0.0689,0.1465,0.1342,0.0506,-0.0381,0.1323,-0.2409,0.3847,0.0451,0.0833,0.756,0.5549,0.1487,0.4283,0.0414,0.0426,-0.0492,1.1903,0.3014,0.384,-0.0755,0.0185,1.061,0.1937,0.6269,0.1955,0.051,0.4181,-0.0499,0.0161,-0.1516,-0.1376,-0.1196,0.0861,-0.0417,-0.012,-0.0635,1.8127,-0.1499,-0.3923,1.4072,0.4593,1.1982,0.0196,0.1553,0.2977,0.3845,0.8396,-0.3461,0.4702,-0.2039,-0.001,-0.2029,0.0764,-0.0177,0.0781,-0.1125,0.049,0.37,-0.1658,1.0764,-0.1677,1.03,-0.0096,-0.068,0.1199,0.23,0.2812,0.1093,-0.0358,-0.1371,0.0801,0.7352,-0.0824,1.9887,0.0209,1.3208,0.4554,-0.1164,2.6486,-0.1266,0.1917,0.6623,0.1066,1.8139,0.499,0.6071,Control
B02,0.1008,-0.1908,0.668,-0.1134,-0.0153,-0.0226,-0.0609,0.1262,0.0937,0.2113,0.0902,0.2095,-0.0596,0.601,0.4157,0.087,1.1818,0.4596,0.1831,0.5933,0.1874,0.2102,-0.1055,1.2445,0.2762,0.5973,-0.1513,-0.0918,1.2436,0.1413,0.4252,0.3314,-0.0257,0.5196,-0.0771,-0.0746,0.2125,-0.1286,-0.0863,-0.0151,0.1268,0.0303,0.1085,2.1719,-0.0715,-0.0492,1.4093,0.874,1.362,-0.0566,0.1053,0.7432,0.2654,0.8194,-0.0131,0.3011,-0.1588,-0.0671,-0.1498,0.1463,-0.0381,-0.1098,-0.0223,-0.078,0.4742,-0.1029,1.4827,-0.0863,1.1334,0.0565,-0.0265,-0.0481,0.5996,0.4647,0.0307,0.079,-0.1156,0.1311,0.949,-0.1122,1.9818,-0.0555,1.2492,0.8172,0.0181,2.8384,-0.0645,0.1006,0.6397,0.2895,2.1434,0.6162,0.7721,Control
B03,0.1173,-0.217,0.6169,-0.0951,-0.0464,-0.0597,-0.066,0.1313,0.0405,0.1742,0.0921,0.104,-0.1246,0.4588,0.2755,-0.0872,1.0165,0.525,0.1743,0.6036,-0.0276,0.217,-0.0892,1.3452,0.2756,0.5498,-0.1246,-0.0308,1.1441,0.1173,0.4971,0.2584,-0.0244,0.4183,-0.0776,-0.0367,0.0705,-0.0725,-0.0873,0.0364,0.0677,0.0126,-1e-04,2.0815,-0.046,-0.2021,1.3274,0.7145,1.3334,-0.0583,0.156,0.4949,0.3014,0.7986,-0.1524,0.2114,-0.1746,-0.0711,-0.1618,0.167,-0.0554,-0.0341,-0.0614,-0.0191,0.3755,-0.0553,1.2651,-0.1448,0.9616,-0.0366,-0.0852,0.0464,0.4593,0.3782,0.0078,0.0054,-0.1236,0.1081,0.9217,-0.0967,2.0426,-0.009,1.2245,0.6343,-0.045,2.8071,-0.0984,0.151,0.605,0.2395,2.013,0.488,0.6146,BRCACancer
B04,-0.0021,-0.2268,0.7173,-0.1823,-0.0352,0.0295,-0.0424,0.0369,0.0378,0.151,0.1495,0.1814,-0.0341,0.5306,0.3008,-0.031,0.6657,0.9506,0.2333,0.6532,0.2539,0.1997,-0.1462,1.6761,0.3121,0.4879,-0.1453,-0.1619,1.2342,0.1174,1.0858,0.3275,-0.0126,0.5644,-0.13,-0.0531,0.0647,-0.1119,-0.1026,0.0266,0.0593,0.0139,0.1031,1.4521,-0.0041,-0.1244,1.2845,0.3826,0.8762,-0.0762,0.0685,0.426,0.6321,0.7822,-0.1201,0.3068,-0.167,-0.0561,-0.2158,0.0884,-0.0401,-0.1491,-0.0771,-0.078,0.3772,-0.1345,0.8316,-0.1269,0.7989,0.0641,0.0046,-0.0528,0.468,0.2488,-0.0107,0.159,-0.1153,0.1515,0.8078,-0.1686,2.1259,-0.0577,1.3814,0.7021,-0.0285,2.4712,-0.1159,0.152,0.8643,0.1794,2.2293,0.6281,0.5596,BRCACancer
B05,0.1525,-0.2082,0.573,-0.2076,-0.059,0.0359,-0.049,0.2095,0.2886,0.1617,0.1281,0.2166,-0.0583,0.3519,0.2698,-0.009,0.8467,0.4507,0.1188,0.3073,0.0617,0.1057,-0.1747,0.9698,0.2295,0.4982,-0.1323,-0.0832,1.2738,0.133,0.4652,0.3414,0.0461,0.4285,-0.1306,-0.1233,0.0782,-0.1198,-0.1255,0.0345,0.1632,0.0827,0.1402,2.2527,-0.1709,-0.1598,0.9535,0.7392,0.9442,-0.0132,0.0448,0.4718,0.3215,0.7619,-0.0283,0.1746,-0.3062,-0.0225,-0.2087,0.0487,0.0831,-0.1442,-0.0828,-0.0185,0.2803,-0.1361,1.2276,-0.177,0.846,0.1119,-0.013,-0.0564,0.643,0.2725,-0.0962,0.2076,-0.0795,0.2553,0.6116,-0.0766,1.9305,-0.122,0.98,0.5911,-0.0859,2.6715,-0.1606,0.0331,0.5989,0.2187,1.8969,0.4434,0.5226,BRCACancer
B06,-0.0997,-0.3092,0.396,-0.0823,-0.0118,-0.0887,-0.0067,-0.0219,0.0708,-0.1062,0.0715,0.0821,-0.296,0.3272,-0.0149,-0.0237,0.4966,0.5331,0.1051,0.4241,-0.0296,0.0134,-0.0321,0.9605,0.2133,0.2522,-0.0331,-0.0168,0.8773,0.1087,0.396,0.0954,0.1093,0.2206,-0.0294,-0.0041,-0.0956,-0.0621,-0.1254,0.1614,-0.1897,0.0276,-0.1538,1.6256,-0.1111,-0.4452,1.0199,0.0331,0.8474,0.1118,-0.0355,0.0786,0.3867,0.5745,-0.4,0.2548,-0.1984,0.0724,-0.2738,0.0051,0.04,0.0535,-0.1189,0.1584,0.0213,-0.1647,0.6938,-0.249,0.6124,-0.1511,-0.026,0.0149,0.0459,0.0763,0.0814,-0.0204,-0.0586,0.1148,0.5565,0.0521,1.7596,0.0823,1.009,0.3098,-0.2383,2.4714,-0.2052,0.0821,0.5418,0.0732,1.8239,0.2124,0.3571,BRCACancer
B07,-0.0282,-0.1651,0.7,-0.1719,0.0482,-0.0204,-0.0706,0.0936,0.0275,0.165,0.1826,0.2263,-0.028,0.6041,0.4592,0.4416,0.9652,0.5631,0.1834,0.5295,-0.0419,0.2528,-0.1718,1.5262,0.3019,0.66,-0.1416,-0.1911,1.3816,0.1207,0.4665,0.223,-0.0223,0.5098,-0.1058,-0.0927,0.2498,-0.13,-0.0591,-0.0029,0.1242,0.0339,0.0855,1.8734,-0.0501,-0.1199,1.3919,0.6597,1.3714,-0.0636,0.0395,0.472,0.3209,0.897,0.0431,0.1754,-0.1754,-0.0952,-0.1426,0.2606,0.0073,-0.1525,-0.0586,-0.099,0.3739,-0.1192,1.2078,-0.1349,1.0059,0.1636,-0.0139,0.005,0.5068,0.4969,0.0256,0.1118,-0.0836,0.0947,1.0804,-0.0762,2.1386,-0.0372,1.3607,0.7364,0.0031,2.8035,-0.1057,0.1607,0.6818,0.3531,2.3068,0.542,0.8182,BRCACancer
B08,0.0867,-0.1503,0.5349,-0.1471,-0.0254,-0.0177,-0.0186,0.0503,0.0585,0.2427,-0.0207,0.1298,0.0031,0.4055,0.3758,0.0107,1.0386,0.3449,0.1356,0.3989,0.0417,0.2829,-0.0773,0.9059,0.2677,0.5848,-0.1377,-0.1232,1.1785,0.0473,0.2848,0.278,-0.1001,0.4462,-0.0786,-0.0247,0.1813,-0.063,-0.0541,-0.0265,0.1046,0.0066,0.0805,2.3331,-0.0432,-0.0125,1.3422,0.7018,1.3271,-0.0363,0.0659,0.3131,0.2078,0.598,0.0118,0.1456,-0.1272,-0.0743,-0.1334,0.2966,-0.0213,-0.1181,0.0249,-0.0875,0.2842,-0.088,1.4249,-0.0144,1.0384,0.1105,-0.0322,-0.0689,0.5237,0.2822,0.0961,0.0274,-0.0833,0.0517,0.9462,-0.1547,1.8818,-0.0017,1.2768,0.7894,0.0611,3.0661,-0.0681,0.1228,0.5346,0.4039,1.5243,0.55,0.6395,Control
B09,0.0354,-0.2303,0.5639,-0.1929,-0.0617,-0.0525,-0.093,0.043,-0.0744,0.2069,0.0569,0.142,-0.1004,0.3543,0.1584,0.2015,0.6956,0.8449,0.2458,0.5142,-0.0613,0.1747,-0.1184,1.3704,0.3539,0.3663,-0.1788,-0.0922,1.1372,0.1442,0.8094,0.138,-0.0794,0.4091,-0.0782,-0.0975,0.0789,-0.127,-0.1267,0.0053,0.0237,-0.0148,0.0238,1.1856,-0.0985,-0.0613,1.1893,0.2717,0.6903,-0.0688,0.1131,0.2507,0.4125,0.7962,-0.0237,0.1605,-0.1177,-0.0315,-0.2073,0.0104,-0.0888,-0.0796,-0.0824,-0.0492,0.2871,-0.1204,0.6847,-0.0242,0.7133,0.0595,-0.0525,-0.0366,0.2744,0.1876,0.0527,0.0343,-0.1036,0.0853,0.6793,-0.1387,2.1274,-0.0764,1.2968,0.4815,-0.0474,2.3676,-0.1151,0.1301,0.6974,0.2501,1.9091,0.5696,0.4288,Control
B10,-2e-04,-0.1776,0.5808,-0.1604,-0.0662,-0.057,-0.0707,0.1213,0.0434,0.1545,0.119,0.1783,-0.0743,0.2962,0.3028,-0.0285,0.5586,0.5683,0.0884,0.4215,-0.076,0.14,-0.1037,1.2575,0.131,0.2954,-0.1138,-0.1275,1.0595,0.0893,0.8334,0.2919,-0.0898,0.3791,-0.1164,-0.0797,0.184,-0.0869,-0.0631,0.0196,0.1603,0.0273,0.0449,1.5105,-0.0017,-0.055,1.0453,0.4078,0.8756,-0.0549,0.0068,0.237,0.3634,0.5787,0.0149,0.1577,-0.2148,0.0056,-0.1281,0.0987,0.0251,-0.1381,-0.0466,-0.0523,0.165,-0.0919,0.6326,-0.1174,0.6088,0.1014,0.0246,-0.015,0.2405,0.1837,-0.0049,0.0585,-0.1394,0.1465,0.7576,-0.1078,2.0563,-0.0407,1.1455,0.5013,-0.0487,2.6921,-0.0711,0.0401,0.6553,0.1891,1.963,0.4473,0.5212,Control
B11,0.0781,-0.1785,0.5939,-0.1399,-0.0241,0.0246,-0.018,0.0646,-0.0141,0.2217,0.0406,0.1236,-0.0304,0.3996,0.4395,0.105,0.7047,0.5595,0.1663,0.458,0.1247,0.1854,-0.1725,1.0319,0.1889,0.5289,-0.1048,-0.136,0.9602,0.0807,0.7233,0.3104,-0.0301,0.5766,-0.0812,-0.0929,0.2002,-0.1043,-0.0502,0.0273,0.1608,0.0618,0.0308,2.2963,-0.0666,-0.0872,1.0821,0.7273,1.1398,-0.0222,0.0489,0.4967,0.3304,0.5897,0.0139,0.2144,-0.1494,-0.0604,-0.1154,0.2716,-0.0633,-0.1076,-0.0103,-0.0572,0.283,-0.1089,1.2803,-0.0435,0.8481,0.1875,0.0037,-0.0488,0.348,0.3252,0.1104,0.1512,-0.0718,0.1496,0.8866,-0.1421,1.7066,-0.0557,1.2083,0.5975,-0.0058,2.9531,-0.1054,0.0012,0.6998,0.3947,1.7206,0.387,0.6126,Control
