@relation data

@attribute id string
@attribute 10161 numeric
@attribute 27334 numeric
@attribute 2840 numeric
@attribute 2846 numeric
@attribute 5028 numeric
@attribute 5029 numeric
@attribute 5030 numeric
@attribute 5031 numeric
@attribute 53829 numeric
@attribute 64805 numeric
@attribute 9934 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5746468231,-0.0988792733,-0.0939994380,-0.0087556608,-0.0082673394,0.2637962403,-0.1423618613,0.1127704464,-0.2290155722,-0.1368488324,-0.1077549190,BRCA
GSM480985,1.0005645054,-0.1742400641,-0.1444636728,-0.0673813214,-0.1323119104,0.0456691036,-0.0218529512,0.3774715070,-0.1214648920,-0.1526926532,-0.1065009726,BRCA
GSM480986,0.4004773261,-0.0761089489,-0.0986520284,-0.0771844494,0.0235216386,0.2930685307,-0.1047906128,0.5992163597,-0.0626547063,-0.1155387778,-0.0555894756,BRCA
GSM480987,0.0148103069,-0.1287539891,-0.0831679678,0.0590129514,-0.0332727001,-0.0845631484,-0.1920237599,0.1194017043,-0.1592409904,-0.0978820425,0.0703003918,BRCA
GSM480988,0.4565513990,-0.1125802883,-0.0713868291,-0.0573055947,-0.1260832903,0.0439125536,-0.1128037521,0.5902664158,-0.1268114453,-0.0899143334,-0.1267915954,BRCA
GSM480989,0.0823772719,-0.0784265559,-0.0529012369,-0.0039515460,-0.1432126447,0.4500584410,-0.1382179894,0.5205172211,-0.1600657599,-0.0865516385,-0.1044600373,BRCA
GSM480990,0.3673110200,-0.0959536414,-0.0779046966,0.0067459802,-0.0716131718,0.1172085397,-0.1647171696,0.2532940124,-0.1657040934,-0.1318247564,-0.0942793260,Control
GSM480991,0.3663979891,-0.1127149351,-0.0779611012,0.0177508810,-0.0587887172,0.3769463019,-0.1183680627,0.6015919753,-0.1396264184,-0.1044033199,-0.0933672501,Control
GSM480992,0.2027478450,-0.0385594025,-0.0577472335,-0.0759096720,-0.1152000926,0.2374271466,-0.0933437986,0.8539457136,-0.1498343560,-0.0571944702,-0.0911200779,Control
GSM480993,0.1911299434,-0.0946105162,-0.0676543483,-0.0473565049,-0.0969738438,0.2097344236,-0.0571634721,0.2001831287,-0.1263887069,-0.1124879455,-0.0696867238,Control
GSM480994,0.1242659509,-0.0573257508,-0.0024426990,-0.0048517796,-0.1323869084,0.2322189469,-0.1540202302,0.0655149122,-0.1661488739,-0.0980568362,-0.0575474122,Control
GSM480995,0.0841506130,-0.1003510145,-0.0638499454,-0.0912461822,-0.0709168887,0.1762615351,-0.1304842182,0.5022115418,-0.2464734224,-0.1590570300,-0.0541687999,Control
GSM480996,0.6571008824,-0.0750957367,-0.0060840874,-0.0104419688,0.0052820121,0.2952498438,-0.1280401168,0.1268760288,-0.2143212076,-0.0937683045,-0.0617628860,BRCA
GSM480997,0.0291721873,-0.0782242551,-0.1086093912,0.0285877017,-0.1116334490,-0.1921816629,-0.1461426446,0.2969079059,-0.1441830672,-0.1145146814,-0.0503549251,BRCA
GSM480998,0.1598902527,-0.0268170492,-0.0514161170,-0.0364985007,-0.1254382332,0.3981306702,-0.0780996111,0.5216689233,-0.1323600779,-0.0882763106,-0.0550066751,BRCA
GSM480999,0.5679236996,-0.1091609831,-0.0862101141,-0.1012009249,-0.0646660138,0.1397908942,-0.1495697641,0.1472823879,-0.1397846987,-0.1666885615,0.0396703933,BRCA
GSM481000,0.5255617480,-0.1162112412,-0.0745353294,0.0565997607,-0.1055341890,0.3177867069,-0.0897334953,0.0970769511,-0.0872680384,-0.0620226026,-0.0595955744,BRCA
GSM481001,0.0720470257,-0.1053984214,-0.1208320838,-0.0517385259,-0.0305768503,0.1364245899,-0.1361846186,0.3560953861,-0.1932451650,-0.1515329373,-0.0683509771,BRCA
