@relation data

@attribute 81027 numeric
@attribute 7280 numeric
@attribute 7846 numeric
@attribute 347733 numeric
@attribute 6950 numeric
@attribute 22948 numeric
@attribute 10694 numeric
@attribute 10376 numeric
@attribute 10382 numeric
@attribute 10575 numeric
@attribute 7278 numeric
@attribute 10383 numeric
@attribute 10576 numeric
@attribute 10381 numeric
@attribute 908 numeric
@attribute 7277 numeric
@attribute 84617 numeric
@attribute 10574 numeric
@attribute 84790 numeric
@attribute 7203 numeric
@attribute 56604 numeric
@attribute 113457 numeric
@attribute Class {Control,BRCA}

@data
5.199683385,7.413524535,13.477480985,11.12745936,7.95145228867,8.522151037,12.23093318,14.25942553,5.316518,8.502683773,5.287261033,12.49153253,11.93696372,7.529725554,8.7904192335,8.773914859,10.2875579975,11.4911682233,13.60771409,10.7752261585,8.803244092,6.402173659,BRCA
5.161294412,6.236115272,12.81391672,11.15310882,8.198299328,8.259038365,12.45248586,14.25434036,6.086885249,8.398680773,5.695027274,11.19443078,11.78917304,8.064030165,9.4509516275,8.000255161,9.819936678,11.0887838397,13.62684124,10.114833088,6.98248348,6.0848206195,Control
5.162100493,7.241842864,13.1265014,11.65775177,7.89270244467,7.800869372,12.17821986,14.1941174,5.650485447,8.581201641,5.127851204,11.58824628,11.7416567,7.157223442,9.120558287,7.832955068,10.736435525,11.10156059,13.63630348,10.1536553565,7.621998953,6.2876641315,Control
5.434637608,6.838514169,12.712837,12.09367844,6.638002005,8.142159561,12.15504123,14.02134875,5.504788206,8.481558416,5.63307605,12.28574906,11.99463462,6.795036757,7.724539548,6.23333746,10.0573814895,11.193982966,13.75481291,10.463284374,6.32224872,6.679659985,BRCA
5.287261033,6.763946394,12.38147315,10.79813582,6.85626686933,8.44605057,12.44521413,14.35837925,5.640759188,8.779424816,5.946269564,11.38910174,12.42339047,7.539858901,8.055752075,6.350855776,9.826966287,11.1532372167,13.66928817,10.9167613185,6.668959864,8.249354429,BRCA
5.439300032,6.477196153,12.3901302,12.30040269,6.70538518033,8.246005557,12.3915122,13.94334633,5.178327476,8.630750483,4.853011634,12.0980404,11.95277228,6.987721977,7.6373240455,6.342701959,9.698860734,11.0288394653,13.60771409,10.7928144,6.772153303,5.406919983,BRCA
4.640418217,6.686679539,12.280089825,11.85273637,6.54930168,7.618204007,12.07015459,13.62077142,5.520431088,8.566664033,7.014079418,12.02968073,11.99166543,7.215923955,7.4080844215,5.963596221,9.4097189055,11.0115026027,13.85125179,10.2252214015,7.115254705,10.0343344085,BRCA
5.233822166,6.300403471,12.113930285,11.19715849,7.03558250433,8.279960041,12.33696264,13.95556321,5.259471408,8.999958525,5.503993644,11.85273637,12.16288073,7.478529234,7.901712276,6.694953735,9.4946495545,11.180974831,13.74060563,10.979131657,7.055610869,6.701339488,BRCA
5.052688948,6.2260322,12.36866559,11.99463462,6.948213536,8.201561731,12.76570158,13.82037647,5.730919264,9.049209488,5.95855924,12.11639279,12.31403378,7.5151501,7.9984266025,6.364402262,9.427715021,11.421646904,14.48484431,10.8479064855,6.982198234,7.430270574,BRCA
5.039808741,7.100665295,11.19253328,11.84647188,6.872727488,6.310890502,11.66672787,10.81892586,4.916728914,7.992500966,4.990286948,9.933019721,12.10871075,7.728262586,7.759649752,5.696558124,11.07069537,9.974318006,13.7210223,10.389599419,6.412997934,5.2414990245,BRCA
