@relation data

@attribute 81027 numeric
@attribute 7280 numeric
@attribute 7846 numeric
@attribute 347733 numeric
@attribute 6950 numeric
@attribute 22948 numeric
@attribute 10694 numeric
@attribute 10376 numeric
@attribute 10382 numeric
@attribute 10575 numeric
@attribute 7278 numeric
@attribute 10383 numeric
@attribute 10576 numeric
@attribute 10381 numeric
@attribute 908 numeric
@attribute 7277 numeric
@attribute 84617 numeric
@attribute 10574 numeric
@attribute 84790 numeric
@attribute 7203 numeric
@attribute 56604 numeric
@attribute 113457 numeric
@attribute Class {Control,BRCA}

@data
4.884855828,7.899660725,13.072443805,11.80723024,7.67941659933,7.254464427,12.04226139,14.1941174,5.398154738,8.254179615,5.37574431,11.65291678,11.5968724,6.801873633,8.9592447695,7.482104333,10.718289445,10.9812337763,13.41290062,10.0866254,7.837046205,7.121780497,Control
5.576228285,6.301135476,12.79617952,11.30388933,7.29204066367,7.113666969,11.86526555,14.25434036,5.696558124,8.140089864,5.34066129,11.40523204,11.858053,6.528419434,8.9431584325,8.517473661,9.998851935,10.6481488367,13.20290364,9.8405878055,7.418044703,5.6994159315,BRCA
5.283469238,6.615081971,12.980355135,11.47795694,8.04052805067,8.132681099,12.70249961,14.23655206,5.088959125,9.132371922,5.122477305,11.56729791,12.19991163,7.261603975,9.343737015,8.770202293,8.8367880875,11.2557058533,13.54762602,10.388260875,7.903823301,6.1586145725,BRCA
4.845002284,7.56639873,12.245734715,11.48628211,7.230908781,8.613449811,11.77806492,14.29545473,6.555360353,9.301536849,5.545127619,11.48413324,11.82848969,7.465997159,7.859724353,8.99094148,8.260153639,10.504393796,12.27296951,10.7645152945,7.021399564,6.995704449,Control
5.418368122,5.806975681,12.856054365,10.56653005,8.353033346,7.892711475,12.14532727,14.25942553,6.418532045,8.801903231,5.185877691,11.38910174,11.67556248,7.103002192,9.308188236,9.298601687,9.4396665595,11.4055387167,13.71793344,10.5054885265,7.56287418,6.1552991135,BRCA
5.144465785,8.22222873,13.77264423,11.40976762,8.60374328633,7.900989228,12.71973005,14.5197155,5.641409649,8.510626838,5.066316611,12.7347446,12.65135565,7.468056067,9.9597487725,9.118098254,11.162534375,11.61878886,14.37348409,10.6424486845,8.074062668,6.307885276,BRCA
5.315069158,6.365014999,11.906436665,11.53930922,6.74278970067,7.720554015,10.94417051,14.39263877,6.292326809,8.921179767,5.682019293,11.04525817,11.02648906,8.628446565,7.969467267,9.185154884,8.4261246795,10.186606225,11.9684077,9.9903845185,7.982781325,8.6539353945,BRCA
5.826809832,5.532793245,13.058642555,11.6923846,7.93564784333,7.128564388,12.28120423,14.07409548,5.655646098,9.027201837,4.867045482,11.34927862,11.89780776,7.60485179,9.243270425,8.216698727,10.304747614,11.0599195603,13.73376056,10.177963467,6.853313064,6.80397072,Control
5.139562862,6.943455835,13.136039135,10.97179879,8.58884873467,8.290757434,12.56790862,14.40827668,5.46083367,8.73811855,5.758164072,12.26341894,12.21350534,7.156085921,9.791248384,9.111501597,9.317154837,11.65663926,13.88031822,11.016366487,7.795310977,6.4255607725,BRCA
5.211996552,7.250680065,12.487072675,11.08816233,7.54642909467,8.105307642,11.86723251,14.08845827,6.198941611,8.527663806,4.715635629,11.53000404,11.38382052,6.659179352,8.6080424065,8.819932474,9.4820278265,10.870456453,12.98742218,10.2734501545,7.646128672,5.636546836,BRCA
