@relation data

@attribute 843 numeric
@attribute 842 numeric
@attribute 841 numeric
@attribute 840 numeric
@attribute 329 numeric
@attribute 317 numeric
@attribute 837 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 839 numeric
@attribute 834 numeric
@attribute 4000 numeric
@attribute 836 numeric
@attribute 835 numeric
@attribute 4001 numeric
@attribute 5551 numeric
@attribute 54205 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 3002 numeric
@attribute 397 numeric
@attribute 84823 numeric
@attribute 142 numeric
@attribute Class {Control,BRCA}

@data
6.7438981715,7.924560768,5.6639776582,7.083131785,10.1203149015,7.460673902,6.7261865705,9.50184663267,5.599623716,6.92345301633,8.56617106,12.31771434,7.931813168,9.44396110067,6.882035048,7.168850407,8.464342681,9.322972846,6.6317994995,7.102871006,13.44437567,9.662295026,11.18453773,Control
6.1455111885,7.7506065195,5.8528914586,6.56812056767,9.6275956935,7.8219347,6.59896091275,9.90022641533,6.29655434,7.07794042367,8.401474517,12.217337305,8.1988449165,9.59367275233,6.871477523,7.806889715,8.779925425,9.80430441433,7.037503494,6.93387098,13.78998546,10.0981575,11.26378871,BRCA
5.9215713865,8.1061247785,5.7897319854,6.742243195,9.7717912665,7.4969355985,6.52565736475,10.2655236773,6.416760061,7.46918469167,8.934581571,11.331478295,8.03923302,9.81162458833,8.311181937,7.415237106,8.42928237,9.66722047133,7.119152491,5.829159022,13.68697704,10.50723497,11.73450229,BRCA
5.9373595855,7.389583129,5.6257131728,6.02132500833,9.477837206,7.949551686,6.4036565285,10.2724422663,5.989826604,6.32634649467,8.63013770333,11.69631911,8.049352819,9.195121863,7.009719816,7.699192644,8.584211958,9.39768029933,6.902136378,6.431711224,13.58717103,10.52922583,11.93178472,Control
6.4972158175,7.637528126,5.7767472574,6.82370193433,9.3861165135,7.4088003525,6.72286104175,9.404843943,6.56544914,7.89692416633,8.69594604867,11.649666395,8.040914571,9.85869289633,7.701481697,7.469827229,8.435838088,9.67330697167,6.377025189,6.758893179,13.44437567,10.00237241,11.53892866,BRCA
6.8031073515,8.5459358775,6.1557894346,7.27989135267,10.3317089185,7.755466278,6.7021088835,9.51612918533,6.091917306,7.233656492,8.58775556733,13.55168753,8.276164252,9.51142641433,8.182134999,7.152236984,9.008765532,8.89733260433,6.7462971645,6.172733142,13.37131522,10.18974462,11.81694975,BRCA
6.137935364,6.9179834015,5.645039366,5.90453458933,10.214895946,7.5815822955,6.56125575275,10.4052109017,6.731933742,6.84991378233,8.637746395,11.981065665,8.3070644095,9.82838490033,6.263978634,7.574141491,6.998198677,9.97309623267,6.2881816415,6.853313064,14.13459319,10.66644619,11.90133466,BRCA
6.421709888,8.3320404855,6.1264922834,6.55264887533,10.0771995225,7.645327129,6.6219821655,9.25162105967,6.140988854,7.61202263967,8.48783089,11.76167965,8.3666695385,9.748394655,7.289814009,6.635867278,8.819732939,9.03718650233,6.5533661775,6.796724685,13.66928817,9.773436423,11.30662298,Control
6.147858132,7.7930385845,5.8838277246,6.74719066733,9.6996756995,7.8288732835,6.4832766905,9.76997316367,6.79103628,7.38519951367,8.65269777133,11.84304893,8.288078818,9.64715749033,8.453076263,6.731764076,8.738583034,9.358422347,6.632880865,6.011904408,13.44910353,10.11872735,11.83486615,BRCA
6.0304555315,7.6247556515,5.7581840748,6.62840186333,9.526270562,7.5688881555,6.54065136175,8.98711892533,6.177724116,7.39794265367,8.40102196767,11.98689852,7.806017873,9.22325478167,6.789276463,7.678267594,8.85611511,9.70737187733,6.6695634235,7.254464427,13.80946823,9.72319211,11.43905962,BRCA
