@relation data

@attribute id string
@attribute 11112 numeric
@attribute 1629 numeric
@attribute 1738 numeric
@attribute 18 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 259307 numeric
@attribute 26275 numeric
@attribute 27034 numeric
@attribute 30 numeric
@attribute 3028 numeric
@attribute 3030 numeric
@attribute 3032 numeric
@attribute 3033 numeric
@attribute 3155 numeric
@attribute 3157 numeric
@attribute 3158 numeric
@attribute 316 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 3712 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 4329 numeric
@attribute 4594 numeric
@attribute 5019 numeric
@attribute 5095 numeric
@attribute 5096 numeric
@attribute 549 numeric
@attribute 56922 numeric
@attribute 586 numeric
@attribute 587 numeric
@attribute 593 numeric
@attribute 594 numeric
@attribute 64087 numeric
@attribute 84693 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6158909298,0.1687238039,1.9244245523,0.5374060508,2.2600692511,0.2319927768,-0.0491912957,0.1755788683,1.8984102209,0.8929987569,-0.2109347401,0.9633722520,0.2223680527,0.9998794385,1.6754563781,1.2315420509,2.1412504400,1.5338132382,0.3530567057,1.5301591010,-0.0688513571,-0.0675023626,1.4308904895,0.1383720047,0.8258771711,0.3171022366,0.4213651722,1.8854160043,0.1548623131,0.7420509160,1.3295364646,0.1615997792,1.0883673257,0.0833601433,0.5497489037,-0.0573826955,0.3111993874,0.4527619269,0.6706668074,0.1395082672,0.6443827656,BRCA
GSM480985,0.7639758666,0.2472344102,1.4256233209,0.2965281577,2.3151015044,0.3564170730,0.0875286907,0.1119160410,2.1269488334,0.8534813434,-0.1350555477,1.0918469673,0.4677497884,0.9607533459,1.1359570227,1.2862912884,2.3893079756,1.7647145290,0.8624929058,1.0155779794,-0.1742544358,0.0990625689,1.2343711706,0.1154675256,0.7253731420,0.2264852920,0.3191318561,1.2370085783,0.2211789764,1.0373490276,0.8096966877,0.2669139398,0.6489555638,0.1671250924,0.9397815116,0.1237479056,0.2088453799,0.6690830356,0.5257810869,0.1719381617,1.1887658760,BRCA
GSM480986,0.5677116982,0.2026908541,1.7199706966,1.0398198304,2.7609708010,0.3244871081,-0.1099596126,0.2063474548,2.3948222002,1.1061738514,-0.1420713092,0.9363012001,0.1780050850,1.0861176886,1.7794500059,1.4991035972,2.4189091070,1.5006480814,0.5845550713,1.4277941435,-0.0939783007,0.2589046855,1.3506387171,0.1251920825,0.6378473611,0.2109342502,0.3186037661,1.7790332767,0.1774249452,0.9454831533,1.0438569983,0.0898714591,1.3978793192,0.0500657030,0.4449241851,-0.0410887860,0.3005437759,0.8628268894,0.4474584055,0.1478580825,0.7085916103,BRCA
GSM480987,0.4032900861,0.1066670503,1.3682376973,0.1436059149,2.3466795684,0.0446926562,1.7816735108,0.3015840252,2.2666113508,0.7192438530,-0.1223850797,0.3682599311,0.1218997872,0.6558428141,1.5131642688,1.7670080577,2.6591125897,1.2740856781,0.7656420270,1.1324875428,-0.0981340940,1.0284402044,1.0651787221,0.0552580245,0.3049112425,0.0754395164,0.3119321840,0.9624700149,0.1057635179,0.6333600384,0.4635825636,0.1043066700,0.7756228602,0.0106460508,0.2610327058,1.6895813737,0.2460290243,0.3640277536,0.2268100681,0.0437910079,0.6077330117,BRCA
GSM480988,0.5601630470,0.1843567445,1.4409479541,0.6081837041,3.0373000502,0.2300866962,-0.0056832970,0.1369016643,2.2369184494,0.9066358447,-0.1704416947,1.0608850284,0.2504615924,0.8187137471,1.4972820812,1.3588856331,2.5186501060,1.7804687992,0.6518935631,1.0875277490,-0.1168545727,0.0099987596,1.3493015824,0.0558361426,0.5761300637,0.2696689672,0.2166146619,1.6212292048,0.2963282932,1.0683495246,1.0505745877,0.3021201180,1.4745856523,0.1205407895,0.6135253724,-0.0844905590,0.2102715154,0.8468287056,0.4999852921,0.0297063387,1.1143917659,BRCA
GSM480989,0.5490183842,0.1529802288,1.0125810863,0.1684649084,2.9604410530,0.0391898241,-0.0242702600,0.2410951006,1.9671972129,0.6953486627,-0.2754866534,0.3236973801,0.0459926964,0.9699190986,2.1649148598,1.4247240936,2.0909121889,1.9561418145,0.7184254999,0.9703494905,-0.0365952473,-0.0018321787,0.5194965305,0.2535602902,0.3814315134,0.2429579494,0.1508772254,1.9305272236,0.2995644804,0.3305526254,0.5069430502,-0.0419811251,1.4515034141,-0.0564337506,0.2940220734,-0.0733055465,0.3795490559,0.8344241815,0.5471840503,0.0819758356,0.4391000419,BRCA
GSM480990,0.4149497924,0.0809311174,1.2734934124,0.5607600833,2.5652331860,0.1098247522,-0.0668057338,0.1896004626,1.8043094478,0.6985147433,-0.1629155403,0.4319017726,0.0326055430,0.9804653769,1.9726767541,1.1515127782,2.1266345809,0.9287004626,0.5156808877,1.0627120436,-0.0825709075,0.4522277735,0.7789853086,0.1183365685,0.2726224291,0.0543585227,0.1760831968,1.1692135798,0.1244491272,0.2709391482,0.5478861730,0.0220029815,1.0107964656,-0.0397381033,0.1044129678,0.4774189610,0.2652120359,0.6038720261,0.2049873744,0.0326576912,0.1298983086,Control
GSM480991,0.5295520682,0.1101707118,1.3897725733,0.9615814600,2.7478961944,0.1742357694,-0.0233735611,0.2089695791,2.3212478954,0.8245137883,-0.0116938321,0.5091491463,0.1899773861,1.2928972281,1.7916121086,1.4915880433,2.5569677694,1.3856509253,0.7045827450,0.9952834231,-0.0947828551,0.0446090584,0.7832324635,0.2864338179,0.5452802101,0.2695424653,0.2123512204,1.3281945321,0.3601991349,0.4852408039,0.4944018656,0.1112647533,1.2977810428,0.0194283198,0.3539883664,-0.0289593907,0.2747045157,0.7088567904,0.4487076567,0.0825358228,0.5302074728,Control
GSM480992,0.3683765221,0.1460978854,1.1771644925,0.8789721292,3.0652388335,0.1297640129,-0.0362600798,0.1794442621,1.9536824093,0.5097402134,-0.1264083494,0.4485695531,0.1040453717,1.2940411158,2.0296418533,1.0771964263,2.1775594950,0.9734940641,0.6558161013,0.7699706780,-0.0754063559,0.0732621733,0.6323181725,0.1851091368,0.2781207703,0.0906193132,0.1466532203,1.1854114103,0.4381967931,0.3431760791,0.5345441169,0.0778286023,1.1695664442,-0.0074639569,0.3033208352,-0.0785882260,0.3208138989,0.9853846836,0.2838235099,0.1275871064,0.2903150215,Control
GSM480993,0.5810205193,0.1558447157,1.2907769317,0.5961395607,3.0423105659,0.1581504344,-0.0292226803,0.3845479185,2.2813484934,0.8032673724,-0.1381580829,0.7259487199,0.1552820728,1.1872232184,1.8798222542,1.5596950650,2.3473011426,1.7184223135,0.7643577341,1.4282748104,-0.1251750968,0.0789659732,0.9963236153,0.2105531346,0.3740754798,0.3339491470,0.2750413289,1.8513873287,0.3077298826,0.5825501496,1.0714054307,0.0878055395,1.3137876572,0.0773676229,0.3378781572,-0.0210596640,0.3549378401,0.9378787205,0.3765192721,0.1228235471,0.5672871546,Control
