@relation data

@attribute id string
@attribute 124975 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 57733 numeric
@attribute 6470 numeric
@attribute 6472 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.1091,-0.0255,0.4286,-0.021,-0.0815,0.3103,0.8011,Control
A02,0.0034,0.0048,0.128,0.1783,-0.0844,0.131,0.6187,Control
A03,0.1072,-0.0894,0.1104,0.115,-0.069,0.3109,0.7148,Control
A04,0.1213,-0.0638,0.213,0.195,-0.0026,0.2582,0.7114,Control
A05,-0.0053,0.0397,0.2441,0.1729,-0.0385,0.2887,0.7976,Control
A06,-0.0429,-0.0328,0.1537,0.0269,-0.0739,0.1861,0.6865,Control
A07,0.0209,-0.0724,0.2243,0.0327,-0.1082,0.2978,0.6855,Control
A08,0.059,0.0039,0.3244,0.0024,-0.0998,0.1797,0.5604,Control
A09,0.0225,-0.0681,0.238,0.02,-0.1035,0.2746,0.7056,Control
A10,0.0326,0.0172,0.2959,0.1459,-0.1129,0.253,0.6205,Control
A11,0.1637,-0.1142,0.1449,0.0868,-0.0075,0.3445,0.6458,Control
A12,0.108,-0.1514,-0.0026,-0.1158,-0.0697,0.1326,0.4856,Control
B01,0.0095,-0.1317,0.2762,-0.2227,-0.1373,0.2885,0.5078,Control
B02,0.0796,0.0384,0.4013,0.0463,-0.0691,0.3053,0.7517,Control
B03,0.0542,-0.0185,0.2623,0.0095,-0.1265,0.2893,0.6918,BRCACancer
B04,0.0694,0.0129,0.161,0.0042,-0.1094,0.0342,0.4501,BRCACancer
B05,0.0602,-0.1017,0.1118,0.0108,-0.0287,0.2389,0.5096,BRCACancer
B06,0.0266,-0.1689,-0.0024,-0.285,-0.0683,0.0175,0.2281,BRCACancer
B07,0.0209,-0.0328,0.4298,0.0275,-0.038,0.2054,0.6394,BRCACancer
B08,0.089,-0.0096,0.2064,0.1288,-0.0874,0.2806,0.7391,Control
B09,0.0816,0.0558,0.1497,0.0266,-0.1667,0.0188,0.3641,Control
