@relation data

@attribute 23239 numeric
@attribute 842 numeric
@attribute 4303 numeric
@attribute 1147 numeric
@attribute 2932 numeric
@attribute 7249 numeric
@attribute 2931 numeric
@attribute 1027 numeric
@attribute 1026 numeric
@attribute 2475 numeric
@attribute 4803 numeric
@attribute 387 numeric
@attribute 117145 numeric
@attribute 253260 numeric
@attribute 572 numeric
@attribute 57761 numeric
@attribute 5728 numeric
@attribute 2308 numeric
@attribute 2309 numeric
@attribute 5170 numeric
@attribute 4193 numeric
@attribute 8660 numeric
@attribute 1385 numeric
@attribute 79109 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 64223 numeric
@attribute 10000 numeric
@attribute 6199 numeric
@attribute 3164 numeric
@attribute 84335 numeric
@attribute 3667 numeric
@attribute 4914 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute Class {Control,BRCA}

@data
8.73696091,8.198860636,9.030874784,8.670710349,9.583290187,7.5150055545,6.991610063,10.1640382545,8.836754421,10.36865954,7.593430574,12.64120964,6.86802345,6.311798825,8.04104994467,9.576229762,9.658595819,11.12353964,7.53120278467,6.4696508394,5.125223824,10.77336613,11.005151922,7.96196954367,9.592833039,5.479142629,6.657000843,6.80536058,9.467392148,5.4786784915,10.0985898065,6.823946074,7.697873054,9.072521955,5.82521094467,6.9076540764,11.73774813,BRCA
8.397697225,7.692121379,9.043410897,8.807082076,9.857779317,7.0080930265,6.58789422,10.0441681905,9.0515115425,9.964760013,7.536560251,12.30040269,6.996504912,5.994246645,7.56627437633,9.057342719,10.53537772,11.03306523,8.066354955,7.150559257,5.5617899825,11.64562254,10.78322175,8.35948529433,9.66262953467,6.97372929,6.822223857,7.215390118,8.49777314,5.7708818765,9.9276756755,6.33025045733,6.856678017,10.04292168,5.741424473,7.509195938,12.16093036,Control
8.781606528,7.8122716905,8.575786096,9.155780297,9.894916689,7.1460675305,6.962725777,9.813364775,9.93093261,10.29122283,7.908033966,12.38074251,7.22451093,6.187555595,7.59129591867,8.781606528,10.73844933,11.53060643,8.55696415067,7.2121520398,5.7278366545,12.0344036,10.4041484903,8.41008196433,9.935713008,7.400262798,6.672535396,7.548207573,8.822380524,5.8854976,9.9225039835,7.38864896367,7.290413172,10.43052602,5.65673537333,7.3656981534,11.89182747,Control
8.671329755,8.7262881565,9.919347951,9.260861404,9.243632862,7.550712611,6.940170054,8.716991196,9.024549301,11.20290453,6.930918032,11.64892389,7.889231864,5.88130442,7.66188804867,9.31002259,9.656380672,11.71011775,8.37001555233,6.5523992454,5.53215868525,11.29880451,10.5074705227,8.276027599,10.2127518167,6.998819226,4.904979261,8.158055634,9.353169505,5.6707063705,10.572813026,6.18594528567,6.843076615,10.35004996,6.076211705,7.1534205814,12.03287579,BRCA
8.238764323,8.6813768815,8.417938067,9.241179451,10.71182636,7.16160132,7.146036874,8.4863279555,8.423284332,11.0078229,7.437400717,11.744773,7.888927569,6.012910116,7.66703628367,10.25166618,10.45510657,10.80422,8.055316251,6.8318493608,5.59239170375,11.1371034,9.90083481867,8.19499244567,10.3303371883,6.457877938,5.472171943,8.167858571,9.276311202,5.6644220515,10.352881859,5.827334376,6.319315918,9.905109092,6.892202365,7.0222287176,12.93579034,BRCA
8.855492319,8.248373031,9.684065293,9.022833232,9.940739781,7.4861186035,6.8817904,8.9933055285,8.254945825,10.76808942,7.62073508,11.37964115,7.569098232,6.093502736,8.02569258867,9.968674397,9.799419701,11.05212667,8.15187039433,6.9033787788,5.290656016,10.99802289,10.2584479883,7.64009553033,10.0295226957,6.272541727,4.944168843,7.631688412,9.223954101,5.4935537865,10.396165934,5.46067012367,6.854996522,10.1431986,6.22343926267,6.9209080238,12.39411974,BRCA
8.831846471,8.6068554675,9.882467716,9.175650046,9.388491534,7.34171602,6.725404178,8.896381156,9.9223698205,10.72173602,7.081033649,11.16916418,8.385270456,5.696279909,7.95110622133,10.29885335,9.411691645,10.68460862,8.307619148,6.5092008916,5.601343453,11.5269639,10.0323493423,8.107432199,10.1231177773,7.39763426,5.538546893,8.19969826,9.397546894,5.65532370625,10.4544465325,7.50910571067,7.305357548,10.02243063,5.900651423,6.8965544166,12.3239471,BRCA
9.213384421,8.073461174,9.477526124,9.44260202,9.946226836,7.2558065975,7.049089233,8.753016755,8.2659789275,10.52528127,7.252857286,11.66819594,6.654604256,5.735529792,7.89435356167,10.30762238,9.922525358,10.66477195,8.00178394967,6.667640262,5.51402988,11.09109172,9.692770319,8.05780990833,10.182290716,6.554209422,5.070616072,7.6455704,9.328529711,5.5028216445,10.38110283,6.36028501567,7.112442439,10.25917864,6.655477482,6.895239566,12.48900128,BRCA
9.174601867,8.5559423875,9.985543523,8.973504462,9.355059844,7.6189136335,6.900568353,9.089847459,8.414155895,10.75721104,8.260967887,11.52630619,7.98134055,5.527563994,8.071594068,10.41961292,9.905613067,10.80972013,8.114935638,6.6051129444,5.597352566,11.26511118,9.570767933,8.43566162833,10.3257906717,7.681310676,5.353156751,8.275287778,9.589014912,5.267785966,10.272812775,6.30967617733,7.328004187,10.57522277,6.36521905133,7.0040046146,12.05711016,BRCA
8.152476418,8.6535305615,9.534634151,8.965922146,10.72853303,7.146158321,7.891238603,8.921795507,8.570169323,7.276057213,8.100019848,9.38829779,5.616777635,5.657076342,8.530428344,7.317731701,9.850777208,11.27473356,7.80541527933,6.5489813434,5.2990189695,11.38620755,10.2933462963,8.179328321,10.2867156497,5.687628504,5.027033758,7.498233163,10.2392289,5.47877633725,10.984450649,6.24084179367,7.565846802,7.724140554,5.64712131267,7.4112322548,12.34859823,BRCA
