@relation data

@attribute 23239 numeric
@attribute 842 numeric
@attribute 4303 numeric
@attribute 1147 numeric
@attribute 2932 numeric
@attribute 7249 numeric
@attribute 2931 numeric
@attribute 1027 numeric
@attribute 1026 numeric
@attribute 2475 numeric
@attribute 4803 numeric
@attribute 387 numeric
@attribute 117145 numeric
@attribute 253260 numeric
@attribute 572 numeric
@attribute 57761 numeric
@attribute 5728 numeric
@attribute 2308 numeric
@attribute 2309 numeric
@attribute 5170 numeric
@attribute 4193 numeric
@attribute 8660 numeric
@attribute 1385 numeric
@attribute 79109 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 64223 numeric
@attribute 10000 numeric
@attribute 6199 numeric
@attribute 3164 numeric
@attribute 84335 numeric
@attribute 3667 numeric
@attribute 4914 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute Class {Control,BRCA}

@data
8.525639357,7.924560768,9.212004536,9.004698798,10.00381342,7.102536626,6.656643396,9.994983337,11.459753229,10.40794251,7.388170429,12.37603319,6.743323514,5.817758343,7.546352606,8.468095662,10.48283344,11.59105257,8.65713445933,7.1007852408,5.4774530015,12.08367055,10.707890538,8.334523256,9.746089281,7.466690585,6.685313404,7.339184439,8.366847964,6.02664600925,9.8141439395,7.80231742467,6.934372381,10.10813927,5.19152344233,7.0703331436,11.7240492,Control
8.210794454,7.7506065195,9.251175332,8.974945912,10.79867858,7.8100749315,6.263509238,9.7467670155,8.288611166,10.37262599,7.536346549,12.57624761,6.178023026,5.887288406,7.48196166867,8.994354232,10.32512022,10.97151861,8.61943654367,7.4312568682,5.63969746625,11.11317258,11.4528809893,7.842049506,9.68028616833,6.43012268,7.098719371,6.741201091,8.842626225,5.94776533325,9.498162056,6.52289608033,6.845117176,10.01141636,5.505510586,7.6111323212,12.12504541,BRCA
8.990643721,8.1061247785,8.82901003,8.986710369,10.42204403,7.3984048785,7.147411327,9.760065891,8.320702773,10.44466839,7.765321119,12.07257321,6.947055725,6.223234887,7.496409352,9.791114496,10.4297627,11.02198648,8.11911474133,7.2445861642,5.8602843415,11.22600587,10.8440250817,8.09744639133,9.69256516467,6.416760061,6.212526175,6.813047234,9.630577078,5.52044016575,10.2425466365,6.15853337533,6.923330828,9.532322378,5.26733198233,7.448654099,12.67203307,BRCA
9.016746404,7.389583129,10.06056798,8.742495656,11.11828268,7.6503556025,6.947903173,9.344181055,8.2000896335,10.39039231,7.799736743,12.17972416,7.239410274,6.082580853,7.166098701,10.14854685,10.18190731,10.90909074,7.89001782067,6.9971733014,5.5016593965,10.31178269,11.337274206,7.59615406733,9.98949733167,5.863140121,5.584068992,6.506054132,10.00278026,5.58777326775,9.9489026305,5.52976592467,7.356366407,9.129946971,5.99442656267,7.6522265588,12.52623397,Control
9.082229642,7.637528126,9.04746554,8.684828488,10.40311354,7.4082400825,6.836369559,10.049946495,7.875076566,9.62228117,7.144329712,12.74633592,5.894824582,5.44461013,7.33013335533,9.421265976,10.27256013,10.63211394,8.43841214667,7.3395574808,5.80954885825,11.49594259,11.0490871027,8.19961830567,9.506100771,6.860966288,7.405441727,6.944393257,9.484878832,5.87271996825,9.731993461,6.08433296333,7.543266046,9.959676393,5.547936593,7.950268865,11.96427598,BRCA
7.879094802,8.5459358775,8.339762197,9.33884841,9.953578497,7.2581526215,6.770634576,9.5007422985,10.112371314,10.04182378,7.044998189,13.08540943,6.847624679,6.162799782,6.96976629,8.755431019,10.16250498,11.37439849,8.37121987433,7.3955993004,5.889292139,11.69149721,10.8002004453,8.96012964167,9.688092646,7.477052175,7.460253403,7.80732453,8.90097329,6.0241266485,10.1743432895,8.36641248067,5.947029782,10.00182726,5.422961591,7.4183463498,12.02694363,BRCA
8.440081308,6.9179834015,9.180127421,8.17437786,12.02630394,7.399969872,6.72267478,9.015559992,7.8281740715,9.710815526,8.198753346,12.27941189,6.773076963,5.495384375,6.54175895867,10.39297237,10.31455241,11.02648906,8.43731510867,7.3536038904,5.78129302475,9.882139059,11.1354255073,8.17914310267,10.0480993307,6.742953157,6.662423158,5.996847001,9.95563942,5.88751933675,9.6883434395,5.61863853467,7.986995525,8.873183485,6.52639166833,8.3350079456,13.11366653,BRCA
8.912381254,8.3320404855,8.872275583,8.824657385,9.584981814,7.055090386,7.289814009,10.6232973005,9.436657679,9.922785491,8.277683912,11.89259415,6.416168916,6.08693831,7.84441516067,9.038034948,10.71573921,11.33417845,8.18545797233,7.0445753338,5.3501390665,11.73537632,10.258386433,8.49577643867,9.436876068,6.689303092,6.020263967,7.162847292,9.017533022,5.55851851825,9.8900263955,7.134000206,6.734035951,10.47490271,5.618990182,7.757716558,12.07897478,Control
8.963128094,7.7930385845,8.632069254,8.659854224,9.460251675,7.327968466,6.70684521,10.059640231,8.6840196725,10.26710886,7.431458167,12.60350703,6.458739307,7.016922821,7.80894971567,9.783440744,10.36365325,10.66032156,8.21589430233,7.1591884674,5.591806779,11.64430934,10.6759547673,8.31359507267,9.58057105933,6.500527718,7.205282841,7.428655643,9.695411499,5.650041658,10.173879045,7.56621495767,7.048898576,9.964760013,5.580399701,7.6719006758,12.20624983,BRCA
8.751779294,7.6247556515,9.629630344,8.645245129,11.10846093,7.271314855,6.408334517,9.9202580165,8.5305745065,9.976514407,7.109833592,12.28213433,7.409075047,6.038266749,7.79374473733,10.3235449,9.653830832,10.90549628,8.183937528,7.3339069032,5.8421495495,11.1050886,11.1110274023,8.02412086467,9.75364579767,6.827314517,7.606018576,6.850940421,9.099374852,5.56331123875,9.8976062935,5.38469059467,7.440414751,10.08180334,5.61823474067,7.3060563712,12.27296951,BRCA
