@relation data

@attribute 5063 numeric
@attribute 29999 numeric
@attribute 2318 numeric
@attribute 2316 numeric
@attribute 5062 numeric
@attribute 1073 numeric
@attribute 1072 numeric
@attribute 10298 numeric
@attribute 3984 numeric
@attribute 4638 numeric
@attribute 25794 numeric
@attribute 9475 numeric
@attribute 6093 numeric
@attribute 57144 numeric
@attribute 8976 numeric
@attribute 6624 numeric
@attribute 8936 numeric
@attribute 85366 numeric
@attribute 5058 numeric
@attribute 7408 numeric
@attribute 207 numeric
@attribute 4620 numeric
@attribute 23452 numeric
@attribute 10097 numeric
@attribute 10096 numeric
@attribute 2664 numeric
@attribute 2665 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 6191 numeric
@attribute 56924 numeric
@attribute 5216 numeric
@attribute 998 numeric
@attribute 6010 numeric
@attribute 5217 numeric
@attribute Class {Control,BRCA}

@data
6.572931815,5.536217098,10.03037096,6.434382719,8.225782395,5.9311606085,12.5506675,6.78184004567,5.7690473375,9.50331156833,5.0724356405,12.232557025,8.331209336,6.06101575,11.4461297,11.55095369,5.1241386875,6.059945345,9.037678125,6.6644604375,9.746089281,5.458292792,12.78312415,12.46600514,7.791685689,9.304334849,10.99277571,14.665256985,14.38765928,14.333989405,7.228436626,12.94594262,7.16387589625,5.316518,7.4054811825,Control
5.989031828,5.380600673,9.846027482,7.041826475,8.658878356,5.685224682,12.5801856,6.96341635667,5.7228877405,9.09094023867,5.9054709485,12.3160764435,8.399610251,5.9152182985,11.4951169,11.34089896,5.26166635,5.301232095,9.447476465,6.203672825,9.68028616833,4.778486368,11.90810746,12.72627038,7.92222926,9.45882753,10.83540327,14.318888115,14.0020375,14.292347115,7.918686056,12.79419988,7.17118701125,4.435394156,7.572406141,BRCA
6.451215749,5.469732364,8.848717702,6.436091549,7.83784169,5.748541194,12.67483341,7.053848853,5.848293342,9.01551201767,5.656243269,11.8573344895,7.854652002,6.471963415,11.70577504,12.32574401,5.6771915915,5.641120592,9.822754492,6.7713309535,9.69256516467,5.122477305,10.69913019,12.35101106,7.849031477,9.154103624,11.26252082,14.52431873,13.29267684,14.688771895,8.388922588,13.181245845,7.03238297825,5.186670157,7.2571828075,BRCA
6.212477538,4.845002284,8.931846371,7.187354857,7.70770520067,5.6549351675,12.73346456,7.29161173667,6.1942824925,8.53219426233,5.4917637955,11.581178851,7.179165475,5.970444851,11.19831015,11.2498099,5.6326827355,5.377480603,10.03852848,6.103628909,9.98949733167,4.938534277,11.2413041,12.03029651,7.622401694,10.0652179,10.73881029,12.912810505,13.51771248,14.066865485,7.666368043,12.7802358,6.55593589375,5.254944744,7.253927011,Control
6.54048116,5.747529224,9.129734513,6.618976867,8.07563913267,5.749486107,12.90048482,7.17942935133,6.176314587,9.705586173,5.551908377,12.51727103,7.894031227,6.436155389,11.62848212,12.05836733,5.473898856,5.572595075,9.507874464,6.057294721,9.506100771,4.927672792,10.69259831,12.40979539,8.570881384,9.494236145,11.66916423,14.515533555,13.17957018,14.8781703,7.235083497,13.28927478,6.99171327025,4.915773338,7.6057427725,BRCA
6.491536971,5.427783188,11.29154789,7.057101267,8.35808952433,5.509245221,12.64577331,7.13014571033,5.789661595,9.68830932967,5.4716866645,12.441328291,9.001704532,6.593782925,12.05670215,12.36089516,5.2548835515,5.930448326,9.3312535,7.116007336,9.688092646,4.758105247,11.91235432,12.84338824,9.208161871,9.063422806,11.7240492,14.9749406,14.31938813,14.52995559,7.486435083,12.77346919,7.00999639125,4.596397442,7.3399733255,BRCA
6.952074702,5.38008113,10.486594,7.088102166,8.02893851733,5.3365802605,13.07861622,7.12335323067,5.703437493,9.12043218767,5.7005826565,12.1160117875,8.073955593,6.309891817,10.73380366,11.73619062,5.462605335,6.172733142,9.354305108,6.299870208,10.0480993307,4.828595108,10.9232534,12.88542666,8.635746344,10.39985497,10.2712474,13.05627132,14.34873163,13.354369595,6.609404545,12.884686225,7.10702874775,5.119575355,7.5062755425,BRCA
5.447753778,5.252108349,10.17570583,6.218786615,7.68379282967,6.086799569,12.73346456,6.600449015,5.9416429115,9.486682492,5.472767647,11.963258885,7.856831861,6.192045554,11.5141002,11.55530105,5.438280489,6.040898593,8.901176988,6.4861257565,9.436876068,4.818404856,12.25801543,12.3064449,7.924992273,9.24901928,11.23136237,14.795549445,13.94623879,14.92983043,6.453069445,13.27590732,7.09973287325,4.947679304,7.5667344455,Control
6.517673816,5.593959684,9.241453583,7.099140334,7.77701585767,5.5190403625,12.83574159,7.157131823,5.8969290325,9.58901573033,5.7592094465,12.3255748965,7.307431087,6.4383506835,11.6557522,11.98415862,5.5683801275,6.299945779,9.625618044,6.5383195555,9.58057105933,4.941119518,10.93958309,12.39411974,8.559186941,8.900271441,12.16828986,14.61562869,14.00655359,14.98307943,7.520699455,13.49181197,7.18183415025,5.117810604,7.704928784,BRCA
6.373044025,5.655216748,8.418043517,6.678428044,7.95022355167,5.541488103,12.64987931,7.26601424567,5.715837508,9.227921381,5.7818987465,12.275687156,7.897680799,6.3266587065,11.21515091,10.94085517,5.001086456,5.868644328,9.599773923,6.534855973,9.75364579767,4.649642211,11.61491238,12.22715872,7.749066799,9.794773703,11.55865044,14.06674172,13.88031822,14.414777965,8.381198053,13.018593535,7.09000222,5.087262599,7.5600888065,BRCA
