@relation data

@attribute 5063 numeric
@attribute 29999 numeric
@attribute 2318 numeric
@attribute 2316 numeric
@attribute 5062 numeric
@attribute 1073 numeric
@attribute 1072 numeric
@attribute 10298 numeric
@attribute 3984 numeric
@attribute 4638 numeric
@attribute 25794 numeric
@attribute 9475 numeric
@attribute 6093 numeric
@attribute 57144 numeric
@attribute 8976 numeric
@attribute 6624 numeric
@attribute 8936 numeric
@attribute 85366 numeric
@attribute 5058 numeric
@attribute 7408 numeric
@attribute 207 numeric
@attribute 4620 numeric
@attribute 23452 numeric
@attribute 10097 numeric
@attribute 10096 numeric
@attribute 2664 numeric
@attribute 2665 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 6191 numeric
@attribute 56924 numeric
@attribute 5216 numeric
@attribute 998 numeric
@attribute 6010 numeric
@attribute 5217 numeric
@attribute Class {Control,BRCA}

@data
5.761026747,5.203799462,10.53926573,7.734474443,7.58494976267,5.4994189335,12.6255337,6.668976943,6.0195573385,7.787443455,5.309681902,12.123539839,6.841316277,5.850933908,11.13901746,12.38074251,5.6547341815,5.90665689,9.29724939,6.5887322845,9.592833039,5.784969309,12.29825028,11.7674087,8.349901664,9.930146364,11.70094695,14.16117987,12.97965657,14.52105188,7.641511935,12.90809638,6.604948967,4.719610733,6.9679914565,BRCA
5.8796514,5.144465785,8.589961115,6.791101418,7.93261710267,5.8370064655,12.73839215,6.91179159267,5.7070276755,9.08050051933,5.435423609,12.134661438,8.010333857,6.0725711085,11.46239505,11.45168263,5.5605859125,5.986189763,9.270109064,6.7371296105,9.66262953467,5.298668624,11.81929108,12.44389288,8.130108627,9.041851538,11.31755975,14.5902901,12.96993872,14.90869492,6.818777479,13.53192857,7.351535111,4.682592971,7.7461650875,Control
5.178626261,5.175436026,9.809149576,6.942165885,7.94302709167,6.1057614365,12.71973005,6.88726016867,5.7043025945,9.62072910933,5.516825545,12.160273944,8.228615647,5.944323571,11.54782732,11.69454954,5.2464877075,6.077355838,9.21638279,6.718725316,9.935713008,5.343062431,12.65135565,12.25801543,7.710550109,9.130918727,11.28778467,14.6393662,14.27762815,14.470003945,7.235298947,13.32958479,7.359104133,5.212774804,7.310354137,Control
5.682862067,5.201056716,8.7918394,7.997872605,7.87233796567,6.044535043,12.72471214,7.10358658867,5.8907386725,8.49734289867,6.3560145975,10.9667634565,6.165666403,6.5271583745,11.68740205,11.59075909,5.38100816,5.83390919,10.06933601,6.7621099375,10.2127518167,5.525059738,11.52882293,12.05450776,5.876769396,10.16400217,9.342319797,14.61489822,14.57970693,14.61226133,8.547261958,13.606702835,6.6884391885,5.094670216,7.3825407305,BRCA
5.582263377,5.001814906,9.82851779,6.644509312,7.52928093467,5.438800219,12.41466417,6.941697034,6.1120078265,8.274334497,6.377049851,11.161025592,6.754958049,6.130916478,11.89929188,12.34859823,5.678699208,5.197719213,9.423032438,6.2955968625,10.3303371883,5.709987583,12.28429355,12.55486108,5.7540933,9.326284045,10.13564553,14.820812395,14.01211384,14.457644915,7.369905099,12.66598847,6.843482732,4.571466258,7.1708987855,BRCA
5.6227922,5.217435519,7.533760189,7.739546258,7.75599573933,6.2782805605,13.01183005,7.152093931,6.217322425,9.17804262733,6.1939239645,10.9770287015,6.390947607,6.2546153975,11.68740205,11.56578769,5.3897905355,6.219222378,9.880142578,6.659793857,10.0295226957,4.974542217,11.45122414,12.10010062,5.682019293,9.655513338,9.608440172,14.40395713,14.77756767,14.757617165,9.370644433,13.56808964,7.08107622375,5.321216715,7.2184849425,BRCA
5.443947436,5.300134022,7.750290152,7.555933317,7.607699735,5.626551382,12.62816419,7.44371655133,6.3668044235,8.42402514667,6.517440597,10.812047926,5.819036642,6.655277743,11.93028653,11.49487822,5.5923392205,5.582263377,10.12536217,6.898751441,10.1231177773,5.154424477,10.31437963,11.55095369,5.840596198,9.652191188,9.133489757,14.584707025,14.11502538,14.86803285,9.269968858,13.35062938,6.38540810175,5.425938643,7.416736743,BRCA
5.37574431,5.242517955,8.2984305,7.173629982,7.474927603,5.7034124845,12.80568549,6.99125126167,6.101992557,7.96689849,6.2230535405,10.6804132185,6.462793134,6.473526085,11.85473021,11.90041411,5.7040260045,5.417355711,10.00810682,6.595533991,10.182290716,5.301597934,11.19460776,12.04611629,5.994529519,9.234794159,9.868360018,14.076440755,14.46865842,15.08034745,7.893879593,13.605374565,6.7911300605,5.281801394,7.349851035,BRCA
5.410164055,5.170937787,8.273260753,7.16772202,7.58342234833,5.68576156,12.5850741,7.58098573433,6.1958131935,8.16545528467,6.2136673495,10.7327467605,6.132068463,6.257271368,11.89117053,12.06042414,5.4322419585,5.501288856,10.13367562,7.180584067,10.3257906717,4.767934712,11.30262766,11.89018267,6.20007038,9.740219732,9.848568613,14.67873479,14.40318784,15.009182335,7.733390145,13.475401525,6.67358924525,5.345015965,7.42997698,BRCA
6.157049396,4.766875281,9.067609897,5.233438728,7.32187888267,6.691681947,13.78053775,6.97610052433,5.899944074,8.01304877233,6.250687351,10.274589591,5.833276737,6.318826387,7.695456468,12.39294532,5.4397138795,6.565182543,9.841965701,6.739366998,10.2867156497,5.398154738,12.21001994,11.96009799,4.990286948,9.553380244,6.798831822,14.44422315,14.12586144,15.0075063,8.635646596,13.764047185,6.6605798635,4.450633198,5.6643235605,BRCA
