@relation data

@attribute id string
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5603 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 891 numeric
@attribute 914 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 983 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.8322542454,-0.0220457165,1.5804264784,0.1835977883,0.0708837804,0.5395283599,-0.1211625478,-0.0715993912,-0.0731259508,0.5784964499,-0.0098517653,0.2301373981,0.1012033703,-0.0656518902,-0.2278303034,-0.0177773779,0.0158559754,-0.0425476541,BRCA
GSM481003,0.6319902162,0.0102665505,1.4306810153,0.2775854540,0.0839032548,0.7071057357,-0.1142712507,-0.0022023061,0.0580019309,0.4392622436,0.0177999127,0.4128279091,0.0149457140,-0.0770565563,-0.1819517889,-0.0574515264,-0.1029128321,0.0396829150,BRCA
GSM481004,0.6800325786,-0.0396932616,1.3028280862,0.4924258457,0.0900657546,0.5545792864,-0.0588113764,-0.0441430938,-0.0617234432,0.5186807821,0.0930184553,0.6019157350,0.0547877369,-0.0345862663,-0.0889438873,-0.1026754117,-0.1231937660,0.0847969585,BRCA
GSM481005,1.2306991819,-0.0333261071,1.7659622869,0.2887021348,0.0123217801,0.6868093671,-0.0529422042,-0.0436124759,-0.0344820515,0.6463682539,0.0669458035,0.3001643807,-0.0331311966,0.0022492817,-0.1447939863,-0.0165831194,-0.1059599490,-0.0386178835,BRCA
GSM481006,0.9264100611,-0.0789564253,1.9199747352,0.4230002210,0.0664586208,0.4674810317,-0.1196137335,-0.0572130085,-0.0572261756,0.6276549524,0.0269040916,0.2705982463,-0.1143870599,-0.0095844398,-0.1266725116,-0.0899901250,-0.0725723411,0.0396803746,BRCA
GSM481007,0.7558958770,0.0370700779,1.4966602238,0.1037381588,-0.0151180974,1.1163454109,-0.0277541616,-0.0056203018,-0.0304605411,0.5291107847,0.0170823853,0.1642346706,0.0499042900,-0.0307395773,-0.1174677125,-0.0112537179,-0.0235219490,-0.0570031899,BRCA
GSM481008,0.7458980968,0.0274709704,1.3636300043,0.2674738216,0.1533503204,0.2473534204,0.2864549936,-0.0415118158,-0.0830571034,0.1656969287,0.0952502571,1.5736002549,-0.0823487298,-0.0317761449,-0.1770474609,-0.0888971100,-0.0611829106,0.9505239390,Control
GSM481009,0.8545450949,0.0046873059,1.8241724720,-0.0853712003,-0.0314247598,0.2551399111,-0.0818952853,-0.1110477333,-0.0924537415,0.4795865551,-0.0723620999,0.5343546997,-0.0305082104,0.0485846690,-0.2456428629,-0.0362032268,-0.1263983154,0.1236259342,Control
GSM481010,1.0751941698,-0.0846129696,1.8411717293,0.4025551735,0.0782325012,0.3259510165,0.0214444121,-0.0057435957,-0.0126254933,0.7562955471,0.0440597638,0.8407037537,-0.0671264859,-0.0380152711,-0.0665421138,-0.0303304419,-0.0213031029,0.2772498125,Control
GSM481011,0.7629880970,0.0440684883,1.3068219577,0.3510860135,0.0081781969,0.6543249066,0.0216441399,-0.0260395241,-0.0681232988,0.5062603640,0.0608758262,0.1472806074,0.1606687040,-0.0931687449,-0.1829459285,-0.0012088869,-0.0795513421,0.1786498111,Control
GSM481012,0.8765752078,-0.0386734165,1.5415938040,0.2400153498,0.1237532776,0.3828388733,-0.0123290362,-0.0430539580,-0.0455261063,0.4808601719,0.0717083625,0.6861985036,0.0575464741,-0.0441277312,-0.1678603597,-0.0332291749,-0.1574486948,0.3306824619,Control
GSM481013,0.5152571224,-0.0325304772,1.4276103853,0.2573734153,0.1741443308,0.7791686471,0.1202863463,-0.0640381572,-0.0522756976,0.1396771946,0.0566472896,1.5442120619,-0.0617182706,-0.0495017180,-0.1638867715,-0.0730763739,-0.0654740149,1.0239650297,Control
GSM481014,0.8384942376,-0.0312758387,1.5259902455,-0.0759750416,-0.0047246915,0.3204884883,0.0087355035,-0.0302370793,-0.0222369227,0.6893242624,0.0124566908,0.3949877214,-0.0574112032,-0.0551827378,-0.1867955050,-0.0183830951,-0.0343648805,0.5877937729,BRCA
GSM481015,0.7360022109,-0.1120149191,1.1883931380,0.2887167094,0.0673557344,0.8232681295,-0.1213356094,-0.0201387392,-0.0094336574,0.4583069207,0.0561783836,0.4179581907,0.0233194016,0.0297561071,-0.1459487188,-0.0344366632,-0.1091056521,0.2450593735,BRCA
GSM481016,0.9148220082,-0.0572757143,2.0870520914,0.1002645297,0.0890900011,0.3470328971,0.2242006844,-0.0311592880,-0.0751995289,0.6426327996,0.0737004996,0.9440351706,0.0415326116,0.0261211220,-0.2076889905,-0.0361573053,-0.0238790086,0.4232646390,BRCA
GSM481017,1.3581797799,0.0239089333,2.1383833906,0.1165186564,0.0899535986,0.3714593115,0.1223430604,-0.0910495822,-0.0738523083,0.9014842910,0.0169172146,0.5402272443,-0.0863178848,-0.0385831302,-0.1735912356,-0.0639614681,-0.0802821960,0.7531574298,BRCA
GSM481018,0.3412525918,0.1137587935,1.2763793873,0.1258620331,0.0667983059,0.0930643758,-0.1471460629,-0.0465539441,0.0016536541,0.6058773233,0.0611806693,0.9644623799,0.0383119738,0.0221777384,-0.2650159907,0.0024149255,-0.1231455205,0.0481968442,BRCA
GSM481019,1.0268329625,-0.1091818104,1.7920439258,0.6030391826,0.0998013081,0.8441720789,-0.0418395370,0.0000398263,-0.0171211429,0.3189340238,0.1026434757,0.7559348793,-0.0866481348,0.0070222198,-0.1626278776,-0.1039914480,-0.0848060419,0.6176992623,BRCA
