@relation data

@attribute id string
@attribute 1399 numeric
@attribute 1869 numeric
@attribute 207 numeric
@attribute 22806 numeric
@attribute 2353 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 355 numeric
@attribute 3559 numeric
@attribute 356 numeric
@attribute 3560 numeric
@attribute 3561 numeric
@attribute 3667 numeric
@attribute 3716 numeric
@attribute 3718 numeric
@attribute 4609 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5478 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 572 numeric
@attribute 5777 numeric
@attribute 5894 numeric
@attribute 596 numeric
@attribute 598 numeric
@attribute 6198 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6850 numeric
@attribute 8651 numeric
@attribute 867 numeric
@attribute 8837 numeric
@attribute 9021 numeric
@attribute 9111 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,12.02214941,5.763286242,9.746089281,5.4021547815,14.72004222,9.4954151895,7.4423513115,6.109057762,5.8167984685,5.714184545,7.357290547,5.474931823,10.10813927,11.04382723,4.963024656,11.83974258,6.685313404,6.299304767,7.0703331436,7.340653781,8.27215776867,11.634256725,7.546352606,6.80465488733,10.11570732,8.4944607845,9.8313225965,10.80480483,9.15105029633,8.001564595,11.46083484,9.961088297,9.65740828,7.881528695,7.886226753,11.98737426,11.0274017595,8.923692292,Control
GSM427159,12.15020274,6.058322584,9.68028616833,6.6806189855,13.75148289,9.5539178325,7.8897640555,5.4568451785,5.4476662,6.1044474,8.060129988,5.808134829,10.01141636,9.540845393,5.442455259,10.569760214,7.098719371,7.09127967,7.6111323212,6.648325671,7.85669691467,11.27623323,7.48196166867,6.92689952033,10.34726733,7.97569312475,9.2628993675,10.83272413,8.42779587067,7.481398095,11.3989816,10.15001415,9.946928611,7.815256994,7.645116667,12.5292244,8.2708191325,8.326127349,BRCA
GSM427160,12.31403378,6.031886566,9.69256516467,6.5724943115,14.33042537,9.480270588,7.856102429,5.8381822935,4.894116797,6.144867877,8.84456543,5.90202005,9.532322378,10.145837,5.531000265,11.54593261,6.212526175,6.323194968,7.448654099,7.649240232,8.11094053067,11.198356615,7.496409352,6.94614165833,10.45388564,7.84053328475,9.6706944665,10.9243451,8.45925672733,7.228580927,12.10466109,10.28344757,9.791985416,8.073848511,7.644869593,11.86027624,7.3755804475,8.515543267,BRCA
GSM427162,11.37479785,5.460424154,9.98949733167,6.8115231755,12.01436934,9.432546201,8.398114105,5.9473627115,5.7507435765,6.331145921,7.784227701,5.702180478,9.129946971,7.64196344,5.259471408,10.2570662725,5.584068992,6.299945779,7.6522265588,6.934991518,7.98209816267,11.274247985,7.166098701,6.773314497,10.09500831,7.5957045875,8.999297312,11.19937192,7.73867912133,6.648325671,11.96551025,10.10956988,9.638916035,7.239410274,7.1870936865,12.50251243,7.026021961,9.054130209,Control
GSM427163,11.90965135,6.053008806,9.506100771,6.3839471005,12.40857396,9.66718229,7.697637374,6.4964374115,5.62105692,6.16425895,8.235417282,6.125780878,9.959676393,10.16184396,5.426609659,11.50644256,7.405441727,7.300126299,7.950268865,7.31944887,7.82991936767,11.21839075,7.33013335533,6.95957036867,10.22872886,7.8450723755,9.819947042,10.47933595,8.10318445333,7.634958261,11.9164133,9.833894617,10.27897821,7.553593058,7.59092276,12.26224618,7.3291673985,8.932466592,BRCA
GSM427164,12.34480084,5.770572224,9.688092646,5.898486043,13.96600025,9.9164802245,7.3388634815,6.60785894,5.5903701325,5.609260937,7.597496024,5.857863615,10.00182726,11.74013292,5.36773034,12.17961768,7.460253403,6.725540512,7.4183463498,7.950324238,8.18650002,11.07534033,6.96976629,7.329467798,10.624983,7.89616385625,9.444171974,11.22643043,8.70127661067,8.19601328,11.1888517,10.29596436,9.943244144,7.175178069,7.9410335545,11.64430934,9.896606441,8.409720941,BRCA
GSM427165,11.50866771,6.146803484,10.0480993307,8.7476431805,10.44201071,9.167523377,7.9742866725,5.6801733885,5.445685472,5.032113243,7.72720765,6.480390855,8.873183485,8.66980731,5.891547537,10.2032142635,6.662423158,7.476910459,8.3350079456,6.757593772,8.451561107,11.151396135,6.54175895867,7.417935019,9.961088297,7.264331835,9.718924317,11.68974045,8.36198243367,7.292025067,10.72234672,9.214514093,10.45584633,8.110210699,7.242328474,12.89557628,5.7802057775,8.767556421,BRCA
GSM427166,11.90894245,5.920180882,9.436876068,5.768058054,14.08516788,9.1611827995,7.7095138065,6.0495207925,5.9993367775,5.582112807,7.482104333,5.052688948,10.47490271,10.70365297,4.806596392,11.820520445,6.020263967,6.726903149,7.757716558,7.417897071,8.171538624,11.40345044,7.84441516067,7.27179105267,10.12277013,8.05261194825,9.632114784,10.38915837,8.53051419067,7.787382059,10.75261086,9.788616845,9.498226492,8.096110446,7.794277783,11.28307404,7.6450219565,8.732490639,Control
GSM427167,11.86434298,5.598879718,9.58057105933,5.629601374,14.82357723,9.3657406255,7.94496816,6.337979385,5.4650001365,6.069858551,7.931980129,5.463860485,9.964760013,10.41875948,5.157459364,12.140966635,7.205282841,6.426437217,7.6719006758,7.944069439,7.91861634733,10.99057863,7.80894971567,6.87905191167,9.9831294,7.87109163775,9.7227322955,10.83540327,8.16926655967,6.878728789,11.94573106,9.93285737,9.427680085,7.009607858,7.465168109,11.75034492,9.4489620645,8.985351796,BRCA
GSM427169,11.70471109,5.672857555,9.75364579767,6.1904096205,11.55023948,9.70078824,8.148239231,5.7598219305,5.0974707625,5.434637608,7.307522163,5.903768142,10.08180334,9.172928193,5.735326697,9.975804059,7.606018576,6.76752611,7.3060563712,7.103736613,7.74245236133,11.551814785,7.79374473733,6.98522982867,10.28660429,8.23267903825,9.564546958,10.84783275,8.39504068233,7.4960371,11.45097165,9.955468697,10.46083242,6.70134502,7.356733999,12.5617021,6.113514114,8.631287232,BRCA
GSM427170,11.37712933,6.357820835,9.592833039,5.7858525455,14.20597115,9.153599552,8.198599078,6.208641296,5.971200462,6.110410879,7.700632397,5.954668163,9.072521955,8.551815066,5.372961888,10.829470512,6.657000843,6.847562044,6.9076540764,6.961915926,8.06297051567,11.573459625,8.04104994467,6.812437156,10.23292486,7.66150020625,8.478052396,10.51995589,8.62624266567,6.507481989,11.89929188,9.998485053,9.687454914,7.49671624,7.2106038955,11.30927755,8.428162592,9.128259322,BRCA
