@relation data

@attribute 1457 numeric
@attribute 3725 numeric
@attribute 6722 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 5781 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 2002 numeric
@attribute 5604 numeric
@attribute 6517 numeric
@attribute 5921 numeric
@attribute 5290 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 3667 numeric
@attribute 3643 numeric
@attribute 3630 numeric
@attribute 2353 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCA}

@data
7.90764269433,14.72492149,11.90369558,7.4423513115,5.939777752,11.64123906,10.11570732,9.15105029633,9.719046985,10.49127719,5.689167221,7.65896220633,6.685313404,9.4954151895,11.634256725,10.10813927,6.361861002,5.169936271,14.72004222,6.299304767,7.0703331436,8.001564595,Control
7.803043395,14.11502538,12.0948349,7.8897640555,5.0886580415,11.64123906,10.34726733,8.42779587067,9.192268846,9.559434991,5.667687262,7.532686946,7.098719371,9.5539178325,11.27623323,10.01141636,5.911818141,5.773212576,13.75148289,7.09127967,7.6111323212,7.481398095,BRCA
7.94848537033,14.41297137,11.66204091,7.856102429,5.6701097255,11.37070935,10.45388564,8.45925672733,9.676230874,9.65317699,5.690704299,7.43491518133,6.212526175,9.480270588,11.198356615,9.532322378,6.617140962,5.870864797,14.33042537,6.323194968,7.448654099,7.228580927,BRCA
7.444988463,14.08054111,11.78440594,8.398114105,5.7758281875,11.77608148,10.09500831,7.73867912133,9.684192438,9.580847928,5.801553978,7.53095120333,5.584068992,9.432546201,11.274247985,9.129946971,6.187258653,5.793122872,12.01436934,6.299945779,7.6522265588,6.648325671,Control
8.520100527,13.43392773,11.30524968,7.697637374,5.704258658,11.54684638,10.22872886,8.10318445333,9.981439248,9.966174165,5.981630781,7.41149949233,7.405441727,9.66718229,11.21839075,9.959676393,6.468750795,5.536217098,12.40857396,7.300126299,7.950268865,7.634958261,BRCA
8.51193804167,13.80946823,12.47196608,7.3388634815,6.517858181,11.95147243,10.624983,8.70127661067,9.979768545,10.23164154,5.889480387,7.47462674233,7.460253403,9.9164802245,11.07534033,10.00182726,6.511519926,5.73607124,13.96600025,6.725540512,7.4183463498,8.19601328,BRCA
7.90176327133,13.91249272,11.85634588,7.9742866725,5.6011167705,12.03524768,9.961088297,8.36198243367,9.212867878,8.977681421,6.082580853,7.49866828033,6.662423158,9.167523377,11.151396135,8.873183485,6.512547399,5.705709271,10.44201071,7.476910459,8.3350079456,7.292025067,BRCA
8.330459995,13.96294256,11.58622772,7.7095138065,5.401013329,11.28411575,10.12277013,8.53051419067,9.290572499,10.00443156,5.931807875,7.22554449667,6.020263967,9.1611827995,11.40345044,10.47490271,5.826809832,5.451879748,14.08516788,6.726903149,7.757716558,7.787382059,Control
8.343961905,14.44356588,11.78440594,7.94496816,5.8779809975,11.64347756,9.9831294,8.16926655967,10.01823535,9.452231522,5.950124992,7.130488018,7.205282841,9.3657406255,10.99057863,9.964760013,5.887653968,5.541182786,14.82357723,6.426437217,7.6719006758,6.878728789,BRCA
7.705001504,13.15952927,11.68854659,8.148239231,5.5839936855,11.52775569,10.28660429,8.39504068233,9.726661428,9.69476318,6.047566334,7.57770823567,7.606018576,9.70078824,11.551814785,10.08180334,6.078850631,5.233822166,11.55023948,6.76752611,7.3060563712,7.4960371,BRCA
